00VD               20071108                                                                                   
0601VDB5+       20080101000905100000005000 0500005711100631   
0601VDB5+       20080101000910100000005000 0500005824600640   
0601VDB5+       20080101000915100000005000 0500005938900649   
0601VDB5+       20080101000920100000005000 0500006026600655   
0601VDB5+       20080101000925100000005000 0500006151900665   
0601VDB5+       20080101000930100000005000 0500006259500673   
0601VDB5+       20080101000935100000005000 0500006377300682   
0601VDB5+       20080101000940100000005000 0500006467800688   
0601VDB5+       20080101000945100000005000 0500006587300697   
0601VDB5+       20080101000950100000005000 0500006698200705   
0601VDB5+       20080101000955100000005000 0500006819400714   
0601VDB5+       20080101000960100000005000 0500006903100719   
0601VDB5+       20080101000965100000005000 0500007025900728   
0601VDB5+       20080101000970100000005000 0500007139900736   
0601VDB5+       20080101000975100000005000 0500007264400745   
0601VDB5+       20080101000980100000005000 0500007360500751   
0601VDB5+       20080101000985100000005000 0500007486700760   
0601VDB5+       20080101000990100000005000 0500007623700770   
0601VDB5+       20080101000995100000005000 0500007731900777   
0601VDB5+       20080101001000100000005000 0500007860700786   
0601VDB5+       20080101001005100000005000 0500007950300791   
0601VDB5+       20080101001010100000005000 0500008070600799   
0601VDB5+       20080101001015100000005000 0500008191800807   
0601VDB5+       20080101001020100000005000 0500008313800815   
0601VDB5+       20080101001025100000005000 0500008405800820   
0601VDB5+       20080101001030100000005000 0500008529200828   
0601VDB5+       20080101001035100000005000 0500008643000835   
0601VDB5+       20080101001040100000005000 0500008768000843   
0601VDB5+       20080101001045100000005000 0500008862400848   
0601VDB5+       20080101001050100000005000 0500008988800856   
0601VDB5+       20080101001055100000005000 0500009094900862   
0601VDB5+       20080101001060100000005000 0500009233400871   
0601VDB5+       20080101001065100000005000 0500009351500878   
0601VDB5+       20080101001070100000005000 0500009448900883   
0601VDB5+       20080101001075100000005000 0500009589800892   
0601VDB5+       20080101001080100000005000 0500009710000899   
0601VDB5+       20080101001085100000005000 0500009863500909   
0601VDB5+       20080101001090100000005000 0500009996200917   
0601VDB5+       20080101001095100000005000 0500010129600925   
0601VDB5+       20080101001100100000005000 0500010285900935   
0601VDB5+       20080101001105100000005000 0500010410000942   
0601VDB5+       20080101001110100000005000 0500010523700948   
0601VDB5+       20080101001115100000005000 0500010704900960   
0601VDB5+       20080101001120100000005000 0500010808900965   
0601VDB5+       20080101001125100000005000 0500010969700975   
0601VDB5+       20080101001130100000005000 0500011108800983   
0601VDB5+       20080101001135100000005000 0500011248800991   
0601VDB5+       20080101001140100000005000 0500011401001000   
0601VDB5+       20080101001145100000005000 0500011542601008   
0601VDB5+       20080101001150100000005000 0500011639001012   
0601VDB5+       20080101001155100000005000 0500011735801016   
0601VDB5+       20080101001160100000005000 0500011833001020   
0601VDB5+       20080101001165100000005000 0500011942201025   
0601VDB5+       20080101001170100000005000 0500012052001030   
0601VDB5+       20080101001175100000005000 0500012138701033   
0601VDB5+       20080101001180100000005000 0500012261201039   
0601VDB5+       20080101001185100000005000 0500012348701042   
0601VDB5+       20080101001190100000005000 0500012448401046   
0601VDB5+       20080101001195100000005000 0500012548501050   
0601VDB5+       20080101001200100000005000 0500012637001053   
0601VDB5+       20080101001205100000005000 0500012749901058   
0601VDB5+       20080101001210100000005000 0500012851201062   
0601VDB5+       20080101001215100000005000 0500012940801065   
0601VDB5+       20080101001220100000005000 0500013030601068   
0601VDB5+       20080101001225100000005000 0500013157501074   
0601VDB5+       20080101001230100000005000 0500013248101077   
0601VDB5+       20080101001235100000005000 0500013351401081   
0601VDB5+       20080101001240100000005000 0500013442601084   
0601VDB5+       20080101001245100000005000 0500013559101089   
0601VDB5+       20080101001250100000005000 0500013663501093   
0601VDB5+       20080101001255100000005000 0500013755801096   
0601VDB5+       20080101001260100000005000 0500013848401099   
0601VDB5+       20080101001265100000005000 0500013979301105   
0601VDB5+       20080101001270100000005000 0500014072701108   
0601VDB5+       20080101001275100000005000 0500014191801113   
0601VDB5+       20080101001280100000005000 0500014285901116   
0601VDB5+       20080101001285100000005000 0500014393101120   
0601VDB5+       20080101001290100000005000 0500014500701124   
0601VDB5+       20080101001295100000005000 0500014595701127   
0601VDB5+       20080101001300100000005000 0500014691101130   
0601VDB5+       20080101001305100000005000 0500014825901136   
0601VDB5+       20080101001310100000005000 0500014922001139   
0601VDB5+       20080101001315100000005000 0500015018401142   
0601VDB5+       20080101001320100000005000 0500015128301146   
0601VDB5+       20080101001325100000005000 0500015238601150   
0601VDB5+       20080101001330100000005000 0500015349301154   
0601VDB5+       20080101001335100000005000 0500015447101157   
0601VDB5+       20080101001340100000005000 0500015531701159   
0601VDB5+       20080101001345100000005000 0500015670401165   
0601VDB5+       20080101001350100000005000 0500015755601167   
0601VDB5+       20080101001355100000005000 0500015854601170   
0601VDB5+       20080101001360100000005000 0500015967501174   
0601VDB5+       20080101001365100000005000 0500016080801178   
0601VDB5+       20080101001370100000005000 0500016194501182   
0601VDB5+       20080101001375100000005000 0500016294901185   
0601VDB5+       20080101001380100000005000 0500016395501188   
0601VDB5+       20080101001385100000005000 0500016524201193   
0601VDB5+       20080101001390100000005000 0500016625501196   
0601VDB5+       20080101001395100000005000 0500016727201199   
0601VDB5+       20080101001400100000005000 0500016843201203   
0601VDB5+       20080101001405100000005000 0500016959501207   
0601VDB5+       20080101001410100000005000 0500017062201210   
0601VDB5+       20080101001415100000005000 0500017179301214   
0601VDB5+       20080101001420100000005000 0500017268401216   
0601VDB5+       20080101001425100000005000 0500017414701222   
0601VDB5+       20080101001430100000005000 0500017504401224   
0601VDB5+       20080101001435100000005000 0500017608601227   
0601VDB5+       20080101001440100000005000 0500017727601231   
0601VDB5+       20080101001445100000005000 0500017832501234   
0601VDB5+       20080101001450100000005000 0500017937701237   
0601VDB5+       20080101001455100000005000 0500018057701241   
0601VDB5+       20080101001460100000005000 0500018149001243   
0601VDB5+       20080101001465100000005000 0500018255101246   
0601VDB5+       20080101001470100000005000 0500018390901251   
0601VDB5+       20080101001475100000005000 0500018497701254   
0601VDB5+       20080101001480100000005000 0500018619601258   
0601VDB5+       20080101001485100000005000 0500018741901262   
0601VDB5+       20080101001490100000005000 0500018849701265   
0601VDB5+       20080101001495100000005000 0500018957801268   
0601VDB5+       20080101001500100000005000 0500019066201271   
0601VDB5+       20080101001505100000005000 0500019174901274   
0601VDB5+       20080101001510100000005000 0500019314101279   
0601VDB5+       20080101001515100000005000 0500019408401281   
0601VDB5+       20080101001520100000005000 0500019533201285   
0601VDB5+       20080101001525100000005000 0500019658501289   
0601VDB5+       20080101001530100000005000 0500019753501291   
0601VDB5+       20080101001535100000005000 0500019879501295   
0601VDB5+       20080101001540100000005000 0500019975001297   
0601VDB5+       20080101001545100000005000 0500020086301300   
0601VDB5+       20080101001550100000005000 0500020228801305   
0601VDB5+       20080101001555100000005000 0500020340701308   
0601VDB5+       20080101001560100000005000 0500020437301310   
0601VDB5+       20080101001565100000005000 0500020581001315   
0601VDB5+       20080101001570100000005000 0500020693901318   
0601VDB5+       20080101001575100000005000 0500020822801322   
0601VDB5+       20080101001580100000005000 0500020920501324   
0601VDB5+       20080101001585100000005000 0500021034201327   
0601VDB5+       20080101001590100000005000 0500021180101332   
0601VDB5+       20080101001595100000005000 0500021278601334   
0601VDB5+       20080101001600100000005000 0500021393301337   
0601VDB5+       20080101001605100000005000 0500021540401342   
0601VDB5+       20080101001610100000005000 0500021639701344   
0601VDB5+       20080101001615100000005000 0500021755301347   
0601VDB5+       20080101001620100000005000 0500021887501351   
0601VDB5+       20080101001625100000005000 0500022003801354   
0601VDB5+       20080101001630100000005000 0500022153001359   
0601VDB5+       20080101001635100000005000 0500022253701361   
0601VDB5+       20080101001640100000005000 0500022370901364   
0601VDB5+       20080101001645100000005000 0500022521401369   
0601VDB5+       20080101001650100000005000 0500022622801371   
0601VDB5+       20080101001655100000005000 0500022741001374   
0601VDB5+       20080101001660100000005000 0500022876101378   
0601VDB5+       20080101001665100000005000 0500022995001381   
0601VDB5+       20080101001670100000005000 0500023164201387   
0601VDB5+       20080101001675100000005000 0500023300601391   
0601VDB5+       20080101001680100000005000 0500023420501394   
0601VDB5+       20080101001685100000005000 0500023591401400   
0601VDB5+       20080101001690100000005000 0500023712101403   
0601VDB5+       20080101001695100000005000 0500023833101406   
0601VDB5+       20080101001700100000005000 0500023988401411   
0601VDB5+       20080101001705100000005000 0500024110101414   
0601VDB5+       20080101001710100000005000 0500024266301419   
0601VDB5+       20080101001715100000005000 0500024423001424   
0601VDB5+       20080101001720100000005000 0500024563001428   
0601VDB5+       20080101001725100000005000 0500024737901434   
0601VDB5+       20080101001730100000005000 0500024878801438   
0601VDB5+       20080101001735100000005000 0500025002701441   
0601VDB5+       20080101001740100000005000 0500025161801446   
0601VDB5+       20080101001745100000005000 0500025303901450   
0601VDB5+       20080101001750100000005000 0500025463901455   
0601VDB5+       20080101001755100000005000 0500025624401460   
0601VDB5+       20080101001760100000005000 0500025767801464   
0601VDB5+       20080101001765100000005000 0500025894001467   
0601VDB5+       20080101001770100000005000 0500026091201474   
0601VDB5+       20080101001775100000005000 0500026218201477   
0601VDB5+       20080101001780100000005000 0500026381001482   
0601VDB5+       20080101001785100000005000 0500026526501486   
0601VDB5+       20080101001790100000005000 0500026672401490   
0601VDB5+       20080101001795100000005000 0500026836701495   
0601VDB5+       20080101001800100000005000 0500026983401499   
0601VDB5+       20080101001805100000005000 0500027112601502   
0601VDB5+       20080101001810100000005000 0500027296301508   
0601VDB5+       20080101001815100000005000 0500027426101511   
0601VDB5+       20080101001820100000005000 0500027592701516   
0601VDB5+       20080101001825100000005000 0500027723201519   
0601VDB5+       20080101001830100000005000 0500027890701524   
0601VDB5+       20080101001835100000005000 0500028058601529   
0601VDB5+       20080101001840100000005000 0500028190301532   
0601VDB5+       20080101001845100000005000 0500028322201535   
0601VDB5+       20080101001850100000005000 0500028510001541   
0601VDB5+       20080101001855100000005000 0500028642701544   
0601VDB5+       20080101001860100000005000 0500028775701547   
0601VDB5+       20080101001865100000005000 0500028946301552   
0601VDB5+       20080101001870100000005000 0500029098701556   
0601VDB5+       20080101001875100000005000 0500029270301561   
0601VDB5+       20080101001880100000005000 0500029404701564   
0601VDB5+       20080101001885100000005000 0500029539501567   
0601VDB5+       20080101001890100000005000 0500029712301572   
0601VDB5+       20080101001895100000005000 0500029847801575   
0601VDB5+       20080101001900100000005000 0500030002501579   
0601VDB5+       20080101001905100000005000 0500030157701583   
0601VDB5+       20080101001910100000005000 0500030313201587   
0601VDB5+       20080101001915100000005000 0500030469201591   
0601VDB5+       20080101001920100000005000 0500030606301594   
0601VDB5+       20080101001925100000005000 0500030743801597   
0601VDB5+       20080101001930100000005000 0500030939501603   
0601VDB5+       20080101001935100000005000 0500031077701606   
0601VDB5+       20080101001940100000005000 0500031196801608   
0601VDB5+       20080101001945100000005000 0500031374401613   
0601VDB5+       20080101001950100000005000 0500031533101617   
0601VDB5+       20080101001955100000005000 0500031653001619   
0601VDB5+       20080101001960100000005000 0500031832001624   
0601VDB5+       20080101001965100000005000 0500031952501626   
0601VDB5+       20080101001970100000005000 0500032152001632   
0601VDB5+       20080101001975100000005000 0500032273101634   
0601VDB5+       20080101001980100000005000 0500032414201637   
0601VDB5+       20080101001985100000005000 0500032575401641   
0601VDB5+       20080101001990100000005000 0500032737101645   
0601VDB5+       20080101001995100000005000 0500032879201648   
0601VDB5+       20080101002000100000050000 0500033341601667   
0601VDB5+       20080101002050100000050000 0500034851701700   
0601VDB5+       20080101002100100000050000 0500036352701731   
0601VDB5+       20080101002150100000050000 0500037863201761   
0601VDB5+       20080101002200100000050000 0500039381701790   
0601VDB5+       20080101002250100000050000 0500040861801816   
0601VDB5+       20080101002300100000050000 0500042482801847   
0601VDB5+       20080101002350100000050000 0500044087801876   
0601VDB5+       20080101002400100000050000 0500045673901903   
0601VDB5+       20080101002450100000050000 0500047286901930   
0601VDB5+       20080101002500100000050000 0500048926901957   
0601VDB5+       20080101002550100000050000 0500050517401981   
0601VDB5+       20080101002600100000050000 0500052132002005   
0601VDB5+       20080101002650100000050000 0500053744002028   
0601VDB5+       20080101002700100000050000 0500055325002049   
0601VDB5+       20080101002750100000050000 0500056954502071   
0601VDB5+       20080101002800100000050000 0500058774002099   
0601VDB5+       20080101002850100000050000 0500060821102134   
0601VDB5+       20080101002900100000050000 0500062961102171   
0601VDB5+       20080101002950100000050000 0500065049702205   
0601VDB5+       20080101003000100000050000 0500067082202236   
0601VDB5+       20080101003050100000050000 0500069115202266   
0601VDB5+       20080101003100100000050000 0500071271202299   
0601VDB5+       20080101003150100000050000 0500073460302332   
0601VDB5+       20080101003200100000050000 0500075650302364   
0601VDB5+       20080101003250100000050000 0500077807302394   
0601VDB5+       20080101003300100000050000 0500079895402421   
0601VDB5+       20080101003350100000050000 0500082077402450   
0601VDB5+       20080101003400100000050000 0500084254402478   
0601VDB5+       20080101003450100000050000 0500086425002505   
0601VDB5+       20080101003500100000050000 0500088587502531   
0601VDB5+       20080101003550100000050000 0500090740502556   
0601VDB5+       20080101003600100000050000 0500092846502579   
0601VDB5+       20080101003650100000050000 0500094975602602   
0601VDB5+       20080101003700100000050000 0500097090602624   
0601VDB5+       20080101003750100000050000 0500099190102645   
0601VDB5+       20080101003800100000050000 0500101348602667   
0601VDB5+       20080101003850100000050000 0500103529102689   
0601VDB5+       20080101003900100000050000 0500105653702709   
0601VDB5+       20080101003950100000050000 0500107798202729   
0601VDB5+       20080101004000100000050000 0500109962702749   
0601VDB5+       20080101004050100000050000 0500112066202767   
0601VDB5+       20080101004100100000050000 0500114187702785   
0601VDB5+       20080101004150100000050000 0500116285802802   
0601VDB5+       20080101004200100000050000 0500118442802820   
0601VDB5+       20080101004250100000050000 0500120617802838   
0601VDB5+       20080101004300100000050000 0500122810802856   
0601VDB5+       20080101004350100000050000 0500124934802872   
0601VDB5+       20080101004400100000050000 0500127074802888   
0601VDB5+       20080101004450100000050000 0500129230902904   
0601VDB5+       20080101004500100000050000 0500131357902919   
0601VDB5+       20080101004550100000050000 0500133499902934   
0601VDB5+       20080101004600100000050000 0500135656902949   
0601VDB5+       20080101004650100000050000 0500137782402963   
0601VDB5+       20080101004700100000050000 0500140015902979   
0601VDB5+       20080101004750100000050000 0500142217902994   
0601VDB5+       20080101004800100000050000 0500144387003008   
0601VDB5+       20080101004850100000050000 0500146570003022   
0601VDB5+       20080101004900100000050000 0500148767003036   
0601VDB5+       20080101004950100000050000 0500150879003048   
0601VDB5+       20080101005000100000050000 0500153103003062   
0601VDB5+       20080101005050100000050000 0500155240003074   
0601VDB5+       20080101005100100000050000 0500157440003087   
0601VDB5+       20080101005150100000050000 0500159653103100   
0601VDB5+       20080101005200100000050000 0500161879103113   
0601VDB5+       20080101005250100000050000 0500164065603125   
0601VDB5+       20080101005300100000050000 0500166317103138   
0601VDB5+       20080101005350100000050000 0500168528103150   
0601VDB5+       20080101005400100000050000 0500170751103162   
0601VDB5+       20080101005450100000050000 0500172986103174   
0601VDB5+       20080101005500100000050000 0500175178103185   
0601VDB5+       20080101005550100000050000 0500177325603195   
0601VDB5+       20080101005600100000050000 0500179595203207   
0601VDB5+       20080101005650100000050000 0500181820203218   
0601VDB5+       20080101005700100000050000 0500184056203229   
0601VDB5+       20080101005750100000050000 0500186360703241   
0601VDB5+       20080101005800100000050000 0500188619203252   
0601VDB5+       20080101005850100000050000 0500190830203262   
0601VDB5+       20080101005900100000050000 0500193110203273   
0601VDB5+       20080101005950100000050000 0500195401203284   
0601VDB5+       20080101006000100000050000 0500197583203293   
0601VDB5+       20080101006050100000050000 0500199834803303   
0601VDB5+       20080101006100100000050000 0500202096303313   
0601VDB5+       20080101006150100000050000 0500204367803323   
0601VDB5+       20080101006200100000050000 0500206649303333   
0601VDB5+       20080101006250100000050000 0500209003303344   
0601VDB5+       20080101006300100000050000 0500211305303354   
0601VDB5+       20080101006350100000050000 0500213553803363   
0601VDB5+       20080101006400100000050000 0500215875303373   
0601VDB5+       20080101006450100000050000 0500218142303382   
0601VDB5+       20080101006500100000050000 0500220418303391   
0601VDB5+       20080101006550100000050000 0500222768903401   
0601VDB5+       20080101006600100000050000 0500225063403410   
0601VDB5+       20080101006650100000050000 0500227300403418   
0601VDB5+       20080101006700100000050000 0500229612403427   
0601VDB5+       20080101006750100000050000 0500231865903435   
0601VDB5+       20080101006800100000050000 0500234127403443   
0601VDB5+       20080101006850100000050000 0500236396903451   
0601VDB5+       20080101006900100000050000 0500238743403460   
0601VDB5+       20080101006950100000050000 0500240959903467   
0601VDB5+       20080101007000100000050000 0500243253403475   
0601VDB5+       20080101007050100000050000 0500245554903483   
0601VDB5+       20080101007100100000050000 0500247793403490   
0601VDB5+       20080101007150100000050000 0500250038903497   
0601VDB5+       20080101007200100000050000 0500252291503504   
0601VDB5+       20080101007250100000050000 0500254551003511   
0601VDB5+       20080101007300100000050000 0500256817503518   
0601VDB5+       20080101007350100000050000 0500259091003525   
0601VDB5+       20080101007400100000050000 0500261371503532   
0601VDB5+       20080101007450100000050000 0500263584503538   
0601VDB5+       20080101007500100000050000 0500265878503545   
0601VDB5+       20080101007550100000050000 0500268104003551   
0601VDB5+       20080101007600100000050000 0500270411503558   
0601VDB5+       20080101007650100000050000 0500272649503564   
0601VDB5+       20080101007700100000050000 0500274893503570   
0601VDB5+       20080101007750100000050000 0500277143503576   
0601VDB5+       20080101007800100000050000 0500279399503582   
0601VDB5+       20080101007850100000050000 0500281661503588   
0601VDB5+       20080101007900100000050000 0500283929503594   
0601VDB5+       20080101007950100000050000 0500286124003599   
0601VDB5+       20080101008000100042000000 0500288403603605   
0601VDB6+       20080101000000100000530000 0600000000000000   
0601VDB6+       20080101000530100000005000 0600000058300011   
0601VDB6+       20080101000535100000005000 0600000074900014   
0601VDB6+       20080101000540100000005000 0600000086400016   
0601VDB6+       20080101000545100000005000 0600000103500019   
0601VDB6+       20080101000550100000005000 0600000115500021   
0601VDB6+       20080101000555100000005000 0600000133200024   
0601VDB6+       20080101000560100000005000 0600000145600026   
0601VDB6+       20080101000565100000005000 0600000180800032   
0601VDB6+       20080101000570100000005000 0600000199500035   
0601VDB6+       20080101000575100000005000 0600000235700041   
0601VDB6+       20080101000580100000005000 0600000261000045   
0601VDB6+       20080101000585100000005000 0600000292500050   
0601VDB6+       20080101000590100000005000 0600000324500055   
0601VDB6+       20080101000595100000005000 0600000351100059   
0601VDB6+       20080101000600100000005000 0600000378000063   
0601VDB6+       20080101000605100000005000 0600000405400067   
0601VDB6+       20080101000610100000005000 0600000439200072   
0601VDB6+       20080101000615100000005000 0600000473600077   
0601VDB6+       20080101000620100000005000 0600000520800084   
0601VDB6+       20080101000625100000005000 0600000575000092   
0601VDB6+       20080101000630100000005000 0600000604800096   
0601VDB6+       20080101000635100000005000 0600000660500104   
0601VDB6+       20080101000640100000005000 0600000710500111   
0601VDB6+       20080101000645100000005000 0600000748300116   
0601VDB6+       20080101000650100000005000 0600000799600123   
0601VDB6+       20080101000655100000005000 0600000831900127   
0601VDB6+       20080101000660100000005000 0600000891100135   
0601VDB6+       20080101000665100000005000 0600000937700141   
0601VDB6+       20080101000670100000005000 0600001005100150   
0601VDB6+       20080101000675100000005000 0600001053100156   
0601VDB6+       20080101000680100000005000 0600001122100165   
0601VDB6+       20080101000685100000005000 0600001178300172   
0601VDB6+       20080101000690100000005000 0600001235200179   
0601VDB6+       20080101000695100000005000 0600001292800186   
0601VDB6+       20080101000700100000005000 0600001344100192   
0601VDB6+       20080101000705100000005000 0600001410200200   
0601VDB6+       20080101000710100000005000 0600001462800206   
0601VDB6+       20080101000715100000005000 0600001523100213   
0601VDB6+       20080101000720100000005000 0600001591400221   
0601VDB6+       20080101000725100000005000 0600001638700226   
0601VDB6+       20080101000730100000005000 0600001701100233   
0601VDB6+       20080101000735100000005000 0600001749500238   
0601VDB6+       20080101000740100000005000 0600001813200245   
0601VDB6+       20080101000745100000005000 0600001862700250   
0601VDB6+       20080101000750100000005000 0600001927700257   
0601VDB6+       20080101000755100000005000 0600002001000265   
0601VDB6+       20080101000760100000005000 0600002059800271   
0601VDB6+       20080101000765100000005000 0600002142200280   
0601VDB6+       20080101000770100000005000 0600002202400286   
0601VDB6+       20080101000775100000005000 0600002309700298   
0601VDB6+       20080101000780100000005000 0600002394900307   
0601VDB6+       20080101000785100000005000 0600002457300313   
0601VDB6+       20080101000790100000005000 0600002544100322   
0601VDB6+       20080101000795100000005000 0600002607900328   
0601VDB6+       20080101000800100000005000 0600002688300336   
0601VDB6+       20080101000805100000005000 0600002761400343   
0601VDB6+       20080101000810100000005000 0600002843400351   
0601VDB6+       20080101000815100000005000 0600002926200359   
0601VDB6+       20080101000820100000005000 0600002993300365   
0601VDB6+       20080101000825100000005000 0600003077600373   
0601VDB6+       20080101000830100000005000 0600003146000379   
0601VDB6+       20080101000835100000005000 0600003231800387   
0601VDB6+       20080101000840100000005000 0600003293100392   
0601VDB6+       20080101000845100000005000 0600003380400400   
0601VDB6+       20080101000850100000005000 0600003442900405   
0601VDB6+       20080101000855100000005000 0600003531500413   
0601VDB6+       20080101000860100000005000 0600003629600422   
0601VDB6+       20080101000865100000005000 0600003711200429   
0601VDB6+       20080101000870100000005000 0600003828400440   
0601VDB6+       20080101000875100000005000 0600003920400448   
0601VDB6+       20080101000880100000005000 0600004004400455   
0601VDB6+       20080101000885100000005000 0600004098000463   
0601VDB6+       20080101000890100000005000 0600004183400470   
0601VDB6+       20080101000895100000005000 0600004278500478   
0601VDB6+       20080101000900100000005000 0600004365400485   
0601VDB6+       20080101000905100000005000 0600004462100493   
0601VDB6+       20080101000910100000005000 0600004559600501   
0601VDB6+       20080101000915100000005000 0600004639500507   
0601VDB6+       20080101000920100000005000 0600004738500515   
0601VDB6+       20080101000925100000005000 0600004819700521   
0601VDB6+       20080101000930100000005000 0600004920200529   
0601VDB6+       20080101000935100000005000 0600004993400534   
0601VDB6+       20080101000940100000005000 0600005095300542   
0601VDB6+       20080101000945100000005000 0600005179100548   
0601VDB6+       20080101000950100000005000 0600005282500556   
0601VDB6+       20080101000955100000005000 0600005396300565   
0601VDB6+       20080101000960100000005000 0600005491700572   
0601VDB6+       20080101000965100000005000 0600005607200581   
0601VDB6+       20080101000970100000005000 0600005704100588   
0601VDB6+       20080101000975100000005000 0600005821300597   
0601VDB6+       20080101000980100000005000 0600005919800604   
0601VDB6+       20080101000985100000005000 0600006048500614   
0601VDB6+       20080101000990100000005000 0600006168300623   
0601VDB6+       20080101000995100000005000 0600006269100630   
0601VDB6+       20080101001000100000005000 0600006390600639   
0601VDB6+       20080101001005100000005000 0600006513000648   
0601VDB6+       20080101001010100000005000 0600006606000654   
0601VDB6+       20080101001015100000005000 0600006730100663   
0601VDB6+       20080101001020100000005000 0600006824400669   
0601VDB6+       20080101001025100000005000 0600006939900677   
0601VDB6+       20080101001030100000005000 0600007035500683   
0601VDB6+       20080101001035100000005000 0600007162800692   
0601VDB6+       20080101001040100000005000 0600007259800698   
0601VDB6+       20080101001045100000005000 0600007388800707   
0601VDB6+       20080101001050100000005000 0600007508200715   
0601VDB6+       20080101001055100000005000 0600007617800722   
0601VDB6+       20080101001060100000005000 0600007759900732   
0601VDB6+       20080101001065100000005000 0600007871000739   
0601VDB6+       20080101001070100000005000 0600007982900746   
0601VDB6+       20080101001075100000005000 0600008117000755   
0601VDB6+       20080101001080100000005000 0600008241100763   
0601VDB6+       20080101001085100000005000 0600008355200770   
0601VDB6+       20080101001090100000005000 0600008480900778   
0601VDB6+       20080101001095100000005000 0600008596500785   
0601VDB6+       20080101001100100000005000 0600008723700793   
0601VDB6+       20080101001105100000005000 0600008851800801   
0601VDB6+       20080101001110100000005000 0600008969600808   
0601VDB6+       20080101001115100000005000 0600009088000815   
0601VDB6+       20080101001120100000005000 0600009207200822   
0601VDB6+       20080101001125100000005000 0600009349500831   
0601VDB6+       20080101001130100000005000 0600009447600836   
0601VDB6+       20080101001135100000005000 0600009580200844   
0601VDB6+       20080101001140100000005000 0600009713600852   
0601VDB6+       20080101001145100000005000 0600009813500857   
0601VDB6+       20080101001150100000005000 0600009936800864   
0601VDB6+       20080101001155100000005000 0600010072400872   
0601VDB6+       20080101001160100000005000 0600010174000877   
0601VDB6+       20080101001165100000005000 0600010299400884   
0601VDB6+       20080101001170100000005000 0600010437200892   
0601VDB6+       20080101001175100000005000 0600010540600897   
0601VDB6+       20080101001180100000005000 0600010679900905   
0601VDB6+       20080101001185100000005000 0600010808100912   
0601VDB6+       20080101001190100000005000 0600010913200917   
0601VDB6+       20080101001195100000005000 0600011078500927   
0601VDB6+       20080101001200100000005000 0600011220900935   
0601VDB6+       20080101001205100000005000 0600011339900941   
0601VDB6+       20080101001210100000005000 0600011495900950   
0601VDB6+       20080101001215100000005000 0600011652800959   
0601VDB6+       20080101001220100000005000 0600011798300967   
0601VDB6+       20080101001225100000005000 0600011920200973   
0601VDB6+       20080101001230100000005000 0600012067200981   
0601VDB6+       20080101001235100000005000 0600012239800991   
0601VDB6+       20080101001240100000005000 0600012351300996   
0601VDB6+       20080101001245100000005000 0600012500801004   
0601VDB6+       20080101001250100000005000 0600012613501009   
0601VDB6+       20080101001255100000005000 0600012701601012   
0601VDB6+       20080101001260100000005000 0600012802601016   
0601VDB6+       20080101001265100000005000 0600012929301022   
0601VDB6+       20080101001270100000005000 0600013018501025   
0601VDB6+       20080101001275100000005000 0600013133501030   
0601VDB6+       20080101001280100000005000 0600013223401033   
0601VDB6+       20080101001285100000005000 0600013313601036   
0601VDB6+       20080101001290100000005000 0600013417001040   
0601VDB6+       20080101001295100000005000 0600013507801043   
0601VDB6+       20080101001300100000005000 0600013612001047   
0601VDB6+       20080101001305100000005000 0600013742701053   
0601VDB6+       20080101001310100000005000 0600013834601056   
0601VDB6+       20080101001315100000005000 0600013926901059   
0601VDB6+       20080101001320100000005000 0600014032601063   
0601VDB6+       20080101001325100000005000 0600014138801067   
0601VDB6+       20080101001330100000005000 0600014245301071   
0601VDB6+       20080101001335100000005000 0600014338901074   
0601VDB6+       20080101001340100000005000 0600014446201078   
0601VDB6+       20080101001345100000005000 0600014580801084   
0601VDB6+       20080101001350100000005000 0600014675501087   
0601VDB6+       20080101001355100000005000 0600014770501090   
0601VDB6+       20080101001360100000005000 0600014879401094   
0601VDB6+       20080101001365100000005000 0600014975101097   
0601VDB6+       20080101001370100000005000 0600015084801101   
0601VDB6+       20080101001375100000005000 0600015181101104   
0601VDB6+       20080101001380100000005000 0600015291501108   
0601VDB6+       20080101001385100000005000 0600015416101113   
0601VDB6+       20080101001390100000005000 0600015513501116   
0601VDB6+       20080101001395100000005000 0600015611101119   
0601VDB6+       20080101001400100000005000 0600015723101123   
0601VDB6+       20080101001405100000005000 0600015821401126   
0601VDB6+       20080101001410100000005000 0600015920001129   
0601VDB6+       20080101001415100000005000 0600016033001133   
0601VDB6+       20080101001420100000005000 0600016132301136   
0601VDB6+       20080101001425100000005000 0600016260301141   
0601VDB6+       20080101001430100000005000 0600016360301144   
0601VDB6+       20080101001435100000005000 0600016460501147   
0601VDB6+       20080101001440100000005000 0600016575501151   
0601VDB6+       20080101001445100000005000 0600016676401154   
0601VDB6+       20080101001450100000005000 0600016792101158   
0601VDB6+       20080101001455100000005000 0600016908201162   
0601VDB6+       20080101001460100000005000 0600017010101165   
0601VDB6+       20080101001465100000005000 0600017097701167   
0601VDB6+       20080101001470100000005000 0600017244201173   
0601VDB6+       20080101001475100000005000 0600017347101176   
0601VDB6+       20080101001480100000005000 0600017465101180   
0601VDB6+       20080101001485100000005000 0600017568701183   
0601VDB6+       20080101001490100000005000 0600017657601185   
0601VDB6+       20080101001495100000005000 0600017776701189   
0601VDB6+       20080101001500100000005000 0600017881101192   
0601VDB6+       20080101001505100000005000 0600017985901195   
