00VD               20071108                                                                                   
0601VDB0+       20080101000530100000005000 0000004654200878   
0601VDB0+       20080101000535100000005000 0000004783700894   
0601VDB0+       20080101000540100000005000 0000004898700907   
0601VDB0+       20080101000545100000005000 0000005020300921   
0601VDB0+       20080101000550100000005000 0000005132400933   
0601VDB0+       20080101000555100000005000 0000005262300948   
0601VDB0+       20080101000560100000005000 0000005376900960   
0601VDB0+       20080101000565100000005000 0000005515300976   
0601VDB0+       20080101000570100000005000 0000005632500988   
0601VDB0+       20080101000575100000005000 0000005756701001   
0601VDB0+       20080101000580100000005000 0000005876401013   
0601VDB0+       20080101000585100000005000 0000006003101026   
0601VDB0+       20080101000590100000005000 0000006119301037   
0601VDB0+       20080101000595100000005000 0000006254501051   
0601VDB0+       20080101000600100000005000 0000006373001062   
0601VDB0+       20080101000605100000005000 0000006498701074   
0601VDB0+       20080101000610100000005000 0000006619501085   
0601VDB0+       20080101000615100000005000 0000006716801092   
0601VDB0+       20080101000620100000005000 0000006802401097   
0601VDB0+       20080101000625100000005000 0000006894801103   
0601VDB0+       20080101000630100000005000 0000006981501108   
0601VDB0+       20080101000635100000005000 0000007068601113   
0601VDB0+       20080101000640100000005000 0000007181901122   
0601VDB0+       20080101000645100000005000 0000007263801126   
0601VDB0+       20080101000650100000005000 0000007352601131   
0601VDB0+       20080101000655100000005000 0000007448401137   
0601VDB0+       20080101000660100000005000 0000007538301142   
0601VDB0+       20080101000665100000005000 0000007628601147   
0601VDB0+       20080101000670100000005000 0000007712801151   
0601VDB0+       20080101000675100000005000 0000007804101156   
0601VDB0+       20080101000680100000005000 0000007895901161   
0601VDB0+       20080101000685100000005000 0000007988201166   
0601VDB0+       20080101000690100000005000 0000008067201169   
0601VDB0+       20080101000695100000005000 0000008160401174   
0601VDB0+       20080101000700100000005000 0000008254101179   
0601VDB0+       20080101000705100000005000 0000008341301183   
0601VDB0+       20080101000710100000005000 0000008435901188   
0601VDB0+       20080101000715100000005000 0000008516801191   
0601VDB0+       20080101000720100000005000 0000008612301196   
0601VDB0+       20080101000725100000005000 0000008715701202   
0601VDB0+       20080101000730100000005000 0000008812301207   
0601VDB0+       20080101000735100000005000 0000008909401212   
0601VDB0+       20080101000740100000005000 0000009007001217   
0601VDB0+       20080101000745100000005000 0000009112501223   
0601VDB0+       20080101000750100000005000 0000009211201228   
0601VDB0+       20080101000755100000005000 0000009325401235   
0601VDB0+       20080101000760100000005000 0000009425201240   
0601VDB0+       20080101000765100000005000 0000009533101246   
0601VDB0+       20080101000770100000005000 0000009618501249   
0601VDB0+       20080101000775100000005000 0000009719701254   
0601VDB0+       20080101000780100000005000 0000009821401259   
0601VDB0+       20080101000785100000005000 0000009931501265   
0601VDB0+       20080101000790100000005000 0000010034201270   
0601VDB0+       20080101000795100000005000 0000010129501274   
0601VDB0+       20080101000800100000005000 0000010233201279   
0601VDB0+       20080101000805100000005000 0000010345501285   
0601VDB0+       20080101000810100000005000 0000010450201290   
0601VDB0+       20080101000815100000005000 0000010547301294   
0601VDB0+       20080101000820100000005000 0000010653001299   
0601VDB0+       20080101000825100000005000 0000010751001303   
0601VDB0+       20080101000830100000005000 0000010857701308   
0601VDB0+       20080101000835100000005000 0000010964801313   
0601VDB0+       20080101000840100000005000 0000011064101317   
0601VDB0+       20080101000845100000005000 0000011163701321   
0601VDB0+       20080101000850100000005000 0000011272301326   
0601VDB0+       20080101000855100000005000 0000011381301331   
0601VDB0+       20080101000860100000005000 0000011473701334   
0601VDB0+       20080101000865100000005000 0000011583601339   
0601VDB0+       20080101000870100000005000 0000011711501346   
0601VDB0+       20080101000875100000005000 0000011805001349   
0601VDB0+       20080101000880100000005000 0000011907701353   
0601VDB0+       20080101000885100000005000 0000012019601358   
0601VDB0+       20080101000890100000005000 0000012123101362   
0601VDB0+       20080101000895100000005000 0000012218101365   
0601VDB0+       20080101000900100000005000 0000012322301369   
0601VDB0+       20080101000905100000005000 0000012427001373   
0601VDB0+       20080101000910100000005000 0000012532001377   
0601VDB0+       20080101000915100000005000 0000012637501381   
0601VDB0+       20080101000920100000005000 0000012734101384   
0601VDB0+       20080101000925100000005000 0000012840301388   
0601VDB0+       20080101000930100000005000 0000012956201393   
0601VDB0+       20080101000935100000005000 0000013063301397   
0601VDB0+       20080101000940100000005000 0000013161401400   
0601VDB0+       20080101000945100000005000 0000013278601405   
0601VDB0+       20080101000950100000005000 0000013386901409   
0601VDB0+       20080101000955100000005000 0000013495501413   
0601VDB0+       20080101000960100000005000 0000013604601417   
0601VDB0+       20080101000965100000005000 0000013704401420   
0601VDB0+       20080101000970100000005000 0000013814201424   
0601VDB0+       20080101000975100000005000 0000013924401428   
0601VDB0+       20080101000980100000005000 0000014035001432   
0601VDB0+       20080101000985100000005000 0000014136101435   
0601VDB0+       20080101000990100000005000 0000014267301441   
0601VDB0+       20080101000995100000005000 0000014379101445   
0601VDB0+       20080101001000100000005000 0000014491401449   
0601VDB0+       20080101001005100000005000 0000014604101453   
0601VDB0+       20080101001010100000005000 0000014727201458   
0601VDB0+       20080101001015100000005000 0000014850901463   
0601VDB0+       20080101001020100000005000 0000014954601466   
0601VDB0+       20080101001025100000005000 0000015079201471   
0601VDB0+       20080101001030100000005000 0000015193901475   
0601VDB0+       20080101001035100000005000 0000015319401480   
0601VDB0+       20080101001040100000005000 0000015435001484   
0601VDB0+       20080101001045100000005000 0000015540601487   
0601VDB0+       20080101001050100000005000 0000015667401492   
0601VDB0+       20080101001055100000005000 0000015794801497   
0601VDB0+       20080101001060100000005000 0000015933301503   
0601VDB0+       20080101001065100000005000 0000016061701508   
0601VDB0+       20080101001070100000005000 0000016179901512   
0601VDB0+       20080101001075100000005000 0000016320001518   
0601VDB0+       20080101001080100000005000 0000016449901523   
0601VDB0+       20080101001085100000005000 0000016591101529   
0601VDB0+       20080101001090100000005000 0000016711201533   
0601VDB0+       20080101001095100000005000 0000016831601537   
0601VDB0+       20080101001100100000005000 0000016974501543   
0601VDB0+       20080101001105100000005000 0000017106901548   
0601VDB0+       20080101001110100000005000 0000017228701552   
0601VDB0+       20080101001115100000005000 0000017373201558   
0601VDB0+       20080101001120100000005000 0000017495901562   
0601VDB0+       20080101001125100000005000 0000017630301567   
0601VDB0+       20080101001130100000005000 0000017753801571   
0601VDB0+       20080101001135100000005000 0000017877801575   
0601VDB0+       20080101001140100000005000 0000018024901581   
0601VDB0+       20080101001145100000005000 0000018149801585   
0601VDB0+       20080101001150100000005000 0000018275001589   
0601VDB0+       20080101001155100000005000 0000018423801595   
0601VDB0+       20080101001160100000005000 0000018549901599   
0601VDB0+       20080101001165100000005000 0000018664901602   
0601VDB0+       20080101001170100000005000 0000018826901609   
0601VDB0+       20080101001175100000005000 0000018954301613   
0601VDB0+       20080101001180100000005000 0000019105801619   
0601VDB0+       20080101001185100000005000 0000019234101623   
0601VDB0+       20080101001190100000005000 0000019351001626   
0601VDB0+       20080101001195100000005000 0000019504001632   
0601VDB0+       20080101001200100000005000 0000019633601636   
0601VDB0+       20080101001205100000005000 0000019751501639   
0601VDB0+       20080101001210100000005000 0000019906101645   
0601VDB0+       20080101001215100000005000 0000020024801648   
0601VDB0+       20080101001220100000005000 0000020156001652   
0601VDB0+       20080101001225100000005000 0000020312101658   
0601VDB0+       20080101001230100000005000 0000020431901661   
0601VDB0+       20080101001235100000005000 0000020589101667   
0601VDB0+       20080101001240100000005000 0000020709601670   
0601VDB0+       20080101001245100000005000 0000020842901674   
0601VDB0+       20080101001250100000005000 0000021001601680   
0601VDB0+       20080101001255100000005000 0000021135801684   
0601VDB0+       20080101001260100000005000 0000021270401688   
0601VDB0+       20080101001265100000005000 0000021430701694   
0601VDB0+       20080101001270100000005000 0000021578901699   
0601VDB0+       20080101001275100000005000 0000021753201706   
0601VDB0+       20080101001280100000005000 0000021876901709   
0601VDB0+       20080101001285100000005000 0000022026601714   
0601VDB0+       20080101001290100000005000 0000022189701720   
0601VDB0+       20080101001295100000005000 0000022327501724   
0601VDB0+       20080101001300100000005000 0000022478701729   
0601VDB0+       20080101001305100000005000 0000022643401735   
0601VDB0+       20080101001310100000005000 0000022795701740   
0601VDB0+       20080101001315100000005000 0000022935301744   
0601VDB0+       20080101001320100000005000 0000023101701750   
0601VDB0+       20080101001325100000005000 0000023255501755   
0601VDB0+       20080101001330100000005000 0000023423001761   
0601VDB0+       20080101001335100000005000 0000023564501765   
0601VDB0+       20080101001340100000005000 0000023706301769   
0601VDB0+       20080101001345100000005000 0000023888901776   
0601VDB0+       20080101001350100000005000 0000024031701780   
0601VDB0+       20080101001355100000005000 0000024188501785   
0601VDB0+       20080101001360100000005000 0000024359301791   
0601VDB0+       20080101001365100000005000 0000024503501795   
0601VDB0+       20080101001370100000005000 0000024675501801   
0601VDB0+       20080101001375100000005000 0000024834301806   
0601VDB0+       20080101001380100000005000 0000024979801810   
0601VDB0+       20080101001385100000005000 0000025167201817   
0601VDB0+       20080101001390100000005000 0000025313701821   
0601VDB0+       20080101001395100000005000 0000025474501826   
0601VDB0+       20080101001400100000005000 0000025663801833   
0601VDB0+       20080101001405100000005000 0000025811601837   
0601VDB0+       20080101001410100000005000 0000025974001842   
0601VDB0+       20080101001415100000005000 0000026165101849   
0601VDB0+       20080101001420100000005000 0000026328601854   
