00SH               20081219                                                                                   
0601SHC3+       20090101002270100000005000m0300050390002217   
0601SHC3+       20090101002275100000005000m0300050590002221   
0601SHC3+       20090101002280100000005000m0300050770002224   
0601SHC3+       20090101002285100000005000m0300050950002227   
0601SHC3+       20090101002290100000005000m0300051150002231   
0601SHC3+       20090101002295100000005000m0300051340002235   
0601SHC3+       20090101002300100000005000m0300051530002238   
0601SHC3+       20090101002305100000005000m0300051720002241   
0601SHC3+       20090101002310100000005000m0300051920002245   
0601SHC3+       20090101002315100000005000m0300052080002247   
0601SHC3+       20090101002320100000005000m0300052290002251   
0601SHC3+       20090101002325100000005000m0300052490002255   
0601SHC3+       20090101002330100000005000m0300052650002257   
0601SHC3+       20090101002335100000005000m0300052850002261   
0601SHC3+       20090101002340100000005000m0300053050002265   
0601SHC3+       20090101002345100000005000m0300053230002268   
0601SHC3+       20090101002350100000005000m0300053420002271   
0601SHC3+       20090101002355100000005000m0300053610002274   
0601SHC3+       20090101002360100000005000m0300053800002277   
0601SHC3+       20090101002365100000005000m0300054000002281   
0601SHC3+       20090101002370100000005000m0300054190002284   
0601SHC3+       20090101002375100000005000m0300054370002287   
0601SHC3+       20090101002380100000005000m0300054510002288   
0601SHC3+       20090101002385100000005000m0300054670002290   
0601SHC3+       20090101002390100000005000m0300054830002292   
0601SHC3+       20090101002395100000005000m0300054980002293   
0601SHC3+       20090101002400100000005000m0300055140002295   
0601SHC3+       20090101002405100000005000m0300055280002296   
0601SHC3+       20090101002410100000005000m0300055450002298   
0601SHC3+       20090101002415100000005000m0300055600002300   
0601SHC3+       20090101002420100000005000m0300055750002301   
0601SHC3+       20090101002425100000005000m0300055910002303   
0601SHC3+       20090101002430100000005000m0300056070002305   
0601SHC3+       20090101002435100000005000m0300056210002306   
0601SHC3+       20090101002440100000005000m0300056380002308   
0601SHC3+       20090101002445100000005000m0300056520002309   
0601SHC3+       20090101002450100000005000m0300056680002311   
0601SHC3+       20090101002455100000005000m0300056840002313   
0601SHC3+       20090101002460100000005000m0300056980002314   
0601SHC3+       20090101002465100000005000m0300057150002316   
0601SHC3+       20090101002470100000005000m0300057290002317   
0601SHC3+       20090101002475100000005000m0300057440002318   
0601SHC3+       20090101002480100000005000m0300057620002321   
0601SHC3+       20090101002485100000005000m0300057760002322   
0601SHC3+       20090101002490100000005000m0300057910002323   
0601SHC3+       20090101002495100000005000m0300058070002325   
0601SHC3+       20090101002500100000005000m0300058220002326   
0601SHC3+       20090101002505100000005000m0300058380002328   
0601SHC3+       20090101002510100000005000m0300058530002330   
0601SHC3+       20090101002515100000005000m0300058690002331   
0601SHC3+       20090101002520100000005000m0300058850002333   
0601SHC3+       20090101002525100000005000m0300059000002334   
0601SHC3+       20090101002530100000005000m0300059150002336   
0601SHC3+       20090101002535100000005000m0300059320002338   
0601SHC3+       20090101002540100000005000m0300059460002339   
0601SHC3+       20090101002545100000005000m0300059620002340   
0601SHC3+       20090101002550100000005000m0300059770002342   
0601SHC3+       20090101002555100000005000m0300059930002343   
0601SHC3+       20090101002560100000005000m0300060080002345   
0601SHC3+       20090101002565100000005000m0300060230002346   
0601SHC3+       20090101002570100000005000m0300060400002348   
0601SHC3+       20090101002575100000005000m0300060540002349   
0601SHC3+       20090101002580100000005000m0300060700002350   
0601SHC3+       20090101002585100000005000m0300060850002352   
0601SHC3+       20090101002590100000005000m0300061010002353   
0601SHC3+       20090101002595100000005000m0300061170002355   
0601SHC3+       20090101002600100000005000m0300061310002356   
0601SHC3+       20090101002605100000005000m0300061480002358   
0601SHC3+       20090101002610100000005000m0300061630002359   
0601SHC3+       20090101002615100000005000m0300061780002360   
0601SHC3+       20090101002620100000005000m0300061940002362   
0601SHC3+       20090101002625100000005000m0300062100002363   
0601SHC3+       20090101002630100000005000m0300062250002365   
0601SHC3+       20090101002635100000005000m0300062410002366   
0601SHC3+       20090101002640100000005000m0300062550002367   
0601SHC3+       20090101002645100000005000m0300062720002369   
0601SHC3+       20090101002650100000005000m0300062860002370   
0601SHC3+       20090101002655100000005000m0300063010002371   
0601SHC3+       20090101002660100000005000m0300063190002373   
0601SHC3+       20090101002665100000005000m0300063330002374   
0601SHC3+       20090101002670100000005000m0300063490002376   
0601SHC3+       20090101002675100000005000m0300063640002377   
0601SHC3+       20090101002680100000005000m0300063790002378   
0601SHC3+       20090101002685100000005000m0300063960002380   
0601SHC3+       20090101002690100000005000m0300064100002381   
0601SHC3+       20090101002695100000005000m0300064260002382   
0601SHC3+       20090101002700100000005000m0300064420002384   
0601SHC3+       20090101002705100000005000m0300064570002385   
0601SHC3+       20090101002710100000005000m0300064730002386   
0601SHC3+       20090101002715100000005000m0300064890002388   
0601SHC3+       20090101002720100000005000m0300065040002389   
0601SHC3+       20090101002725100000005000m0300065200002390   
0601SHC3+       20090101002730100000005000m0300065340002391   
0601SHC3+       20090101002735100000005000m0300065510002393   
0601SHC3+       20090101002740100000005000m0300065660002394   
0601SHC3+       20090101002745100000005000m0300065810002395   
0601SHC3+       20090101002750100000005000m0300065970002397   
0601SHC3+       20090101002755100000005000m0300066120002398   
0601SHC3+       20090101002760100000005000m0300066280002399   
0601SHC3+       20090101002765100000005000m0300066430002400   
0601SHC3+       20090101002770100000005000m0300066590002402   
0601SHC3+       20090101002775100000005000m0300066740002403   
0601SHC3+       20090101002780100000005000m0300066900002404   
0601SHC3+       20090101002785100000005000m0300067050002405   
0601SHC3+       20090101002790100000005000m0300067210002407   
0601SHC3+       20090101002795100000005000m0300067370002408   
0601SHC3+       20090101002800100000005000m0300067520002409   
0601SHC3+       20090101002805100000005000m0300067690002411   
0601SHC3+       20090101002810100000005000m0300067830002412   
0601SHC3+       20090101002815100000005000m0300067990002413   
0601SHC3+       20090101002820100000005000m0300068140002414   
0601SHC3+       20090101002825100000005000m0300068300002416   
0601SHC3+       20090101002830100000005000m0300068440002416   
0601SHC3+       20090101002835100000005000m0300068610002418   
0601SHC3+       20090101002840100000005000m0300068770002419   
0601SHC3+       20090101002845100000005000m0300068910002420   
0601SHC3+       20090101002850100000005000m0300069070002421   
0601SHC3+       20090101002855100000005000m0300069220002422   
0601SHC3+       20090101002860100000005000m0300069380002424   
0601SHC3+       20090101002865100000005000m0300069540002425   
0601SHC3+       20090101002870100000005000m0300069690002426   
0601SHC3+       20090101002875100000005000m0300069850002427   
0601SHC3+       20090101002880100000005000m0300070010002429   
0601SHC3+       20090101002885100000005000m0300070150002429   
0601SHC3+       20090101002890100000005000m0300070320002431   
0601SHC3+       20090101002895100000005000m0300070480002432   
0601SHC3+       20090101002900100000005000m0300070620002433   
0601SHC3+       20090101002905100000005000m0300070790002435   
0601SHC3+       20090101002910100000005000m0300070930002435   
0601SHC3+       20090101002915100000005000m0300071100002437   
0601SHC3+       20090101002920100000005000m0300071240002438   
0601SHC3+       20090101002925100000005000m0300071400002439   
0601SHC3+       20090101002930100000005000m0300071570002441   
0601SHC3+       20090101002935100000005000m0300071710002441   
0601SHC3+       20090101002940100000005000m0300071870002442   
0601SHC3+       20090101002945100000005000m0300072020002443   
0601SHC3+       20090101002950100000005000m0300072180002445   
0601SHC3+       20090101002955100000005000m0300072340002446   
0601SHC3+       20090101002960100000005000m0300072490002447   
0601SHC3+       20090101002965100000005000m0300072640002448   
0601SHC3+       20090101002970100000005000m0300072810002449   
0601SHC3+       20090101002975100000005000m0300072960002450   
0601SHC3+       20090101002980100000005000m0300073110002451   
0601SHC3+       20090101002985100000005000m0300073280002453   
0601SHC3+       20090101002990100000005000m0300073420002453   
0601SHC3+       20090101002995100000005000m0300073580002455   
0601SHC3+       20090101003000100000500000m0300000000002503   
0601SHC3+       20090101003500100000500000m0300000000002586   
0601SHC3+       20090101004000100005999900m0300000000002620   
0601SHC4+       20090101000000100000040000m0400000050000250   
0601SHC4+       20090101000040100000005000m0400000050000118   
0601SHC4+       20090101000045100000005000m0400000050000105   
0601SHC4+       20090101000050100000005000m0400000050000095   
0601SHC4+       20090101000055100000005000m0400000050000087   
0601SHC4+       20090101000060100000005000m0400000050000080   
0601SHC4+       20090101000065100000005000m0400000050000074   
0601SHC4+       20090101000070100000005000m0400000050000069   
0601SHC4+       20090101000075100000005000m0400000050000065   
0601SHC4+       20090101000080100000005000m0400000050000061   
0601SHC4+       20090101000085100000005000m0400000050000057   
0601SHC4+       20090101000090100000005000m0400000050000054   
0601SHC4+       20090101000095100000005000m0400000050000051   
0601SHC4+       20090101000100100000005000m0400000050000049   
0601SHC4+       20090101000105100000005000m0400000050000047   
0601SHC4+       20090101000110100000005000m0400000050000044   
0601SHC4+       20090101000115100000005000m0400000050000043   
0601SHC4+       20090101000120100000005000m0400000050000041   
0601SHC4+       20090101000125100000005000m0400000050000039   
0601SHC4+       20090101000130100000005000m0400000050000038   
0601SHC4+       20090101000135100000005000m0400000050000036   
0601SHC4+       20090101000140100000005000m0400000050000035   
0601SHC4+       20090101000145100000005000m0400000050000034   
0601SHC4+       20090101000150100000005000m0400000050000033   
0601SHC4+       20090101000155100000005000m0400000050000032   
0601SHC4+       20090101000160100000005000m0400000050000031   
0601SHC4+       20090101000165100000005000m0400000050000030   
0601SHC4+       20090101000170100000005000m0400000050000029   
0601SHC4+       20090101000175100000005000m0400000050000028   
0601SHC4+       20090101000180100000005000m0400000050000027   
0601SHC4+       20090101000185100000005000m0400000050000027   
0601SHC4+       20090101000190100000005000m0400000050000026   
0601SHC4+       20090101000195100000005000m0400000050000025   
0601SHC4+       20090101000200100000005000m0400000050000025   
0601SHC4+       20090101000205100000005000m0400000050000024   
0601SHC4+       20090101000210100000005000m0400000050000024   
0601SHC4+       20090101000215100000005000m0400000050000023   
0601SHC4+       20090101000220100000005000m0400000050000022   
0601SHC4+       20090101000225100000005000m0400000050000022   
0601SHC4+       20090101000230100000005000m0400000050000022   
0601SHC4+       20090101000235100000005000m0400000050000021   
0601SHC4+       20090101000240100000005000m0400000050000021   
0601SHC4+       20090101000245100000005000m0400000050000020   
0601SHC4+       20090101000250100000005000m0400000050000020   
0601SHC4+       20090101000255100000005000m0400000050000019   
0601SHC4+       20090101000260100000005000m0400000050000019   
0601SHC4+       20090101000265100000005000m0400000050000019   
0601SHC4+       20090101000270100000005000m0400000050000018   
0601SHC4+       20090101000275100000005000m0400000050000018   
0601SHC4+       20090101000280100000005000m0400000050000018   
0601SHC4+       20090101000285100000005000m0400000050000017   
0601SHC4+       20090101000290100000005000m0400000050000017   
0601SHC4+       20090101000295100000005000m0400000050000017   
0601SHC4+       20090101000300100000005000m0400000050000017   
0601SHC4+       20090101000305100000005000m0400000050000016   
0601SHC4+       20090101000310100000005000m0400000050000016   
0601SHC4+       20090101000315100000005000m0400000050000016   
0601SHC4+       20090101000320100000005000m0400000050000016   
0601SHC4+       20090101000325100000005000m0400000050000015   
0601SHC4+       20090101000330100000005000m0400000050000015   
0601SHC4+       20090101000335100000005000m0400000050000015   
0601SHC4+       20090101000340100000005000m0400000050000015   
0601SHC4+       20090101000345100000005000m0400000050000014   
0601SHC4+       20090101000350100000005000m0400000050000014   
0601SHC4+       20090101000355100000005000m0400000050000014   
0601SHC4+       20090101000360100000005000m0400000050000014   
0601SHC4+       20090101000365100000005000m0400000050000014   
0601SHC4+       20090101000370100000005000m0400000050000013   
0601SHC4+       20090101000375100000005000m0400000050000013   
0601SHC4+       20090101000380100000005000m0400000050000013   
0601SHC4+       20090101000385100000005000m0400000050000013   
0601SHC4+       20090101000390100000005000m0400000050000013   
0601SHC4+       20090101000395100000005000m0400000050000013   
0601SHC4+       20090101000400100000005000m0400000050000012   
0601SHC4+       20090101000405100000005000m0400000050000012   
0601SHC4+       20090101000410100000005000m0400000050000012   
0601SHC4+       20090101000415100000005000m0400000050000012   
0601SHC4+       20090101000420100000005000m0400000050000012   
0601SHC4+       20090101000425100000005000m0400000050000012   
0601SHC4+       20090101000430100000005000m0400000050000012   
0601SHC4+       20090101000435100000005000m0400000050000011   
0601SHC4+       20090101000440100000005000m0400000050000011   
0601SHC4+       20090101000445100000005000m0400000050000011   
0601SHC4+       20090101000450100000005000m0400000050000011   
0601SHC4+       20090101000455100000005000m0400000050000011   
0601SHC4+       20090101000460100000005000m0400000050000011   
0601SHC4+       20090101000465100000005000m0400000050000011   
0601SHC4+       20090101000470100000005000m0400000050000011   
0601SHC4+       20090101000475100000005000m0400000050000010   
0601SHC4+       20090101000480100000005000m0400000050000010   
0601SHC4+       20090101000485100000005000m0400000050000010   
0601SHC4+       20090101000490100000005000m0400000050000010   
0601SHC4+       20090101000495100000005000m0400000050000010   
0601SHC4+       20090101000500100000005000m0400000050000010   
0601SHC4+       20090101000505100000005000m0400000050000010   
0601SHC4+       20090101000510100000005000m0400000050000010   
0601SHC4+       20090101000515100000005000m0400000070000014   
0601SHC4+       20090101000520100000005000m0400000100000019   
0601SHC4+       20090101000525100000005000m0400000140000027   
0601SHC4+       20090101000530100000005000m0400000190000036   
0601SHC4+       20090101000535100000005000m0400000220000041   
0601SHC4+       20090101000540100000005000m0400000260000048   
0601SHC4+       20090101000545100000005000m0400000310000057   
0601SHC4+       20090101000550100000005000m0400000360000065   
0601SHC4+       20090101000555100000005000m0400000410000074   
0601SHC4+       20090101000560100000005000m0400000480000085   
0601SHC4+       20090101000565100000005000m0400000530000093   
0601SHC4+       20090101000570100000005000m0400000570000100   
0601SHC4+       20090101000575100000005000m0400000660000114   
0601SHC4+       20090101000580100000005000m0400000700000120   
0601SHC4+       20090101000585100000005000m0400000750000128   
0601SHC4+       20090101000590100000005000m0400000820000138   
0601SHC4+       20090101000595100000005000m0400000870000146   
0601SHC4+       20090101000600100000005000m0400000930000154   
0601SHC4+       20090101000605100000005000m0400000990000163   
0601SHC4+       20090101000610100000005000m0400001050000171   
0601SHC4+       20090101000615100000005000m0400001090000177   
0601SHC4+       20090101000620100000005000m0400001170000188   
0601SHC4+       20090101000625100000005000m0400001210000193   
0601SHC4+       20090101000630100000005000m0400001290000204   
0601SHC4+       20090101000635100000005000m0400001360000213   
0601SHC4+       20090101000640100000005000m0400001420000221   
0601SHC4+       20090101000645100000005000m0400001500000232   
0601SHC4+       20090101000650100000005000m0400001570000241   
0601SHC4+       20090101000655100000005000m0400001640000249   
0601SHC4+       20090101000660100000005000m0400001700000257   
0601SHC4+       20090101000665100000005000m0400001780000267   
0601SHC4+       20090101000670100000005000m0400001840000274   
0601SHC4+       20090101000675100000005000m0400001910000282   
0601SHC4+       20090101000680100000005000m0400001990000292   
0601SHC4+       20090101000685100000005000m0400002040000297   
0601SHC4+       20090101000690100000005000m0400002100000303   
0601SHC4+       20090101000695100000005000m0400002180000313   
0601SHC4+       20090101000700100000005000m0400002240000319   
0601SHC4+       20090101000705100000005000m0400002310000327   
0601SHC4+       20090101000710100000005000m0400002390000335   
0601SHC4+       20090101000715100000005000m0400002470000344   
0601SHC4+       20090101000720100000005000m0400002540000352   
0601SHC4+       20090101000725100000005000m0400002650000364   
0601SHC4+       20090101000730100000005000m0400002740000374   
0601SHC4+       20090101000735100000005000m0400002820000382   
0601SHC4+       20090101000740100000005000m0400002910000392   
0601SHC4+       20090101000745100000005000m0400003010000403   
0601SHC4+       20090101000750100000005000m0400003090000411   
0601SHC4+       20090101000755100000005000m0400003190000421   
0601SHC4+       20090101000760100000005000m0400003280000430   
0601SHC4+       20090101000765100000005000m0400003370000439   
0601SHC4+       20090101000770100000005000m0400003460000448   
0601SHC4+       20090101000775100000005000m0400003560000458   
0601SHC4+       20090101000780100000005000m0400003640000465   
0601SHC4+       20090101000785100000005000m0400003740000475   
0601SHC4+       20090101000790100000005000m0400003820000482   
0601SHC4+       20090101000795100000005000m0400003890000488   
0601SHC4+       20090101000800100000005000m0400003990000497   
0601SHC4+       20090101000805100000005000m0400004070000504   
0601SHC4+       20090101000810100000005000m0400004160000512   
0601SHC4+       20090101000815100000005000m0400004260000521   
0601SHC4+       20090101000820100000005000m0400004340000528   
0601SHC4+       20090101000825100000005000m0400004420000534   
0601SHC4+       20090101000830100000005000m0400004520000543   
0601SHC4+       20090101000835100000005000m0400004600000549   
0601SHC4+       20090101000840100000005000m0400004690000557   
0601SHC4+       20090101000845100000005000m0400004790000565   
0601SHC4+       20090101000850100000005000m0400004890000574   
0601SHC4+       20090101000855100000005000m0400004980000581   
0601SHC4+       20090101000860100000005000m0400005100000591   
0601SHC4+       20090101000865100000005000m0400005200000599   
0601SHC4+       20090101000870100000005000m0400005290000606   
0601SHC4+       20090101000875100000005000m0400005410000617   
0601SHC4+       20090101000880100000005000m0400005500000623   
0601SHC4+       20090101000885100000005000m0400005600000631   
0601SHC4+       20090101000890100000005000m0400005710000640   
0601SHC4+       20090101000895100000005000m0400005810000647   
0601SHC4+       20090101000900100000005000m0400005920000656   
0601SHC4+       20090101000905100000005000m0400006020000663   
0601SHC4+       20090101000910100000005000m0400006130000672   
0601SHC4+       20090101000915100000005000m0400006230000679   
0601SHC4+       20090101000920100000005000m0400006340000687   
0601SHC4+       20090101000925100000005000m0400006440000694   
0601SHC4+       20090101000930100000005000m0400006530000700   
0601SHC4+       20090101000935100000005000m0400006650000709   
0601SHC4+       20090101000940100000005000m0400006750000716   
0601SHC4+       20090101000945100000005000m0400006860000724   
0601SHC4+       20090101000950100000005000m0400006960000731   
0601SHC4+       20090101000955100000005000m0400007080000739   
0601SHC4+       20090101000960100000005000m0400007170000745   
0601SHC4+       20090101000965100000005000m0400007280000752   
0601SHC4+       20090101000970100000005000m0400007400000761   
0601SHC4+       20090101000975100000005000m0400007500000767   
0601SHC4+       20090101000980100000005000m0400007620000776   
0601SHC4+       20090101000985100000005000m0400007730000783   
0601SHC4+       20090101000990100000005000m0400007870000793   
0601SHC4+       20090101000995100000005000m0400007980000800   
0601SHC4+       20090101001000100000005000m0400008110000809   
0601SHC4+       20090101001005100000005000m0400008230000817   
0601SHC4+       20090101001010100000005000m0400008340000824   
0601SHC4+       20090101001015100000005000m0400008480000833   
0601SHC4+       20090101001020100000005000m0400008600000841   
0601SHC4+       20090101001025100000005000m0400008730000850   
0601SHC4+       20090101001030100000005000m0400008840000856   
0601SHC4+       20090101001035100000005000m0400008960000864   
0601SHC4+       20090101001040100000005000m0400009090000872   
0601SHC4+       20090101001045100000005000m0400009220000880   
0601SHC4+       20090101001050100000005000m0400009330000886   
0601SHC4+       20090101001055100000005000m0400009440000893   
0601SHC4+       20090101001060100000005000m0400009570000901   
0601SHC4+       20090101001065100000005000m0400009690000908   
0601SHC4+       20090101001070100000005000m0400009820000916   
0601SHC4+       20090101001075100000005000m0400009950000923   
0601SHC4+       20090101001080100000005000m0400010080000931   
0601SHC4+       20090101001085100000005000m0400010190000937   
0601SHC4+       20090101001090100000005000m0400010320000945   
0601SHC4+       20090101001095100000005000m0400010450000952   
0601SHC4+       20090101001100100000005000m0400010570000959   
0601SHC4+       20090101001105100000005000m0400010690000965   
0601SHC4+       20090101001110100000005000m0400010810000972   
0601SHC4+       20090101001115100000005000m0400010960000981   
0601SHC4+       20090101001120100000005000m0400011070000986   
0601SHC4+       20090101001125100000005000m0400011190000992   
0601SHC4+       20090101001130100000005000m0400011330001000   
0601SHC4+       20090101001135100000005000m0400011460001007   
0601SHC4+       20090101001140100000005000m0400011580001014   
0601SHC4+       20090101001145100000005000m0400011700001020   
0601SHC4+       20090101001150100000005000m0400011820001026   
0601SHC4+       20090101001155100000005000m0400011950001032   
0601SHC4+       20090101001160100000005000m0400012080001039   
0601SHC4+       20090101001165100000005000m0400012210001046   
0601SHC4+       20090101001170100000005000m0400012340001052   
0601SHC4+       20090101001175100000005000m0400012460001058   
0601SHC4+       20090101001180100000005000m0400012600001066   
0601SHC4+       20090101001185100000005000m0400012710001070   
0601SHC4+       20090101001190100000005000m0400012870001079   
0601SHC4+       20090101001195100000005000m0400012980001084   
0601SHC4+       20090101001200100000005000m0400013100001089   
0601SHC4+       20090101001205100000005000m0400013240001096   
0601SHC4+       20090101001210100000005000m0400013370001103   
0601SHC4+       20090101001215100000005000m0400013500001109   
0601SHC4+       20090101001220100000005000m0400013620001114   
0601SHC4+       20090101001225100000005000m0400013750001120   
0601SHC4+       20090101001230100000005000m0400013880001126   
0601SHC4+       20090101001235100000005000m0400014010001132   
0601SHC4+       20090101001240100000005000m0400014140001138   
0601SHC4+       20090101001245100000005000m0400014280001145   
0601SHC4+       20090101001250100000005000m0400014400001150   
0601SHC4+       20090101001255100000005000m0400014540001156   
0601SHC4+       20090101001260100000005000m0400014660001161   
0601SHC4+       20090101001265100000005000m0400014820001169   
0601SHC4+       20090101001270100000005000m0400014940001174   
0601SHC4+       20090101001275100000005000m0400015070001180   
0601SHC4+       20090101001280100000005000m0400015220001187   
0601SHC4+       20090101001285100000005000m0400015340001191   
0601SHC4+       20090101001290100000005000m0400015480001198   
0601SHC4+       20090101001295100000005000m0400015610001203   
0601SHC4+       20090101001300100000005000m0400015740001208   
0601SHC4+       20090101001305100000005000m0400015880001215   
0601SHC4+       20090101001310100000005000m0400016020001221   
0601SHC4+       20090101001315100000005000m0400016160001227   
0601SHC4+       20090101001320100000005000m0400016310001233   
0601SHC4+       20090101001325100000005000m0400016430001238   
0601SHC4+       20090101001330100000005000m0400016580001244   
0601SHC4+       20090101001335100000005000m0400016710001249   
0601SHC4+       20090101001340100000005000m0400016850001255   
0601SHC4+       20090101001345100000005000m0400017000001262   
0601SHC4+       20090101001350100000005000m0400017120001266   
0601SHC4+       20090101001355100000005000m0400017280001273   
0601SHC4+       20090101001360100000005000m0400017410001278   
0601SHC4+       20090101001365100000005000m0400017550001283   
0601SHC4+       20090101001370100000005000m0400017710001290   
0601SHC4+       20090101001375100000005000m0400017850001296   
0601SHC4+       20090101001380100000005000m0400018000001302   
0601SHC4+       20090101001385100000005000m0400018140001307   
0601SHC4+       20090101001390100000005000m0400018280001313   
0601SHC4+       20090101001395100000005000m0400018440001319   
0601SHC4+       20090101001400100000005000m0400018570001324   
0601SHC4+       20090101001405100000005000m0400018730001331   
0601SHC4+       20090101001410100000005000m0400018880001337   
0601SHC4+       20090101001415100000005000m0400019030001343   
0601SHC4+       20090101001420100000005000m0400019200001350   
0601SHC4+       20090101001425100000005000m0400019340001355   
0601SHC4+       20090101001430100000005000m0400019510001362   
0601SHC4+       20090101001435100000005000m0400019660001368   
0601SHC4+       20090101001440100000005000m0400019810001373   
0601SHC4+       20090101001445100000005000m0400019990001381   
0601SHC4+       20090101001450100000005000m0400020130001386   
0601SHC4+       20090101001455100000005000m0400020300001393   
0601SHC4+       20090101001460100000005000m0400020450001398   
0601SHC4+       20090101001465100000005000m0400020610001404   
0601SHC4+       20090101001470100000005000m0400020780001411   
0601SHC4+       20090101001475100000005000m0400020920001416   
0601SHC4+       20090101001480100000005000m0400021090001423   
0601SHC4+       20090101001485100000005000m0400021240001428   
0601SHC4+       20090101001490100000005000m0400021400001434   
0601SHC4+       20090101001495100000005000m0400021560001440   
0601SHC4+       20090101001500100000005000m0400021710001445   
0601SHC4+       20090101001505100000005000m0400021880001451   
0601SHC4+       20090101001510100000005000m0400022030001457   
0601SHC4+       20090101001515100000005000m0400022190001462   
0601SHC4+       20090101001520100000005000m0400022360001469   
0601SHC4+       20090101001525100000005000m0400022510001474   
0601SHC4+       20090101001530100000005000m0400022680001480   
0601SHC4+       20090101001535100000005000m0400022820001484   
0601SHC4+       20090101001540100000005000m0400022980001490   
0601SHC4+       20090101001545100000005000m0400023130001495   
0601SHC4+       20090101001550100000005000m0400023280001500   
0601SHC4+       20090101001555100000005000m0400023440001505   
0601SHC4+       20090101001560100000005000m0400023580001509   
0601SHC4+       20090101001565100000005000m0400023740001515   
0601SHC4+       20090101001570100000005000m0400023900001520   
0601SHC4+       20090101001575100000005000m0400024040001524   
0601SHC4+       20090101001580100000005000m0400024210001530   
0601SHC4+       20090101001585100000005000m0400024350001534   
0601SHC4+       20090101001590100000005000m0400024510001539   
0601SHC4+       20090101001595100000005000m0400024670001544   
0601SHC4+       20090101001600100000005000m0400024820001549   
0601SHC4+       20090101001605100000005000m0400024970001553   
0601SHC4+       20090101001610100000005000m0400025120001558   
0601SHC4+       20090101001615100000005000m0400025270001562   
0601SHC4+       20090101001620100000005000m0400025440001568   
0601SHC4+       20090101001625100000005000m0400025590001572   
0601SHC4+       20090101001630100000005000m0400025740001577   
0601SHC4+       20090101001635100000005000m0400025900001582   
0601SHC4+       20090101001640100000005000m0400026050001586   
0601SHC4+       20090101001645100000005000m0400026200001590   
0601SHC4+       20090101001650100000005000m0400026360001595   
0601SHC4+       20090101001655100000005000m0400026510001599   
0601SHC4+       20090101001660100000005000m0400026660001604   
0601SHC4+       20090101001665100000005000m0400026820001608   
0601SHC4+       20090101001670100000005000m0400026970001613   
0601SHC4+       20090101001675100000005000m0400027130001617   
0601SHC4+       20090101001680100000005000m0400027290001622   
0601SHC4+       20090101001685100000005000m0400027440001626   
0601SHC4+       20090101001690100000005000m0400027600001631   
0601SHC4+       20090101001695100000005000m0400027760001635   
0601SHC4+       20090101001700100000005000m0400027910001639   
0601SHC4+       20090101001705100000005000m0400028070001644   
0601SHC4+       20090101001710100000005000m0400028220001648   
0601SHC4+       20090101001715100000005000m0400028380001652   
0601SHC4+       20090101001720100000005000m0400028540001657   
0601SHC4+       20090101001725100000005000m0400028690001661   
0601SHC4+       20090101001730100000005000m0400028880001667   
0601SHC4+       20090101001735100000005000m0400029050001672   
0601SHC4+       20090101001740100000005000m0400029210001676   
0601SHC4+       20090101001745100000005000m0400029400001682   
0601SHC4+       20090101001750100000005000m0400029560001687   
0601SHC4+       20090101001755100000005000m0400029730001692   
0601SHC4+       20090101001760100000005000m0400029910001697   
0601SHC4+       20090101001765100000005000m0400030090001702   
0601SHC4+       20090101001770100000005000m0400030260001707   
0601SHC4+       20090101001775100000005000m0400030430001712   
0601SHC4+       20090101001780100000005000m0400030600001717   
0601SHC4+       20090101001785100000005000m0400030790001723   
0601SHC4+       20090101001790100000005000m0400030950001727   
0601SHC4+       20090101001795100000005000m0400031120001731   
0601SHC4+       20090101001800100000005000m0400031310001737   
0601SHC4+       20090101001805100000005000m0400031470001741   
0601SHC4+       20090101001810100000005000m0400031640001746   
0601SHC4+       20090101001815100000005000m0400031820001751   
0601SHC4+       20090101001820100000005000m0400032000001756   
0601SHC4+       20090101001825100000005000m0400032180001761   
0601SHC4+       20090101001830100000005000m0400032330001764   
0601SHC4+       20090101001835100000005000m0400032510001769   
0601SHC4+       20090101001840100000005000m0400032680001774   
0601SHC4+       20090101001845100000005000m0400032860001779   
0601SHC4+       20090101001850100000005000m0400033020001782   
0601SHC4+       20090101001855100000005000m0400033200001787   
0601SHC4+       20090101001860100000005000m0400033380001792   
0601SHC4+       20090101001865100000005000m0400033550001797   
0601SHC4+       20090101001870100000005000m0400033730001801   
0601SHC4+       20090101001875100000005000m0400033900001806   
0601SHC4+       20090101001880100000005000m0400034070001810   
0601SHC4+       20090101001885100000005000m0400034250001815   
0601SHC4+       20090101001890100000005000m0400034430001819   
0601SHC4+       20090101001895100000005000m0400034590001823   
0601SHC4+       20090101001900100000005000m0400034770001828   
0601SHC4+       20090101001905100000005000m0400034930001831   
0601SHC4+       20090101001910100000005000m0400035120001836   
0601SHC4+       20090101001915100000005000m0400035290001840   
0601SHC4+       20090101001920100000005000m0400035470001845   
0601SHC4+       20090101001925100000005000m0400035650001850   
0601SHC4+       20090101001930100000005000m0400035800001853   
0601SHC4+       20090101001935100000005000m0400035990001858   
0601SHC4+       20090101001940100000005000m0400036150001861   
0601SHC4+       20090101001945100000005000m0400036330001865   
0601SHC4+       20090101001950100000005000m0400036510001870   
0601SHC4+       20090101001955100000005000m0400036680001874   
0601SHC4+       20090101001960100000005000m0400036850001878   
0601SHC4+       20090101001965100000005000m0400037030001882   
0601SHC4+       20090101001970100000005000m0400037200001886   
