00BS               20080912                                                                                   
0601BSC7d       20090101000870100000010000w0700000000001392   
0601BSC7d       20090101000880100000010000w0700000000001413   
0601BSC7d       20090101000890100000010000w0700000000001433   
0601BSC7d       20090101000900100000010000w0700000000001454   
0601BSC7d       20090101000910100000010000w0700000000001473   
0601BSC7d       20090101000920100000010000w0700000000001493   
0601BSC7d       20090101000930100000010000w0700000000001512   
0601BSC7d       20090101000940100000010000w0700000000001529   
0601BSC7d       20090101000950100000010000w0700000000001547   
0601BSC7d       20090101000960100000010000w0700000000001564   
0601BSC7d       20090101000970100000010000w0700000000001581   
0601BSC7d       20090101000980100000010000w0700000000001597   
0601BSC7d       20090101000990100000010000w0700000000001614   
0601BSC7d       20090101001000100000050000w0700000000001660   
0601BSC7d       20090101001050100000050000w0700000000001733   
0601BSC7d       20090101001100100000050000w0700000000001799   
0601BSC7d       20090101001150100000050000w0700000000001861   
0601BSC7d       20090101001200100000050000w0700000000001918   
0601BSC7d       20090101001250100000050000w0700000000001971   
0601BSC7d       20090101001300100000050000w0700000000002020   
0601BSC7d       20090101001350100000050000w0700000000002065   
0601BSC7d       20090101001400100000050000w0700000000002107   
0601BSC7d       20090101001450100000050000w0700000000002147   
0601BSC7d       20090101001500100000050000w0700000000002183   
0601BSC7d       20090101001550100000050000w0700000000002217   
0601BSC7d       20090101001600100000050000w0700000000002250   
0601BSC7d       20090101001650100000050000w0700000000002280   
0601BSC7d       20090101001700100000050000w0700000000002309   
0601BSC7d       20090101001750100000050000w0700000000002336   
0601BSC7d       20090101001800100000050000w0700000000002361   
0601BSC7d       20090101001850100000050000w0700000000002385   
0601BSC7d       20090101001900100000050000w0700000000002412   
0601BSC7d       20090101001950100000050000w0700000000002439   
0601BSC7d       20090101002000100000050000w0700000000002465   
0601BSC7d       20090101002050100000050000w0700000000002490   
0601BSC7d       20090101002100100000050000w0700000000002513   
0601BSC7d       20090101002150100000050000w0700000000002535   
0601BSC7d       20090101002200100000050000w0700000000002557   
0601BSC7d       20090101002250100000050000w0700000000002578   
0601BSC7d       20090101002300100000050000w0700000000002597   
0601BSC7d       20090101002350100000050000w0700000000002616   
0601BSC7d       20090101002400100000050000w0700000000002634   
0601BSC7d       20090101002450100000050000w0700000000002651   
0601BSC7d       20090101002500100000050000w0700000000002667   
0601BSC7d       20090101002550100000050000w0700000000002684   
0601BSC7d       20090101002600100000050000w0700000000002699   
0601BSC7d       20090101002650100000050000w0700000000002714   
0601BSC7d       20090101002700100000050000w0700000000002728   
0601BSC7d       20090101002750100000050000w0700000000002742   
0601BSC7d       20090101002800100000050000w0700000000002755   
0601BSC7d       20090101002850100000050000w0700000000002768   
0601BSC7d       20090101002900100000050000w0700000000002780   
0601BSC7d       20090101002950100000050000w0700000000002792   
0601BSC7d       20090101003000100000050000w0700000000002803   
0601BSC7d       20090101003050100000050000w0700000000002814   
0601BSC7d       20090101003100100000050000w0700000000002825   
0601BSC7d       20090101003150100000050000w0700000000002836   
0601BSC7d       20090101003200100000050000w0700000000002846   
0601BSC7d       20090101003250100000050000w0700000000002856   
0601BSC7d       20090101003300100000050000w0700000000002865   
0601BSC7d       20090101003350100000050000w0700000000002874   
0601BSC7d       20090101003400100000050000w0700000000002883   
0601BSC7d       20090101003450100000050000w0700000000002892   
0601BSC7d       20090101003500100000050000w0700000000002899   
0601BSC7d       20090101003550100000050000w0700000000002906   
0601BSC7d       20090101003600100000050000w0700000000002912   
0601BSC7d       20090101003650100000050000w0700000000002918   
0601BSC7d       20090101003700100000050000w0700000000002924   
0601BSC7d       20090101003750100000050000w0700000000002930   
0601BSC7d       20090101003800100000050000w0700000000002935   
0601BSC7d       20090101003850100000050000w0700000000002940   
0601BSC7d       20090101003900100000050000w0700000000002946   
0601BSC7d       20090101003950100000050000w0700000000002951   
0601BSC7d       20090101004000100000050000w0700000000002956   
0601BSC7d       20090101004050100000050000w0700000000002961   
0601BSC7d       20090101004100100000050000w0700000000002966   
0601BSC7d       20090101004150100000050000w0700000000002970   
0601BSC7d       20090101004200100000050000w0700000000002975   
0601BSC7d       20090101004250100000050000w0700000000002979   
0601BSC7d       20090101004300100000050000w0700000000002984   
0601BSC7d       20090101004350100000050000w0700000000002988   
0601BSC7d       20090101004400100000050000w0700000000002992   
0601BSC7d       20090101004450100000050000w0700000000002996   
0601BSC7d       20090101004500100000050000w0700000000003000   
0601BSC7d       20090101004550100000050000w0700000000003004   
0601BSC7d       20090101004600100000050000w0700000000003008   
0601BSC7d       20090101004650100000050000w0700000000003011   
0601BSC7d       20090101004700100000050000w0700000000003015   
0601BSC7d       20090101004750100000050000w0700000000003018   
0601BSC7d       20090101004800100000050000w0700000000003022   
0601BSC7d       20090101004850100000050000w0700000000003025   
0601BSC7d       20090101004900100000050000w0700000000003029   
0601BSC7d       20090101004950100000050000w0700000000003032   
0601BSC7d       20090101005000100000050000w0700000000003035   
0601BSC7d       20090101005050100000050000w0700000000003038   
0601BSC7d       20090101005100100000050000w0700000000003041   
0601BSC7d       20090101005150100000050000w0700000000003044   
0601BSC7d       20090101005200100000050000w0700000000003047   
0601BSC7d       20090101005250100000050000w0700000000003050   
0601BSC7d       20090101005300100000050000w0700000000003053   
0601BSC7d       20090101005350100000050000w0700000000003056   
0601BSC7d       20090101005400100000050000w0700000000003059   
0601BSC7d       20090101005450100000050000w0700000000003062   
0601BSC7d       20090101005500100000050000w0700000000003064   
0601BSC7d       20090101005550100000050000w0700000000003067   
0601BSC7d       20090101005600100000050000w0700000000003069   
0601BSC7d       20090101005650100000050000w0700000000003072   
0601BSC7d       20090101005700100000050000w0700000000003074   
0601BSC7d       20090101005750100000050000w0700000000003077   
0601BSC7d       20090101005800100000050000w0700000000003079   
0601BSC7d       20090101005850100000050000w0700000000003081   
0601BSC7d       20090101005900100000050000w0700000000003084   
0601BSC7d       20090101005950100000050000w0700000000003086   
0601BSC7d       20090101006000100000050000w0700000000003088   
0601BSC7d       20090101006050100000050000w0700000000003090   
0601BSC7d       20090101006100100000050000w0700000000003093   
0601BSC7d       20090101006150100000050000w0700000000003095   
0601BSC7d       20090101006200100000050000w0700000000003097   
0601BSC7d       20090101006250100000050000w0700000000003099   
0601BSC7d       20090101006300100000050000w0700000000003101   
0601BSC7d       20090101006350100000050000w0700000000003103   
0601BSC7d       20090101006400100000050000w0700000000003105   
0601BSC7d       20090101006450100000050000w0700000000003107   
0601BSC7d       20090101006500100000050000w0700000000003109   
0601BSC7d       20090101006550100000050000w0700000000003110   
0601BSC7d       20090101006600100000050000w0700000000003112   
0601BSC7d       20090101006650100000050000w0700000000003114   
0601BSC7d       20090101006700100000050000w0700000000003116   
0601BSC7d       20090101006750100000050000w0700000000003118   
0601BSC7d       20090101006800100000050000w0700000000003119   
0601BSC7d       20090101006850100000050000w0700000000003121   
0601BSC7d       20090101006900100000050000w0700000000003123   
0601BSC7d       20090101006950100000050000w0700000000003124   
0601BSC7d       20090101007000100000050000w0700000000003126   
0601BSC7d       20090101007050100000050000w0700000000003128   
0601BSC7d       20090101007100100000050000w0700000000003129   
0601BSC7d       20090101007150100000050000w0700000000003131   
0601BSC7d       20090101007200100000050000w0700000000003132   
0601BSC7d       20090101007250100000050000w0700000000003134   
0601BSC7d       20090101007300100000050000w0700000000003135   
0601BSC7d       20090101007350100000050000w0700000000003137   
0601BSC7d       20090101007400100000050000w0700000000003138   
0601BSC7d       20090101007450100000050000w0700000000003140   
0601BSC7d       20090101007500100000050000w0700000000003141   
0601BSC7d       20090101007550100000050000w0700000000003143   
0601BSC7d       20090101007600100000050000w0700000000003144   
0601BSC7d       20090101007650100000050000w0700000000003145   
0601BSC7d       20090101007700100000050000w0700000000003147   
0601BSC7d       20090101007750100000050000w0700000000003148   
0601BSC7d       20090101007800100000050000w0700000000003149   
0601BSC7d       20090101007850100000050000w0700000000003151   
0601BSC7d       20090101007900100000050000w0700000000003152   
0601BSC7d       20090101007950100000050000w0700000000003153   
0601BSC7d       20090101008000100000050000w0700000000003155   
0601BSC7d       20090101008050100000050000w0700000000003156   
0601BSC7d       20090101008100100000050000w0700000000003157   
0601BSC7d       20090101008150100000050000w0700000000003158   
0601BSC7d       20090101008200100000050000w0700000000003159   
0601BSC7d       20090101008250100000050000w0700000000003161   
0601BSC7d       20090101008300100000050000w0700000000003162   
0601BSC7d       20090101008350100000050000w0700000000003163   
0601BSC7d       20090101008400100000050000w0700000000003164   
0601BSC7d       20090101008450100000050000w0700000000003165   
0601BSC7d       20090101008500100000050000w0700000000003166   
0601BSC7d       20090101008550100000050000w0700000000003167   
0601BSC7d       20090101008600100000050000w0700000000003168   
0601BSC7d       20090101008650100000050000w0700000000003170   
0601BSC7d       20090101008700100000050000w0700000000003171   
0601BSC7d       20090101008750100000050000w0700000000003172   
0601BSC7d       20090101008800100000050000w0700000000003173   
0601BSC7d       20090101008850100000050000w0700000000003174   
0601BSC7d       20090101008900100000050000w0700000000003175   
0601BSC7d       20090101008950100000050000w0700000000003176   
0601BSC7d       20090101009000100000050000w0700000000003177   
0601BSC7d       20090101009050100000050000w0700000000003178   
0601BSC7d       20090101009100100000050000w0700000000003179   
0601BSC7d       20090101009150100000050000w0700000000003180   
0601BSC7d       20090101009200100000050000w0700000000003181   
0601BSC7d       20090101009250100000050000w0700000000003181   
0601BSC7d       20090101009300100000050000w0700000000003182   
0601BSC7d       20090101009350100000050000w0700000000003183   
0601BSC7d       20090101009400100000050000w0700000000003184   
0601BSC7d       20090101009450100000050000w0700000000003185   
0601BSC7d       20090101009500100000050000w0700000000003186   
0601BSC7d       20090101009550100000050000w0700000000003187   
0601BSC7d       20090101009600100000050000w0700000000003188   
0601BSC7d       20090101009650100000050000w0700000000003189   
0601BSC7d       20090101009700100000050000w0700000000003189   
0601BSC7d       20090101009750100000050000w0700000000003190   
0601BSC7d       20090101009800100000050000w0700000000003191   
0601BSC7d       20090101009850100000050000w0700000000003192   
0601BSC7d       20090101009900100000050000w0700000000003193   
0601BSC7d       20090101009950100000050000w0700000000003194   
0601BSC7d       20090101010000100000100000w0700000000003195   
0601BSC7d       20090101010100100000100000w0700000000003196   
0601BSC7d       20090101010200100000100000w0700000000003198   
0601BSC7d       20090101010300100000100000w0700000000003199   
0601BSC7d       20090101010400100000100000w0700000000003201   
0601BSC7d       20090101010500100000100000w0700000000003202   
0601BSC7d       20090101010600100000100000w0700000000003204   
0601BSC7d       20090101010700100000100000w0700000000003205   
0601BSC7d       20090101010800100000100000w0700000000003207   
0601BSC7d       20090101010900100000100000w0700000000003208   
0601BSC7d       20090101011000100000100000w0700000000003209   
0601BSC7d       20090101011100100000100000w0700000000003211   
0601BSC7d       20090101011200100000100000w0700000000003212   
0601BSC7d       20090101011300100000100000w0700000000003213   
0601BSC7d       20090101011400100000100000w0700000000003214   
0601BSC7d       20090101011500100000100000w0700000000003216   
0601BSC7d       20090101011600100000100000w0700000000003217   
0601BSC7d       20090101011700100000100000w0700000000003218   
0601BSC7d       20090101011800100000100000w0700000000003219   
0601BSC7d       20090101011900100000100000w0700000000003220   
0601BSC7d       20090101012000100000100000w0700000000003221   
0601BSC7d       20090101012100100000100000w0700000000003222   
0601BSC7d       20090101012200100000100000w0700000000003223   
0601BSC7d       20090101012300100000100000w0700000000003225   
0601BSC7d       20090101012400100000100000w0700000000003226   
0601BSC7d       20090101012500100000100000w0700000000003227   
0601BSC7d       20090101012600100000100000w0700000000003228   
0601BSC7d       20090101012700100000100000w0700000000003229   
0601BSC7d       20090101012800100000100000w0700000000003230   
0601BSC7d       20090101012900100000100000w0700000000003231   
0601BSC7d       20090101013000100000100000w0700000000003231   
0601BSC7d       20090101013100100000100000w0700000000003232   
0601BSC7d       20090101013200100000100000w0700000000003233   
0601BSC7d       20090101013300100000100000w0700000000003234   
0601BSC7d       20090101013400100000100000w0700000000003235   
0601BSC7d       20090101013500100000100000w0700000000003236   
0601BSC7d       20090101013600100000100000w0700000000003237   
0601BSC7d       20090101013700100000100000w0700000000003238   
0601BSC7d       20090101013800100000100000w0700000000003239   
0601BSC7d       20090101013900100000100000w0700000000003239   
0601BSC7d       20090101014000100000100000w0700000000003240   
0601BSC7d       20090101014100100000100000w0700000000003241   
0601BSC7d       20090101014200100000100000w0700000000003242   
0601BSC7d       20090101014300100000100000w0700000000003243   
0601BSC7d       20090101014400100000100000w0700000000003243   
0601BSC7d       20090101014500100000100000w0700000000003244   
0601BSC7d       20090101014600100000100000w0700000000003245   
0601BSC7d       20090101014700100000100000w0700000000003246   
0601BSC7d       20090101014800100000100000w0700000000003246   
0601BSC7d       20090101014900100000100000w0700000000003247   
0601BSC7d       20090101015000100000100000w0700000000003248   
0601BSC7d       20090101015100100000100000w0700000000003249   
0601BSC7d       20090101015200100000100000w0700000000003249   
0601BSC7d       20090101015300100000100000w0700000000003250   
0601BSC7d       20090101015400100000100000w0700000000003251   
0601BSC7d       20090101015500100000100000w0700000000003251   
0601BSC7d       20090101015600100000100000w0700000000003252   
0601BSC7d       20090101015700100000100000w0700000000003253   
0601BSC7d       20090101015800100000100000w0700000000003253   
0601BSC7d       20090101015900100000100000w0700000000003254   
0601BSC7d       20090101016000100000100000w0700000000003254   
0601BSC7d       20090101016100100000100000w0700000000003255   
0601BSC7d       20090101016200100000100000w0700000000003256   
0601BSC7d       20090101016300100000100000w0700000000003256   
0601BSC7d       20090101016400100000100000w0700000000003257   
0601BSC7d       20090101016500100000100000w0700000000003257   
0601BSC7d       20090101016600100000100000w0700000000003258   
0601BSC7d       20090101016700100000100000w0700000000003259   
0601BSC7d       20090101016800100000100000w0700000000003259   
0601BSC7d       20090101016900100000100000w0700000000003260   
0601BSC7d       20090101017000100000100000w0700000000003260   
0601BSC7d       20090101017100100000100000w0700000000003261   
0601BSC7d       20090101017200100000100000w0700000000003261   
0601BSC7d       20090101017300100000100000w0700000000003262   
0601BSC7d       20090101017400100000100000w0700000000003262   
0601BSC7d       20090101017500100000100000w0700000000003263   
0601BSC7d       20090101017600100000100000w0700000000003263   
0601BSC7d       20090101017700100000100000w0700000000003264   
0601BSC7d       20090101017800100000100000w0700000000003265   
0601BSC7d       20090101017900100000100000w0700000000003265   
0601BSC7d       20090101018000100000100000w0700000000003266   
0601BSC7d       20090101018100100000100000w0700000000003266   
0601BSC7d       20090101018200100000100000w0700000000003266   
0601BSC7d       20090101018300100000100000w0700000000003267   
0601BSC7d       20090101018400100000100000w0700000000003267   
0601BSC7d       20090101018500100000100000w0700000000003268   
0601BSC7d       20090101018600100000100000w0700000000003268   
0601BSC7d       20090101018700100000100000w0700000000003269   
0601BSC7d       20090101018800100000100000w0700000000003269   
0601BSC7d       20090101018900100000100000w0700000000003270   
0601BSC7d       20090101019000100000100000w0700000000003270   
0601BSC7d       20090101019100100000100000w0700000000003271   
0601BSC7d       20090101019200100000100000w0700000000003271   
0601BSC7d       20090101019300100000100000w0700000000003271   
0601BSC7d       20090101019400100000100000w0700000000003272   
0601BSC7d       20090101019500100000100000w0700000000003272   
0601BSC7d       20090101019600100000100000w0700000000003273   
0601BSC7d       20090101019700100000100000w0700000000003273   
0601BSC7d       20090101019800100000100000w0700000000003274   
0601BSC7d       20090101019900100000100000w0700000000003274   
0601BSC7d       20090101020000100001000000w0700000000003276   
0601BSC7d       20090101021000100001000000w0700000000003280   
0601BSC7d       20090101022000100001000000w0700000000003283   
0601BSC7d       20090101023000100001000000w0700000000003286   
0601BSC7d       20090101024000100001000000w0700000000003289   
0601BSC7d       20090101025000100001000000w0700000000003291   
0601BSC7d       20090101026000100001000000w0700000000003294   
0601BSC7d       20090101027000100001000000w0700000000003296   
0601BSC7d       20090101028000100001000000w0700000000003298   
0601BSC7d       20090101029000100001000000w0700000000003300   
0601BSC7d       20090101030000100001000000w0700000000003302   
0601BSC7d       20090101031000100001000000w0700000000003303   
0601BSC7d       20090101032000100001000000w0700000000003305   
0601BSC7d       20090101033000100001000000w0700000000003307   
0601BSC7d       20090101034000100001000000w0700000000003308   
0601BSC7d       20090101035000100001000000w0700000000003309   
0601BSC7d       20090101036000100001000000w0700000000003310   
0601BSC7d       20090101037000100001000000w0700000000003312   
0601BSC7d       20090101038000100001000000w0700000000003313   
0601BSC7d       20090101039000100001000000w0700000000003314   
0601BSC7d       20090101040000100001000000w0700000000003315   
0601BSC7d       20090101041000100001000000w0700000000003316   
0601BSC7d       20090101042000100001000000w0700000000003317   
0601BSC7d       20090101043000100001000000w0700000000003318   
0601BSC7d       20090101044000100001000000w0700000000003318   
0601BSC7d       20090101045000100001000000w0700000000003319   
0601BSC7d       20090101046000100001000000w0700000000003320   
0601BSC7d       20090101047000100001000000w0700000000003321   
0601BSC7d       20090101048000100001000000w0700000000003321   
0601BSC7d       20090101049000100001000000w0700000000003322   
0601BSC7d       20090101050000100001000000w0700000000003323   
0601BSC7d       20090101051000100001000000w0700000000003323   
0601BSC7d       20090101052000100001000000w0700000000003324   
0601BSC7d       20090101053000100001000000w0700000000003324   
0601BSC7d       20090101054000100001000000w0700000000003325   
0601BSC7d       20090101055000100001000000w0700000000003325   
0601BSC7d       20090101056000100001000000w0700000000003326   
0601BSC7d       20090101057000100001000000w0700000000003326   
0601BSC7d       20090101058000100001000000w0700000000003327   
0601BSC7d       20090101059000100001000000w0700000000003327   
0601BSC7d       20090101060000100010000000w0700000000003330   
0601BSC7d       20090101070000100010000000w0700000000003333   
0601BSC7d       20090101080000100010000000w0700000000003336   
0601BSC7d       20090101090000100010000000w0700000000003337   
0601BSC7d       20090101100000100010000000w0700000000003339   
0601BSC8d       20090101000000100000110000w0800000000000000   
0601BSC8d       20090101000110100000010000w0800000000000000   
0601BSC8d       20090101000120100000010000w0800000000000000   
0601BSC8d       20090101000130100000010000w0800000000000000   
0601BSC8d       20090101000140100000010000w0800000000000000   
0601BSC8d       20090101000150100000010000w0800000000000000   
0601BSC8d       20090101000160100000010000w0800000000000000   
0601BSC8d       20090101000170100000010000w0800000000000000   
0601BSC8d       20090101000180100000010000w0800000000000000   
0601BSC8d       20090101000190100000010000w0800000000000000   
0601BSC8d       20090101000200100000010000w0800000000000000   
0601BSC8d       20090101000210100000010000w0800000000000000   
0601BSC8d       20090101000220100000010000w0800000000000000   
0601BSC8d       20090101000230100000010000w0800000000000000   
0601BSC8d       20090101000240100000010000w0800000000000000   
0601BSC8d       20090101000250100000010000w0800000000000000   
0601BSC8d       20090101000260100000010000w0800000000000000   
0601BSC8d       20090101000270100000010000w0800000000000000   
0601BSC8d       20090101000280100000010000w0800000000000000   
0601BSC8d       20090101000290100000010000w0800000000000000   
0601BSC8d       20090101000300100000010000w0800000000000000   
0601BSC8d       20090101000310100000010000w0800000000000000   
0601BSC8d       20090101000320100000010000w0800000000000000   
0601BSC8d       20090101000330100000010000w0800000000000000   
0601BSC8d       20090101000340100000010000w0800000000000000   
0601BSC8d       20090101000350100000010000w0800000000000000   
0601BSC8d       20090101000360100000010000w0800000000000000   
0601BSC8d       20090101000370100000010000w0800000000000000   
0601BSC8d       20090101000380100000010000w0800000000000000   
0601BSC8d       20090101000390100000010000w0800000000000000   
0601BSC8d       20090101000400100000010000w0800000000000000   
0601BSC8d       20090101000410100000010000w0800000000000000   
0601BSC8d       20090101000420100000010000w0800000000000041   
0601BSC8d       20090101000430100000010000w0800000000000086   
0601BSC8d       20090101000440100000010000w0800000000000130   
0601BSC8d       20090101000450100000010000w0800000000000172   
0601BSC8d       20090101000460100000010000w0800000000000214   
0601BSC8d       20090101000470100000010000w0800000000000254   
0601BSC8d       20090101000480100000010000w0800000000000293   
0601BSC8d       20090101000490100000010000w0800000000000330   
0601BSC8d       20090101000500100000010000w0800000000000365   
0601BSC8d       20090101000510100000010000w0800000000000401   
0601BSC8d       20090101000520100000010000w0800000000000433   
0601BSC8d       20090101000530100000010000w0800000000000465   
0601BSC8d       20090101000540100000010000w0800000000000496   
0601BSC8d       20090101000550100000010000w0800000000000527   
0601BSC8d       20090101000560100000010000w0800000000000568   
0601BSC8d       20090101000570100000010000w0800000000000598   
0601BSC8d       20090101000580100000010000w0800000000000628   
0601BSC8d       20090101000590100000010000w0800000000000658   
0601BSC8d       20090101000600100000010000w0800000000000686   
0601BSC8d       20090101000610100000010000w0800000000000712   
0601BSC8d       20090101000620100000010000w0800000000000738   
0601BSC8d       20090101000630100000010000w0800000000000764   
0601BSC8d       20090101000640100000010000w0800000000000789   
0601BSC8d       20090101000650100000010000w0800000000000814   
0601BSC8d       20090101000660100000010000w0800000000000838   
0601BSC8d       20090101000670100000010000w0800000000000862   
0601BSC8d       20090101000680100000010000w0800000000000886   
0601BSC8d       20090101000690100000010000w0800000000000909   
0601BSC8d       20090101000700100000010000w0800000000000931   
0601BSC8d       20090101000710100000010000w0800000000000954   
0601BSC8d       20090101000720100000010000w0800000000000976   
0601BSC8d       20090101000730100000010000w0800000000000998   
0601BSC8d       20090101000740100000010000w0800000000001019   
0601BSC8d       20090101000750100000010000w0800000000001041   
0601BSC8d       20090101000760100000010000w0800000000001062   
0601BSC8d       20090101000770100000010000w0800000000001083   
0601BSC8d       20090101000780100000010000w0800000000001103   
0601BSC8d       20090101000790100000010000w0800000000001124   
0601BSC8d       20090101000800100000010000w0800000000001143   
0601BSC8d       20090101000810100000010000w0800000000001164   
0601BSC8d       20090101000820100000010000w0800000000001184   
0601BSC8d       20090101000830100000010000w0800000000001203   
0601BSC8d       20090101000840100000010000w0800000000001224   
0601BSC8d       20090101000850100000010000w0800000000001243   
0601BSC8d       20090101000860100000010000w0800000000001264   
0601BSC8d       20090101000870100000010000w0800000000001283   
0601BSC8d       20090101000880100000010000w0800000000001305   
0601BSC8d       20090101000890100000010000w0800000000001326   
0601BSC8d       20090101000900100000010000w0800000000001348   
0601BSC8d       20090101000910100000010000w0800000000001368   
0601BSC8d       20090101000920100000010000w0800000000001389   
0601BSC8d       20090101000930100000010000w0800000000001409   
0601BSC8d       20090101000940100000010000w0800000000001428   
0601BSC8d       20090101000950100000010000w0800000000001447   
0601BSC8d       20090101000960100000010000w0800000000001466   
0601BSC8d       20090101000970100000010000w0800000000001484   
0601BSC8d       20090101000980100000010000w0800000000001501   
0601BSC8d       20090101000990100000010000w0800000000001518   
0601BSC8d       20090101001000100000050000w0800000000001568   
0601BSC8d       20090101001050100000050000w0800000000001645   
0601BSC8d       20090101001100100000050000w0800000000001715   
0601BSC8d       20090101001150100000050000w0800000000001780   
0601BSC8d       20090101001200100000050000w0800000000001840   
0601BSC8d       20090101001250100000050000w0800000000001896   
0601BSC8d       20090101001300100000050000w0800000000001948   
0601BSC8d       20090101001350100000050000w0800000000001996   
0601BSC8d       20090101001400100000050000w0800000000002040   
0601BSC8d       20090101001450100000050000w0800000000002082   
0601BSC8d       20090101001500100000050000w0800000000002121   
0601BSC8d       20090101001550100000050000w0800000000002157   
0601BSC8d       20090101001600100000050000w0800000000002191   
0601BSC8d       20090101001650100000050000w0800000000002223   
0601BSC8d       20090101001700100000050000w0800000000002253   
0601BSC8d       20090101001750100000050000w0800000000002282   
0601BSC8d       20090101001800100000050000w0800000000002309   
0601BSC8d       20090101001850100000050000w0800000000002334   
0601BSC8d       20090101001900100000050000w0800000000002359   
0601BSC8d       20090101001950100000050000w0800000000002387   
0601BSC8d       20090101002000100000050000w0800000000002415   
0601BSC8d       20090101002050100000050000w0800000000002440   
0601BSC8d       20090101002100100000050000w0800000000002465   
0601BSC8d       20090101002150100000050000w0800000000002489   
0601BSC8d       20090101002200100000050000w0800000000002511   
0601BSC8d       20090101002250100000050000w0800000000002533   
0601BSC8d       20090101002300100000050000w0800000000002553   
0601BSC8d       20090101002350100000050000w0800000000002573   
0601BSC8d       20090101002400100000050000w0800000000002592   
0601BSC8d       20090101002450100000050000w0800000000002610   
0601BSC8d       20090101002500100000050000w0800000000002627   
0601BSC8d       20090101002550100000050000w0800000000002644   
0601BSC8d       20090101002600100000050000w0800000000002660   
0601BSC8d       20090101002650100000050000w0800000000002676   
0601BSC8d       20090101002700100000050000w0800000000002691   
0601BSC8d       20090101002750100000050000w0800000000002705   
0601BSC8d       20090101002800100000050000w0800000000002719   
0601BSC8d       20090101002850100000050000w0800000000002732   
0601BSC8d       20090101002900100000050000w0800000000002745   
0601BSC8d       20090101002950100000050000w0800000000002758   
0601BSC8d       20090101003000100000050000w0800000000002770   
0601BSC8d       20090101003050100000050000w0800000000002781   
0601BSC8d       20090101003100100000050000w0800000000002793   
0601BSC8d       20090101003150100000050000w0800000000002804   
0601BSC8d       20090101003200100000050000w0800000000002814   
0601BSC8d       20090101003250100000050000w0800000000002825   
0601BSC8d       20090101003300100000050000w0800000000002835   
0601BSC8d       20090101003350100000050000w0800000000002844   
0601BSC8d       20090101003400100000050000w0800000000002854   
0601BSC8d       20090101003450100000050000w0800000000002863   
0601BSC8d       20090101003500100000050000w0800000000002872   
0601BSC8d       20090101003550100000050000w0800000000002879   
0601BSC8d       20090101003600100000050000w0800000000002885   
0601BSC8d       20090101003650100000050000w0800000000002891   
0601BSC8d       20090101003700100000050000w0800000000002898   
0601BSC8d       20090101003750100000050000w0800000000002904   
0601BSC8d       20090101003800100000050000w0800000000002910   
0601BSC8d       20090101003850100000050000w0800000000002915   
0601BSC8d       20090101003900100000050000w0800000000002921   
0601BSC8d       20090101003950100000050000w0800000000002926   
0601BSC8d       20090101004000100000050000w0800000000002932   
0601BSC8d       20090101004050100000050000w0800000000002937   
0601BSC8d       20090101004100100000050000w0800000000002942   
0601BSC8d       20090101004150100000050000w0800000000002947   
0601BSC8d       20090101004200100000050000w0800000000002952   
0601BSC8d       20090101004250100000050000w0800000000002956   
0601BSC8d       20090101004300100000050000w0800000000002961   
0601BSC8d       20090101004350100000050000w0800000000002966   
0601BSC8d       20090101004400100000050000w0800000000002970   
0601BSC8d       20090101004450100000050000w0800000000002974   
0601BSC8d       20090101004500100000050000w0800000000002978   
0601BSC8d       20090101004550100000050000w0800000000002982   
0601BSC8d       20090101004600100000050000w0800000000002986   
0601BSC8d       20090101004650100000050000w0800000000002991   
0601BSC8d       20090101004700100000050000w0800000000002994   
0601BSC8d       20090101004750100000050000w0800000000002998   
0601BSC8d       20090101004800100000050000w0800000000003002   
0601BSC8d       20090101004850100000050000w0800000000003005   
0601BSC8d       20090101004900100000050000w0800000000003009   
0601BSC8d       20090101004950100000050000w0800000000003012   
0601BSC8d       20090101005000100000050000w0800000000003016   
0601BSC8d       20090101005050100000050000w0800000000003019   
0601BSC8d       20090101005100100000050000w0800000000003022   
0601BSC8d       20090101005150100000050000w0800000000003026   
0601BSC8d       20090101005200100000050000w0800000000003029   
0601BSC8d       20090101005250100000050000w0800000000003032   
0601BSC8d       20090101005300100000050000w0800000000003035   
0601BSC8d       20090101005350100000050000w0800000000003038   
0601BSC8d       20090101005400100000050000w0800000000003041   
0601BSC8d       20090101005450100000050000w0800000000003044   
0601BSC8d       20090101005500100000050000w0800000000003047   
0601BSC8d       20090101005550100000050000w0800000000003049   
0601BSC8d       20090101005600100000050000w0800000000003052   
0601BSC8d       20090101005650100000050000w0800000000003055   
0601BSC8d       20090101005700100000050000w0800000000003057   
0601BSC8d       20090101005750100000050000w0800000000003060   
0601BSC8d       20090101005800100000050000w0800000000003062   
0601BSC8d       20090101005850100000050000w0800000000003065   
0601BSC8d       20090101005900100000050000w0800000000003067   
0601BSC8d       20090101005950100000050000w0800000000003070   
0601BSC8d       20090101006000100000050000w0800000000003072   
0601BSC8d       20090101006050100000050000w0800000000003074   
0601BSC8d       20090101006100100000050000w0800000000003077   
0601BSC8d       20090101006150100000050000w0800000000003079   
0601BSC8d       20090101006200100000050000w0800000000003081   
0601BSC8d       20090101006250100000050000w0800000000003083   
0601BSC8d       20090101006300100000050000w0800000000003085   
0601BSC8d       20090101006350100000050000w0800000000003088   
0601BSC8d       20090101006400100000050000w0800000000003090   
