00OW               20081103                                                                                   
0601OWA1+       20090101000395100000005000 0100002650000667   
0601OWA1+       20090101000400100000005000 0100002710000673   
0601OWA1+       20090101000405100000005000 0100002780000682   
0601OWA1+       20090101000410100000005000 0100002840000688   
0601OWA1+       20090101000415100000005000 0100002920000699   
0601OWA1+       20090101000420100000005000 0100002980000705   
0601OWA1+       20090101000425100000005000 0100003050000713   
0601OWA1+       20090101000430100000005000 0100003120000721   
0601OWA1+       20090101000435100000005000 0100003200000731   
0601OWA1+       20090101000440100000005000 0100003270000739   
0601OWA1+       20090101000445100000005000 0100003340000746   
0601OWA1+       20090101000450100000005000 0100003410000754   
0601OWA1+       20090101000455100000005000 0100003490000763   
0601OWA1+       20090101000460100000005000 0100003570000772   
0601OWA1+       20090101000465100000005000 0100003640000779   
0601OWA1+       20090101000470100000005000 0100003710000785   
0601OWA1+       20090101000475100000005000 0100003790000794   
0601OWA1+       20090101000480100000005000 0100003870000802   
0601OWA1+       20090101000485100000005000 0100003940000808   
0601OWA1+       20090101000490100000005000 0100004020000816   
0601OWA1+       20090101000495100000005000 0100004090000822   
0601OWA1+       20090101000500100000005000 0100004160000828   
0601OWA1+       20090101000505100000005000 0100004240000835   
0601OWA1+       20090101000510100000005000 0100004320000843   
0601OWA1+       20090101000515100000005000 0100004390000848   
0601OWA1+       20090101000520100000005000 0100004460000854   
0601OWA1+       20090101000525100000005000 0100004550000863   
0601OWA1+       20090101000530100000005000 0100004620000868   
0601OWA1+       20090101000535100000005000 0100004690000873   
0601OWA1+       20090101000540100000005000 0100004760000877   
0601OWA1+       20090101000545100000005000 0100004830000882   
0601OWA1+       20090101000550100000005000 0100004920000890   
0601OWA1+       20090101000555100000005000 0100004990000895   
0601OWA1+       20090101000560100000005000 0100005060000900   
0601OWA1+       20090101000565100000005000 0100005140000906   
0601OWA1+       20090101000570100000005000 0100005220000912   
0601OWA1+       20090101000575100000005000 0100005300000918   
0601OWA1+       20090101000580100000005000 0100005370000922   
0601OWA1+       20090101000585100000005000 0100005440000926   
0601OWA1+       20090101000590100000005000 0100005520000932   
0601OWA1+       20090101000595100000005000 0100005600000937   
0601OWA1+       20090101000600100000005000 0100005670000941   
0601OWA1+       20090101000605100000005000 0100005750000947   
0601OWA1+       20090101000610100000005000 0100005820000950   
0601OWA1+       20090101000615100000005000 0100005910000957   
0601OWA1+       20090101000620100000005000 0100005980000961   
0601OWA1+       20090101000625100000005000 0100006050000964   
0601OWA1+       20090101000630100000005000 0100006120000968   
0601OWA1+       20090101000635100000005000 0100006200000973   
0601OWA1+       20090101000640100000005000 0100006290000979   
0601OWA1+       20090101000645100000005000 0100006360000982   
0601OWA1+       20090101000650100000005000 0100006430000985   
0601OWA1+       20090101000655100000005000 0100006500000989   
0601OWA1+       20090101000660100000005000 0100006590000995   
0601OWA1+       20090101000665100000005000 0100006660000998   
0601OWA1+       20090101000670100000005000 0100006740001002   
0601OWA1+       20090101000675100000005000 0100006810001005   
0601OWA1+       20090101000680100000005000 0100006880001008   
0601OWA1+       20090101000685100000005000 0100006970001014   
0601OWA1+       20090101000690100000005000 0100007040001017   
0601OWA1+       20090101000695100000005000 0100007110001019   
0601OWA1+       20090101000700100000005000 0100007190001023   
0601OWA1+       20090101000705100000005000 0100007270001028   
0601OWA1+       20090101000710100000005000 0100007350001032   
0601OWA1+       20090101000715100000005000 0100007420001034   
0601OWA1+       20090101000720100000005000 0100007500001038   
0601OWA1+       20090101000725100000005000 0100007590001043   
0601OWA1+       20090101000730100000005000 0100007690001050   
0601OWA1+       20090101000735100000005000 0100007770001054   
0601OWA1+       20090101000740100000005000 0100007860001059   
0601OWA1+       20090101000745100000005000 0100007940001062   
0601OWA1+       20090101000750100000005000 0100008040001068   
0601OWA1+       20090101000755100000005000 0100008130001073   
0601OWA1+       20090101000760100000005000 0100008220001078   
0601OWA1+       20090101000765100000005000 0100008300001081   
0601OWA1+       20090101000770100000005000 0100008390001086   
0601OWA1+       20090101000775100000005000 0100008490001092   
0601OWA1+       20090101000780100000005000 0100008580001096   
0601OWA1+       20090101000785100000005000 0100008670001101   
0601OWA1+       20090101000790100000005000 0100008760001105   
0601OWA1+       20090101000795100000005000 0100008860001111   
0601OWA1+       20090101000800100000005000 0100008940001114   
0601OWA1+       20090101000805100000005000 0100009030001118   
0601OWA1+       20090101000810100000005000 0100009120001122   
0601OWA1+       20090101000815100000005000 0100009210001127   
0601OWA1+       20090101000820100000005000 0100009310001132   
0601OWA1+       20090101000825100000005000 0100009400001136   
0601OWA1+       20090101000830100000005000 0100009490001140   
0601OWA1+       20090101000835100000005000 0100009570001143   
0601OWA1+       20090101000840100000005000 0100009670001148   
0601OWA1+       20090101000845100000005000 0100009760001152   
0601OWA1+       20090101000850100000005000 0100009850001155   
0601OWA1+       20090101000855100000005000 0100009940001159   
0601OWA1+       20090101000860100000005000 0100010030001163   
0601OWA1+       20090101000865100000005000 0100010130001168   
0601OWA1+       20090101000870100000005000 0100010220001171   
0601OWA1+       20090101000875100000005000 0100010310001175   
0601OWA1+       20090101000880100000005000 0100010400001178   
0601OWA1+       20090101000885100000005000 0100010500001183   
0601OWA1+       20090101000890100000005000 0100010590001187   
0601OWA1+       20090101000895100000005000 0100010670001189   
0601OWA1+       20090101000900100000005000 0100010760001192   
0601OWA1+       20090101000905100000005000 0100010850001196   
0601OWA1+       20090101000910100000005000 0100010950001200   
0601OWA1+       20090101000915100000005000 0100011040001203   
0601OWA1+       20090101000920100000005000 0100011130001207   
0601OWA1+       20090101000925100000005000 0100011220001210   
0601OWA1+       20090101000930100000005000 0100011320001214   
0601OWA1+       20090101000935100000005000 0100011410001217   
0601OWA1+       20090101000940100000005000 0100011490001219   
0601OWA1+       20090101000945100000005000 0100011580001222   
0601OWA1+       20090101000950100000005000 0100011670001225   
0601OWA1+       20090101000955100000005000 0100011770001229   
0601OWA1+       20090101000960100000005000 0100011860001232   
0601OWA1+       20090101000965100000005000 0100011950001235   
0601OWA1+       20090101000970100000005000 0100012040001238   
0601OWA1+       20090101000975100000005000 0100012140001242   
0601OWA1+       20090101000980100000005000 0100012220001244   
0601OWA1+       20090101000985100000005000 0100012310001247   
0601OWA1+       20090101000990100000005000 0100012410001250   
0601OWA1+       20090101000995100000005000 0100012490001252   
0601OWA1+       20090101001000100000005000 0100012590001256   
0601OWA1+       20090101001005100000005000 0100012680001259   
0601OWA1+       20090101001010100000005000 0100012780001262   
0601OWA1+       20090101001015100000005000 0100012880001266   
0601OWA1+       20090101001020100000005000 0100012990001270   
0601OWA1+       20090101001025100000005000 0100013080001273   
0601OWA1+       20090101001030100000005000 0100013180001277   
0601OWA1+       20090101001035100000005000 0100013280001280   
0601OWA1+       20090101001040100000005000 0100013370001282   
0601OWA1+       20090101001045100000005000 0100013480001287   
0601OWA1+       20090101001050100000005000 0100013580001290   
0601OWA1+       20090101001055100000005000 0100013680001294   
0601OWA1+       20090101001060100000005000 0100013790001298   
0601OWA1+       20090101001065100000005000 0100013890001301   
0601OWA1+       20090101001070100000005000 0100013990001304   
0601OWA1+       20090101001075100000005000 0100014100001309   
0601OWA1+       20090101001080100000005000 0100014200001312   
0601OWA1+       20090101001085100000005000 0100014310001316   
0601OWA1+       20090101001090100000005000 0100014410001319   
0601OWA1+       20090101001095100000005000 0100014510001322   
0601OWA1+       20090101001100100000005000 0100014620001326   
0601OWA1+       20090101001105100000005000 0100014720001329   
0601OWA1+       20090101001110100000005000 0100014810001331   
0601OWA1+       20090101001115100000005000 0100014930001336   
0601OWA1+       20090101001120100000005000 0100015030001339   
0601OWA1+       20090101001125100000005000 0100015150001344   
0601OWA1+       20090101001130100000005000 0100015240001346   
0601OWA1+       20090101001135100000005000 0100015340001349   
0601OWA1+       20090101001140100000005000 0100015460001353   
0601OWA1+       20090101001145100000005000 0100015550001355   
0601OWA1+       20090101001150100000005000 0100015650001358   
0601OWA1+       20090101001155100000005000 0100015770001362   
0601OWA1+       20090101001160100000005000 0100015870001365   
0601OWA1+       20090101001165100000005000 0100015960001367   
0601OWA1+       20090101001170100000005000 0100016080001371   
0601OWA1+       20090101001175100000005000 0100016180001374   
0601OWA1+       20090101001180100000005000 0100016290001378   
0601OWA1+       20090101001185100000005000 0100016390001380   
0601OWA1+       20090101001190100000005000 0100016490001383   
0601OWA1+       20090101001195100000005000 0100016610001387   
0601OWA1+       20090101001200100000005000 0100016700001389   
0601OWA1+       20090101001205100000005000 0100016800001391   
0601OWA1+       20090101001210100000005000 0100016920001395   
0601OWA1+       20090101001215100000005000 0100017020001398   
0601OWA1+       20090101001220100000005000 0100017110001400   
0601OWA1+       20090101001225100000005000 0100017230001404   
0601OWA1+       20090101001230100000005000 0100017330001406   
0601OWA1+       20090101001235100000005000 0100017440001409   
0601OWA1+       20090101001240100000005000 0100017540001412   
0601OWA1+       20090101001245100000005000 0100017640001414   
0601OWA1+       20090101001250100000005000 0100017760001418   
0601OWA1+       20090101001255100000005000 0100017850001419   
0601OWA1+       20090101001260100000005000 0100017950001422   
0601OWA1+       20090101001265100000005000 0100018070001426   
0601OWA1+       20090101001270100000005000 0100018170001428   
0601OWA1+       20090101001275100000005000 0100018280001431   
0601OWA1+       20090101001280100000005000 0100018380001433   
