00TI               20081223                                                                                   
0601TIA0d       20090101002695100000005000 0000000000002610   
0601TIA0d       20090101002700100000005000 0000000000002610   
0601TIA0d       20090101002705100000005000 0000000000002610   
0601TIA0d       20090101002710100000005000 0000000000002610   
0601TIA0d       20090101002715100000005000 0000000000002620   
0601TIA0d       20090101002720100000005000 0000000000002620   
0601TIA0d       20090101002725100000005000 0000000000002620   
0601TIA0d       20090101002730100000005000 0000000000002620   
0601TIA0d       20090101002735100000005000 0000000000002620   
0601TIA0d       20090101002740100000005000 0000000000002620   
0601TIA0d       20090101002745100000005000 0000000000002620   
0601TIA0d       20090101002750100000005000 0000000000002630   
0601TIA0d       20090101002755100000005000 0000000000002630   
0601TIA0d       20090101002760100000005000 0000000000002630   
0601TIA0d       20090101002765100000005000 0000000000002630   
0601TIA0d       20090101002770100000005000 0000000000002630   
0601TIA0d       20090101002775100000005000 0000000000002630   
0601TIA0d       20090101002780100000005000 0000000000002640   
0601TIA0d       20090101002785100000005000 0000000000002640   
0601TIA0d       20090101002790100000005000 0000000000002640   
0601TIA0d       20090101002795100000005000 0000000000002640   
0601TIA0d       20090101002800100000005000 0000000000002640   
0601TIA0d       20090101002805100000005000 0000000000002640   
0601TIA0d       20090101002810100000005000 0000000000002640   
0601TIA0d       20090101002815100000005000 0000000000002650   
0601TIA0d       20090101002820100000005000 0000000000002650   
0601TIA0d       20090101002825100000005000 0000000000002650   
0601TIA0d       20090101002830100000005000 0000000000002650   
0601TIA0d       20090101002835100000005000 0000000000002650   
0601TIA0d       20090101002840100000005000 0000000000002650   
0601TIA0d       20090101002845100000005000 0000000000002660   
0601TIA0d       20090101002850100000005000 0000000000002660   
0601TIA0d       20090101002855100000005000 0000000000002660   
0601TIA0d       20090101002860100000005000 0000000000002660   
0601TIA0d       20090101002865100000005000 0000000000002660   
0601TIA0d       20090101002870100000005000 0000000000002660   
0601TIA0d       20090101002875100000005000 0000000000002660   
0601TIA0d       20090101002880100000005000 0000000000002660   
0601TIA0d       20090101002885100000005000 0000000000002670   
0601TIA0d       20090101002890100000005000 0000000000002670   
0601TIA0d       20090101002895100000005000 0000000000002670   
0601TIA0d       20090101002900100000005000 0000000000002670   
0601TIA0d       20090101002905100000005000 0000000000002670   
0601TIA0d       20090101002910100000005000 0000000000002670   
0601TIA0d       20090101002915100000005000 0000000000002670   
0601TIA0d       20090101002920100000005000 0000000000002680   
0601TIA0d       20090101002925100000005000 0000000000002680   
0601TIA0d       20090101002930100000005000 0000000000002680   
0601TIA0d       20090101002935100000005000 0000000000002680   
0601TIA0d       20090101002940100000005000 0000000000002680   
0601TIA0d       20090101002945100000005000 0000000000002680   
0601TIA0d       20090101002950100000005000 0000000000002680   
0601TIA0d       20090101002955100000005000 0000000000002690   
0601TIA0d       20090101002960100000005000 0000000000002690   
0601TIA0d       20090101002965100000005000 0000000000002690   
0601TIA0d       20090101002970100000005000 0000000000002690   
0601TIA0d       20090101002975100000005000 0000000000002690   
0601TIA0d       20090101002980100000005000 0000000000002690   
0601TIA0d       20090101002985100000005000 0000000000002690   
0601TIA0d       20090101002990100000005000 0000000000002690   
0601TIA0d       20090101002995100000005000 0000000000002700   
0601TIA0d       20090101003000100000005000 0000000000002700   
0601TIA0d       20090101003005100000005000 0000000000002700   
0601TIA0d       20090101003010100000005000 0000000000002700   
0601TIA0d       20090101003015100000005000 0000000000002700   
0601TIA0d       20090101003020100000005000 0000000000002700   
0601TIA0d       20090101003025100000005000 0000000000002700   
0601TIA0d       20090101003030100000005000 0000000000002700   
0601TIA0d       20090101003035100000005000 0000000000002710   
0601TIA0d       20090101003040100000005000 0000000000002710   
0601TIA0d       20090101003045100000005000 0000000000002710   
0601TIA0d       20090101003050100000005000 0000000000002710   
0601TIA0d       20090101003055100000005000 0000000000002710   
0601TIA0d       20090101003060100000005000 0000000000002710   
0601TIA0d       20090101003065100000005000 0000000000002710   
0601TIA0d       20090101003070100000005000 0000000000002720   
0601TIA0d       20090101003075100000005000 0000000000002720   
0601TIA0d       20090101003080100000005000 0000000000002720   
0601TIA0d       20090101003085100000005000 0000000000002720   
0601TIA0d       20090101003090100000005000 0000000000002720   
0601TIA0d       20090101003095100000005000 0000000000002720   
0601TIA0d       20090101003100100000005000 0000000000002720   
0601TIA0d       20090101003105100000005000 0000000000002720   
0601TIA0d       20090101003110100000005000 0000000000002720   
0601TIA0d       20090101003115100000005000 0000000000002730   
0601TIA0d       20090101003120100000005000 0000000000002730   
0601TIA0d       20090101003125100000005000 0000000000002730   
0601TIA0d       20090101003130100000005000 0000000000002730   
0601TIA0d       20090101003135100000005000 0000000000002730   
0601TIA0d       20090101003140100000005000 0000000000002730   
0601TIA0d       20090101003145100000005000 0000000000002730   
0601TIA0d       20090101003150100000005000 0000000000002730   
0601TIA0d       20090101003155100000005000 0000000000002740   
0601TIA0d       20090101003160100000005000 0000000000002740   
0601TIA0d       20090101003165100000005000 0000000000002740   
0601TIA0d       20090101003170100000005000 0000000000002740   
0601TIA0d       20090101003175100000005000 0000000000002740   
0601TIA0d       20090101003180100000005000 0000000000002740   
0601TIA0d       20090101003185100000005000 0000000000002740   
0601TIA0d       20090101003190100000005000 0000000000002740   
0601TIA0d       20090101003195100000005000 0000000000002740   
0601TIA0d       20090101003200100000005000 0000000000002750   
0601TIA0d       20090101003205100000005000 0000000000002750   
0601TIA0d       20090101003210100000005000 0000000000002750   
0601TIA0d       20090101003215100000005000 0000000000002750   
0601TIA0d       20090101003220100000005000 0000000000002750   
0601TIA0d       20090101003225100000005000 0000000000002750   
0601TIA0d       20090101003230100000005000 0000000000002750   
0601TIA0d       20090101003235100000005000 0000000000002750   
0601TIA0d       20090101003240100000005000 0000000000002760   
0601TIA0d       20090101003245100000005000 0000000000002760   
0601TIA0d       20090101003250100000005000 0000000000002760   
0601TIA0d       20090101003255100000005000 0000000000002760   
0601TIA0d       20090101003260100000005000 0000000000002760   
0601TIA0d       20090101003265100000005000 0000000000002760   
0601TIA0d       20090101003270100000005000 0000000000002760   
0601TIA0d       20090101003275100000005000 0000000000002760   
0601TIA0d       20090101003280100000005000 0000000000002760   
0601TIA0d       20090101003285100000005000 0000000000002770   
0601TIA0d       20090101003290100000005000 0000000000002770   
0601TIA0d       20090101003295100000005000 0000000000002770   
0601TIA0d       20090101003300100000005000 0000000000002770   
0601TIA0d       20090101003305100000005000 0000000000002770   
0601TIA0d       20090101003310100000005000 0000000000002770   
0601TIA0d       20090101003315100000005000 0000000000002770   
0601TIA0d       20090101003320100000005000 0000000000002770   
0601TIA0d       20090101003325100000005000 0000000000002770   
0601TIA0d       20090101003330100000005000 0000000000002770   
0601TIA0d       20090101003335100000005000 0000000000002780   
0601TIA0d       20090101003340100000005000 0000000000002780   
0601TIA0d       20090101003345100000005000 0000000000002780   
0601TIA0d       20090101003350100000005000 0000000000002780   
0601TIA0d       20090101003355100000005000 0000000000002780   
0601TIA0d       20090101003360100000005000 0000000000002780   
0601TIA0d       20090101003365100000005000 0000000000002780   
0601TIA0d       20090101003370100000005000 0000000000002780   
0601TIA0d       20090101003375100000005000 0000000000002780   
0601TIA0d       20090101003380100000005000 0000000000002790   
0601TIA0d       20090101003385100000005000 0000000000002790   
0601TIA0d       20090101003390100000005000 0000000000002790   
0601TIA0d       20090101003395100000005000 0000000000002790   
0601TIA0d       20090101003400100000005000 0000000000002790   
0601TIA0d       20090101003405100000005000 0000000000002790   
0601TIA0d       20090101003410100000005000 0000000000002790   
0601TIA0d       20090101003415100000005000 0000000000002790   
0601TIA0d       20090101003420100000005000 0000000000002790   
0601TIA0d       20090101003425100000005000 0000000000002790   
0601TIA0d       20090101003430100000005000 0000000000002800   
0601TIA0d       20090101003435100000005000 0000000000002800   
0601TIA0d       20090101003440100000005000 0000000000002800   
0601TIA0d       20090101003445100000005000 0000000000002800   
0601TIA0d       20090101003450100000005000 0000000000002800   
0601TIA0d       20090101003455100000005000 0000000000002800   
0601TIA0d       20090101003460100000005000 0000000000002800   
0601TIA0d       20090101003465100000005000 0000000000002800   
0601TIA0d       20090101003470100000005000 0000000000002800   
0601TIA0d       20090101003475100000005000 0000000000002800   
0601TIA0d       20090101003480100000005000 0000000000002810   
0601TIA0d       20090101003485100000005000 0000000000002810   
0601TIA0d       20090101003490100000005000 0000000000002810   
0601TIA0d       20090101003495100000005000 0000000000002810   
0601TIA0d       20090101003500100000005000 0000000000002810   
0601TIA0d       20090101003505100000005000 0000000000002810   
0601TIA0d       20090101003510100000005000 0000000000002810   
0601TIA0d       20090101003515100000005000 0000000000002810   
0601TIA0d       20090101003520100000005000 0000000000002810   
0601TIA0d       20090101003525100000005000 0000000000002820   
0601TIA0d       20090101003530100000005000 0000000000002820   
0601TIA0d       20090101003535100000005000 0000000000002820   
0601TIA0d       20090101003540100000005000 0000000000002820   
0601TIA0d       20090101003545100000005000 0000000000002820   
0601TIA0d       20090101003550100000005000 0000000000002820   
0601TIA0d       20090101003555100000005000 0000000000002820   
0601TIA0d       20090101003560100000005000 0000000000002820   
0601TIA0d       20090101003565100000005000 0000000000002830   
0601TIA0d       20090101003570100000005000 0000000000002830   
0601TIA0d       20090101003575100000005000 0000000000002830   
0601TIA0d       20090101003580100000005000 0000000000002830   
