00AR               20071130                                                                                   
0601ARA8+       20080101001060100000005000 0800007470000703   
0601ARA8+       20080101001065100000005000 0800007570000709   
0601ARA8+       20080101001070100000005000 0800007680000716   
0601ARA8+       20080101001075100000005000 0800007800000724   
0601ARA8+       20080101001080100000005000 0800007890000729   
0601ARA8+       20080101001085100000005000 0800008030000738   
0601ARA8+       20080101001090100000005000 0800008140000745   
0601ARA8+       20080101001095100000005000 0800008260000753   
0601ARA8+       20080101001100100000005000 0800008380000760   
0601ARA8+       20080101001105100000005000 0800008470000765   
0601ARA8+       20080101001110100000005000 0800008570000770   
0601ARA8+       20080101001115100000005000 0800008680000777   
0601ARA8+       20080101001120100000005000 0800008770000781   
0601ARA8+       20080101001125100000005000 0800008870000787   
0601ARA8+       20080101001130100000005000 0800008960000791   
0601ARA8+       20080101001135100000005000 0800009050000796   
0601ARA8+       20080101001140100000005000 0800009160000802   
0601ARA8+       20080101001145100000005000 0800009270000808   
0601ARA8+       20080101001150100000005000 0800009360000812   
0601ARA8+       20080101001155100000005000 0800009470000818   
0601ARA8+       20080101001160100000005000 0800009560000822   
0601ARA8+       20080101001165100000005000 0800009650000827   
0601ARA8+       20080101001170100000005000 0800009760000832   
0601ARA8+       20080101001175100000005000 0800009850000837   
0601ARA8+       20080101001180100000005000 0800009960000842   
0601ARA8+       20080101001185100000005000 0800010050000846   
0601ARA8+       20080101001190100000005000 0800010140000850   
0601ARA8+       20080101001195100000005000 0800010250000856   
0601ARA8+       20080101001200100000005000 0800010340000860   
0601ARA8+       20080101001205100000005000 0800010430000864   
0601ARA8+       20080101001210100000005000 0800010550000870   
0601ARA8+       20080101001215100000005000 0800010660000876   
0601ARA8+       20080101001220100000005000 0800010760000880   
0601ARA8+       20080101001225100000005000 0800010890000887   
0601ARA8+       20080101001230100000005000 0800011000000892   
0601ARA8+       20080101001235100000005000 0800011140000900   
0601ARA8+       20080101001240100000005000 0800011240000905   
0601ARA8+       20080101001245100000005000 0800011350000910   
0601ARA8+       20080101001250100000005000 0800011480000917   
0601ARA8+       20080101001255100000005000 0800011590000922   
0601ARA8+       20080101001260100000005000 0800011700000927   
0601ARA8+       20080101001265100000005000 0800011810000932   
0601ARA8+       20080101001270100000005000 0800011900000935   
0601ARA8+       20080101001275100000005000 0800012010000940   
0601ARA8+       20080101001280100000005000 0800012110000944   
0601ARA8+       20080101001285100000005000 0800012190000947   
0601ARA8+       20080101001290100000005000 0800012290000951   
0601ARA8+       20080101001295100000005000 0800012370000953   
0601ARA8+       20080101001300100000005000 0800012460000957   
0601ARA8+       20080101001305100000005000 0800012560000961   
0601ARA8+       20080101001310100000005000 0800012660000965   
0601ARA8+       20080101001315100000005000 0800012730000966   
0601ARA8+       20080101001320100000005000 0800012830000970   
0601ARA8+       20080101001325100000005000 0800012940000975   
0601ARA8+       20080101001330100000005000 0800013070000981   
0601ARA8+       20080101001335100000005000 0800013190000986   
0601ARA8+       20080101001340100000005000 0800013290000990   
0601ARA8+       20080101001345100000005000 0800013430000997   
0601ARA8+       20080101001350100000005000 0800013560001003   
0601ARA8+       20080101001355100000005000 0800013670001007   
0601ARA8+       20080101001360100000005000 0800013810001014   
0601ARA8+       20080101001365100000005000 0800013900001016   
0601ARA8+       20080101001370100000005000 0800014020001021   
0601ARA8+       20080101001375100000005000 0800014140001026   
0601ARA8+       20080101001380100000005000 0800014240001030   
0601ARA8+       20080101001385100000005000 0800014360001035   
0601ARA8+       20080101001390100000005000 0800014460001038   
0601ARA8+       20080101001395100000005000 0800014570001043   
0601ARA8+       20080101001400100000005000 0800014700001048   
0601ARA8+       20080101001405100000005000 0800014800001052   
0601ARA8+       20080101001410100000005000 0800014890001054   
0601ARA8+       20080101001415100000005000 0800015010001059   
0601ARA8+       20080101001420100000005000 0800015110001062   
0601ARA8+       20080101001425100000005000 0800015240001068   
0601ARA8+       20080101001430100000005000 0800015350001072   
0601ARA8+       20080101001435100000005000 0800015450001075   
0601ARA8+       20080101001440100000005000 0800015580001080   
0601ARA8+       20080101001445100000005000 0800015700001085   
0601ARA8+       20080101001450100000005000 0800015780001086   
0601ARA8+       20080101001455100000005000 0800015900001091   
0601ARA8+       20080101001460100000005000 0800015990001093   
0601ARA8+       20080101001465100000005000 0800016100001097   
0601ARA8+       20080101001470100000005000 0800016220001102   
0601ARA8+       20080101001475100000005000 0800016330001105   
0601ARA8+       20080101001480100000005000 0800016460001110   
0601ARA8+       20080101001485100000005000 0800016590001115   
0601ARA8+       20080101001490100000010000 0800000000001116   
0601ARA8+       20080101001500100000500000 0800000000001326   
0601ARA8+       20080101002000100000500000 0800000000001737   
0601ARA8+       20080101002500100007499900 0800000000001880   
0601ARA9+       20080101000000100000115000 0900000030000027   
0601ARA9+       20080101000115100000005000 0900000030000026   
0601ARA9+       20080101000120100000005000 0900000030000024   
0601ARA9+       20080101000125100000005000 0900000030000024   
0601ARA9+       20080101000130100000005000 0900000030000023   
0601ARA9+       20080101000135100000005000 0900000030000022   
0601ARA9+       20080101000140100000005000 0900000030000021   
0601ARA9+       20080101000145100000005000 0900000030000020   
0601ARA9+       20080101000150100000005000 0900000030000020   
0601ARA9+       20080101000155100000005000 0900000030000019   
0601ARA9+       20080101000160100000005000 0900000030000018   
0601ARA9+       20080101000165100000005000 0900000030000018   
0601ARA9+       20080101000170100000005000 0900000030000017   
0601ARA9+       20080101000175100000005000 0900000030000017   
0601ARA9+       20080101000180100000005000 0900000030000016   
0601ARA9+       20080101000185100000005000 0900000030000016   
0601ARA9+       20080101000190100000005000 0900000030000016   
0601ARA9+       20080101000195100000005000 0900000030000015   
0601ARA9+       20080101000200100000005000 0900000030000015   
0601ARA9+       20080101000205100000005000 0900000030000014   
0601ARA9+       20080101000210100000005000 0900000030000014   
0601ARA9+       20080101000215100000005000 0900000030000014   
0601ARA9+       20080101000220100000005000 0900000030000013   
0601ARA9+       20080101000225100000005000 0900000030000013   
0601ARA9+       20080101000230100000005000 0900000030000013   
0601ARA9+       20080101000235100000005000 0900000030000013   
0601ARA9+       20080101000240100000005000 0900000030000012   
0601ARA9+       20080101000245100000005000 0900000030000012   
0601ARA9+       20080101000250100000005000 0900000030000012   
0601ARA9+       20080101000255100000005000 0900000030000012   
0601ARA9+       20080101000260100000005000 0900000030000011   
0601ARA9+       20080101000265100000005000 0900000030000011   
0601ARA9+       20080101000270100000005000 0900000030000011   
0601ARA9+       20080101000275100000005000 0900000030000011   
0601ARA9+       20080101000280100000005000 0900000030000011   
0601ARA9+       20080101000285100000005000 0900000030000010   
0601ARA9+       20080101000290100000005000 0900000030000010   
0601ARA9+       20080101000295100000005000 0900000030000010   
0601ARA9+       20080101000300100000005000 0900000030000010   
0601ARA9+       20080101000305100000005000 0900000030000010   
0601ARA9+       20080101000310100000005000 0900000030000010   
0601ARA9+       20080101000315100000005000 0900000030000009   
0601ARA9+       20080101000320100000005000 0900000030000009   
0601ARA9+       20080101000325100000005000 0900000030000009   
0601ARA9+       20080101000330100000005000 0900000030000009   
0601ARA9+       20080101000335100000005000 0900000030000009   
0601ARA9+       20080101000340100000005000 0900000030000009   
0601ARA9+       20080101000345100000005000 0900000030000009   
0601ARA9+       20080101000350100000005000 0900000030000009   
0601ARA9+       20080101000355100000005000 0900000030000008   
0601ARA9+       20080101000360100000005000 0900000030000008   
0601ARA9+       20080101000365100000005000 0900000030000008   
0601ARA9+       20080101000370100000005000 0900000030000008   
0601ARA9+       20080101000375100000005000 0900000030000008   
0601ARA9+       20080101000380100000005000 0900000030000008   
0601ARA9+       20080101000385100000005000 0900000030000008   
0601ARA9+       20080101000390100000005000 0900000030000008   
0601ARA9+       20080101000395100000005000 0900000030000008   
0601ARA9+       20080101000400100000005000 0900000030000007   
0601ARA9+       20080101000405100000005000 0900000030000007   
0601ARA9+       20080101000410100000005000 0900000030000007   
0601ARA9+       20080101000415100000005000 0900000030000007   
0601ARA9+       20080101000420100000005000 0900000030000007   
0601ARA9+       20080101000425100000005000 0900000030000007   
0601ARA9+       20080101000430100000005000 0900000030000007   
0601ARA9+       20080101000435100000005000 0900000030000007   
0601ARA9+       20080101000440100000005000 0900000030000007   
0601ARA9+       20080101000445100000005000 0900000030000007   
0601ARA9+       20080101000450100000005000 0900000030000007   
0601ARA9+       20080101000455100000005000 0900000030000007   
0601ARA9+       20080101000460100000005000 0900000030000006   
0601ARA9+       20080101000465100000005000 0900000030000006   
0601ARA9+       20080101000470100000005000 0900000030000006   
0601ARA9+       20080101000475100000005000 0900000030000006   
0601ARA9+       20080101000480100000005000 0900000030000006   
0601ARA9+       20080101000485100000005000 0900000030000006   
0601ARA9+       20080101000490100000005000 0900000030000006   
0601ARA9+       20080101000495100000005000 0900000030000006   
0601ARA9+       20080101000500100000005000 0900000030000006   
0601ARA9+       20080101000505100000005000 0900000030000006   
0601ARA9+       20080101000510100000005000 0900000030000006   
0601ARA9+       20080101000515100000005000 0900000030000006   
0601ARA9+       20080101000520100000005000 0900000030000006   
0601ARA9+       20080101000525100000005000 0900000030000006   
0601ARA9+       20080101000530100000005000 0900000030000006   
0601ARA9+       20080101000535100000005000 0900000030000006   
0601ARA9+       20080101000540100000005000 0900000030000006   
0601ARA9+       20080101000545100000005000 0900000030000005   
