00BL               20081110                                                                                   
0601BLB1+       20090101001555100000005000 0100025680001649   
0601BLB1+       20090101001560100000005000 0100025850001654   
0601BLB1+       20090101001565100000005000 0100026030001661   
0601BLB1+       20090101001570100000005000 0100026210001667   
0601BLB1+       20090101001575100000005000 0100026390001673   
0601BLB1+       20090101001580100000005000 0100026560001678   
0601BLB1+       20090101001585100000005000 0100026740001684   
0601BLB1+       20090101001590100000005000 0100026920001690   
0601BLB1+       20090101001595100000005000 0100027100001696   
0601BLB1+       20090101001600100000005000 0100027270001702   
0601BLB1+       20090101001605100000005000 0100027450001708   
0601BLB1+       20090101001610100000005000 0100027630001713   
0601BLB1+       20090101001615100000005000 0100027800001719   
0601BLB1+       20090101001620100000005000 0100027990001725   
0601BLB1+       20090101001625100000005000 0100028160001730   
0601BLB1+       20090101001630100000005000 0100028350001737   
0601BLB1+       20090101001635100000005000 0100028520001742   
0601BLB1+       20090101001640100000005000 0100028700001747   
0601BLB1+       20090101001645100000005000 0100028880001753   
0601BLB1+       20090101001650100000005000 0100029060001759   
0601BLB1+       20090101001655100000005000 0100029230001763   
0601BLB1+       20090101001660100000005000 0100029420001770   
0601BLB1+       20090101001665100000005000 0100029590001775   
0601BLB1+       20090101001670100000005000 0100029780001781   
0601BLB1+       20090101001675100000005000 0100029960001786   
0601BLB1+       20090101001680100000005000 0100030130001791   
0601BLB1+       20090101001685100000005000 0100030320001797   
0601BLB1+       20090101001690100000005000 0100030490001801   
0601BLB1+       20090101001695100000005000 0100030670001807   
0601BLB1+       20090101001700100000005000 0100030860001813   
0601BLB1+       20090101001705100000005000 0100031030001817   
0601BLB1+       20090101001710100000005000 0100031210001822   
0601BLB1+       20090101001715100000005000 0100031400001828   
0601BLB1+       20090101001720100000005000 0100031570001833   
0601BLB1+       20090101001725100000005000 0100031760001838   
0601BLB1+       20090101001730100000005000 0100031940001844   
0601BLB1+       20090101001735100000005000 0100032110001848   
0601BLB1+       20090101001740100000005000 0100032300001854   
0601BLB1+       20090101001745100000005000 0100032480001859   
0601BLB1+       20090101001750100000005000 0100032660001864   
0601BLB1+       20090101001755100000005000 0100032840001869   
0601BLB1+       20090101001760100000005000 0100033020001873   
0601BLB1+       20090101001765100000005000 0100033200001878   
0601BLB1+       20090101001770100000005000 0100033390001884   
0601BLB1+       20090101001775100000005000 0100033560001888   
0601BLB1+       20090101001780100000005000 0100033750001893   
0601BLB1+       20090101001785100000005000 0100033930001898   
0601BLB1+       20090101001790100000005000 0100034110001903   
0601BLB1+       20090101001795100000005000 0100034300001908   
0601BLB1+       20090101001800100000005000 0100034480001913   
0601BLB1+       20090101001805100000005000 0100034650001917   
0601BLB1+       20090101001810100000005000 0100034840001922   
0601BLB1+       20090101001815100000005000 0100035020001927   
0601BLB1+       20090101001820100000005000 0100035210001932   
0601BLB1+       20090101001825100000005000 0100035390001937   
0601BLB1+       20090101001830100000005000 0100035570001941   
0601BLB1+       20090101001835100000005000 0100035760001946   
0601BLB1+       20090101001840100000005000 0100035940001951   
0601BLB1+       20090101001845100000005000 0100036110001955   
0601BLB1+       20090101001850100000005000 0100036300001960   
0601BLB1+       20090101001855100000005000 0100036480001964   
0601BLB1+       20090101001860100000005000 0100036660001968   
0601BLB1+       20090101001865100000005000 0100036850001973   
0601BLB1+       20090101001870100000005000 0100037030001978   
0601BLB1+       20090101001875100000005000 0100037220001982   
0601BLB1+       20090101001880100000005000 0100037400001987   
0601BLB1+       20090101001885100000005000 0100037580001991   
0601BLB1+       20090101001890100000005000 0100037770001996   
0601BLB1+       20090101001895100000005000 0100037950002000   
0601BLB1+       20090101001900100000005000 0100038130002004   
0601BLB1+       20090101001905100000005000 0100038320002009   
0601BLB1+       20090101001910100000005000 0100038500002013   
0601BLB1+       20090101001915100000005000 0100038690002018   
0601BLB1+       20090101001920100000005000 0100038870002022   
0601BLB1+       20090101001925100000005000 0100039050002026   
0601BLB1+       20090101001930100000005000 0100039240002031   
0601BLB1+       20090101001935100000005000 0100039430002035   
0601BLB1+       20090101001940100000005000 0100039610002039   
0601BLB1+       20090101001945100000005000 0100039800002044   
0601BLB1+       20090101001950100000005000 0100039980002048   
0601BLB1+       20090101001955100000005000 0100040160002052   
0601BLB1+       20090101001960100000005000 0100040350002056   
0601BLB1+       20090101001965100000005000 0100040530002060   
0601BLB1+       20090101001970100000005000 0100040720002064   
0601BLB1+       20090101001975100000005000 0100040910002069   
0601BLB1+       20090101001980100000005000 0100041090002073   
0601BLB1+       20090101001985100000005000 0100041280002077   
0601BLB1+       20090101001990100000005000 0100041460002081   
0601BLB1+       20090101001995100000005000 0100041640002085   
0601BLB1+       20090101002000100000500000 0100000000002269   
0601BLB1+       20090101002500100000500000 0100000000002543   
0601BLB1+       20090101003000100007000000 0100000000003309   
0601BLB2+       20090101000000100000120000 0200000000000000   
0601BLB2+       20090101000120100000005000 0200000000000000   
0601BLB2+       20090101000125100000005000 0200000000000000   
0601BLB2+       20090101000130100000005000 0200000000000000   
0601BLB2+       20090101000135100000005000 0200000000000000   
0601BLB2+       20090101000140100000005000 0200000000000000   
0601BLB2+       20090101000145100000005000 0200000000000000   
0601BLB2+       20090101000150100000005000 0200000010000007   
0601BLB2+       20090101000155100000005000 0200000010000006   
0601BLB2+       20090101000160100000005000 0200000010000006   
0601BLB2+       20090101000165100000005000 0200000010000006   
0601BLB2+       20090101000170100000005000 0200000010000006   
0601BLB2+       20090101000175100000005000 0200000010000006   
0601BLB2+       20090101000180100000005000 0200000010000005   
0601BLB2+       20090101000185100000005000 0200000020000011   
0601BLB2+       20090101000190100000005000 0200000020000010   
0601BLB2+       20090101000195100000005000 0200000020000010   
0601BLB2+       20090101000200100000005000 0200000020000010   
0601BLB2+       20090101000205100000005000 0200000020000010   
0601BLB2+       20090101000210100000005000 0200000020000009   
0601BLB2+       20090101000215100000005000 0200000020000009   
0601BLB2+       20090101000220100000005000 0200000020000009   
0601BLB2+       20090101000225100000005000 0200000030000013   
0601BLB2+       20090101000230100000005000 0200000030000013   
0601BLB2+       20090101000235100000005000 0200000030000013   
0601BLB2+       20090101000240100000005000 0200000030000012   
0601BLB2+       20090101000245100000005000 0200000030000012   
0601BLB2+       20090101000250100000005000 0200000030000012   
0601BLB2+       20090101000255100000005000 0200000030000012   
0601BLB2+       20090101000260100000005000 0200000030000011   
0601BLB2+       20090101000265100000005000 0200000040000015   
0601BLB2+       20090101000270100000005000 0200000040000015   
0601BLB2+       20090101000275100000005000 0200000040000014   
0601BLB2+       20090101000280100000005000 0200000040000014   
0601BLB2+       20090101000285100000005000 0200000040000014   
0601BLB2+       20090101000290100000005000 0200000040000014   
0601BLB2+       20090101000295100000005000 0200000040000013   
0601BLB2+       20090101000300100000005000 0200000050000017   
0601BLB2+       20090101000305100000005000 0200000050000016   
0601BLB2+       20090101000310100000005000 0200000050000016   
0601BLB2+       20090101000315100000005000 0200000050000016   
0601BLB2+       20090101000320100000005000 0200000050000016   
0601BLB2+       20090101000325100000005000 0200000050000015   
0601BLB2+       20090101000330100000005000 0200000050000015   
0601BLB2+       20090101000335100000005000 0200000050000015   
0601BLB2+       20090101000340100000005000 0200000060000018   
0601BLB2+       20090101000345100000005000 0200000060000017   
0601BLB2+       20090101000350100000005000 0200000060000017   
0601BLB2+       20090101000355100000005000 0200000060000017   
0601BLB2+       20090101000360100000005000 0200000060000017   
0601BLB2+       20090101000365100000005000 0200000060000016   
0601BLB2+       20090101000370100000005000 0200000060000016   
0601BLB2+       20090101000375100000005000 0200000060000016   
0601BLB2+       20090101000380100000005000 0200000070000018   
0601BLB2+       20090101000385100000005000 0200000070000018   
0601BLB2+       20090101000390100000005000 0200000070000018   
0601BLB2+       20090101000395100000005000 0200000070000018   
0601BLB2+       20090101000400100000005000 0200000070000017   
0601BLB2+       20090101000405100000005000 0200000070000017   
0601BLB2+       20090101000410100000005000 0200000070000017   
0601BLB2+       20090101000415100000005000 0200000080000019   
0601BLB2+       20090101000420100000005000 0200000080000019   
0601BLB2+       20090101000425100000005000 0200000080000019   
0601BLB2+       20090101000430100000005000 0200000080000018   
0601BLB2+       20090101000435100000005000 0200000080000018   
0601BLB2+       20090101000440100000005000 0200000080000018   
0601BLB2+       20090101000445100000005000 0200000080000018   
0601BLB2+       20090101000450100000005000 0200000080000018   
0601BLB2+       20090101000455100000005000 0200000090000020   
0601BLB2+       20090101000460100000005000 0200000090000019   
0601BLB2+       20090101000465100000005000 0200000090000019   
0601BLB2+       20090101000470100000005000 0200000090000019   
0601BLB2+       20090101000475100000005000 0200000090000019   
0601BLB2+       20090101000480100000005000 0200000090000019   
0601BLB2+       20090101000485100000005000 0200000090000018   
0601BLB2+       20090101000490100000005000 0200000090000018   
0601BLB2+       20090101000495100000005000 0200000100000020   
0601BLB2+       20090101000500100000005000 0200000100000020   
0601BLB2+       20090101000505100000005000 0200000120000024   
0601BLB2+       20090101000510100000005000 0200000130000025   
0601BLB2+       20090101000515100000005000 0200000130000025   
0601BLB2+       20090101000520100000005000 0200000140000027   
0601BLB2+       20090101000525100000005000 0200000140000027   
0601BLB2+       20090101000530100000005000 0200000150000028   
0601BLB2+       20090101000535100000005000 0200000150000028   
0601BLB2+       20090101000540100000005000 0200000160000029   
