00AI               20071204                                                                                   
0601AIC4+       20080101000655100000005000w0400004750000722   
0601AIC4+       20080101000660100000005000w0400004800000725   
0601AIC4+       20080101000665100000005000w0400004860000728   
0601AIC4+       20080101000670100000005000w0400004920000732   
0601AIC4+       20080101000675100000005000w0400004990000737   
0601AIC4+       20080101000680100000005000w0400005050000740   
0601AIC4+       20080101000685100000005000w0400005120000745   
0601AIC4+       20080101000690100000005000w0400005180000748   
0601AIC4+       20080101000695100000005000w0400005250000753   
0601AIC4+       20080101000700100000005000w0400005310000756   
0601AIC4+       20080101000705100000005000w0400005380000760   
0601AIC4+       20080101000710100000005000w0400005440000764   
0601AIC4+       20080101000715100000005000w0400005510000768   
0601AIC4+       20080101000720100000005000w0400005570000771   
0601AIC4+       20080101000725100000005000w0400005630000774   
0601AIC4+       20080101000730100000005000w0400005700000778   
0601AIC4+       20080101000735100000005000w0400005770000782   
0601AIC4+       20080101000740100000005000w0400005840000787   
0601AIC4+       20080101000745100000005000w0400005910000791   
0601AIC4+       20080101000750100000005000w0400005980000795   
0601AIC4+       20080101000755100000005000w0400006060000800   
0601AIC4+       20080101000760100000005000w0400006130000804   
0601AIC4+       20080101000765100000005000w0400006200000808   
0601AIC4+       20080101000770100000005000w0400006270000812   
0601AIC4+       20080101000775100000005000w0400006340000815   
0601AIC4+       20080101000780100000005000w0400006410000819   
0601AIC4+       20080101000785100000005000w0400006480000823   
0601AIC4+       20080101000790100000005000w0400006560000828   
0601AIC4+       20080101000795100000005000w0400006630000831   
0601AIC4+       20080101000800100000005000w0400006710000836   
0601AIC4+       20080101000805100000005000w0400006790000841   
0601AIC4+       20080101000810100000005000w0400006870000846   
0601AIC4+       20080101000815100000005000w0400006950000850   
0601AIC4+       20080101000820100000005000w0400007020000853   
0601AIC4+       20080101000825100000005000w0400007100000858   
0601AIC4+       20080101000830100000005000w0400007170000861   
0601AIC4+       20080101000835100000005000w0400007260000867   
0601AIC4+       20080101000840100000005000w0400007330000870   
0601AIC4+       20080101000845100000005000w0400007420000876   
0601AIC4+       20080101000850100000005000w0400007500000880   
0601AIC4+       20080101000855100000005000w0400007580000884   
0601AIC4+       20080101000860100000005000w0400007670000889   
0601AIC4+       20080101000865100000005000w0400007750000893   
0601AIC4+       20080101000870100000005000w0400007830000897   
0601AIC4+       20080101000875100000005000w0400007920000903   
0601AIC4+       20080101000880100000005000w0400008010000908   
0601AIC4+       20080101000885100000005000w0400008080000910   
0601AIC4+       20080101000890100000005000w0400008170000915   
0601AIC4+       20080101000895100000005000w0400008260000920   
0601AIC4+       20080101000900100000005000w0400008350000925   
0601AIC4+       20080101000905100000005000w0400008450000931   
0601AIC4+       20080101000910100000005000w0400008540000936   
0601AIC4+       20080101000915100000005000w0400008630000941   
0601AIC4+       20080101000920100000005000w0400008730000946   
0601AIC4+       20080101000925100000005000w0400008820000951   
0601AIC4+       20080101000930100000005000w0400008920000957   
0601AIC4+       20080101000935100000005000w0400009020000962   
0601AIC4+       20080101000940100000005000w0400009100000966   
0601AIC4+       20080101000945100000005000w0400009200000971   
0601AIC4+       20080101000950100000005000w0400009300000976   
0601AIC4+       20080101000955100000005000w0400009400000982   
0601AIC4+       20080101000960100000005000w0400009500000987   
0601AIC4+       20080101000965100000005000w0400009610000993   
0601AIC4+       20080101000970100000005000w0400009710000998   
0601AIC4+       20080101000975100000005000w0400009810001004   
0601AIC4+       20080101000980100000005000w0400009910001009   
0601AIC4+       20080101000985100000005000w0400010010001014   
0601AIC4+       20080101000990100000005000w0400010110001019   
0601AIC4+       20080101000995100000005000w0400010220001025   
0601AIC4+       20080101001000100000005000w0400010320001029   
0601AIC4+       20080101001005100000005000w0400010420001034   
0601AIC4+       20080101001010100000005000w0400010520001039   
0601AIC4+       20080101001015100000005000w0400010620001044   
0601AIC4+       20080101001020100000005000w0400010730001049   
0601AIC4+       20080101001025100000005000w0400010840001055   
0601AIC4+       20080101001030100000005000w0400010950001061   
0601AIC4+       20080101001035100000005000w0400011050001065   
0601AIC4+       20080101001040100000005000w0400011150001070   
0601AIC4+       20080101001045100000005000w0400011260001075   
0601AIC4+       20080101001050100000005000w0400011370001080   
0601AIC4+       20080101001055100000005000w0400011490001087   
0601AIC4+       20080101001060100000005000w0400011590001091   
0601AIC4+       20080101001065100000005000w0400011710001097   
0601AIC4+       20080101001070100000005000w0400011820001102   
0601AIC4+       20080101001075100000005000w0400011920001106   
0601AIC4+       20080101001080100000005000w0400012040001112   
0601AIC4+       20080101001085100000005000w0400012160001118   
0601AIC4+       20080101001090100000005000w0400012260001122   
0601AIC4+       20080101001095100000005000w0400012390001129   
0601AIC4+       20080101001100100000005000w0400012490001133   
0601AIC4+       20080101001105100000005000w0400012610001139   
0601AIC4+       20080101001110100000005000w0400012720001143   
0601AIC4+       20080101001115100000005000w0400012830001148   
0601AIC4+       20080101001120100000005000w0400012950001154   
0601AIC4+       20080101001125100000005000w0400013070001159   
0601AIC4+       20080101001130100000005000w0400013170001163   
0601AIC4+       20080101001135100000005000w0400013300001169   
0601AIC4+       20080101001140100000005000w0400013410001174   
0601AIC4+       20080101001145100000005000w0400013520001178   
0601AIC4+       20080101001150100000005000w0400013640001184   
0601AIC4+       20080101001155100000005000w0400013750001188   
0601AIC4+       20080101001160100000005000w0400013870001193   
0601AIC4+       20080101001165100000005000w0400013980001197   
0601AIC4+       20080101001170100000005000w0400014090001202   
0601AIC4+       20080101001175100000005000w0400014210001207   
0601AIC4+       20080101001180100000005000w0400014330001212   
0601AIC4+       20080101001185100000005000w0400014440001216   
0601AIC4+       20080101001190100000005000w0400014570001222   
0601AIC4+       20080101001195100000005000w0400014680001226   
0601AIC4+       20080101001200100000005000w0400014800001231   
0601AIC4+       20080101001205100000005000w0400014910001235   
0601AIC4+       20080101001210100000005000w0400015020001239   
0601AIC4+       20080101001215100000005000w0400015150001244   
0601AIC4+       20080101001220100000005000w0400015270001249   
0601AIC4+       20080101001225100000005000w0400015380001253   
0601AIC4+       20080101001230100000005000w0400015500001258   
0601AIC4+       20080101001235100000005000w0400015620001262   
0601AIC4+       20080101001240100000005000w0400015730001266   
0601AIC4+       20080101001245100000005000w0400015860001271   
0601AIC4+       20080101001250100000005000w0400015980001276   
0601AIC4+       20080101001255100000005000w0400016100001280   
0601AIC4+       20080101001260100000005000w0400016220001285   
0601AIC4+       20080101001265100000005000w0400016330001288   
0601AIC4+       20080101001270100000005000w0400016460001294   
0601AIC4+       20080101001275100000005000w0400016580001298   
0601AIC4+       20080101001280100000005000w0400016690001301   
0601AIC4+       20080101001285100000005000w0400016820001306   
0601AIC4+       20080101001290100000005000w0400016940001311   
0601AIC4+       20080101001295100000005000w0400017060001315   
0601AIC4+       20080101001300100000005000w0400017190001320   
0601AIC4+       20080101001305100000005000w0400017300001323   
0601AIC4+       20080101001310100000005000w0400017430001328   
0601AIC4+       20080101001315100000005000w0400017550001332   
0601AIC4+       20080101001320100000005000w0400017660001335   
0601AIC4+       20080101001325100000005000w0400017790001340   
0601AIC4+       20080101001330100000005000w0400017910001344   
0601AIC4+       20080101001335100000005000w0400018020001347   
0601AIC4+       20080101001340100000005000w0400018160001353   
0601AIC4+       20080101001345100000005000w0400018270001356   
0601AIC4+       20080101001350100000005000w0400018400001360   
0601AIC4+       20080101001355100000005000w0400018520001364   
0601AIC4+       20080101001360100000005000w0400018640001368   
0601AIC4+       20080101001365100000005000w0400018770001373   
0601AIC4+       20080101001370100000005000w0400018890001376   
0601AIC4+       20080101001375100000005000w0400019000001379   
0601AIC4+       20080101001380100000005000w0400019130001384   
0601AIC4+       20080101001385100000005000w0400019260001388   
0601AIC4+       20080101001390100000005000w0400019370001391   
0601AIC4+       20080101001395100000005000w0400019510001396   
0601AIC4+       20080101001400100000005000w0400019620001399   
0601AIC4+       20080101001405100000005000w0400019750001403   
0601AIC4+       20080101001410100000005000w0400019870001407   
0601AIC4+       20080101001415100000005000w0400019990001410   
0601AIC4+       20080101001420100000005000w0400020120001414   
0601AIC4+       20080101001425100000005000w0400020240001418   
0601AIC4+       20080101001430100000005000w0400020360001421   
0601AIC4+       20080101001435100000005000w0400020490001425   
0601AIC4+       20080101001440100000005000w0400020610001429   
0601AIC4+       20080101001445100000005000w0400020740001433   
0601AIC4+       20080101001450100000005000w0400020870001437   
0601AIC4+       20080101001455100000005000w0400020980001439   
0601AIC4+       20080101001460100000005000w0400021110001443   
0601AIC4+       20080101001465100000005000w0400021240001447   
0601AIC4+       20080101001470100000005000w0400021350001450   
0601AIC4+       20080101001475100000005000w0400021480001454   
0601AIC4+       20080101001480100000005000w0400021610001458   
0601AIC4+       20080101001485100000005000w0400021730001461   
0601AIC4+       20080101001490100000005000w0400021860001465   
0601AIC4+       20080101001495100000005000w0400021980001468   
0601AIC4+       20080101001500100000005000w0400022110001472   
0601AIC4+       20080101001505100000005000w0400022240001475   
0601AIC4+       20080101001510100000005000w0400022360001478   
0601AIC4+       20080101001515100000005000w0400022480001481   
0601AIC4+       20080101001520100000005000w0400022610001485   
0601AIC4+       20080101001525100000005000w0400022730001488   
0601AIC4+       20080101001530100000005000w0400022860001492   
0601AIC4+       20080101001535100000005000w0400022990001495   
0601AIC4+       20080101001540100000005000w0400023110001498   
0601AIC4+       20080101001545100000005000w0400023250001502   
0601AIC4+       20080101001550100000005000w0400023360001505   
0601AIC4+       20080101001555100000005000w0400023490001508   
0601AIC4+       20080101001560100000005000w0400023620001512   
0601AIC4+       20080101001565100000005000w0400023740001515   
0601AIC4+       20080101001570100000005000w0400023870001518   
0601AIC4+       20080101001575100000005000w0400024000001521   
0601AIC4+       20080101001580100000005000w0400024120001524   
0601AIC4+       20080101001585100000005000w0400024260001528   
0601AIC4+       20080101001590100000005000w0400024380001531   
0601AIC4+       20080101001595100000005000w0400024510001534   
0601AIC4+       20080101001600100000005000w0400024640001538   
0601AIC4+       20080101001605100000005000w0400024760001540   
0601AIC4+       20080101001610100000005000w0400024890001544   
0601AIC4+       20080101001615100000005000w0400025010001546   
0601AIC4+       20080101001620100000005000w0400025130001549   
0601AIC4+       20080101001625100000005000w0400025270001553   
0601AIC4+       20080101001630100000005000w0400025390001555   
0601AIC4+       20080101001635100000005000w0400025520001558   
0601AIC4+       20080101001640100000005000w0400025650001562   
0601AIC4+       20080101001645100000005000w0400025770001564   
0601AIC4+       20080101001650100000005000w0400025910001568   
0601AIC4+       20080101001655100000005000w0400026040001571   
0601AIC4+       20080101001660100000005000w0400026160001574   
0601AIC4+       20080101001665100000005000w0400026290001577   
0601AIC4+       20080101001670100000005000w0400026420001580   
0601AIC4+       20080101001675100000005000w0400026540001582   
0601AIC4+       20080101001680100000005000w0400026680001586   
0601AIC4+       20080101001685100000005000w0400026800001588   
0601AIC4+       20080101001690100000005000w0400026930001591   
0601AIC4+       20080101001695100000005000w0400027060001594   
0601AIC4+       20080101001700100000100000w0400028350001622   
0601AIC4+       20080101001800100000100000w0400030940001675   
0601AIC4+       20080101001900100000100000w0400033590001725   
0601AIC4+       20080101002000100000100000w0400036270001771   
0601AIC4+       20080101002100100000100000w0400038970001815   
0601AIC4+       20080101002200100000100000w0400041670001854   
0601AIC4+       20080101002300100000100000w0400044360001890   
0601AIC4+       20080101002400100000100000w0400047070001923   
0601AIC4+       20080101002500100000100000w0400049770001954   
0601AIC4+       20080101002600100000100000w0400052500001983   
0601AIC4+       20080101002700100000100000w0400055240002011   
0601AIC4+       20080101002800100000100000w0400057980002036   
0601AIC4+       20080101002900100000100000w0400060730002060   
0601AIC4+       20080101003000100000100000w0400063490002083   
0601AIC4+       20080101003100100000100000w0400066220002104   
0601AIC4+       20080101003200100000100000w0400068960002123   
0601AIC4+       20080101003300100000100000w0400071690002142   
0601AIC4+       20080101003400100000100000w0400074380002158   
0601AIC4+       20080101003500100000100000w0400077090002173   
0601AIC4+       20080101003600100000100000w0400079800002188   
0601AIC4+       20080101003700100000100000w0400082500002201   
0601AIC4+       20080101003800100000100000w0400085220002215   
0601AIC4+       20080101003900100000100000w0400087940002228   
0601AIC4+       20080101004000100000100000w0400090640002239   
0601AIC4+       20080101004100100000100000w0400093370002251   
0601AIC4+       20080101004200100000100000w0400096070002262   
0601AIC4+       20080101004300100000100000w0400098750002271   
0601AIC4+       20080101004400100000100000w0400101450002281   
0601AIC4+       20080101004500100000100000w0400104130002290   
0601AIC4+       20080101004600100000100000w0400106820002298   
0601AIC4+       20080101004700100000100000w0400109510002307   
0601AIC4+       20080101004800100000100000w0400112200002315   
0601AIC4+       20080101004900100000100000w0400114900002322   
0601AIC4+       20080101005000100000100000w0400117600002330   
0601AIC4+       20080101005100100000100000w0400120290002337   
0601AIC4+       20080101005200100000100000w0400122990002344   
0601AIC4+       20080101005300100000100000w0400125700002351   
0601AIC4+       20080101005400100000100000w0400128400002357   
0601AIC4+       20080101005500100000100000w0400131090002363   
0601AIC4+       20080101005600100000100000w0400133800002369   
0601AIC4+       20080101005700100000100000w0400136510002375   
0601AIC4+       20080101005800100000100000w0400139200002381   
0601AIC4+       20080101005900100000100000w0400141940002387   
0601AIC4+       20080101006000100000100000w0400144620002391   
0601AIC4+       20080101006100100000100000w0400147340002397   
0601AIC4+       20080101006200100000100000w0400150050002402   
0601AIC4+       20080101006300100000100000w0400152760002407   
0601AIC4+       20080101006400100000100000w0400155470002411   
0601AIC4+       20080101006500100000100000w0400158180002416   
0601AIC4+       20080101006600100000100000w0400160890002420   
0601AIC4+       20080101006700100000100000w0400163610002425   
0601AIC4+       20080101006800100000100000w0400166330002429   
0601AIC4+       20080101006900100000100000w0400169030002433   
0601AIC4+       20080101007000100000100000w0400171680002436   
0601AIC4+       20080101007100100000100000w0400174270002438   
0601AIC4+       20080101007200100000100000w0400176850002440   
0601AIC4+       20080101007300100000100000w0400179440002442   
0601AIC4+       20080101007400100000100000w0400182040002444   
0601AIC4+       20080101007500100000100000w0400184620002446   
0601AIC4+       20080101007600100000100000w0400187230002448   
0601AIC4+       20080101007700100000100000w0400189820002450   
0601AIC4+       20080101007800100000100000w0400192410002452   
0601AIC4+       20080101007900100000100000w0400195010002454   
0601AIC4+       20080101008000100000100000w0400197590002455   
0601AIC4+       20080101008100100000100000w0400200170002457   
0601AIC4+       20080101008200100000100000w0400202790002459   
0601AIC4+       20080101008300100000100000w0400205380002460   
0601AIC4+       20080101008400100000100000w0400207970002462   
0601AIC4+       20080101008500100000100000w0400210170002463   
0601AIC4+       20080101008600100000100000w0400212770002465   
0601AIC4+       20080101008700100000100000w0400215350002466   
0601AIC4+       20080101008800100000100000w0400217960002468   
0601AIC4+       20080101008900100000100000w0400220550002469   
0601AIC4+       20080101009000100000100000w0400223140002470   
0601AIC4+       20080101009100100000100000w0400225740002472   
0601AIC4+       20080101009200100000100000w0400228340002473   
0601AIC4+       20080101009300100000100000w0400230940002475   
0601AIC4+       20080101009400100000100000w0400233530002476   
0601AIC4+       20080101009500100000100000w0400236140002477   
0601AIC4+       20080101009600100000100000w0400238710002478   
0601AIC4+       20080101009700100000100000w0400241310002479   
0601AIC4+       20080101009800100000100000w0400243900002481   
0601AIC4+       20080101009900100000100000w0400246520002482   
0601AIC4+       20080101010000100000100000w0400249120002483   
0601AIC4+       20080101010100100000100000w0400251690002484   
0601AIC4+       20080101010200100000100000w0400254290002485   
0601AIC4+       20080101010300100000100000w0400256900002486   
0601AIC4+       20080101010400100000100000w0400259510002488   
0601AIC4+       20080101010500100000100000w0400262080002488   
0601AIC4+       20080101010600100000100000w0400264700002490   
0601AIC4+       20080101010700100000100000w0400267290002490   
0601AIC4+       20080101010800100000100000w0400269870002491   
0601AIC4+       20080101010900100000100000w0400272470002492   
0601AIC4+       20080101011000100000100000w0400275090002493   
0601AIC4+       20080101011100100000100000w0400277680002494   
0601AIC4+       20080101011200100000100000w0400280280002495   
0601AIC4+       20080101011300100000100000w0400282880002496   
0601AIC4+       20080101011400100000100000w0400285470002497   
0601AIC4+       20080101011500100000100000w0400288050002498   
0601AIC4+       20080101011600100000100000w0400290660002499   
0601AIC4+       20080101011700100000100000w0400293260002500   
0601AIC4+       20080101011800100000100000w0400295860002500   
0601AIC4+       20080101011900100000100000w0400298460002501   
0601AIC4+       20080101012000100000100000w0400301030002502   
0601AIC4+       20080101012100100000100000w0400303660002503   
0601AIC4+       20080101012200100000100000w0400306240002503   
0601AIC4+       20080101012300100000100000w0400308850002504   
0601AIC4+       20080101012400100000100000w0400311460002505   
0601AIC4+       20080101012500100000100000w0400314040002506   
0601AIC4+       20080101012600100000100000w0400316630002506   
0601AIC4+       20080101012700100000100000w0400319270002508   
0601AIC5+       20080101000000100000020000w0500000000000000   
0601AIC5+       20080101000020100000005000w0500000000000000   
0601AIC5+       20080101000025100000005000w0500000000000000   
0601AIC5+       20080101000030100000005000w0500000000000000   
0601AIC5+       20080101000035100000005000w0500000000000000   
0601AIC5+       20080101000040100000005000w0500000010000024   
0601AIC5+       20080101000045100000005000w0500000010000021   
0601AIC5+       20080101000050100000005000w0500000020000038   
0601AIC5+       20080101000055100000005000w0500000020000035   
0601AIC5+       20080101000060100000005000w0500000030000048   
0601AIC5+       20080101000065100000005000w0500000040000059   
0601AIC5+       20080101000070100000005000w0500000050000069   
0601AIC5+       20080101000075100000005000w0500000060000077   
0601AIC5+       20080101000080100000005000w0500000070000085   
0601AIC5+       20080101000085100000005000w0500000080000091   
0601AIC5+       20080101000090100000005000w0500000100000108   
0601AIC5+       20080101000095100000005000w0500000110000113   
0601AIC5+       20080101000100100000005000w0500000120000117   
0601AIC5+       20080101000105100000005000w0500000130000121   
0601AIC5+       20080101000110100000005000w0500000160000142   
0601AIC5+       20080101000115100000005000w0500000170000145   
0601AIC5+       20080101000120100000005000w0500000190000155   
0601AIC5+       20080101000125100000005000w0500000210000165   
0601AIC5+       20080101000130100000005000w0500000230000174   
0601AIC5+       20080101000135100000005000w0500000250000182   
0601AIC5+       20080101000140100000005000w0500000270000189   
0601AIC5+       20080101000145100000005000w0500000290000197   
0601AIC5+       20080101000150100000005000w0500000320000210   
0601AIC5+       20080101000155100000005000w0500000330000210   
0601AIC5+       20080101000160100000005000w0500000370000228   
0601AIC5+       20080101000165100000005000w0500000390000233   
0601AIC5+       20080101000170100000005000w0500000420000243   
0601AIC5+       20080101000175100000005000w0500000440000248   
0601AIC5+       20080101000180100000005000w0500000470000258   
0601AIC5+       20080101000185100000005000w0500000490000261   
0601AIC5+       20080101000190100000005000w0500000530000275   
0601AIC5+       20080101000195100000005000w0500000560000284   
0601AIC5+       20080101000200100000005000w0500000590000291   
0601AIC5+       20080101000205100000005000w0500000620000299   
0601AIC5+       20080101000210100000005000w0500000660000311   
0601AIC5+       20080101000215100000005000w0500000690000317   
0601AIC5+       20080101000220100000005000w0500000730000328   
0601AIC5+       20080101000225100000005000w0500000760000334   
0601AIC5+       20080101000230100000005000w0500000800000344   
0601AIC5+       20080101000235100000005000w0500000830000349   
0601AIC5+       20080101000240100000005000w0500000870000359   
0601AIC5+       20080101000245100000005000w0500000900000364   
0601AIC5+       20080101000250100000005000w0500000950000376   
0601AIC5+       20080101000255100000005000w0500000970000377   
0601AIC5+       20080101000260100000005000w0500001020000389   
0601AIC5+       20080101000265100000005000w0500001050000393   
0601AIC5+       20080101000270100000005000w0500001100000404   
0601AIC5+       20080101000275100000005000w0500001140000411   
0601AIC5+       20080101000280100000005000w0500001180000418   
0601AIC5+       20080101000285100000005000w0500001220000424   
0601AIC5+       20080101000290100000005000w0500001270000434   
0601AIC5+       20080101000295100000005000w0500001310000440   
0601AIC5+       20080101000300100000005000w0500001360000450   
0601AIC5+       20080101000305100000005000w0500001400000455   
0601AIC5+       20080101000310100000005000w0500001460000467   
0601AIC5+       20080101000315100000005000w0500001500000472   
0601AIC5+       20080101000320100000005000w0500001550000481   
0601AIC5+       20080101000325100000005000w0500001590000485   
0601AIC5+       20080101000330100000005000w0500001650000496   
0601AIC5+       20080101000335100000005000w0500001690000501   
0601AIC5+       20080101000340100000005000w0500001740000508   
0601AIC5+       20080101000345100000005000w0500001780000512   
0601AIC5+       20080101000350100000005000w0500001840000522   
0601AIC5+       20080101000355100000005000w0500001890000529   
0601AIC5+       20080101000360100000005000w0500001950000538   
0601AIC5+       20080101000365100000005000w0500001990000541   
0601AIC5+       20080101000370100000005000w0500002030000545   
0601AIC5+       20080101000375100000005000w0500002060000546   
0601AIC5+       20080101000380100000005000w0500002100000549   
0601AIC5+       20080101000385100000005000w0500002140000552   
0601AIC5+       20080101000390100000005000w0500002180000555   
0601AIC5+       20080101000395100000005000w0500002220000558   
0601AIC5+       20080101000400100000005000w0500002260000561   
0601AIC5+       20080101000405100000005000w0500002300000564   
0601AIC5+       20080101000410100000005000w0500002340000567   
0601AIC5+       20080101000415100000005000w0500002380000570   
0601AIC5+       20080101000420100000005000w0500002410000570   
0601AIC5+       20080101000425100000005000w0500002450000573   
0601AIC5+       20080101000430100000005000w0500002500000578   
0601AIC5+       20080101000435100000005000w0500002540000581   
0601AIC5+       20080101000440100000005000w0500002580000583   
0601AIC5+       20080101000445100000005000w0500002620000585   
0601AIC5+       20080101000450100000005000w0500002660000588   
0601AIC5+       20080101000455100000005000w0500002700000590   
0601AIC5+       20080101000460100000005000w0500002740000592   
0601AIC5+       20080101000465100000005000w0500002790000597   
0601AIC5+       20080101000470100000005000w0500002830000599   
0601AIC5+       20080101000475100000005000w0500002880000603   
0601AIC5+       20080101000480100000005000w0500002920000605   
0601AIC5+       20080101000485100000005000w0500002970000609   
0601AIC5+       20080101000490100000005000w0500003010000611   
0601AIC5+       20080101000495100000005000w0500003050000613   
0601AIC5+       20080101000500100000005000w0500003100000617   
0601AIC5+       20080101000505100000005000w0500003140000619   
0601AIC5+       20080101000510100000005000w0500003190000622   
0601AIC5+       20080101000515100000005000w0500003230000624   
0601AIC5+       20080101000520100000005000w0500003280000628   
0601AIC5+       20080101000525100000005000w0500003320000629   
0601AIC5+       20080101000530100000005000w0500003370000633   
0601AIC5+       20080101000535100000005000w0500003420000636   
0601AIC5+       20080101000540100000005000w0500003460000638   
0601AIC5+       20080101000545100000005000w0500003510000641   
0601AIC5+       20080101000550100000005000w0500003550000643   
0601AIC5+       20080101000555100000005000w0500003590000644   
0601AIC5+       20080101000560100000005000w0500003640000647   
0601AIC5+       20080101000565100000005000w0500003690000650   
0601AIC5+       20080101000570100000005000w0500003740000653   
0601AIC5+       20080101000575100000005000w0500003790000656   
0601AIC5+       20080101000580100000005000w0500003830000658   
0601AIC5+       20080101000585100000005000w0500003880000660   
0601AIC5+       20080101000590100000005000w0500003930000663   
0601AIC5+       20080101000595100000005000w0500003980000666   
0601AIC5+       20080101000600100000005000w0500004030000669   
0601AIC5+       20080101000605100000005000w0500004080000672   
0601AIC5+       20080101000610100000005000w0500004130000674   
0601AIC5+       20080101000615100000005000w0500004180000677   
0601AIC5+       20080101000620100000005000w0500004230000680   
0601AIC5+       20080101000625100000005000w0500004280000682   
0601AIC5+       20080101000630100000005000w0500004330000685   
0601AIC5+       20080101000635100000005000w0500004380000687   
0601AIC5+       20080101000640100000005000w0500004430000689   
0601AIC5+       20080101000645100000005000w0500004480000692   
0601AIC5+       20080101000650100000005000w0500004530000694   
0601AIC5+       20080101000655100000005000w0500004580000697   
0601AIC5+       20080101000660100000005000w0500004630000699   
0601AIC5+       20080101000665100000005000w0500004680000701   
0601AIC5+       20080101000670100000005000w0500004730000703   
0601AIC5+       20080101000675100000005000w0500004790000707   
0601AIC5+       20080101000680100000005000w0500004840000709   
0601AIC5+       20080101000685100000005000w0500004890000711   
0601AIC5+       20080101000690100000005000w0500004950000715   
0601AIC5+       20080101000695100000005000w0500005000000717   
0601AIC5+       20080101000700100000005000w0500005050000719   
0601AIC5+       20080101000705100000005000w0500005110000722   
0601AIC5+       20080101000710100000005000w0500005160000724   
0601AIC5+       20080101000715100000005000w0500005220000728   
0601AIC5+       20080101000720100000005000w0500005270000729   
0601AIC5+       20080101000725100000005000w0500005320000731   
0601AIC5+       20080101000730100000005000w0500005380000734   
0601AIC5+       20080101000735100000005000w0500005430000736   
0601AIC5+       20080101000740100000005000w0500005490000739   
0601AIC5+       20080101000745100000005000w0500005550000742   
0601AIC5+       20080101000750100000005000w0500005600000744   
0601AIC5+       20080101000755100000005000w0500005660000747   
0601AIC5+       20080101000760100000005000w0500005720000750   
0601AIC5+       20080101000765100000005000w0500005780000753   
0601AIC5+       20080101000770100000005000w0500005830000755   
0601AIC5+       20080101000775100000005000w0500005890000758   
0601AIC5+       20080101000780100000005000w0500005950000760   
0601AIC5+       20080101000785100000005000w0500006000000762   
0601AIC5+       20080101000790100000005000w0500006060000765   
0601AIC5+       20080101000795100000005000w0500006120000767   
0601AIC5+       20080101000800100000005000w0500006180000770   
0601AIC5+       20080101000805100000005000w0500006240000773   
0601AIC5+       20080101000810100000005000w0500006300000775   
0601AIC5+       20080101000815100000005000w0500006360000778   
0601AIC5+       20080101000820100000005000w0500006420000781   
0601AIC5+       20080101000825100000005000w0500006480000783   
0601AIC5+       20080101000830100000005000w0500006540000786   
0601AIC5+       20080101000835100000005000w0500006600000788   
0601AIC5+       20080101000840100000005000w0500006660000791   
0601AIC5+       20080101000845100000005000w0500006730000794   
0601AIC5+       20080101000850100000005000w0500006790000796   
0601AIC5+       20080101000855100000005000w0500006860000800   
0601AIC5+       20080101000860100000005000w0500006920000802   
0601AIC5+       20080101000865100000005000w0500006990000806   
0601AIC5+       20080101000870100000005000w0500007050000808   
0601AIC5+       20080101000875100000005000w0500007120000811   
0601AIC5+       20080101000880100000005000w0500007180000814   
0601AIC5+       20080101000885100000005000w0500007240000816   
0601AIC5+       20080101000890100000005000w0500007310000819   
0601AIC5+       20080101000895100000005000w0500007380000822   
0601AIC5+       20080101000900100000005000w0500007450000825   
0601AIC5+       20080101000905100000005000w0500007520000829   
0601AIC5+       20080101000910100000005000w0500007590000832   
0601AIC5+       20080101000915100000005000w0500007660000835   
0601AIC5+       20080101000920100000005000w0500007730000838   
0601AIC5+       20080101000925100000005000w0500007800000841   
0601AIC5+       20080101000930100000005000w0500007880000845   
0601AIC5+       20080101000935100000005000w0500007950000848   
0601AIC5+       20080101000940100000005000w0500008020000851   
0601AIC5+       20080101000945100000005000w0500008100000855   
0601AIC5+       20080101000950100000005000w0500008170000858   
0601AIC5+       20080101000955100000005000w0500008250000862   
0601AIC5+       20080101000960100000005000w0500008330000865   
0601AIC5+       20080101000965100000005000w0500008410000869   
0601AIC5+       20080101000970100000005000w0500008490000873   
0601AIC5+       20080101000975100000005000w0500008560000876   
0601AIC5+       20080101000980100000005000w0500008640000879   
0601AIC5+       20080101000985100000005000w0500008710000882   
0601AIC5+       20080101000990100000005000w0500008780000885   
0601AIC5+       20080101000995100000005000w0500008870000889   
0601AIC5+       20080101001000100000005000w0500008940000892   
0601AIC5+       20080101001005100000005000w0500009020000895   
0601AIC5+       20080101001010100000005000w0500009100000899   
0601AIC5+       20080101001015100000005000w0500009170000901   
0601AIC5+       20080101001020100000005000w0500009260000906   
0601AIC5+       20080101001025100000005000w0500009340000909   
0601AIC5+       20080101001030100000005000w0500009420000912   
0601AIC5+       20080101001035100000005000w0500009500000916   
0601AIC5+       20080101001040100000005000w0500009590000920   
0601AIC5+       20080101001045100000005000w0500009670000923   
0601AIC5+       20080101001050100000005000w0500009750000926   
0601AIC5+       20080101001055100000005000w0500009840000930   
0601AIC5+       20080101001060100000005000w0500009920000934   
0601AIC5+       20080101001065100000005000w0500010010000938   
0601AIC5+       20080101001070100000005000w0500010100000942   
0601AIC5+       20080101001075100000005000w0500010190000946   
0601AIC5+       20080101001080100000005000w0500010280000950   
0601AIC5+       20080101001085100000005000w0500010370000954   
0601AIC5+       20080101001090100000005000w0500010460000957   
0601AIC5+       20080101001095100000005000w0500010550000961   
