00ZH               20071005                                                                                   
0601ZHA1d       20080101001075100000005000 0100011740001090   
0601ZHA1d       20080101001080100000005000 0100011850001095   
0601ZHA1d       20080101001085100000005000 0100011980001102   
0601ZHA1d       20080101001090100000005000 0100012090001107   
0601ZHA1d       20080101001095100000005000 0100012210001113   
0601ZHA1d       20080101001100100000005000 0100012330001118   
0601ZHA1d       20080101001105100000005000 0100012470001126   
0601ZHA1d       20080101001110100000005000 0100012580001131   
0601ZHA1d       20080101001115100000005000 0100012710001137   
0601ZHA1d       20080101001120100000005000 0100012820001142   
0601ZHA1d       20080101001125100000005000 0100012950001149   
0601ZHA1d       20080101001130100000005000 0100013060001153   
0601ZHA1d       20080101001135100000005000 0100013180001159   
0601ZHA1d       20080101001140100000005000 0100013320001166   
0601ZHA1d       20080101001145100000005000 0100013430001170   
0601ZHA1d       20080101001150100000005000 0100013550001176   
0601ZHA1d       20080101001155100000005000 0100013670001181   
0601ZHA1d       20080101001160100000005000 0100013790001186   
0601ZHA1d       20080101001165100000005000 0100013910001191   
0601ZHA1d       20080101001170100000005000 0100014050001198   
0601ZHA1d       20080101001175100000005000 0100014160001203   
0601ZHA1d       20080101001180100000005000 0100014290001208   
0601ZHA1d       20080101001185100000005000 0100014400001213   
0601ZHA1d       20080101001190100000005000 0100014520001218   
0601ZHA1d       20080101001195100000005000 0100014660001224   
0601ZHA1d       20080101001200100000005000 0100014800001231   
0601ZHA1d       20080101001205100000005000 0100014920001236   
0601ZHA1d       20080101001210100000005000 0100015060001242   
0601ZHA1d       20080101001215100000005000 0100015180001247   
0601ZHA1d       20080101001220100000005000 0100015310001252   
0601ZHA1d       20080101001225100000005000 0100015440001258   
0601ZHA1d       20080101001230100000005000 0100015570001263   
0601ZHA1d       20080101001235100000005000 0100015720001270   
0601ZHA1d       20080101001240100000005000 0100015840001275   
0601ZHA1d       20080101001245100000005000 0100015970001280   
0601ZHA1d       20080101001250100000005000 0100016100001285   
0601ZHA1d       20080101001255100000005000 0100016220001290   
0601ZHA1d       20080101001260100000005000 0100016350001295   
0601ZHA1d       20080101001265100000005000 0100016500001302   
0601ZHA1d       20080101001270100000005000 0100016620001306   
0601ZHA1d       20080101001275100000005000 0100016760001312   
0601ZHA1d       20080101001280100000005000 0100016880001316   
0601ZHA1d       20080101001285100000005000 0100017010001321   
0601ZHA1d       20080101001290100000005000 0100017140001326   
0601ZHA1d       20080101001295100000005000 0100017280001332   
0601ZHA1d       20080101001300100000005000 0100017410001337   
0601ZHA1d       20080101001305100000005000 0100017540001341   
0601ZHA1d       20080101001310100000005000 0100017670001346   
0601ZHA1d       20080101001315100000005000 0100017790001350   
0601ZHA1d       20080101001320100000005000 0100017920001355   
0601ZHA1d       20080101001325100000005000 0100018050001360   
0601ZHA1d       20080101001330100000005000 0100018200001366   
0601ZHA1d       20080101001335100000005000 0100018320001370   
0601ZHA1d       20080101001340100000005000 0100018450001374   
0601ZHA1d       20080101001345100000005000 0100018580001379   
0601ZHA1d       20080101001350100000005000 0100018710001383   
0601ZHA1d       20080101001355100000005000 0100018850001389   
0601ZHA1d       20080101001360100000005000 0100019010001395   
0601ZHA1d       20080101001365100000005000 0100019140001400   
0601ZHA1d       20080101001370100000005000 0100019290001405   
0601ZHA1d       20080101001375100000005000 0100019420001410   
0601ZHA1d       20080101001380100000005000 0100019560001415   
0601ZHA1d       20080101001385100000005000 0100019700001420   
0601ZHA1d       20080101001390100000005000 0100019840001425   
0601ZHA1d       20080101001395100000005000 0100019990001430   
0601ZHA1d       20080101001400100000005000 0100020130001435   
0601ZHA1d       20080101001405100000005000 0100020270001440   
0601ZHA1d       20080101001410100000005000 0100020400001444   
0601ZHA1d       20080101001415100000005000 0100020540001449   
0601ZHA1d       20080101001420100000005000 0100020680001454   
0601ZHA1d       20080101001425100000005000 0100020840001460   
0601ZHA1d       20080101001430100000005000 0100020970001464   
0601ZHA1d       20080101001435100000005000 0100021110001469   
0601ZHA1d       20080101001440100000005000 0100021250001473   
0601ZHA1d       20080101001445100000005000 0100021380001477   
0601ZHA1d       20080101001450100000005000 0100021520001482   
0601ZHA1d       20080101001455100000005000 0100021680001487   
0601ZHA1d       20080101001460100000005000 0100021820001492   
0601ZHA1d       20080101001465100000005000 0100021950001496   
0601ZHA1d       20080101001470100000005000 0100022090001500   
0601ZHA1d       20080101001475100000005000 0100022230001505   
0601ZHA1d       20080101001480100000005000 0100022380001510   
0601ZHA1d       20080101001485100000005000 0100022520001514   
0601ZHA1d       20080101001490100000005000 0100022690001520   
0601ZHA1d       20080101001495100000005000 0100022840001525   
0601ZHA1d       20080101001500100000005000 0100022980001529   
0601ZHA1d       20080101001505100000005000 0100023120001534   
0601ZHA1d       20080101001510100000005000 0100023280001539   
0601ZHA1d       20080101001515100000005000 0100023420001543   
0601ZHA1d       20080101001520100000005000 0100023590001549   
0601ZHA1d       20080101001525100000005000 0100023740001554   
0601ZHA1d       20080101001530100000005000 0100023880001558   
0601ZHA1d       20080101001535100000005000 0100024030001563   
0601ZHA1d       20080101001540100000005000 0100024170001567   
0601ZHA1d       20080101001545100000005000 0100024320001572   
0601ZHA1d       20080101001550100000005000 0100024490001577   
0601ZHA1d       20080101001555100000005000 0100024630001581   
0601ZHA1d       20080101001560100000005000 0100024780001586   
0601ZHA1d       20080101001565100000005000 0100024930001590   
0601ZHA1d       20080101001570100000005000 0100025070001594   
0601ZHA1d       20080101001575100000005000 0100025220001599   
0601ZHA1d       20080101001580100000005000 0100025370001603   
0601ZHA1d       20080101001585100000005000 0100025530001608   
0601ZHA1d       20080101001590100000005000 0100025680001613   
0601ZHA1d       20080101001595100000005000 0100025830001617   
0601ZHA1d       20080101001600100000200000 0100000000001695   
0601ZHA1d       20080101001800100000200000 0100000000001851   
0601ZHA1d       20080101002000100000500000 0100000000002084   
0601ZHA1d       20080101002500100000500000 0100000000002333   
0601ZHA1d       20080101003000100000500000 0100000000002522   
0601ZHA1d       20080101003500100000500000 0100000000002659   
0601ZHA1d       20080101004000100000500000 0100000000002765   
0601ZHA1d       20080101004500100000500000 0100000000002848   
0601ZHA1d       20080101005000100005000000 0100000000003093   
0601ZHA1d       20080101010000100005000000 0100000000003171   
0601ZHA2d       20080101000000100000080000 0200000020000050   
0601ZHA2d       20080101000080100000005000 0200000020000024   
0601ZHA2d       20080101000085100000005000 0200000020000023   
0601ZHA2d       20080101000090100000005000 0200000020000022   
0601ZHA2d       20080101000095100000005000 0200000020000021   
0601ZHA2d       20080101000100100000005000 0200000020000020   
0601ZHA2d       20080101000105100000005000 0200000020000019   
0601ZHA2d       20080101000110100000005000 0200000020000018   
0601ZHA2d       20080101000115100000005000 0200000020000017   
0601ZHA2d       20080101000120100000005000 0200000020000016   
0601ZHA2d       20080101000125100000005000 0200000020000016   
0601ZHA2d       20080101000130100000005000 0200000020000015   
0601ZHA2d       20080101000135100000005000 0200000020000015   
0601ZHA2d       20080101000140100000005000 0200000020000014   
0601ZHA2d       20080101000145100000005000 0200000020000014   
0601ZHA2d       20080101000150100000005000 0200000020000013   
0601ZHA2d       20080101000155100000005000 0200000020000013   
0601ZHA2d       20080101000160100000005000 0200000020000012   
0601ZHA2d       20080101000165100000005000 0200000020000012   
0601ZHA2d       20080101000170100000005000 0200000020000012   
0601ZHA2d       20080101000175100000005000 0200000020000011   
0601ZHA2d       20080101000180100000005000 0200000020000011   
0601ZHA2d       20080101000185100000005000 0200000020000011   
0601ZHA2d       20080101000190100000005000 0200000020000010   
0601ZHA2d       20080101000195100000005000 0200000020000010   
0601ZHA2d       20080101000200100000005000 0200000020000010   
0601ZHA2d       20080101000205100000005000 0200000020000010   
0601ZHA2d       20080101000210100000005000 0200000020000009   
0601ZHA2d       20080101000215100000005000 0200000020000009   
0601ZHA2d       20080101000220100000005000 0200000020000009   
0601ZHA2d       20080101000225100000005000 0200000020000009   
0601ZHA2d       20080101000230100000005000 0200000020000009   
0601ZHA2d       20080101000235100000005000 0200000020000008   
0601ZHA2d       20080101000240100000005000 0200000020000008   
0601ZHA2d       20080101000245100000005000 0200000020000008   
0601ZHA2d       20080101000250100000005000 0200000020000008   
0601ZHA2d       20080101000255100000005000 0200000020000008   
0601ZHA2d       20080101000260100000005000 0200000020000008   
0601ZHA2d       20080101000265100000005000 0200000020000007   
0601ZHA2d       20080101000270100000005000 0200000020000007   
0601ZHA2d       20080101000275100000005000 0200000020000007   
0601ZHA2d       20080101000280100000005000 0200000020000007   
0601ZHA2d       20080101000285100000005000 0200000020000007   
0601ZHA2d       20080101000290100000005000 0200000020000007   
0601ZHA2d       20080101000295100000005000 0200000020000007   
0601ZHA2d       20080101000300100000005000 0200000020000007   
0601ZHA2d       20080101000305100000005000 0200000020000007   
0601ZHA2d       20080101000310100000005000 0200000030000010   
0601ZHA2d       20080101000315100000005000 0200000050000016   
0601ZHA2d       20080101000320100000005000 0200000070000022   
0601ZHA2d       20080101000325100000005000 0200000080000024   
0601ZHA2d       20080101000330100000005000 0200000100000030   
0601ZHA2d       20080101000335100000005000 0200000120000036   
0601ZHA2d       20080101000340100000005000 0200000140000041   
0601ZHA2d       20080101000345100000005000 0200000180000052   
0601ZHA2d       20080101000350100000005000 0200000200000057   
0601ZHA2d       20080101000355100000005000 0200000230000064   
0601ZHA2d       20080101000360100000005000 0200000260000072   
0601ZHA2d       20080101000365100000005000 0200000290000079   
0601ZHA2d       20080101000370100000005000 0200000320000086   
0601ZHA2d       20080101000375100000005000 0200000350000093   
0601ZHA2d       20080101000380100000005000 0200000380000099   
0601ZHA2d       20080101000385100000005000 0200000410000106   
0601ZHA2d       20080101000390100000005000 0200000440000112   
0601ZHA2d       20080101000395100000005000 0200000470000118   
0601ZHA2d       20080101000400100000005000 0200000510000127   
0601ZHA2d       20080101000405100000005000 0200000550000135   
0601ZHA2d       20080101000410100000005000 0200000590000143   
0601ZHA2d       20080101000415100000005000 0200000630000151   
0601ZHA2d       20080101000420100000005000 0200000660000156   
0601ZHA2d       20080101000425100000005000 0200000700000164   
0601ZHA2d       20080101000430100000005000 0200000740000171   
0601ZHA2d       20080101000435100000005000 0200000780000178   
0601ZHA2d       20080101000440100000005000 0200000820000185   
0601ZHA2d       20080101000445100000005000 0200000860000192   
0601ZHA2d       20080101000450100000005000 0200000900000199   
0601ZHA2d       20080101000455100000005000 0200000930000203   
0601ZHA2d       20080101000460100000005000 0200000970000210   
0601ZHA2d       20080101000465100000005000 0200001020000218   
0601ZHA2d       20080101000470100000005000 0200001060000224   
0601ZHA2d       20080101000475100000005000 0200001110000232   
0601ZHA2d       20080101000480100000005000 0200001160000240   
0601ZHA2d       20080101000485100000005000 0200001210000248   
