00UR               20081210                                                                                   
0601URC6d       20090101007700100000100000m0600161580002098   
0601URC6d       20090101007800100000100000m0600164050002103   
0601URC6d       20090101007900100000100000m0600166520002107   
0601URC6d       20090101008000100000100000m0600169010002112   
0601URC6d       20090101008100100000100000m0600171480002116   
0601URC6d       20090101008200100000100000m0600173870002120   
0601URC6d       20090101008300100000100000m0600176220002122   
0601URC6d       20090101008400100000100000m0600178560002125   
0601URC6d       20090101008500100000100000m0600180920002128   
0601URC6d       20090101008600100000100000m0600183260002130   
0601URC6d       20090101008700100000100000m0600185590002133   
0601URC6d       20090101008800100000100000m0600187950002135   
0601URC6d       20090101008900100000100000m0600190290002137   
0601URC6d       20090101009000100000100000m0600192630002140   
0601URC6d       20090101009100100000100000m0600194990002142   
0601URC6d       20090101009200100000100000m0600197320002144   
0601URC6d       20090101009300100000100000m0600199660002146   
0601URC6d       20090101009400100000100000m0600202020002149   
0601URC6d       20090101009500100000100000m0600204360002151   
0601URC6d       20090101009600100000100000m0600206700002153   
0601URC6d       20090101009700100000100000m0600209060002155   
0601URC6d       20090101009800100000100000m0600211400002157   
0601URC6d       20090101009900100000100000m0600213730002158   
0601URC7d       20090101000000100000005000m0700000060002400   
0601URC7d       20090101000005100000005000m0700000060000800   
0601URC7d       20090101000010100000005000m0700000060000480   
0601URC7d       20090101000015100000005000m0700000060000343   
0601URC7d       20090101000020100000005000m0700000060000267   
0601URC7d       20090101000025100000005000m0700000060000218   
0601URC7d       20090101000030100000005000m0700000060000185   
0601URC7d       20090101000035100000005000m0700000060000160   
0601URC7d       20090101000040100000005000m0700000060000141   
0601URC7d       20090101000045100000005000m0700000060000126   
0601URC7d       20090101000050100000005000m0700000060000114   
0601URC7d       20090101000055100000005000m0700000060000104   
0601URC7d       20090101000060100000005000m0700000060000096   
0601URC7d       20090101000065100000005000m0700000060000089   
0601URC7d       20090101000070100000005000m0700000060000083   
0601URC7d       20090101000075100000005000m0700000060000077   
0601URC7d       20090101000080100000005000m0700000060000073   
0601URC7d       20090101000085100000005000m0700000060000069   
0601URC7d       20090101000090100000005000m0700000060000065   
0601URC7d       20090101000095100000005000m0700000060000062   
0601URC7d       20090101000100100000005000m0700000060000059   
0601URC7d       20090101000105100000005000m0700000060000056   
0601URC7d       20090101000110100000005000m0700000060000053   
0601URC7d       20090101000115100000005000m0700000060000051   
0601URC7d       20090101000120100000005000m0700000060000049   
0601URC7d       20090101000125100000005000m0700000060000047   
0601URC7d       20090101000130100000005000m0700000060000045   
0601URC7d       20090101000135100000005000m0700000060000044   
0601URC7d       20090101000140100000005000m0700000060000042   
0601URC7d       20090101000145100000005000m0700000060000041   
0601URC7d       20090101000150100000005000m0700000060000039   
0601URC7d       20090101000155100000005000m0700000060000038   
0601URC7d       20090101000160100000005000m0700000060000037   
0601URC7d       20090101000165100000005000m0700000060000036   
0601URC7d       20090101000170100000005000m0700000060000035   
0601URC7d       20090101000175100000005000m0700000060000034   
0601URC7d       20090101000180100000005000m0700000060000033   
0601URC7d       20090101000185100000005000m0700000060000032   
0601URC7d       20090101000190100000005000m0700000060000031   
0601URC7d       20090101000195100000005000m0700000060000030   
0601URC7d       20090101000200100000005000m0700000060000030   
0601URC7d       20090101000205100000005000m0700000060000029   
0601URC7d       20090101000210100000005000m0700000060000028   
0601URC7d       20090101000215100000005000m0700000060000028   
0601URC7d       20090101000220100000005000m0700000060000027   
0601URC7d       20090101000225100000005000m0700000060000026   
0601URC7d       20090101000230100000005000m0700000060000026   
0601URC7d       20090101000235100000005000m0700000060000025   
0601URC7d       20090101000240100000005000m0700000060000025   
0601URC7d       20090101000245100000005000m0700000060000024   
0601URC7d       20090101000250100000005000m0700000060000024   
0601URC7d       20090101000255100000005000m0700000060000023   
0601URC7d       20090101000260100000005000m0700000060000023   
0601URC7d       20090101000265100000005000m0700000060000022   
0601URC7d       20090101000270100000005000m0700000060000022   
0601URC7d       20090101000275100000005000m0700000060000022   
0601URC7d       20090101000280100000005000m0700000060000021   
0601URC7d       20090101000285100000005000m0700000060000021   
0601URC7d       20090101000290100000005000m0700000060000021   
0601URC7d       20090101000295100000005000m0700000060000020   
0601URC7d       20090101000300100000005000m0700000060000020   
0601URC7d       20090101000305100000005000m0700000060000020   
0601URC7d       20090101000310100000005000m0700000060000019   
0601URC7d       20090101000315100000005000m0700000060000019   
0601URC7d       20090101000320100000005000m0700000060000019   
0601URC7d       20090101000325100000005000m0700000060000018   
0601URC7d       20090101000330100000005000m0700000060000018   
0601URC7d       20090101000335100000005000m0700000060000018   
0601URC7d       20090101000340100000005000m0700000060000018   
0601URC7d       20090101000345100000005000m0700000060000017   
0601URC7d       20090101000350100000005000m0700000060000017   
0601URC7d       20090101000355100000005000m0700000060000017   
0601URC7d       20090101000360100000005000m0700000060000017   
0601URC7d       20090101000365100000005000m0700000060000016   
0601URC7d       20090101000370100000005000m0700000060000016   
0601URC7d       20090101000375100000005000m0700000060000016   
0601URC7d       20090101000380100000005000m0700000060000016   
0601URC7d       20090101000385100000005000m0700000060000015   
0601URC7d       20090101000390100000005000m0700000060000015   
0601URC7d       20090101000395100000005000m0700000060000015   
0601URC7d       20090101000400100000005000m0700000060000015   
0601URC7d       20090101000405100000005000m0700000060000015   
0601URC7d       20090101000410100000005000m0700000060000015   
0601URC7d       20090101000415100000005000m0700000060000014   
0601URC7d       20090101000420100000005000m0700000060000014   
0601URC7d       20090101000425100000005000m0700000060000014   
0601URC7d       20090101000430100000005000m0700000060000014   
0601URC7d       20090101000435100000005000m0700000060000014   
0601URC7d       20090101000440100000005000m0700000060000014   
0601URC7d       20090101000445100000005000m0700000060000013   
0601URC7d       20090101000450100000005000m0700000060000013   
0601URC7d       20090101000455100000005000m0700000060000013   
0601URC7d       20090101000460100000005000m0700000060000013   
0601URC7d       20090101000465100000005000m0700000060000013   
0601URC7d       20090101000470100000005000m0700000060000013   
0601URC7d       20090101000475100000005000m0700000060000013   
0601URC7d       20090101000480100000005000m0700000060000012   
0601URC7d       20090101000485100000005000m0700000060000012   
0601URC7d       20090101000490100000005000m0700000060000012   
0601URC7d       20090101000495100000005000m0700000060000012   
0601URC7d       20090101000500100000005000m0700000060000012   
0601URC7d       20090101000505100000005000m0700000060000012   
0601URC7d       20090101000510100000005000m0700000060000012   
0601URC7d       20090101000515100000005000m0700000060000012   
0601URC7d       20090101000520100000005000m0700000060000011   
0601URC7d       20090101000525100000005000m0700000060000011   
0601URC7d       20090101000530100000005000m0700000060000011   
0601URC7d       20090101000535100000005000m0700000060000011   
0601URC7d       20090101000540100000005000m0700000060000011   
0601URC7d       20090101000545100000005000m0700000060000011   
0601URC7d       20090101000550100000005000m0700000060000011   
0601URC7d       20090101000555100000005000m0700000060000011   
0601URC7d       20090101000560100000005000m0700000060000011   
0601URC7d       20090101000565100000005000m0700000060000011   
0601URC7d       20090101000570100000005000m0700000060000010   
0601URC7d       20090101000575100000005000m0700000060000010   
0601URC7d       20090101000580100000005000m0700000060000010   
0601URC7d       20090101000585100000005000m0700000060000010   
0601URC7d       20090101000590100000005000m0700000060000010   
0601URC7d       20090101000595100000005000m0700000060000010   
0601URC7d       20090101000600100000005000m0700000060000010   
0601URC7d       20090101000605100000005000m0700000060000010   
0601URC7d       20090101000610100000005000m0700000060000010   
0601URC7d       20090101000615100000005000m0700000060000010   
0601URC7d       20090101000620100000005000m0700000060000010   
0601URC7d       20090101000625100000005000m0700000060000010   
0601URC7d       20090101000630100000005000m0700000060000009   
0601URC7d       20090101000635100000005000m0700000060000009   
0601URC7d       20090101000640100000005000m0700000060000009   
0601URC7d       20090101000645100000005000m0700000060000009   
0601URC7d       20090101000650100000005000m0700000060000009   
0601URC7d       20090101000655100000005000m0700000060000009   
0601URC7d       20090101000660100000005000m0700000060000009   
