00SZ               20081218                                                                                   
0601SZA2d       20090101003805100000005000 0200063060001656   
0601SZA2d       20090101003810100000005000 0200063180001657   
0601SZA2d       20090101003815100000005000 0200063280001658   
0601SZA2d       20090101003820100000005000 0200063370001658   
0601SZA2d       20090101003825100000005000 0200063490001659   
0601SZA2d       20090101003830100000005000 0200063590001659   
0601SZA2d       20090101003835100000005000 0200063690001660   
0601SZA2d       20090101003840100000005000 0200063800001660   
0601SZA2d       20090101003845100000005000 0200063900001661   
0601SZA2d       20090101003850100000005000 0200064010001662   
0601SZA2d       20090101003855100000005000 0200064110001662   
0601SZA2d       20090101003860100000005000 0200064210001662   
0601SZA2d       20090101003865100000005000 0200064320001663   
0601SZA2d       20090101003870100000005000 0200064420001664   
0601SZA2d       20090101003875100000005000 0200064520001664   
0601SZA2d       20090101003880100000005000 0200064630001665   
0601SZA2d       20090101003885100000005000 0200064730001665   
0601SZA2d       20090101003890100000005000 0200064840001666   
0601SZA2d       20090101003895100000005000 0200064950001666   
0601SZA2d       20090101003900100000005000 0200065040001667   
0601SZA2d       20090101003905100000005000 0200065160001668   
0601SZA2d       20090101003910100000005000 0200065260001668   
0601SZA2d       20090101003915100000005000 0200065350001668   
0601SZA2d       20090101003920100000005000 0200065460001669   
0601SZA2d       20090101003925100000005000 0200065560001669   
0601SZA2d       20090101003930100000005000 0200065660001670   
0601SZA2d       20090101003935100000005000 0200065770001670   
0601SZA2d       20090101003940100000005000 0200065870001671   
0601SZA2d       20090101003945100000005000 0200065980001671   
0601SZA2d       20090101003950100000005000 0200066080001672   
0601SZA2d       20090101003955100000005000 0200066180001672   
0601SZA2d       20090101003960100000005000 0200066290001673   
0601SZA2d       20090101003965100000005000 0200066390001673   
0601SZA2d       20090101003970100000005000 0200066490001674   
0601SZA2d       20090101003975100000005000 0200066600001674   
0601SZA2d       20090101003980100000005000 0200066700001675   
0601SZA2d       20090101003985100000005000 0200066810001675   
0601SZA2d       20090101003990100000005000 0200066910001676   
0601SZA2d       20090101003995100000005000 0200067010001676   
0601SZA2d       20090101004000100002000000 0200000000001757   
0601SZA2d       20090101006000100002000000 0200000000001849   
0601SZA2d       20090101008000100002000000 0200000000001886   
0601SZA3d       20090101000000100000050000 0300000000000000   
0601SZA3d       20090101000050100000005000 0300000000000000   
0601SZA3d       20090101000055100000005000 0300000000000000   
0601SZA3d       20090101000060100000005000 0300000000000000   
0601SZA3d       20090101000065100000005000 0300000000000000   
0601SZA3d       20090101000070100000005000 0300000000000000   
0601SZA3d       20090101000075100000005000 0300000000000000   
0601SZA3d       20090101000080100000005000 0300000000000000   
0601SZA3d       20090101000085100000005000 0300000000000000   
0601SZA3d       20090101000090100000005000 0300000000000000   
0601SZA3d       20090101000095100000005000 0300000000000000   
0601SZA3d       20090101000100100000005000 0300000000000000   
0601SZA3d       20090101000105100000005000 0300000000000000   
0601SZA3d       20090101000110100000005000 0300000000000000   
0601SZA3d       20090101000115100000005000 0300000000000000   
0601SZA3d       20090101000120100000005000 0300000000000000   
0601SZA3d       20090101000125100000005000 0300000000000000   
0601SZA3d       20090101000130100000005000 0300000000000000   
0601SZA3d       20090101000135100000005000 0300000000000000   
0601SZA3d       20090101000140100000005000 0300000000000000   
0601SZA3d       20090101000145100000005000 0300000000000000   
0601SZA3d       20090101000150100000005000 0300000000000000   
0601SZA3d       20090101000155100000005000 0300000000000000   
0601SZA3d       20090101000160100000005000 0300000000000000   
0601SZA3d       20090101000165100000005000 0300000000000000   
0601SZA3d       20090101000170100000005000 0300000000000000   
0601SZA3d       20090101000175100000005000 0300000000000000   
0601SZA3d       20090101000180100000005000 0300000000000000   
0601SZA3d       20090101000185100000005000 0300000000000000   
0601SZA3d       20090101000190100000005000 0300000000000000   
0601SZA3d       20090101000195100000005000 0300000000000000   
0601SZA3d       20090101000200100000005000 0300000000000000   
0601SZA3d       20090101000205100000005000 0300000000000000   
0601SZA3d       20090101000210100000005000 0300000000000000   
0601SZA3d       20090101000215100000005000 0300000000000000   
0601SZA3d       20090101000220100000005000 0300000000000000   
0601SZA3d       20090101000225100000005000 0300000000000000   
0601SZA3d       20090101000230100000005000 0300000000000000   
0601SZA3d       20090101000235100000005000 0300000000000000   
0601SZA3d       20090101000240100000005000 0300000000000000   
0601SZA3d       20090101000245100000005000 0300000000000000   
0601SZA3d       20090101000250100000005000 0300000000000000   
0601SZA3d       20090101000255100000005000 0300000000000000   
0601SZA3d       20090101000260100000005000 0300000000000000   
0601SZA3d       20090101000265100000005000 0300000000000000   
0601SZA3d       20090101000270100000005000 0300000000000000   
0601SZA3d       20090101000275100000005000 0300000000000000   
0601SZA3d       20090101000280100000005000 0300000000000000   
0601SZA3d       20090101000285100000005000 0300000000000000   
0601SZA3d       20090101000290100000005000 0300000000000000   
0601SZA3d       20090101000295100000005000 0300000000000000   
0601SZA3d       20090101000300100000005000 0300000000000000   
0601SZA3d       20090101000305100000005000 0300000000000000   
0601SZA3d       20090101000310100000005000 0300000000000000   
0601SZA3d       20090101000315100000005000 0300000000000000   
0601SZA3d       20090101000320100000005000 0300000000000000   
0601SZA3d       20090101000325100000005000 0300000000000000   
0601SZA3d       20090101000330100000005000 0300000000000000   
0601SZA3d       20090101000335100000005000 0300000000000000   
0601SZA3d       20090101000340100000005000 0300000000000000   
0601SZA3d       20090101000345100000005000 0300000000000000   
0601SZA3d       20090101000350100000005000 0300000000000000   
0601SZA3d       20090101000355100000005000 0300000000000000   
0601SZA3d       20090101000360100000005000 0300000000000000   
0601SZA3d       20090101000365100000005000 0300000000000000   
0601SZA3d       20090101000370100000005000 0300000000000000   
0601SZA3d       20090101000375100000005000 0300000000000000   
0601SZA3d       20090101000380100000005000 0300000040000010   
0601SZA3d       20090101000385100000005000 0300000050000013   
0601SZA3d       20090101000390100000005000 0300000070000018   
0601SZA3d       20090101000395100000005000 0300000070000018   
0601SZA3d       20090101000400100000005000 0300000090000022   
0601SZA3d       20090101000405100000005000 0300000110000027   
0601SZA3d       20090101000410100000005000 0300000130000032   
0601SZA3d       20090101000415100000005000 0300000150000036   
0601SZA3d       20090101000420100000005000 0300000180000043   
0601SZA3d       20090101000425100000005000 0300000200000047   
0601SZA3d       20090101000430100000005000 0300000220000051   
0601SZA3d       20090101000435100000005000 0300000250000057   
0601SZA3d       20090101000440100000005000 0300000280000063   
0601SZA3d       20090101000445100000005000 0300000300000067   
0601SZA3d       20090101000450100000005000 0300000340000075   
0601SZA3d       20090101000455100000005000 0300000360000079   
0601SZA3d       20090101000460100000005000 0300000390000084   
0601SZA3d       20090101000465100000005000 0300000420000090   
0601SZA3d       20090101000470100000005000 0300000450000095   
0601SZA3d       20090101000475100000005000 0300000490000103   
0601SZA3d       20090101000480100000005000 0300000510000106   
0601SZA3d       20090101000485100000005000 0300000540000111   
0601SZA3d       20090101000490100000005000 0300000580000118   
0601SZA3d       20090101000495100000005000 0300000610000123   
0601SZA3d       20090101000500100000005000 0300000640000127   
0601SZA3d       20090101000505100000005000 0300000670000132   
0601SZA3d       20090101000510100000005000 0300000710000139   
0601SZA3d       20090101000515100000005000 0300000750000145   
0601SZA3d       20090101000520100000005000 0300000780000149   
0601SZA3d       20090101000525100000005000 0300000810000154   
0601SZA3d       20090101000530100000005000 0300000860000162   
0601SZA3d       20090101000535100000005000 0300000900000167   
0601SZA3d       20090101000540100000005000 0300000950000175   
0601SZA3d       20090101000545100000005000 0300000980000179   
0601SZA3d       20090101000550100000005000 0300001020000185   
0601SZA3d       20090101000555100000005000 0300001060000190   
0601SZA3d       20090101000560100000005000 0300001100000196   
0601SZA3d       20090101000565100000005000 0300001130000199   
0601SZA3d       20090101000570100000005000 0300001180000206   
0601SZA3d       20090101000575100000005000 0300001220000211   
0601SZA3d       20090101000580100000005000 0300001260000216   
0601SZA3d       20090101000585100000005000 0300001290000220   
0601SZA3d       20090101000590100000005000 0300001330000224   
0601SZA3d       20090101000595100000005000 0300001370000229   
0601SZA3d       20090101000600100000005000 0300001420000236   
0601SZA3d       20090101000605100000005000 0300001460000240   
0601SZA3d       20090101000610100000005000 0300001500000245   
0601SZA3d       20090101000615100000005000 0300001550000251   
0601SZA3d       20090101000620100000005000 0300001590000255   
0601SZA3d       20090101000625100000005000 0300001630000260   
0601SZA3d       20090101000630100000005000 0300001670000264   
0601SZA3d       20090101000635100000005000 0300001720000270   
0601SZA3d       20090101000640100000005000 0300001750000272   
0601SZA3d       20090101000645100000005000 0300001800000278   
0601SZA3d       20090101000650100000005000 0300001840000282   
0601SZA3d       20090101000655100000005000 0300001890000287   
0601SZA3d       20090101000660100000005000 0300001920000290   
0601SZA3d       20090101000665100000005000 0300001970000295   
0601SZA3d       20090101000670100000005000 0300002010000299   
0601SZA3d       20090101000675100000005000 0300002060000304   
0601SZA3d       20090101000680100000005000 0300002100000308   
0601SZA3d       20090101000685100000005000 0300002150000313   
0601SZA3d       20090101000690100000005000 0300002190000316   
0601SZA3d       20090101000695100000005000 0300002230000320   
0601SZA3d       20090101000700100000005000 0300002280000325   
0601SZA3d       20090101000705100000005000 0300002330000329   
0601SZA3d       20090101000710100000005000 0300002370000333   
0601SZA3d       20090101000715100000005000 0300002410000336   
0601SZA3d       20090101000720100000005000 0300002460000340   
