00NW               20081126                                                                                   
0601NWC3d       20090101000370100000005000m0300000220000059   
0601NWC3d       20090101000375100000005000m0300000260000069   
0601NWC3d       20090101000380100000005000m0300000320000084   
0601NWC3d       20090101000385100000005000m0300000370000095   
0601NWC3d       20090101000390100000005000m0300000420000107   
0601NWC3d       20090101000395100000005000m0300000480000121   
0601NWC3d       20090101000400100000005000m0300000530000132   
0601NWC3d       20090101000405100000005000m0300000580000142   
0601NWC3d       20090101000410100000005000m0300000630000153   
0601NWC3d       20090101000415100000005000m0300000690000165   
0601NWC3d       20090101000420100000005000m0300000750000178   
0601NWC3d       20090101000425100000005000m0300000800000187   
0601NWC3d       20090101000430100000005000m0300000860000199   
0601NWC3d       20090101000435100000005000m0300000920000210   
0601NWC3d       20090101000440100000005000m0300000970000219   
0601NWC3d       20090101000445100000005000m0300001030000230   
0601NWC3d       20090101000450100000005000m0300001100000243   
0601NWC3d       20090101000455100000005000m0300001150000251   
0601NWC3d       20090101000460100000005000m0300001210000262   
0601NWC3d       20090101000465100000005000m0300001270000272   
0601NWC3d       20090101000470100000005000m0300001330000281   
0601NWC3d       20090101000475100000005000m0300001380000289   
0601NWC3d       20090101000480100000005000m0300001440000298   
0601NWC3d       20090101000485100000005000m0300001500000308   
0601NWC3d       20090101000490100000005000m0300001560000317   
0601NWC3d       20090101000495100000005000m0300001620000326   
0601NWC3d       20090101000500100000005000m0300001680000334   
0601NWC3d       20090101000505100000005000m0300001740000343   
0601NWC3d       20090101000510100000005000m0300001800000351   
0601NWC3d       20090101000515100000005000m0300001860000359   
0601NWC3d       20090101000520100000005000m0300001910000366   
0601NWC3d       20090101000525100000005000m0300001970000373   
0601NWC3d       20090101000530100000005000m0300002020000379   
0601NWC3d       20090101000535100000005000m0300002090000389   
0601NWC3d       20090101000540100000005000m0300002140000394   
0601NWC3d       20090101000545100000005000m0300002200000402   
0601NWC3d       20090101000550100000005000m0300002250000407   
0601NWC3d       20090101000555100000005000m0300002310000414   
0601NWC3d       20090101000560100000005000m0300002370000421   
0601NWC3d       20090101000565100000005000m0300002430000428   
0601NWC3d       20090101000570100000005000m0300002490000435   
0601NWC3d       20090101000575100000005000m0300002540000440   
0601NWC3d       20090101000580100000005000m0300002600000446   
0601NWC3d       20090101000585100000005000m0300002650000451   
0601NWC3d       20090101000590100000005000m0300002710000457   
0601NWC3d       20090101000595100000005000m0300002770000464   
0601NWC3d       20090101000600100000005000m0300002830000470   
0601NWC3d       20090101000605100000005000m0300002880000474   
0601NWC3d       20090101000610100000005000m0300002940000480   
0601NWC3d       20090101000615100000005000m0300003020000489   
0601NWC3d       20090101000620100000005000m0300003070000493   
0601NWC3d       20090101000625100000005000m0300003140000500   
0601NWC3d       20090101000630100000005000m0300003200000506   
0601NWC3d       20090101000635100000005000m0300003250000510   
0601NWC3d       20090101000640100000005000m0300003310000515   
0601NWC3d       20090101000645100000005000m0300003370000520   
0601NWC3d       20090101000650100000005000m0300003430000526   
0601NWC3d       20090101000655100000005000m0300003500000532   
0601NWC3d       20090101000660100000005000m0300003550000536   
0601NWC3d       20090101000665100000005000m0300003620000542   
0601NWC3d       20090101000670100000005000m0300003680000547   
0601NWC3d       20090101000675100000005000m0300003730000551   
0601NWC3d       20090101000680100000005000m0300003800000557   
0601NWC3d       20090101000685100000005000m0300003850000560   
0601NWC3d       20090101000690100000005000m0300003920000566   
0601NWC3d       20090101000695100000005000m0300003970000569   
0601NWC3d       20090101000700100000005000m0300004040000575   
0601NWC3d       20090101000705100000005000m0300004100000580   
0601NWC3d       20090101000710100000005000m0300004150000582   
0601NWC3d       20090101000715100000005000m0300004210000587   
0601NWC3d       20090101000720100000005000m0300004280000592   
0601NWC3d       20090101000725100000005000m0300004330000595   
0601NWC3d       20090101000730100000005000m0300004400000601   
0601NWC3d       20090101000735100000005000m0300004460000605   
0601NWC3d       20090101000740100000005000m0300004540000611   
0601NWC3d       20090101000745100000005000m0300004590000614   
0601NWC3d       20090101000750100000005000m0300004660000619   
0601NWC3d       20090101000755100000005000m0300004730000624   
0601NWC3d       20090101000760100000005000m0300004790000628   
0601NWC3d       20090101000765100000005000m0300004850000632   
0601NWC3d       20090101000770100000005000m0300004930000638   
0601NWC3d       20090101000775100000005000m0300004980000641   
0601NWC3d       20090101000780100000005000m0300005050000645   
0601NWC3d       20090101000785100000005000m0300005110000649   
0601NWC3d       20090101000790100000005000m0300005170000652   
0601NWC3d       20090101000795100000005000m0300005250000658   
0601NWC3d       20090101000800100000005000m0300005310000662   
0601NWC3d       20090101000805100000005000m0300005370000665   
0601NWC3d       20090101000810100000005000m0300005440000670   
0601NWC3d       20090101000815100000005000m0300005510000674   
0601NWC3d       20090101000820100000005000m0300005570000677   
0601NWC3d       20090101000825100000005000m0300005630000680   
0601NWC3d       20090101000830100000005000m0300005700000685   
0601NWC3d       20090101000835100000005000m0300005760000688   
0601NWC3d       20090101000840100000005000m0300005830000692   
0601NWC3d       20090101000845100000005000m0300005900000696   
0601NWC3d       20090101000850100000005000m0300005970000700   
0601NWC3d       20090101000855100000005000m0300006030000703   
0601NWC3d       20090101000860100000005000m0300006090000706   
0601NWC3d       20090101000865100000005000m0300006170000711   
0601NWC3d       20090101000870100000005000m0300006230000714   
0601NWC3d       20090101000875100000005000m0300006300000718   
0601NWC3d       20090101000880100000005000m0300006370000722   
0601NWC3d       20090101000885100000005000m0300006440000726   
0601NWC3d       20090101000890100000005000m0300006510000729   
0601NWC3d       20090101000895100000005000m0300006580000733   
0601NWC3d       20090101000900100000005000m0300006650000737   
0601NWC3d       20090101000905100000005000m0300006710000739   
0601NWC3d       20090101000910100000005000m0300006780000743   
0601NWC3d       20090101000915100000005000m0300006850000747   
0601NWC3d       20090101000920100000005000m0300006920000750   
0601NWC3d       20090101000925100000005000m0300006990000754   
0601NWC3d       20090101000930100000005000m0300007060000757   
0601NWC3d       20090101000935100000005000m0300007130000761   
0601NWC3d       20090101000940100000005000m0300007210000765   
0601NWC3d       20090101000945100000005000m0300007270000767   
0601NWC3d       20090101000950100000005000m0300007340000771   
0601NWC3d       20090101000955100000005000m0300007420000775   
0601NWC3d       20090101000960100000005000m0300007480000777   
0601NWC3d       20090101000965100000005000m0300007550000780   
0601NWC3d       20090101000970100000005000m0300007630000785   
0601NWC3d       20090101000975100000005000m0300007690000787   
0601NWC3d       20090101000980100000005000m0300007760000790   
0601NWC3d       20090101000985100000005000m0300007830000793   
0601NWC3d       20090101000990100000005000m0300007900000796   
0601NWC3d       20090101000995100000005000m0300007970000799   
0601NWC3d       20090101001000100000005000m0300008040000802   
0601NWC3d       20090101001005100000005000m0300008120000806   
0601NWC3d       20090101001010100000005000m0300008190000809   
0601NWC3d       20090101001015100000005000m0300008260000812   
0601NWC3d       20090101001020100000005000m0300008340000816   
0601NWC3d       20090101001025100000005000m0300008420000819   
0601NWC3d       20090101001030100000005000m0300008490000822   
0601NWC3d       20090101001035100000005000m0300008560000825   
0601NWC3d       20090101001040100000005000m0300008630000828   
0601NWC3d       20090101001045100000005000m0300008710000832   
0601NWC3d       20090101001050100000005000m0300008780000834   
0601NWC3d       20090101001055100000005000m0300008860000838   
0601NWC3d       20090101001060100000005000m0300008930000840   
0601NWC3d       20090101001065100000005000m0300009000000843   
0601NWC3d       20090101001070100000005000m0300009090000848   
0601NWC3d       20090101001075100000005000m0300009160000850   
0601NWC3d       20090101001080100000005000m0300009230000853   
0601NWC3d       20090101001085100000005000m0300009310000856   
0601NWC3d       20090101001090100000005000m0300009380000859   
0601NWC3d       20090101001095100000005000m0300009450000861   
0601NWC3d       20090101001100100000005000m0300009530000864   
0601NWC3d       20090101001105100000005000m0300009620000869   
0601NWC3d       20090101001110100000005000m0300009700000872   
0601NWC3d       20090101001115100000005000m0300009780000875   
0601NWC3d       20090101001120100000005000m0300009860000878   
0601NWC3d       20090101001125100000005000m0300009940000882   
0601NWC3d       20090101001130100000005000m0300010020000885   
0601NWC3d       20090101001135100000005000m0300010110000889   
0601NWC3d       20090101001140100000005000m0300010180000891   
0601NWC3d       20090101001145100000005000m0300010260000894   
0601NWC3d       20090101001150100000005000m0300010340000897   
0601NWC3d       20090101001155100000005000m0300010430000901   
0601NWC3d       20090101001160100000005000m0300010510000904   
0601NWC3d       20090101001165100000005000m0300010590000907   
0601NWC3d       20090101001170100000005000m0300010670000910   
0601NWC3d       20090101001175100000005000m0300010750000913   
0601NWC3d       20090101001180100000005000m0300010820000915   
0601NWC3d       20090101001185100000005000m0300010910000919   
0601NWC3d       20090101001190100000005000m0300010990000922   
0601NWC3d       20090101001195100000005000m0300011070000924   
0601NWC3d       20090101001200100000010000m0300011150000927   
0601NWC3d       20090101001210100000010000m0300011330000934   
0601NWC3d       20090101001220100000010000m0300011500000941   
0601NWC3d       20090101001230100000010000m0300011670000947   
0601NWC3d       20090101001240100000010000m0300011830000952   
0601NWC3d       20090101001250100000010000m0300012010000959   
0601NWC3d       20090101001260100000010000m0300012190000966   
0601NWC3d       20090101001270100000010000m0300012370000972   
0601NWC3d       20090101001280100000010000m0300012550000979   
0601NWC3d       20090101001290100000010000m0300012720000984   
0601NWC3d       20090101001300100000010000m0300012900000990   
0601NWC3d       20090101001310100000010000m0300013110000999   
