00LU               20081107                                                                                   
0601LUC2d       20090101000335100000005000m0200000040000012   
0601LUC2d       20090101000340100000005000m0200000040000012   
0601LUC2d       20090101000345100000005000m0200000040000012   
0601LUC2d       20090101000350100000005000m0200000040000011   
0601LUC2d       20090101000355100000005000m0200000040000011   
0601LUC2d       20090101000360100000005000m0200000040000011   
0601LUC2d       20090101000365100000005000m0200000050000014   
0601LUC2d       20090101000370100000005000m0200000110000030   
0601LUC2d       20090101000375100000005000m0200000180000048   
0601LUC2d       20090101000380100000005000m0200000240000063   
0601LUC2d       20090101000385100000005000m0200000300000077   
0601LUC2d       20090101000390100000005000m0200000360000092   
0601LUC2d       20090101000395100000005000m0200000420000106   
0601LUC2d       20090101000400100000005000m0200000490000122   
0601LUC2d       20090101000405100000005000m0200000550000135   
0601LUC2d       20090101000410100000005000m0200000620000150   
0601LUC2d       20090101000415100000005000m0200000680000163   
0601LUC2d       20090101000420100000005000m0200000740000175   
0601LUC2d       20090101000425100000005000m0200000810000189   
0601LUC2d       20090101000430100000005000m0200000860000199   
0601LUC2d       20090101000435100000005000m0200000930000213   
0601LUC2d       20090101000440100000005000m0200000990000224   
0601LUC2d       20090101000445100000005000m0200001050000235   
0601LUC2d       20090101000450100000005000m0200001120000248   
0601LUC2d       20090101000455100000005000m0200001180000258   
0601LUC2d       20090101000460100000005000m0200001250000270   
0601LUC2d       20090101000465100000005000m0200001300000278   
0601LUC2d       20090101000470100000005000m0200001380000292   
0601LUC2d       20090101000475100000005000m0200001440000302   
0601LUC2d       20090101000480100000005000m0200001500000311   
0601LUC2d       20090101000485100000005000m0200001580000324   
0601LUC2d       20090101000490100000005000m0200001640000333   
0601LUC2d       20090101000495100000005000m0200001710000344   
0601LUC2d       20090101000500100000005000m0200001770000352   
0601LUC2d       20090101000505100000005000m0200001840000363   
0601LUC2d       20090101000510100000005000m0200001900000371   
0601LUC2d       20090101000515100000005000m0200001960000379   
0601LUC2d       20090101000520100000005000m0200002020000387   
0601LUC2d       20090101000525100000005000m0200002080000394   
0601LUC2d       20090101000530100000005000m0200002150000404   
0601LUC2d       20090101000535100000005000m0200002200000409   
0601LUC2d       20090101000540100000005000m0200002260000417   
0601LUC2d       20090101000545100000005000m0200002330000426   
0601LUC2d       20090101000550100000005000m0200002400000434   
0601LUC2d       20090101000555100000005000m0200002460000441   
0601LUC2d       20090101000560100000005000m0200002530000450   
0601LUC2d       20090101000565100000005000m0200002590000456   
0601LUC2d       20090101000570100000005000m0200002650000463   
0601LUC2d       20090101000575100000005000m0200002740000474   
0601LUC2d       20090101000580100000005000m0200002790000479   
0601LUC2d       20090101000585100000005000m0200002850000485   
0601LUC2d       20090101000590100000005000m0200002930000495   
0601LUC2d       20090101000595100000005000m0200003010000504   
0601LUC2d       20090101000600100000005000m0200003110000516   
0601LUC2d       20090101000605100000005000m0200003200000527   
0601LUC2d       20090101000610100000005000m0200003290000537   
0601LUC2d       20090101000615100000005000m0200003360000544   
0601LUC2d       20090101000620100000005000m0200003430000551   
0601LUC2d       20090101000625100000005000m0200003510000559   
0601LUC2d       20090101000630100000005000m0200003580000566   
0601LUC2d       20090101000635100000005000m0200003650000573   
0601LUC2d       20090101000640100000005000m0200003720000579   
0601LUC2d       20090101000645100000005000m0200003800000587   
0601LUC2d       20090101000650100000005000m0200003870000593   
0601LUC2d       20090101000655100000005000m0200003940000599   
0601LUC2d       20090101000660100000005000m0200004010000605   
0601LUC2d       20090101000665100000005000m0200004090000613   
0601LUC2d       20090101000670100000005000m0200004170000620   
0601LUC2d       20090101000675100000005000m0200004260000629   
0601LUC2d       20090101000680100000005000m0200004330000634   
0601LUC2d       20090101000685100000005000m0200004410000641   
0601LUC2d       20090101000690100000005000m0200004490000648   
0601LUC2d       20090101000695100000005000m0200004560000654   
0601LUC2d       20090101000700100000005000m0200004640000660   
0601LUC2d       20090101000705100000005000m0200004720000667   
0601LUC2d       20090101000710100000005000m0200004800000674   
0601LUC2d       20090101000715100000005000m0200004870000679   
0601LUC2d       20090101000720100000005000m0200004950000685   
0601LUC2d       20090101000725100000005000m0200005030000691   
0601LUC2d       20090101000730100000005000m0200005110000698   
0601LUC2d       20090101000735100000005000m0200005190000704   
0601LUC2d       20090101000740100000005000m0200005260000708   
0601LUC2d       20090101000745100000005000m0200005340000714   
0601LUC2d       20090101000750100000005000m0200005420000720   
0601LUC2d       20090101000755100000005000m0200005500000726   
0601LUC2d       20090101000760100000005000m0200005580000732   
0601LUC2d       20090101000765100000005000m0200005660000737   
0601LUC2d       20090101000770100000005000m0200005740000743   
0601LUC2d       20090101000775100000005000m0200005820000749   
0601LUC2d       20090101000780100000005000m0200005890000753   
0601LUC2d       20090101000785100000005000m0200005970000758   
0601LUC2d       20090101000790100000005000m0200006050000763   
0601LUC2d       20090101000795100000005000m0200006140000770   
0601LUC2d       20090101000800100000005000m0200006220000775   
0601LUC2d       20090101000805100000005000m0200006310000781   
0601LUC2d       20090101000810100000005000m0200006390000786   
0601LUC2d       20090101000815100000005000m0200006470000791   
0601LUC2d       20090101000820100000005000m0200006550000796   
0601LUC2d       20090101000825100000005000m0200006640000802   
0601LUC2d       20090101000830100000005000m0200006720000807   
0601LUC2d       20090101000835100000005000m0200006800000812   
0601LUC2d       20090101000840100000005000m0200006890000818   
0601LUC2d       20090101000845100000005000m0200006970000822   
0601LUC2d       20090101000850100000005000m0200007060000828   
0601LUC2d       20090101000855100000005000m0200007140000833   
0601LUC2d       20090101000860100000005000m0200007220000837   
0601LUC2d       20090101000865100000005000m0200007310000843   
0601LUC2d       20090101000870100000005000m0200007390000847   
0601LUC2d       20090101000875100000005000m0200007480000852   
0601LUC2d       20090101000880100000005000m0200007560000857   
0601LUC2d       20090101000885100000005000m0200007650000862   
0601LUC2d       20090101000890100000005000m0200007730000866   
0601LUC2d       20090101000895100000005000m0200007810000870   
0601LUC2d       20090101000900100000005000m0200007890000874   
0601LUC2d       20090101000905100000005000m0200007970000878   
0601LUC2d       20090101000910100000005000m0200008070000884   
0601LUC2d       20090101000915100000005000m0200008150000888   
0601LUC2d       20090101000920100000005000m0200008230000892   
0601LUC2d       20090101000925100000005000m0200008320000897   
0601LUC2d       20090101000930100000005000m0200008400000901   
0601LUC2d       20090101000935100000005000m0200008490000906   
0601LUC2d       20090101000940100000005000m0200008580000910   
0601LUC2d       20090101000945100000005000m0200008660000914   
0601LUC2d       20090101000950100000005000m0200008750000919   
0601LUC2d       20090101000955100000005000m0200008840000923   
0601LUC2d       20090101000960100000005000m0200008920000927   
0601LUC2d       20090101000965100000005000m0200009010000931   
0601LUC2d       20090101000970100000005000m0200009100000936   
0601LUC2d       20090101000975100000005000m0200009190000940   
0601LUC2d       20090101000980100000005000m0200009270000944   
0601LUC2d       20090101000985100000005000m0200009360000948   
0601LUC2d       20090101000990100000005000m0200009450000952   
0601LUC2d       20090101000995100000005000m0200009530000955   
0601LUC2d       20090101001000100000005000m0200009620000960   
0601LUC2d       20090101001005100000005000m0200009710000964   
0601LUC2d       20090101001010100000005000m0200009800000968   
0601LUC2d       20090101001015100000005000m0200009880000971   
0601LUC2d       20090101001020100000005000m0200009970000975   
0601LUC2d       20090101001025100000005000m0200010080000981   
0601LUC2d       20090101001030100000005000m0200010180000986   
0601LUC2d       20090101001035100000005000m0200010270000990   
0601LUC2d       20090101001040100000005000m0200010370000995   
0601LUC2d       20090101001045100000005000m0200010470001000   
0601LUC2d       20090101001050100000005000m0200010570001004   
0601LUC2d       20090101001055100000005000m0200010670001009   
0601LUC2d       20090101001060100000005000m0200010770001014   
0601LUC2d       20090101001065100000005000m0200010880001019   
0601LUC2d       20090101001070100000005000m0200010980001024   
0601LUC2d       20090101001075100000005000m0200011090001029   
0601LUC2d       20090101001080100000005000m0200011190001034   
0601LUC2d       20090101001085100000005000m0200011290001038   
0601LUC2d       20090101001090100000005000m0200011410001044   
0601LUC2d       20090101001095100000005000m0200011510001049   
0601LUC2d       20090101001100100000005000m0200011610001053   
0601LUC2d       20090101001105100000005000m0200011720001058   
0601LUC2d       20090101001110100000005000m0200011820001062   
0601LUC2d       20090101001115100000005000m0200011920001067   
0601LUC2d       20090101001120100000005000m0200012040001073   
0601LUC2d       20090101001125100000005000m0200012140001077   
0601LUC2d       20090101001130100000005000m0200012260001083   
0601LUC2d       20090101001135100000005000m0200012360001087   
0601LUC2d       20090101001140100000005000m0200012460001091   
0601LUC2d       20090101001145100000005000m0200012580001096   
0601LUC2d       20090101001150100000005000m0200012690001101   
0601LUC2d       20090101001155100000005000m0200012790001105   
0601LUC2d       20090101001160100000005000m0200012910001111   
0601LUC2d       20090101001165100000005000m0200013010001114   
0601LUC2d       20090101001170100000005000m0200013110001118   
0601LUC2d       20090101001175100000005000m0200013230001124   
0601LUC2d       20090101001180100000005000m0200013330001127   
0601LUC2d       20090101001185100000005000m0200013450001133   
0601LUC2d       20090101001190100000005000m0200013560001137   
0601LUC2d       20090101001195100000005000m0200013660001141   
0601LUC2d       20090101001200100000005000m0200013780001146   
0601LUC2d       20090101001205100000005000m0200013890001150   
0601LUC2d       20090101001210100000005000m0200013990001154   
0601LUC2d       20090101001215100000005000m0200014120001160   
0601LUC2d       20090101001220100000005000m0200014220001163   
0601LUC2d       20090101001225100000005000m0200014350001169   
0601LUC2d       20090101001230100000005000m0200014460001173   
0601LUC2d       20090101001235100000005000m0200014570001177   
0601LUC2d       20090101001240100000005000m0200014700001183   
0601LUC2d       20090101001245100000005000m0200014810001187   
0601LUC2d       20090101001250100000005000m0200014920001191   
0601LUC2d       20090101001255100000005000m0200015050001197   
0601LUC2d       20090101001260100000005000m0200015160001201   
0601LUC2d       20090101001265100000005000m0200015270001205   
0601LUC2d       20090101001270100000005000m0200015410001211   
0601LUC2d       20090101001275100000005000m0200015520001215   
0601LUC2d       20090101001280100000005000m0200015660001221   
0601LUC2d       20090101001285100000005000m0200015780001226   
0601LUC2d       20090101001290100000005000m0200015900001230   
0601LUC2d       20090101001295100000005000m0200016040001236   
0601LUC2d       20090101001300100000005000m0200016160001241   
0601LUC2d       20090101001305100000005000m0200016290001246   
0601LUC2d       20090101001310100000005000m0200016430001252   
0601LUC2d       20090101001315100000005000m0200016560001257   
0601LUC2d       20090101001320100000005000m0200016700001263   
0601LUC2d       20090101001325100000005000m0200016830001268   
0601LUC2d       20090101001330100000005000m0200016950001272   
0601LUC2d       20090101001335100000005000m0200017100001279   
0601LUC2d       20090101001340100000005000m0200017220001283   
0601LUC2d       20090101001345100000005000m0200017350001288   
0601LUC2d       20090101001350100000005000m0200017490001293   
0601LUC2d       20090101001355100000005000m0200017620001298   
0601LUC2d       20090101001360100000005000m0200017740001302   
0601LUC2d       20090101001365100000005000m0200017890001308   
0601LUC2d       20090101001370100000005000m0200018020001313   
0601LUC2d       20090101001375100000005000m0200018160001318   
0601LUC2d       20090101001380100000005000m0200018290001323   
0601LUC2d       20090101001385100000005000m0200018410001327   
0601LUC2d       20090101001390100000005000m0200018560001333   
0601LUC2d       20090101001395100000005000m0200018690001337   
0601LUC2d       20090101001400100000005000m0200018810001341   
0601LUC2d       20090101001405100000005000m0200018960001347   
0601LUC2d       20090101001410100000005000m0200019080001351   
0601LUC2d       20090101001415100000005000m0200019210001355   
0601LUC2d       20090101001420100000005000m0200019360001361   
0601LUC2d       20090101001425100000005000m0200019490001365   
0601LUC2d       20090101001430100000005000m0200019630001370   
0601LUC2d       20090101001435100000005000m0200019760001375   
0601LUC2d       20090101001440100000005000m0200019890001379   
0601LUC2d       20090101001445100000005000m0200020040001384   
0601LUC2d       20090101001450100000005000m0200020160001388   
0601LUC2d       20090101001455100000005000m0200020290001392   
0601LUC2d       20090101001460100000005000m0200020440001398   
0601LUC2d       20090101001465100000005000m0200020560001401   
0601LUC2d       20090101001470100000005000m0200020710001406   
0601LUC2d       20090101001475100000005000m0200020840001410   
0601LUC2d       20090101001480100000005000m0200020960001414   
0601LUC2d       20090101001485100000005000m0200021110001419   
0601LUC2d       20090101001490100000005000m0200021240001423   
0601LUC2d       20090101001495100000005000m0200021370001427   
0601LUC2d       20090101001500100000005000m0200021520001432   
0601LUC2d       20090101001505100000005000m0200021650001436   
0601LUC2d       20090101001510100000005000m0200021770001439   
0601LUC2d       20090101001515100000005000m0200021920001444   
0601LUC2d       20090101001520100000005000m0200022050001448   
0601LUC2d       20090101001525100000005000m0200022200001453   
0601LUC2d       20090101001530100000005000m0200022330001457   
0601LUC2d       20090101001535100000005000m0200022450001460   
0601LUC2d       20090101001540100000005000m0200022610001466   
0601LUC2d       20090101001545100000005000m0200022730001469   
0601LUC2d       20090101001550100000005000m0200022860001472   
0601LUC2d       20090101001555100000005000m0200023010001477   
0601LUC2d       20090101001560100000005000m0200023140001481   
0601LUC2d       20090101001565100000005000m0200023270001485   
0601LUC2d       20090101001570100000005000m0200023420001489   
0601LUC2d       20090101001575100000005000m0200023550001493   
0601LUC2d       20090101001580100000005000m0200023700001498   
0601LUC2d       20090101001585100000005000m0200023820001500   
0601LUC2d       20090101001590100000005000m0200023950001504   
0601LUC2d       20090101001595100000005000m0200024100001509   
0601LUC2d       20090101001600100000005000m0200024230001512   
0601LUC2d       20090101001605100000005000m0200024360001515   
0601LUC2d       20090101001610100000005000m0200024510001520   
0601LUC2d       20090101001615100000005000m0200024640001523   
0601LUC2d       20090101001620100000005000m0200024790001528   
0601LUC2d       20090101001625100000005000m0200024920001531   
0601LUC2d       20090101001630100000005000m0200025050001534   
0601LUC2d       20090101001635100000005000m0200025200001539   
0601LUC2d       20090101001640100000005000m0200025330001542   
0601LUC2d       20090101001645100000005000m0200025460001545   
0601LUC2d       20090101001650100000005000m0200025610001550   
0601LUC2d       20090101001655100000005000m0200025740001553   
0601LUC2d       20090101001660100000005000m0200025870001556   
0601LUC2d       20090101001665100000005000m0200026020001560   
0601LUC2d       20090101001670100000005000m0200026150001564   
0601LUC2d       20090101001675100000005000m0200026300001568   
0601LUC2d       20090101001680100000005000m0200026430001571   
0601LUC2d       20090101001685100000005000m0200026560001574   
0601LUC2d       20090101001690100000005000m0200026710001578   
0601LUC2d       20090101001695100000005000m0200026840001581   
0601LUC2d       20090101001700100000005000m0200026970001584   
0601LUC2d       20090101001705100000005000m0200027120001588   
0601LUC2d       20090101001710100000005000m0200027250001591   
0601LUC2d       20090101001715100000005000m0200027380001594   
0601LUC2d       20090101001720100000005000m0200027530001598   
0601LUC2d       20090101001725100000005000m0200027660001601   
0601LUC2d       20090101001730100000005000m0200027810001605   
0601LUC2d       20090101001735100000005000m0200027940001608   
0601LUC2d       20090101001740100000005000m0200028070001611   
0601LUC2d       20090101001745100000005000m0200028220001615   
0601LUC2d       20090101001750100000005000m0200028350001618   
0601LUC2d       20090101001755100000005000m0200028480001620   
0601LUC2d       20090101001760100000005000m0200028630001624   
0601LUC2d       20090101001765100000005000m0200028760001627   
0601LUC2d       20090101001770100000005000m0200028910001631   
0601LUC2d       20090101001775100000005000m0200029040001634   
0601LUC2d       20090101001780100000005000m0200029170001636   
0601LUC2d       20090101001785100000005000m0200029320001640   
0601LUC2d       20090101001790100000005000m0200029450001643   
0601LUC2d       20090101001795100000005000m0200029580001646   
0601LUC2d       20090101001800100000005000m0200029730001649   
0601LUC2d       20090101001805100000005000m0200029860001652   
0601LUC2d       20090101001810100000005000m0200029990001655   
0601LUC2d       20090101001815100000005000m0200030140001658   
0601LUC2d       20090101001820100000005000m0200030270001661   
0601LUC2d       20090101001825100000005000m0200030420001665   
0601LUC2d       20090101001830100000005000m0200030550001667   
0601LUC2d       20090101001835100000005000m0200030680001670   
0601LUC2d       20090101001840100000005000m0200030830001673   
0601LUC2d       20090101001845100000005000m0200030960001676   
0601LUC2d       20090101001850100000005000m0200031090001678   
0601LUC2d       20090101001855100000005000m0200031250001682   
0601LUC2d       20090101001860100000005000m0200031390001685   
0601LUC2d       20090101001865100000005000m0200031550001689   
0601LUC2d       20090101001870100000005000m0200031680001692   
0601LUC2d       20090101001875100000005000m0200031820001695   
0601LUC2d       20090101001880100000005000m0200031980001699   
0601LUC2d       20090101001885100000005000m0200032120001702   
0601LUC2d       20090101001890100000005000m0200032260001705   
0601LUC2d       20090101001895100000005000m0200032420001709   
0601LUC2d       20090101001900100000005000m0200032550001711   
0601LUC2d       20090101001905100000005000m0200032690001714   
0601LUC2d       20090101001910100000005000m0200032860001718   
0601LUC2d       20090101001915100000005000m0200032990001720   
0601LUC2d       20090101001920100000005000m0200033160001725   
0601LUC2d       20090101001925100000005000m0200033290001727   
0601LUC2d       20090101001930100000005000m0200033430001730   
0601LUC2d       20090101001935100000005000m0200033590001734   
0601LUC2d       20090101001940100000005000m0200033730001736   
0601LUC2d       20090101001945100000005000m0200033870001739   
0601LUC2d       20090101001950100000005000m0200034030001743   
0601LUC2d       20090101001955100000005000m0200034160001745   
0601LUC2d       20090101001960100000005000m0200034300001748   
0601LUC2d       20090101001965100000005000m0200034470001752   
0601LUC2d       20090101001970100000005000m0200034600001754   
0601LUC2d       20090101001975100000005000m0200034770001758   
0601LUC2d       20090101001980100000005000m0200034900001760   
0601LUC2d       20090101001985100000005000m0200035040001763   
0601LUC2d       20090101001990100000005000m0200035210001767   
0601LUC2d       20090101001995100000005000m0200035340001769   
0601LUC2d       20090101002000100000005000m0200035480001772   
0601LUC2d       20090101002005100000005000m0200035640001775   
0601LUC2d       20090101002010100000005000m0200035780001778   
0601LUC2d       20090101002015100000005000m0200035940001781   
0601LUC2d       20090101002020100000005000m0200036080001784   
0601LUC2d       20090101002025100000005000m0200036220001786   
0601LUC2d       20090101002030100000005000m0200036380001790   
0601LUC2d       20090101002035100000005000m0200036520001792   
0601LUC2d       20090101002040100000005000m0200036660001795   
0601LUC2d       20090101002045100000005000m0200036820001798   
0601LUC2d       20090101002050100000005000m0200036960001801   
0601LUC2d       20090101002055100000005000m0200037100001803   
0601LUC2d       20090101002060100000005000m0200037260001807   
0601LUC2d       20090101002065100000005000m0200037400001809   
0601LUC2d       20090101002070100000005000m0200037560001812   
0601LUC2d       20090101002075100000005000m0200037700001815   
0601LUC2d       20090101002080100000005000m0200037840001817   
0601LUC2d       20090101002085100000005000m0200038000001820   
0601LUC2d       20090101002090100000005000m0200038140001823   
0601LUC2d       20090101002095100000005000m0200038280001825   
0601LUC2d       20090101002100100000005000m0200038440001828   
0601LUC2d       20090101002105100000005000m0200038580001831   
0601LUC2d       20090101002110100000005000m0200038720001833   
0601LUC2d       20090101002115100000005000m0200038890001837   
0601LUC2d       20090101002120100000005000m0200039020001838   
0601LUC2d       20090101002125100000005000m0200039190001842   
0601LUC2d       20090101002130100000005000m0200039320001844   
0601LUC2d       20090101002135100000005000m0200039460001846   
0601LUC2d       20090101002140100000005000m0200039620001849   
0601LUC2d       20090101002145100000005000m0200039770001852   
0601LUC2d       20090101002150100000005000m0200039910001854   
0601LUC2d       20090101002155100000005000m0200040070001857   
0601LUC2d       20090101002160100000005000m0200040210001859   
0601LUC2d       20090101002165100000005000m0200040370001863   
0601LUC2d       20090101002170100000005000m0200040510001865   
0601LUC2d       20090101002175100000005000m0200040650001867   
0601LUC2d       20090101002180100000005000m0200040810001870   
0601LUC2d       20090101002185100000005000m0200040950001872   
0601LUC2d       20090101002190100000005000m0200041090001874   
0601LUC2d       20090101002195100000005000m0200041260001878   
0601LUC2d       20090101002200100000005000m0200041390001879   
0601LUC2d       20090101002205100000005000m0200041530001881   
0601LUC2d       20090101002210100000005000m0200041700001885   
0601LUC2d       20090101002215100000005000m0200041840001887   
0601LUC2d       20090101002220100000005000m0200042000001890   
0601LUC2d       20090101002225100000005000m0200042140001892   
0601LUC2d       20090101002230100000005000m0200042280001894   
0601LUC2d       20090101002235100000005000m0200042450001897   
0601LUC2d       20090101002240100000005000m0200042590001899   
0601LUC2d       20090101002245100000005000m0200042730001901   
0601LUC2d       20090101002250100000005000m0200042890001904   
0601LUC2d       20090101002255100000005000m0200043030001906   
0601LUC2d       20090101002260100000005000m0200043190001909   
0601LUC2d       20090101002265100000005000m0200043330001911   
0601LUC2d       20090101002270100000005000m0200043470001913   
0601LUC2d       20090101002275100000005000m0200043640001916   
0601LUC2d       20090101002280100000005000m0200043780001918   
0601LUC2d       20090101002285100000005000m0200043910001920   
0601LUC2d       20090101002290100000005000m0200044080001923   
0601LUC2d       20090101002295100000005000m0200044220001925   
0601LUC2d       20090101002300100000005000m0200044360001927   
0601LUC2d       20090101002305100000005000m0200044530001930   
0601LUC2d       20090101002310100000005000m0200044660001931   
0601LUC2d       20090101002315100000005000m0200044830001934   
0601LUC2d       20090101002320100000005000m0200044970001936   
0601LUC2d       20090101002325100000005000m0200045110001938   
0601LUC2d       20090101002330100000005000m0200045270001941   
0601LUC2d       20090101002335100000005000m0200045420001943   
0601LUC2d       20090101002340100000005000m0200045560001945   
0601LUC2d       20090101002345100000005000m0200045720001948   
0601LUC2d       20090101002350100000005000m0200045860001949   
0601LUC2d       20090101002355100000005000m0200046000001951   
0601LUC2d       20090101002360100000005000m0200046160001954   
0601LUC2d       20090101002365100000005000m0200046310001956   
0601LUC2d       20090101002370100000005000m0200046470001959   
0601LUC2d       20090101002375100000005000m0200046610001960   
0601LUC2d       20090101002380100000005000m0200046750001962   
0601LUC2d       20090101002385100000005000m0200046920001965   
0601LUC2d       20090101002390100000005000m0200047060001967   
0601LUC2d       20090101002395100000005000m0200047200001969   
0601LUC2d       20090101002400100000005000m0200047360001971   
0601LUC2d       20090101002405100000005000m0200047510001973   
0601LUC2d       20090101002410100000005000m0200047670001976   
0601LUC2d       20090101002415100000005000m0200047810001978   
0601LUC2d       20090101002420100000005000m0200047950001979   
0601LUC2d       20090101002425100000005000m0200048120001982   
0601LUC2d       20090101002430100000005000m0200048260001984   
0601LUC2d       20090101002435100000005000m0200048400001986   
0601LUC2d       20090101002440100000005000m0200048570001989   
0601LUC2d       20090101002445100000005000m0200048700001990   
0601LUC2d       20090101002450100000005000m0200048850001992   
0601LUC2d       20090101002455100000005000m0200049010001994   
0601LUC2d       20090101002460100000005000m0200049150001996   
0601LUC2d       20090101002465100000005000m0200049320001999   
0601LUC2d       20090101002470100000005000m0200049460002000   
0601LUC2d       20090101002475100000005000m0200049600002002   
0601LUC2d       20090101002480100000005000m0200049760002004   
0601LUC2d       20090101002485100000005000m0200049910002006   
0601LUC2d       20090101002490100000005000m0200050040002008   
0601LUC2d       20090101002495100000005000m0200050210002010   
0601LUC2d       20090101002500100000005000m0200050350002012   
0601LUC2d       20090101002505100000005000m0200050500002014   
0601LUC2d       20090101002510100000005000m0200050660002016   
0601LUC2d       20090101002515100000005000m0200050800002018   
0601LUC2d       20090101002520100000005000m0200050970002021   
0601LUC2d       20090101002525100000005000m0200051110002022   
0601LUC2d       20090101002530100000005000m0200051240002023   
0601LUC2d       20090101002535100000005000m0200051420002026   
0601LUC2d       20090101002540100000005000m0200051550002028   
0601LUC2d       20090101002545100000005000m0200051690002029   
0601LUC2d       20090101002550100000005000m0200051860002032   
0601LUC2d       20090101002555100000005000m0200052000002033   
0601LUC2d       20090101002560100000005000m0200052170002036   
0601LUC2d       20090101002565100000005000m0200052310002037   
0601LUC2d       20090101002570100000005000m0200052450002039   
0601LUC2d       20090101002575100000005000m0200052620002042   
0601LUC2d       20090101002580100000005000m0200052760002043   
0601LUC2d       20090101002585100000005000m0200052900002044   
0601LUC2d       20090101002590100000005000m0200053070002047   
0601LUC2d       20090101002595100000005000m0200053210002049   
0601LUC2d       20090101002600100000005000m0200053350002050   
0601LUC2d       20090101002605100000005000m0200053520002053   
0601LUC2d       20090101002610100000005000m0200053660002054   
0601LUC2d       20090101002615100000005000m0200053820002056   
0601LUC2d       20090101002620100000005000m0200053970002058   
0601LUC2d       20090101002625100000005000m0200054110002059   
0601LUC2d       20090101002630100000005000m0200054270002062   
0601LUC2d       20090101002635100000005000m0200054410002063   
0601LUC2d       20090101002640100000005000m0200054550002064   
0601LUC2d       20090101002645100000005000m0200054720002067   
0601LUC2d       20090101002650100000005000m0200054860002068   
0601LUC2d       20090101002655100000005000m0200055000002070   
0601LUC2d       20090101002660100000005000m0200055170002072   
0601LUC2d       20090101002665100000005000m0200055310002073   
0601LUC2d       20090101002670100000005000m0200055480002076   
0601LUC2d       20090101002675100000005000m0200055620002077   
0601LUC2d       20090101002680100000005000m0200055760002079   
0601LUC2d       20090101002685100000005000m0200055930002081   
0601LUC2d       20090101002690100000005000m0200056070002082   
0601LUC2d       20090101002695100000005000m0200056210002084   
0601LUC2d       20090101002700100000005000m0200056380002086   
0601LUC2d       20090101002705100000005000m0200056520002088   
0601LUC2d       20090101002710100000005000m0200056690002090   
0601LUC2d       20090101002715100000005000m0200056830002091   
0601LUC2d       20090101002720100000005000m0200056970002093   
0601LUC2d       20090101002725100000005000m0200057140002095   
0601LUC2d       20090101002730100000005000m0200057280002096   
0601LUC2d       20090101002735100000005000m0200057420002098   
0601LUC2d       20090101002740100000005000m0200057590002100   
0601LUC2d       20090101002745100000005000m0200057730002101   
0601LUC2d       20090101002750100000005000m0200057870002102   
0601LUC2d       20090101002755100000005000m0200058040002105   
0601LUC2d       20090101002760100000005000m0200058180002106   
0601LUC2d       20090101002765100000005000m0200058350002108   
0601LUC2d       20090101002770100000005000m0200058490002110   
0601LUC2d       20090101002775100000005000m0200058630002111   
0601LUC2d       20090101002780100000005000m0200058800002113   
0601LUC2d       20090101002785100000005000m0200058940002114   
0601LUC2d       20090101002790100000005000m0200059080002116   
0601LUC2d       20090101002795100000005000m0200059250002118   
0601LUC2d       20090101002800100000005000m0200059390002119   
0601LUC2d       20090101002805100000005000m0200059560002121   
0601LUC2d       20090101002810100000005000m0200059700002123   
0601LUC2d       20090101002815100000005000m0200059840002124   
0601LUC2d       20090101002820100000005000m0200060010002126   
0601LUC2d       20090101002825100000005000m0200060150002127   
0601LUC2d       20090101002830100000005000m0200060300002129   
0601LUC2d       20090101002835100000005000m0200060460002131   
0601LUC2d       20090101002840100000005000m0200060610002132   
0601LUC2d       20090101002845100000005000m0200060750002133   
0601LUC2d       20090101002850100000005000m0200060910002135   
0601LUC2d       20090101002855100000005000m0200061050002136   
0601LUC2d       20090101002860100000005000m0200061220002139   
0601LUC2d       20090101002865100000005000m0200061360002140   
0601LUC2d       20090101002870100000005000m0200061510002141   
0601LUC2d       20090101002875100000005000m0200061680002144   
0601LUC2d       20090101002880100000005000m0200061820002145   
0601LUC2d       20090101002885100000005000m0200061960002146   
0601LUC2d       20090101002890100000005000m0200062130002148   
0601LUC2d       20090101002895100000005000m0200062270002149   
0601LUC2d       20090101002900100000005000m0200062410002150   
0601LUC2d       20090101002905100000005000m0200062580002152   
0601LUC2d       20090101002910100000005000m0200062720002153   
0601LUC2d       20090101002915100000005000m0200062890002156   
0601LUC2d       20090101002920100000005000m0200063030002157   
0601LUC2d       20090101002925100000005000m0200063180002158   
0601LUC2d       20090101002930100000005000m0200063340002160   
0601LUC2d       20090101002935100000005000m0200063480002161   
0601LUC2d       20090101002940100000005000m0200063630002162   
0601LUC2d       20090101002945100000005000m0200063800002165   
0601LUC2d       20090101002950100000005000m0200063940002166   
0601LUC2d       20090101002955100000005000m0200064110002168   
0601LUC2d       20090101002960100000005000m0200064250002169   
0601LUC2d       20090101002965100000005000m0200064390002170   
0601LUC2d       20090101002970100000005000m0200064560002172   
0601LUC2d       20090101002975100000005000m0200064700002173   
0601LUC2d       20090101002980100000005000m0200064840002174   
0601LUC2d       20090101002985100000005000m0200065010002176   
0601LUC2d       20090101002990100000005000m0200065150002177   
0601LUC2d       20090101002995100000005000m0200065300002178   
0601LUC2d       20090101003000100000005000m0200065460002180   
0601LUC2d       20090101003005100000005000m0200065600002181   
0601LUC2d       20090101003010100000005000m0200065780002184   
0601LUC2d       20090101003015100000005000m0200065920002185   
