00GL               20090106                                                                                   
0601GLA2+       20090101000695100000005000 0200006953000996   
0601GLA2+       20090101000700100000005000 0200007062501005   
0601GLA2+       20090101000705100000005000 0200007172001013   
0601GLA2+       20090101000710100000005000 0200007281501022   
0601GLA2+       20090101000715100000005000 0200007390501030   
0601GLA2+       20090101000720100000005000 0200007512501039   
0601GLA2+       20090101000725100000005000 0200007634001049   
0601GLA2+       20090101000730100000005000 0200007756001059   
0601GLA2+       20090101000735100000005000 0200007878001068   
0601GLA2+       20090101000740100000005000 0200007999501077   
0601GLA2+       20090101000745100000005000 0200008121501086   
0601GLA2+       20090101000750100000005000 0200008243501095   
0601GLA2+       20090101000755100000005000 0200008389501108   
0601GLA2+       20090101000760100000005000 0200008511001116   
0601GLA2+       20090101000765100000005000 0200008633001124   
0601GLA2+       20090101000770100000005000 0200008756501134   
0601GLA2+       20090101000775100000005000 0200008881001142   
0601GLA2+       20090101000780100000005000 0200009005501151   
0601GLA2+       20090101000785100000005000 0200009130001159   
0601GLA2+       20090101000790100000005000 0200009254501167   
0601GLA2+       20090101000795100000005000 0200009379001176   
0601GLA2+       20090101000800100000005000 0200009503501184   
0601GLA2+       20090101000805100000005000 0200009628001193   
0601GLA2+       20090101000810100000005000 0200009752501200   
0601GLA2+       20090101000815100000005000 0200009877001209   
0601GLA2+       20090101000820100000005000 0200010001501216   
0601GLA2+       20090101000825100000005000 0200010126501224   
0601GLA2+       20090101000830100000005000 0200010251001231   
0601GLA2+       20090101000835100000005000 0200010375501239   
0601GLA2+       20090101000840100000005000 0200010500001246   
0601GLA2+       20090101000845100000005000 0200010624501253   
0601GLA2+       20090101000850100000005000 0200010749001261   
0601GLA2+       20090101000855100000005000 0200010873501268   
0601GLA2+       20090101000860100000005000 0200010998001275   
0601GLA2+       20090101000865100000005000 0200011122501282   
0601GLA2+       20090101000870100000005000 0200011272001292   
0601GLA2+       20090101000875100000005000 0200011396501299   
0601GLA2+       20090101000880100000005000 0200011521001305   
0601GLA2+       20090101000885100000005000 0200011645501313   
0601GLA2+       20090101000890100000005000 0200011770501319   
0601GLA2+       20090101000895100000005000 0200011895001326   
0601GLA2+       20090101000900100000005000 0200012019501332   
0601GLA2+       20090101000905100000005000 0200012144001338   
0601GLA2+       20090101000910100000005000 0200012268501345   
0601GLA2+       20090101000915100000005000 0200012393001350   
0601GLA2+       20090101000920100000005000 0200012517501357   
0601GLA2+       20090101000925100000005000 0200012642001363   
0601GLA2+       20090101000930100000005000 0200012766501369   
0601GLA2+       20090101000935100000005000 0200012891001375   
0601GLA2+       20090101000940100000005000 0200013015501381   
0601GLA2+       20090101000945100000005000 0200013140001387   
0601GLA2+       20090101000950100000005000 0200013265001393   
0601GLA2+       20090101000955100000005000 0200013389501398   
0601GLA2+       20090101000960100000005000 0200013514001404   
0601GLA2+       20090101000965100000005000 0200013638501410   
0601GLA2+       20090101000970100000005000 0200013763001415   
0601GLA2+       20090101000975100000005000 0200013887501421   
0601GLA2+       20090101000980100000005000 0200014012001426   
0601GLA2+       20090101000985100000005000 0200014136501432   
0601GLA2+       20090101000990100000005000 0200014286001440   
0601GLA2+       20090101000995100000005000 0200014410501445   
0601GLA2+       20090101001000100000005000 0200014535001450   
0601GLA2+       20090101001005100000005000 0200014659501455   
0601GLA2+       20090101001010100000005000 0200014791501461   
0601GLA2+       20090101001015100000005000 0200014925001467   
0601GLA2+       20090101001020100000005000 0200015059001473   
0601GLA2+       20090101001025100000005000 0200015192501478   
0601GLA2+       20090101001030100000005000 0200015326501485   
0601GLA2+       20090101001035100000005000 0200015460001490   
0601GLA2+       20090101001040100000005000 0200015593501495   
0601GLA2+       20090101001045100000005000 0200015727501502   
0601GLA2+       20090101001050100000005000 0200015861001507   
0601GLA2+       20090101001055100000005000 0200015995001513   
0601GLA2+       20090101001060100000005000 0200016128501518   
0601GLA2+       20090101001065100000005000 0200016289001526   
0601GLA2+       20090101001070100000005000 0200016422501531   
0601GLA2+       20090101001075100000005000 0200016556501537   
0601GLA2+       20090101001080100000005000 0200016690001542   
0601GLA2+       20090101001085100000005000 0200016824001547   
0601GLA2+       20090101001090100000005000 0200016984501554   
0601GLA2+       20090101001095100000005000 0200017118001560   
0601GLA2+       20090101001100100000005000 0200017251501565   
0601GLA2+       20090101001105100000005000 0200017385501570   
0601GLA2+       20090101001110100000005000 0200017519001575   
0601GLA2+       20090101001115100000005000 0200017679501582   
0601GLA2+       20090101001120100000005000 0200017813001587   
0601GLA2+       20090101001125100000005000 0200017973501594   
0601GLA2+       20090101001130100000005000 0200018107501599   
0601GLA2+       20090101001135100000005000 0200018241001604   
0601GLA2+       20090101001140100000005000 0200018401501611   
0601GLA2+       20090101001145100000005000 0200018535501616   
0601GLA2+       20090101001150100000005000 0200018669001620   
0601GLA2+       20090101001155100000005000 0200018829501627   
0601GLA2+       20090101001160100000005000 0200018965001632   
0601GLA2+       20090101001165100000005000 0200019101501636   
0601GLA2+       20090101001170100000005000 0200019265001643   
0601GLA2+       20090101001175100000005000 0200019401501648   
0601GLA2+       20090101001180100000005000 0200019565001655   
0601GLA2+       20090101001185100000005000 0200019701501659   
0601GLA2+       20090101001190100000005000 0200019838001664   
0601GLA2+       20090101001195100000005000 0200020001501670   
0601GLA2+       20090101001200100000005000 0200020137501675   
0601GLA2+       20090101001205100000005000 0200020274001679   
0601GLA2+       20090101001210100000005000 0200020437501686   
0601GLA2+       20090101001215100000005000 0200020574001690   
0601GLA2+       20090101001220100000005000 0200020710501694   
0601GLA2+       20090101001225100000005000 0200020874001700   
0601GLA2+       20090101001230100000005000 0200021010001705   
0601GLA2+       20090101001235100000005000 0200021174001711   
0601GLA2+       20090101001240100000005000 0200021310001715   
0601GLA2+       20090101001245100000005000 0200021446501719   
0601GLA2+       20090101001250100000005000 0200021610001725   
0601GLA2+       20090101001255100000005000 0200021746501730   
0601GLA2+       20090101001260100000005000 0200021883001733   
0601GLA2+       20090101001265100000005000 0200022046501740   
0601GLA2+       20090101001270100000005000 0200022182501743   
0601GLA2+       20090101001275100000005000 0200022346501750   
0601GLA2+       20090101001280100000005000 0200022482501753   
0601GLA2+       20090101001285100000005000 0200022619001757   
0601GLA2+       20090101001290100000005000 0200022793501763   
0601GLA2+       20090101001295100000005000 0200022939001768   
0601GLA2+       20090101001300100000005000 0200023084501772   
0601GLA2+       20090101001305100000005000 0200023259001779   
0601GLA2+       20090101001310100000005000 0200023404501783   
0601GLA2+       20090101001315100000005000 0200023550001787   
0601GLA2+       20090101001320100000005000 0200023724501794   
0601GLA2+       20090101001325100000005000 0200023870001798   
0601GLA2+       20090101001330100000005000 0200024044501804   
0601GLA2+       20090101001335100000005000 0200024190501809   
0601GLA2+       20090101001340100000005000 0200024336001813   
0601GLA2+       20090101001345100000005000 0200024510501819   
0601GLA2+       20090101001350100000005000 0200024656001823   
0601GLA2+       20090101001355100000005000 0200024801501827   
0601GLA2+       20090101001360100000005000 0200024976001833   
0601GLA2+       20090101001365100000005000 0200025121501837   
0601GLA2+       20090101001370100000005000 0200025296001843   
0601GLA2+       20090101001375100000005000 0200025441501847   
0601GLA2+       20090101001380100000005000 0200025587001851   
0601GLA2+       20090101001385100000005000 0200025761501857   
0601GLA2+       20090101001390100000005000 0200025907001861   
0601GLA2+       20090101001395100000005000 0200026052501864   
0601GLA2+       20090101001400100000005000 0200026227001870   
0601GLA2+       20090101001405100000005000 0200026372501874   
0601GLA2+       20090101001410100000005000 0200026518001878   
0601GLA2+       20090101001415100000005000 0200026693001883   
0601GLA2+       20090101001420100000005000 0200026838501887   
0601GLA2+       20090101001425100000005000 0200027013001892   
0601GLA2+       20090101001430100000005000 0200027158501896   
0601GLA2+       20090101001435100000005000 0200027304001899   
0601GLA2+       20090101001440100000005000 0200027478501905   
0601GLA2+       20090101001445100000005000 0200027624001908   
0601GLA2+       20090101001450100000005000 0200027769501912   
0601GLA2+       20090101001455100000005000 0200027944001917   
0601GLA2+       20090101001460100000005000 0200028089501921   
0601GLA2+       20090101001465100000005000 0200028235001924   
0601GLA2+       20090101001470100000005000 0200028409501929   
0601GLA2+       20090101001475100000005000 0200028555001933   
0601GLA2+       20090101001480100000005000 0200028730001938   
0601GLA2+       20090101001485100000005000 0200028875501942   
0601GLA2+       20090101001490100000005000 0200029021001944   
0601GLA2+       20090101001495100000005000 0200029195501950   
0601GLA2+       20090101001500100000500000 0200037417502138   
0601GLA2+       20090101002000100000500000 0200054559502425   
0601GLA2+       20090101002500100000500000 0200071952002616   
0601GLA3+       20090101000000100000040000 0300000104000500   
0601GLA3+       20090101000040100000005000 0300000104000235   
0601GLA3+       20090101000045100000005000 0300000104000211   
0601GLA3+       20090101000050100000005000 0300000104000190   
0601GLA3+       20090101000055100000005000 0300000104000174   
0601GLA3+       20090101000060100000005000 0300000104000160   
0601GLA3+       20090101000065100000005000 0300000104000148   
0601GLA3+       20090101000070100000005000 0300000104000138   
0601GLA3+       20090101000075100000005000 0300000104000129   
0601GLA3+       20090101000080100000005000 0300000104000121   
0601GLA3+       20090101000085100000005000 0300000104000114   
0601GLA3+       20090101000090100000005000 0300000104000108   
0601GLA3+       20090101000095100000005000 0300000104000103   
0601GLA3+       20090101000100100000005000 0300000104000098   
