00SG               20081219                                                                                   
0601SGC4d       20090101000835100000005000w0400008320000993   
0601SGC4d       20090101000840100000005000w0400008430001001   
0601SGC4d       20090101000845100000005000w0400008550001009   
0601SGC4d       20090101000850100000005000w0400008660001016   
0601SGC4d       20090101000855100000005000w0400008790001025   
0601SGC4d       20090101000860100000005000w0400008880001030   
0601SGC4d       20090101000865100000005000w0400009020001040   
0601SGC4d       20090101000870100000005000w0400009110001044   
0601SGC4d       20090101000875100000005000w0400009250001054   
0601SGC4d       20090101000880100000005000w0400009350001059   
0601SGC4d       20090101000885100000005000w0400009490001069   
0601SGC4d       20090101000890100000005000w0400009580001073   
0601SGC4d       20090101000895100000005000w0400009720001083   
0601SGC4d       20090101000900100000005000w0400009810001087   
0601SGC4d       20090101000905100000005000w0400009940001095   
0601SGC4d       20090101000910100000005000w0400010030001099   
0601SGC4d       20090101000915100000005000w0400010170001108   
0601SGC4d       20090101000920100000005000w0400010280001114   
0601SGC4d       20090101000925100000005000w0400010420001123   
0601SGC4d       20090101000930100000005000w0400010510001127   
0601SGC4d       20090101000935100000005000w0400010660001137   
0601SGC4d       20090101000940100000005000w0400010750001141   
0601SGC4d       20090101000945100000005000w0400010890001149   
0601SGC4d       20090101000950100000005000w0400011000001155   
0601SGC4d       20090101000955100000005000w0400011120001161   
0601SGC4d       20090101000960100000005000w0400011230001167   
0601SGC4d       20090101000965100000005000w0400011370001175   
0601SGC4d       20090101000970100000005000w0400011460001178   
0601SGC4d       20090101000975100000005000w0400011600001187   
0601SGC4d       20090101000980100000005000w0400011700001191   
0601SGC4d       20090101000985100000005000w0400011840001199   
0601SGC4d       20090101000990100000005000w0400011940001203   
0601SGC4d       20090101000995100000005000w0400012080001211   
0601SGC4d       20090101001000100000005000w0400012170001214   
0601SGC4d       20090101001005100000005000w0400012310001222   
0601SGC4d       20090101001010100000005000w0400012400001225   
0601SGC4d       20090101001015100000005000w0400012540001232   
0601SGC4d       20090101001020100000005000w0400012630001235   
0601SGC4d       20090101001025100000005000w0400012770001243   
0601SGC4d       20090101001030100000005000w0400012880001247   
0601SGC4d       20090101001035100000005000w0400013020001255   
0601SGC4d       20090101001040100000005000w0400013120001259   
0601SGC4d       20090101001045100000005000w0400013260001266   
0601SGC4d       20090101001050100000005000w0400013350001268   
0601SGC4d       20090101001055100000005000w0400013490001276   
0601SGC4d       20090101001060100000005000w0400013600001280   
0601SGC4d       20090101001065100000005000w0400013740001287   
0601SGC4d       20090101001070100000005000w0400013830001290   
0601SGC4d       20090101001075100000005000w0400013980001297   
0601SGC4d       20090101001080100000005000w0400014080001301   
0601SGC4d       20090101001085100000005000w0400014230001309   
0601SGC4d       20090101001090100000005000w0400014320001311   
0601SGC4d       20090101001095100000005000w0400014460001318   
0601SGC4d       20090101001100100000005000w0400014560001321   
0601SGC4d       20090101001105100000005000w0400014700001327   
0601SGC4d       20090101001110100000005000w0400014820001332   
0601SGC4d       20090101001115100000005000w0400014960001339   
0601SGC4d       20090101001120100000005000w0400015060001342   
0601SGC4d       20090101001125100000005000w0400015210001349   
0601SGC4d       20090101001130100000005000w0400015320001353   
0601SGC4d       20090101001135100000005000w0400015470001360   
0601SGC4d       20090101001140100000005000w0400015570001363   
0601SGC4d       20090101001145100000005000w0400015720001370   
0601SGC4d       20090101001150100000005000w0400015820001373   
0601SGC4d       20090101001155100000005000w0400015980001381   
0601SGC4d       20090101001160100000005000w0400016080001383   
0601SGC4d       20090101001165100000005000w0400016230001390   
0601SGC4d       20090101001170100000005000w0400016330001393   
0601SGC4d       20090101001175100000005000w0400016480001400   
0601SGC4d       20090101001180100000005000w0400016610001405   
0601SGC4d       20090101001185100000005000w0400016760001411   
0601SGC4d       20090101001190100000005000w0400016860001414   
0601SGC4d       20090101001195100000005000w0400017020001421   
0601SGC4d       20090101001200100000005000w0400017140001425   
0601SGC4d       20090101001205100000005000w0400017290001432   
0601SGC4d       20090101001210100000005000w0400017400001435   
0601SGC4d       20090101001215100000005000w0400017550001441   
0601SGC4d       20090101001220100000005000w0400017660001445   
0601SGC4d       20090101001225100000005000w0400017810001451   
0601SGC4d       20090101001230100000005000w0400017940001456   
0601SGC4d       20090101001235100000005000w0400018100001463   
0601SGC4d       20090101001240100000005000w0400018210001466   
0601SGC4d       20090101001245100000005000w0400018360001472   
0601SGC4d       20090101001250100000005000w0400018490001476   
0601SGC4d       20090101001255100000005000w0400018650001483   
0601SGC4d       20090101001260100000005000w0400018770001487   
0601SGC4d       20090101001265100000005000w0400018930001493   
0601SGC4d       20090101001270100000005000w0400019050001497   
0601SGC4d       20090101001275100000005000w0400019230001505   
0601SGC4d       20090101001280100000005000w0400019350001509   
0601SGC4d       20090101001285100000005000w0400019520001516   
0601SGC4d       20090101001290100000005000w0400019650001520   
0601SGC4d       20090101001295100000005000w0400019820001528   
0601SGC4d       20090101001300100000005000w0400019960001532   
0601SGC4d       20090101001305100000005000w0400020130001540   
0601SGC4d       20090101001310100000005000w0400020250001543   
0601SGC4d       20090101001315100000005000w0400020430001551   
0601SGC4d       20090101001320100000005000w0400020570001555   
0601SGC4d       20090101001325100000005000w0400020740001562   
0601SGC4d       20090101001330100000005000w0400020870001566   
0601SGC4d       20090101001335100000005000w0400021040001573   
0601SGC4d       20090101001340100000005000w0400021160001576   
0601SGC4d       20090101001345100000005000w0400021330001583   
0601SGC4d       20090101001350100000005000w0400021470001587   
0601SGC4d       20090101001355100000005000w0400021650001595   
0601SGC4d       20090101001360100000005000w0400021770001598   
0601SGC4d       20090101001365100000005000w0400021940001604   
0601SGC4d       20090101001370100000005000w0400022090001609   
0601SGC4d       20090101001375100000005000w0400022260001616   
0601SGC4d       20090101001380100000005000w0400022380001619   
0601SGC4d       20090101001385100000005000w0400022560001626   
0601SGC4d       20090101001390100000005000w0400022680001629   
0601SGC4d       20090101001395100000005000w0400022870001636   
0601SGC4d       20090101001400100000005000w0400023000001640   
0601SGC4d       20090101001405100000005000w0400023170001646   
0601SGC4d       20090101001410100000005000w0400023300001650   
0601SGC4d       20090101001415100000005000w0400023470001656   
0601SGC4d       20090101001420100000005000w0400023610001660   
0601SGC4d       20090101001425100000005000w0400023780001666   
0601SGC4d       20090101001430100000005000w0400023910001669   
0601SGC4d       20090101001435100000005000w0400024080001675   
0601SGC4d       20090101001440100000005000w0400024220001679   
0601SGC4d       20090101001445100000005000w0400024390001685   
0601SGC4d       20090101001450100000005000w0400024530001689   
0601SGC4d       20090101001455100000005000w0400024700001695   
0601SGC4d       20090101001460100000005000w0400024820001697   
0601SGC4d       20090101001465100000005000w0400025000001704   
0601SGC4d       20090101001470100000005000w0400025140001707   
0601SGC4d       20090101001475100000005000w0400025310001713   
0601SGC4d       20090101001480100000005000w0400025440001716   
0601SGC4d       20090101001485100000005000w0400025610001722   
0601SGC4d       20090101001490100000010000w0400000000001722   
0601SGC4d       20090101001500100000500000w0400000000001922   
0601SGC4d       20090101002000100000500000w0400000000002181   
0601SGC4d       20090101002500100007499900w0400000000002258   
0601SGC5d       20090101000000100000115000w0500000030000027   
0601SGC5d       20090101000115100000005000w0500000030000026   
0601SGC5d       20090101000120100000005000w0500000030000024   
0601SGC5d       20090101000125100000005000w0500000030000024   
0601SGC5d       20090101000130100000005000w0500000030000023   
0601SGC5d       20090101000135100000005000w0500000030000022   
0601SGC5d       20090101000140100000005000w0500000030000021   
0601SGC5d       20090101000145100000005000w0500000030000020   
0601SGC5d       20090101000150100000005000w0500000030000020   
0601SGC5d       20090101000155100000005000w0500000030000019   
0601SGC5d       20090101000160100000005000w0500000030000018   
0601SGC5d       20090101000165100000005000w0500000030000018   
0601SGC5d       20090101000170100000005000w0500000030000017   
0601SGC5d       20090101000175100000005000w0500000030000017   
0601SGC5d       20090101000180100000005000w0500000030000016   
0601SGC5d       20090101000185100000005000w0500000030000016   
0601SGC5d       20090101000190100000005000w0500000030000016   
0601SGC5d       20090101000195100000005000w0500000030000015   
0601SGC5d       20090101000200100000005000w0500000030000015   
0601SGC5d       20090101000205100000005000w0500000030000014   
0601SGC5d       20090101000210100000005000w0500000030000014   
0601SGC5d       20090101000215100000005000w0500000030000014   
0601SGC5d       20090101000220100000005000w0500000030000013   
0601SGC5d       20090101000225100000005000w0500000030000013   
0601SGC5d       20090101000230100000005000w0500000030000013   
0601SGC5d       20090101000235100000005000w0500000030000013   
0601SGC5d       20090101000240100000005000w0500000030000012   
0601SGC5d       20090101000245100000005000w0500000030000012   
0601SGC5d       20090101000250100000005000w0500000030000012   
0601SGC5d       20090101000255100000005000w0500000030000012   
0601SGC5d       20090101000260100000005000w0500000030000011   
0601SGC5d       20090101000265100000005000w0500000030000011   
0601SGC5d       20090101000270100000005000w0500000030000011   
0601SGC5d       20090101000275100000005000w0500000030000011   
0601SGC5d       20090101000280100000005000w0500000030000011   
0601SGC5d       20090101000285100000005000w0500000030000010   
0601SGC5d       20090101000290100000005000w0500000030000010   
0601SGC5d       20090101000295100000005000w0500000030000010   
0601SGC5d       20090101000300100000005000w0500000030000010   
0601SGC5d       20090101000305100000005000w0500000030000010   
0601SGC5d       20090101000310100000005000w0500000030000010   
0601SGC5d       20090101000315100000005000w0500000030000009   
0601SGC5d       20090101000320100000005000w0500000030000009   
0601SGC5d       20090101000325100000005000w0500000030000009   
0601SGC5d       20090101000330100000005000w0500000030000009   
0601SGC5d       20090101000335100000005000w0500000030000009   
0601SGC5d       20090101000340100000005000w0500000030000009   
0601SGC5d       20090101000345100000005000w0500000030000009   
0601SGC5d       20090101000350100000005000w0500000030000009   
0601SGC5d       20090101000355100000005000w0500000030000008   
0601SGC5d       20090101000360100000005000w0500000030000008   
0601SGC5d       20090101000365100000005000w0500000030000008   
0601SGC5d       20090101000370100000005000w0500000030000008   
0601SGC5d       20090101000375100000005000w0500000030000008   
0601SGC5d       20090101000380100000005000w0500000030000008   
0601SGC5d       20090101000385100000005000w0500000030000008   
0601SGC5d       20090101000390100000005000w0500000030000008   
0601SGC5d       20090101000395100000005000w0500000030000008   
0601SGC5d       20090101000400100000005000w0500000030000007   
0601SGC5d       20090101000405100000005000w0500000030000007   
0601SGC5d       20090101000410100000005000w0500000030000007   
0601SGC5d       20090101000415100000005000w0500000030000007   
0601SGC5d       20090101000420100000005000w0500000030000007   
0601SGC5d       20090101000425100000005000w0500000030000007   
0601SGC5d       20090101000430100000005000w0500000030000007   
0601SGC5d       20090101000435100000005000w0500000060000014   
0601SGC5d       20090101000440100000005000w0500000120000027   
0601SGC5d       20090101000445100000005000w0500000210000047   
0601SGC5d       20090101000450100000005000w0500000270000060   
0601SGC5d       20090101000455100000005000w0500000350000077   
0601SGC5d       20090101000460100000005000w0500000410000089   
0601SGC5d       20090101000465100000005000w0500000490000105   
0601SGC5d       20090101000470100000005000w0500000550000116   
0601SGC5d       20090101000475100000005000w0500000630000132   
0601SGC5d       20090101000480100000005000w0500000690000143   
0601SGC5d       20090101000485100000005000w0500000770000158   
0601SGC5d       20090101000490100000005000w0500000830000169   
0601SGC5d       20090101000495100000005000w0500000910000183   
0601SGC5d       20090101000500100000005000w0500000970000193   
0601SGC5d       20090101000505100000005000w0500001050000207   
0601SGC5d       20090101000510100000005000w0500001120000219   
0601SGC5d       20090101000515100000005000w0500001190000230   
0601SGC5d       20090101000520100000005000w0500001260000241   
0601SGC5d       20090101000525100000005000w0500001330000252   
0601SGC5d       20090101000530100000005000w0500001400000263   
0601SGC5d       20090101000535100000005000w0500001470000273   
0601SGC5d       20090101000540100000005000w0500001540000284   
0601SGC5d       20090101000545100000005000w0500001630000298   
0601SGC5d       20090101000550100000005000w0500001700000308   
0601SGC5d       20090101000555100000005000w0500001820000326   
0601SGC5d       20090101000560100000005000w0500001890000336   
0601SGC5d       20090101000565100000005000w0500002010000354   
0601SGC5d       20090101000570100000005000w0500002090000365   
0601SGC5d       20090101000575100000005000w0500002210000383   
0601SGC5d       20090101000580100000005000w0500002280000391   
0601SGC5d       20090101000585100000005000w0500002400000409   
0601SGC5d       20090101000590100000005000w0500002480000419   
0601SGC5d       20090101000595100000005000w0500002600000435   
0601SGC5d       20090101000600100000005000w0500002670000443   
0601SGC5d       20090101000605100000005000w0500002780000458   
0601SGC5d       20090101000610100000005000w0500002840000464   
0601SGC5d       20090101000615100000005000w0500002940000476   
0601SGC5d       20090101000620100000005000w0500002990000480   
0601SGC5d       20090101000625100000005000w0500003090000492   
0601SGC5d       20090101000630100000005000w0500003150000498   
0601SGC5d       20090101000635100000005000w0500003240000508   
0601SGC5d       20090101000640100000005000w0500003300000514   
0601SGC5d       20090101000645100000005000w0500003390000524   
0601SGC5d       20090101000650100000005000w0500003450000529   
0601SGC5d       20090101000655100000005000w0500003540000538   
0601SGC5d       20090101000660100000005000w0500003600000543   
0601SGC5d       20090101000665100000005000w0500003700000554   
0601SGC5d       20090101000670100000005000w0500003760000559   
0601SGC5d       20090101000675100000005000w0500003850000568   
0601SGC5d       20090101000680100000005000w0500003920000574   
0601SGC5d       20090101000685100000005000w0500004000000582   
0601SGC5d       20090101000690100000005000w0500004070000588   
0601SGC5d       20090101000695100000005000w0500004150000595   
0601SGC5d       20090101000700100000005000w0500004220000601   
0601SGC5d       20090101000705100000005000w0500004320000611   
0601SGC5d       20090101000710100000005000w0500004390000616   
0601SGC5d       20090101000715100000005000w0500004510000629   
0601SGC5d       20090101000720100000005000w0500004590000635   
0601SGC5d       20090101000725100000005000w0500004710000647   
0601SGC5d       20090101000730100000005000w0500004790000654   
0601SGC5d       20090101000735100000005000w0500004920000667   
0601SGC5d       20090101000740100000005000w0500005010000675   
0601SGC5d       20090101000745100000005000w0500005140000688   
0601SGC5d       20090101000750100000005000w0500005210000692   
0601SGC5d       20090101000755100000005000w0500005340000705   
0601SGC5d       20090101000760100000005000w0500005420000711   
0601SGC5d       20090101000765100000005000w0500005540000722   
0601SGC5d       20090101000770100000005000w0500005630000729   
0601SGC5d       20090101000775100000005000w0500005760000741   
0601SGC5d       20090101000780100000005000w0500005840000746   
0601SGC5d       20090101000785100000005000w0500005960000757   
0601SGC5d       20090101000790100000005000w0500006040000762   
0601SGC5d       20090101000795100000005000w0500006170000774   
0601SGC5d       20090101000800100000005000w0500006240000778   
0601SGC5d       20090101000805100000005000w0500006370000789   
0601SGC5d       20090101000810100000005000w0500006460000795   
0601SGC5d       20090101000815100000005000w0500006590000806   
0601SGC5d       20090101000820100000005000w0500006660000810   
0601SGC5d       20090101000825100000005000w0500006790000821   
0601SGC5d       20090101000830100000005000w0500006870000825   
0601SGC5d       20090101000835100000005000w0500007000000836   
0601SGC5d       20090101000840100000005000w0500007100000843   
0601SGC5d       20090101000845100000005000w0500007220000852   
0601SGC5d       20090101000850100000005000w0500007320000859   
0601SGC5d       20090101000855100000005000w0500007460000870   
0601SGC5d       20090101000860100000005000w0500007550000875   
0601SGC5d       20090101000865100000005000w0500007680000885   
0601SGC5d       20090101000870100000005000w0500007770000891   
0601SGC5d       20090101000875100000005000w0500007910000901   
0601SGC5d       20090101000880100000005000w0500008020000909   
0601SGC5d       20090101000885100000005000w0500008150000918   
0601SGC5d       20090101000890100000005000w0500008240000923   
0601SGC5d       20090101000895100000005000w0500008380000934   
0601SGC5d       20090101000900100000005000w0500008470000939   
0601SGC5d       20090101000905100000005000w0500008610000949   
0601SGC5d       20090101000910100000005000w0500008700000953   
0601SGC5d       20090101000915100000005000w0500008830000962   
0601SGC5d       20090101000920100000005000w0500008940000969   
0601SGC5d       20090101000925100000005000w0500009070000978   
0601SGC5d       20090101000930100000005000w0500009160000982   
0601SGC5d       20090101000935100000005000w0500009300000992   
0601SGC5d       20090101000940100000005000w0500009380000995   
0601SGC5d       20090101000945100000005000w0500009520001005   
0601SGC5d       20090101000950100000005000w0500009630001011   
0601SGC5d       20090101000955100000005000w0500009750001018   
0601SGC5d       20090101000960100000005000w0500009850001023   
0601SGC5d       20090101000965100000005000w0500009990001033   
0601SGC5d       20090101000970100000005000w0500010080001037   
0601SGC5d       20090101000975100000005000w0500010210001045   
0601SGC5d       20090101000980100000005000w0500010300001048   
0601SGC5d       20090101000985100000005000w0500010440001057   
0601SGC5d       20090101000990100000005000w0500010550001063   
0601SGC5d       20090101000995100000005000w0500010690001072   
0601SGC5d       20090101001000100000005000w0500010780001075   
0601SGC5d       20090101001005100000005000w0500010920001084   
0601SGC5d       20090101001010100000005000w0500011010001087   
0601SGC5d       20090101001015100000005000w0500011140001095   
0601SGC5d       20090101001020100000005000w0500011240001099   
0601SGC5d       20090101001025100000005000w0500011370001107   
0601SGC5d       20090101001030100000005000w0500011480001112   
0601SGC5d       20090101001035100000005000w0500011610001119   
0601SGC5d       20090101001040100000005000w0500011700001122   
0601SGC5d       20090101001045100000005000w0500011840001130   
0601SGC5d       20090101001050100000005000w0500011930001133   
0601SGC5d       20090101001055100000005000w0500012060001140   
0601SGC5d       20090101001060100000005000w0500012170001145   
0601SGC5d       20090101001065100000005000w0500012300001152   
0601SGC5d       20090101001070100000005000w0500012390001155   
0601SGC5d       20090101001075100000005000w0500012530001163   
0601SGC5d       20090101001080100000005000w0500012640001168   
0601SGC5d       20090101001085100000005000w0500012780001175   
0601SGC5d       20090101001090100000005000w0500012870001178   
0601SGC5d       20090101001095100000005000w0500013010001185   
0601SGC5d       20090101001100100000005000w0500013110001189   
0601SGC5d       20090101001105100000005000w0500013250001196   
0601SGC5d       20090101001110100000005000w0500013360001201   
0601SGC5d       20090101001115100000005000w0500013500001208   
0601SGC5d       20090101001120100000005000w0500013590001211   
0601SGC5d       20090101001125100000005000w0500013740001219   
0601SGC5d       20090101001130100000005000w0500013850001223   
0601SGC5d       20090101001135100000005000w0500013990001230   
0601SGC5d       20090101001140100000005000w0500014090001233   
0601SGC5d       20090101001145100000005000w0500014230001240   
0601SGC5d       20090101001150100000005000w0500014330001243   
0601SGC5d       20090101001155100000005000w0500014480001251   
0601SGC5d       20090101001160100000005000w0500014580001254   
0601SGC5d       20090101001165100000005000w0500014720001261   
0601SGC5d       20090101001170100000005000w0500014820001264   
0601SGC5d       20090101001175100000005000w0500014970001271   
0601SGC5d       20090101001180100000005000w0500015090001276   
0601SGC5d       20090101001185100000005000w0500015230001283   
0601SGC5d       20090101001190100000005000w0500015330001286   
0601SGC5d       20090101001195100000005000w0500015480001293   
0601SGC5d       20090101001200100000005000w0500015600001297   
0601SGC5d       20090101001205100000005000w0500015750001304   
0601SGC5d       20090101001210100000005000w0500015850001307   
0601SGC5d       20090101001215100000005000w0500016000001314   
0601SGC5d       20090101001220100000005000w0500016100001317   
0601SGC5d       20090101001225100000005000w0500016250001324   
0601SGC5d       20090101001230100000005000w0500016360001327   
0601SGC5d       20090101001235100000005000w0500016520001335   
0601SGC5d       20090101001240100000005000w0500016620001338   
0601SGC5d       20090101001245100000005000w0500016770001344   
0601SGC5d       20090101001250100000005000w0500016900001349   
0601SGC5d       20090101001255100000005000w0500017050001356   
0601SGC5d       20090101001260100000005000w0500017160001359   
0601SGC5d       20090101001265100000005000w0500017310001366   
0601SGC5d       20090101001270100000005000w0500017420001369   
0601SGC5d       20090101001275100000005000w0500017590001377   
0601SGC5d       20090101001280100000005000w0500017690001379   
0601SGC5d       20090101001285100000005000w0500017850001386   
0601SGC5d       20090101001290100000005000w0500017960001390   
0601SGC5d       20090101001295100000005000w0500018120001397   
0601SGC5d       20090101001300100000005000w0500018250001401   
0601SGC5d       20090101001305100000005000w0500018410001408   
0601SGC5d       20090101001310100000005000w0500018510001410   
0601SGC5d       20090101001315100000005000w0500018680001418   
0601SGC5d       20090101001320100000005000w0500018810001422   
0601SGC5d       20090101001325100000005000w0500018970001429   
0601SGC5d       20090101001330100000005000w0500019090001433   
0601SGC5d       20090101001335100000005000w0500019260001440   
0601SGC5d       20090101001340100000005000w0500019370001443   
0601SGC5d       20090101001345100000005000w0500019550001451   
0601SGC5d       20090101001350100000005000w0500019680001455   
0601SGC5d       20090101001355100000005000w0500019860001463   
0601SGC5d       20090101001360100000005000w0500019980001466   
0601SGC5d       20090101001365100000005000w0500020150001473   
0601SGC5d       20090101001370100000005000w0500020300001479   
0601SGC5d       20090101001375100000005000w0500020470001486   
0601SGC5d       20090101001380100000005000w0500020590001489   
0601SGC5d       20090101001385100000005000w0500020770001497   
0601SGC5d       20090101001390100000005000w0500020890001500   
0601SGC5d       20090101001395100000005000w0500021080001508   
0601SGC5d       20090101001400100000005000w0500021210001512   
0601SGC5d       20090101001405100000005000w0500021380001519   
0601SGC5d       20090101001410100000005000w0500021510001523   
0601SGC5d       20090101001415100000005000w0500021680001529   
0601SGC5d       20090101001420100000005000w0500021820001534   
0601SGC5d       20090101001425100000005000w0500021990001540   
0601SGC5d       20090101001430100000005000w0500022120001544   
0601SGC5d       20090101001435100000005000w0500022290001551   
0601SGC5d       20090101001440100000005000w0500022440001556   
0601SGC5d       20090101001445100000005000w0500022600001561   
0601SGC5d       20090101001450100000005000w0500022740001566   
0601SGC5d       20090101001455100000005000w0500022910001572   
0601SGC5d       20090101001460100000005000w0500023030001575   
0601SGC5d       20090101001465100000005000w0500023210001582   
0601SGC5d       20090101001470100000005000w0500023350001586   
0601SGC5d       20090101001475100000005000w0500023520001592   
0601SGC5d       20090101001480100000005000w0500023650001595   
0601SGC5d       20090101001485100000005000w0500023820001601   
0601SGC5d       20090101001490100000010000w0500000000001603   
0601SGC5d       20090101001500100000500000w0500000000001820   
0601SGC5d       20090101002000100000500000w0500000000002106   
0601SGC5d       20090101002500100007499900w0500000000002190   
0601SGC6d       20090101000000100000115000w0600000030000027   
0601SGC6d       20090101000115100000005000w0600000030000026   
0601SGC6d       20090101000120100000005000w0600000030000024   
0601SGC6d       20090101000125100000005000w0600000030000024   
0601SGC6d       20090101000130100000005000w0600000030000023   
0601SGC6d       20090101000135100000005000w0600000030000022   
0601SGC6d       20090101000140100000005000w0600000030000021   
0601SGC6d       20090101000145100000005000w0600000030000020   
0601SGC6d       20090101000150100000005000w0600000030000020   
0601SGC6d       20090101000155100000005000w0600000030000019   
0601SGC6d       20090101000160100000005000w0600000030000018   
0601SGC6d       20090101000165100000005000w0600000030000018   
0601SGC6d       20090101000170100000005000w0600000030000017   
0601SGC6d       20090101000175100000005000w0600000030000017   
0601SGC6d       20090101000180100000005000w0600000030000016   
0601SGC6d       20090101000185100000005000w0600000030000016   
0601SGC6d       20090101000190100000005000w0600000030000016   
0601SGC6d       20090101000195100000005000w0600000030000015   
0601SGC6d       20090101000200100000005000w0600000030000015   
0601SGC6d       20090101000205100000005000w0600000030000014   
0601SGC6d       20090101000210100000005000w0600000030000014   
0601SGC6d       20090101000215100000005000w0600000030000014   
0601SGC6d       20090101000220100000005000w0600000030000013   
0601SGC6d       20090101000225100000005000w0600000030000013   
0601SGC6d       20090101000230100000005000w0600000030000013   
0601SGC6d       20090101000235100000005000w0600000030000013   
0601SGC6d       20090101000240100000005000w0600000030000012   
0601SGC6d       20090101000245100000005000w0600000030000012   
0601SGC6d       20090101000250100000005000w0600000030000012   
0601SGC6d       20090101000255100000005000w0600000030000012   
0601SGC6d       20090101000260100000005000w0600000030000011   
0601SGC6d       20090101000265100000005000w0600000030000011   
0601SGC6d       20090101000270100000005000w0600000030000011   
0601SGC6d       20090101000275100000005000w0600000030000011   
0601SGC6d       20090101000280100000005000w0600000030000011   
0601SGC6d       20090101000285100000005000w0600000030000010   
0601SGC6d       20090101000290100000005000w0600000030000010   
0601SGC6d       20090101000295100000005000w0600000030000010   
0601SGC6d       20090101000300100000005000w0600000030000010   
0601SGC6d       20090101000305100000005000w0600000030000010   
0601SGC6d       20090101000310100000005000w0600000030000010   
0601SGC6d       20090101000315100000005000w0600000030000009   
0601SGC6d       20090101000320100000005000w0600000030000009   
0601SGC6d       20090101000325100000005000w0600000030000009   
0601SGC6d       20090101000330100000005000w0600000030000009   
0601SGC6d       20090101000335100000005000w0600000030000009   
0601SGC6d       20090101000340100000005000w0600000030000009   
0601SGC6d       20090101000345100000005000w0600000030000009   
0601SGC6d       20090101000350100000005000w0600000030000009   
0601SGC6d       20090101000355100000005000w0600000030000008   
0601SGC6d       20090101000360100000005000w0600000030000008   
0601SGC6d       20090101000365100000005000w0600000030000008   
0601SGC6d       20090101000370100000005000w0600000030000008   
0601SGC6d       20090101000375100000005000w0600000030000008   
0601SGC6d       20090101000380100000005000w0600000030000008   
0601SGC6d       20090101000385100000005000w0600000030000008   
0601SGC6d       20090101000390100000005000w0600000030000008   
0601SGC6d       20090101000395100000005000w0600000030000008   
0601SGC6d       20090101000400100000005000w0600000030000007   
0601SGC6d       20090101000405100000005000w0600000030000007   
0601SGC6d       20090101000410100000005000w0600000030000007   
0601SGC6d       20090101000415100000005000w0600000030000007   
0601SGC6d       20090101000420100000005000w0600000030000007   
0601SGC6d       20090101000425100000005000w0600000030000007   
0601SGC6d       20090101000430100000005000w0600000030000007   
0601SGC6d       20090101000435100000005000w0600000030000007   
0601SGC6d       20090101000440100000005000w0600000030000007   
0601SGC6d       20090101000445100000005000w0600000030000007   
0601SGC6d       20090101000450100000005000w0600000030000007   
0601SGC6d       20090101000455100000005000w0600000030000007   
0601SGC6d       20090101000460100000005000w0600000030000006   
0601SGC6d       20090101000465100000005000w0600000030000006   
0601SGC6d       20090101000470100000005000w0600000030000006   
0601SGC6d       20090101000475100000005000w0600000030000006   
0601SGC6d       20090101000480100000005000w0600000030000006   
0601SGC6d       20090101000485100000005000w0600000030000006   
0601SGC6d       20090101000490100000005000w0600000030000006   
0601SGC6d       20090101000495100000005000w0600000030000006   
0601SGC6d       20090101000500100000005000w0600000070000014   
0601SGC6d       20090101000505100000005000w0600000160000032   
0601SGC6d       20090101000510100000005000w0600000220000043   
0601SGC6d       20090101000515100000005000w0600000300000058   
0601SGC6d       20090101000520100000005000w0600000360000069   
0601SGC6d       20090101000525100000005000w0600000440000083   
0601SGC6d       20090101000530100000005000w0600000480000090   
0601SGC6d       20090101000535100000005000w0600000520000097   
0601SGC6d       20090101000540100000005000w0600000560000103   
0601SGC6d       20090101000545100000005000w0600000620000113   
0601SGC6d       20090101000550100000005000w0600000690000125   
0601SGC6d       20090101000555100000005000w0600000810000145   
0601SGC6d       20090101000560100000005000w0600000890000158   
0601SGC6d       20090101000565100000005000w0600001020000180   
0601SGC6d       20090101000570100000005000w0600001100000192   
0601SGC6d       20090101000575100000005000w0600001230000213   
0601SGC6d       20090101000580100000005000w0600001310000225   
0601SGC6d       20090101000585100000005000w0600001430000243   
0601SGC6d       20090101000590100000005000w0600001510000255   
0601SGC6d       20090101000595100000005000w0600001640000274   
0601SGC6d       20090101000600100000005000w0600001720000285   
0601SGC6d       20090101000605100000005000w0600001840000303   
0601SGC6d       20090101000610100000005000w0600001900000310   
0601SGC6d       20090101000615100000005000w0600001990000322   
0601SGC6d       20090101000620100000005000w0600002050000329   
0601SGC6d       20090101000625100000005000w0600002140000341   
0601SGC6d       20090101000630100000005000w0600002200000348   
0601SGC6d       20090101000635100000005000w0600002290000359   
0601SGC6d       20090101000640100000005000w0600002350000366   
0601SGC6d       20090101000645100000005000w0600002440000377   
0601SGC6d       20090101000650100000005000w0600002500000383   
0601SGC6d       20090101000655100000005000w0600002600000395   
0601SGC6d       20090101000660100000005000w0600002650000400   
0601SGC6d       20090101000665100000005000w0600002750000412   
0601SGC6d       20090101000670100000005000w0600002810000418   
0601SGC6d       20090101000675100000005000w0600002900000428   
0601SGC6d       20090101000680100000005000w0600002970000435   
0601SGC6d       20090101000685100000005000w0600003050000444   
0601SGC6d       20090101000690100000005000w0600003110000449   
0601SGC6d       20090101000695100000005000w0600003160000453   
0601SGC6d       20090101000700100000005000w0600003210000457   
0601SGC6d       20090101000705100000005000w0600003260000461   
0601SGC6d       20090101000710100000005000w0600003320000466   
0601SGC6d       20090101000715100000005000w0600003430000478   
