00BE               20081114                                                                                   
0601BEC5+       20090101001035100000005000m0500007750000747   
0601BEC5+       20090101001040100000005000m0500007850000753   
0601BEC5+       20090101001045100000005000m0500007960000760   
0601BEC5+       20090101001050100000005000m0500008080000768   
0601BEC5+       20090101001055100000005000m0500008180000774   
0601BEC5+       20090101001060100000005000m0500008290000780   
0601BEC5+       20090101001065100000005000m0500008390000786   
0601BEC5+       20090101001070100000005000m0500008510000793   
0601BEC5+       20090101001075100000005000m0500008620000800   
0601BEC5+       20090101001080100000005000m0500008730000806   
0601BEC5+       20090101001085100000005000m0500008830000812   
0601BEC5+       20090101001090100000005000m0500008950000819   
0601BEC5+       20090101001095100000005000m0500009060000826   
0601BEC5+       20090101001100100000005000m0500009160000831   
0601BEC5+       20090101001105100000005000m0500009270000837   
0601BEC5+       20090101001110100000005000m0500009390000844   
0601BEC5+       20090101001115100000005000m0500009500000850   
0601BEC5+       20090101001120100000005000m0500009600000855   
0601BEC5+       20090101001125100000005000m0500009710000861   
0601BEC5+       20090101001130100000005000m0500009840000869   
0601BEC5+       20090101001135100000005000m0500009950000875   
0601BEC5+       20090101001140100000005000m0500010050000880   
0601BEC5+       20090101001145100000005000m0500010160000885   
0601BEC5+       20090101001150100000005000m0500010280000892   
0601BEC5+       20090101001155100000005000m0500010390000898   
0601BEC5+       20090101001160100000005000m0500010500000903   
0601BEC5+       20090101001165100000005000m0500010600000908   
0601BEC5+       20090101001170100000005000m0500010720000914   
0601BEC5+       20090101001175100000005000m0500010830000920   
0601BEC5+       20090101001180100000005000m0500010930000924   
0601BEC5+       20090101001185100000005000m0500011040000930   
0601BEC5+       20090101001190100000005000m0500011160000936   
0601BEC5+       20090101001195100000005000m0500011270000941   
0601BEC5+       20090101001200100000005000m0500011370000946   
0601BEC5+       20090101001205100000005000m0500011480000951   
0601BEC5+       20090101001210100000005000m0500011600000957   
0601BEC5+       20090101001215100000005000m0500011710000962   
0601BEC5+       20090101001220100000005000m0500011810000966   
0601BEC5+       20090101001225100000005000m0500011930000972   
0601BEC5+       20090101001230100000005000m0500012050000978   
0601BEC5+       20090101001235100000005000m0500012160000983   
0601BEC5+       20090101001240100000005000m0500012280000988   
0601BEC5+       20090101001245100000005000m0500012400000994   
0601BEC5+       20090101001250100000005000m0500012540001001   
0601BEC5+       20090101001255100000005000m0500012660001007   
0601BEC5+       20090101001260100000005000m0500012780001012   
0601BEC5+       20090101001265100000005000m0500012890001017   
0601BEC5+       20090101001270100000005000m0500013020001023   
0601BEC5+       20090101001275100000005000m0500013150001029   
0601BEC5+       20090101001280100000005000m0500013270001035   
0601BEC5+       20090101001285100000005000m0500013390001040   
0601BEC5+       20090101001290100000005000m0500013510001045   
0601BEC5+       20090101001295100000005000m0500013650001052   
0601BEC5+       20090101001300100000005000m0500013770001057   
0601BEC5+       20090101001305100000005000m0500013890001062   
0601BEC5+       20090101001310100000005000m0500014020001068   
0601BEC5+       20090101001315100000005000m0500014160001075   
0601BEC5+       20090101001320100000005000m0500014280001080   
0601BEC5+       20090101001325100000005000m0500014410001085   
0601BEC5+       20090101001330100000005000m0500014540001091   
0601BEC5+       20090101001335100000005000m0500014680001098   
0601BEC5+       20090101001340100000005000m0500014800001102   
0601BEC5+       20090101001345100000005000m0500014930001108   
0601BEC5+       20090101001350100000005000m0500015060001113   
0601BEC5+       20090101001355100000005000m0500015200001120   
0601BEC5+       20090101001360100000005000m0500015320001124   
0601BEC5+       20090101001365100000005000m0500015450001130   
0601BEC5+       20090101001370100000005000m0500015580001135   
0601BEC5+       20090101001375100000005000m0500015730001142   
0601BEC5+       20090101001380100000005000m0500015860001147   
0601BEC5+       20090101001385100000005000m0500015990001152   
0601BEC5+       20090101001390100000005000m0500016120001158   
0601BEC5+       20090101001395100000005000m0500016270001164   
0601BEC5+       20090101001400100000005000m0500016400001169   
0601BEC5+       20090101001405100000005000m0500016540001175   
0601BEC5+       20090101001410100000005000m0500016670001180   
0601BEC5+       20090101001415100000005000m0500016810001186   
0601BEC5+       20090101001420100000005000m0500016950001192   
0601BEC5+       20090101001425100000005000m0500017080001196   
0601BEC5+       20090101001430100000005000m0500017220001202   
0601BEC5+       20090101001435100000005000m0500017370001208   
0601BEC5+       20090101001440100000005000m0500017510001214   
0601BEC5+       20090101001445100000005000m0500017650001219   
0601BEC5+       20090101001450100000005000m0500017780001224   
0601BEC5+       20090101001455100000005000m0500017940001231   
0601BEC5+       20090101001460100000005000m0500018080001236   
0601BEC5+       20090101001465100000005000m0500018220001242   
0601BEC5+       20090101001470100000005000m0500018360001247   
0601BEC5+       20090101001475100000005000m0500018540001255   
0601BEC5+       20090101001480100000005000m0500018700001261   
0601BEC5+       20090101001485100000005000m0500018860001268   
0601BEC5+       20090101001490100000005000m0500019010001274   
0601BEC5+       20090101001495100000005000m0500019190001281   
0601BEC5+       20090101001500100000005000m0500019360001289   
0601BEC5+       20090101001505100000005000m0500019520001295   
0601BEC5+       20090101001510100000005000m0500019680001301   
0601BEC5+       20090101001515100000005000m0500019860001309   
0601BEC5+       20090101001520100000005000m0500020020001315   
0601BEC5+       20090101001525100000005000m0500020190001322   
0601BEC5+       20090101001530100000005000m0500020340001327   
0601BEC5+       20090101001535100000005000m0500020520001335   
0601BEC5+       20090101001540100000005000m0500020690001341   
0601BEC5+       20090101001545100000005000m0500020850001347   
0601BEC5+       20090101001550100000005000m0500021010001353   
0601BEC5+       20090101001555100000005000m0500021190001361   
0601BEC5+       20090101001560100000005000m0500021350001366   
0601BEC5+       20090101001565100000005000m0500021510001372   
0601BEC5+       20090101001570100000005000m0500021680001379   
0601BEC5+       20090101001575100000005000m0500021860001386   
0601BEC5+       20090101001580100000005000m0500022030001392   
0601BEC5+       20090101001585100000005000m0500022180001397   
0601BEC5+       20090101001590100000005000m0500022340001403   
0601BEC5+       20090101001595100000005000m0500022530001410   
0601BEC5+       20090101001600100000005000m0500022690001416   
0601BEC5+       20090101001605100000005000m0500022850001421   
0601BEC5+       20090101001610100000005000m0500023020001428   
0601BEC5+       20090101001615100000005000m0500023200001434   
0601BEC5+       20090101001620100000005000m0500023370001440   
0601BEC5+       20090101001625100000005000m0500023530001446   
0601BEC5+       20090101001630100000005000m0500023690001451   
0601BEC5+       20090101001635100000005000m0500023870001458   
0601BEC5+       20090101001640100000005000m0500024040001464   
0601BEC5+       20090101001645100000005000m0500024200001469   
0601BEC5+       20090101001650100000005000m0500024370001475   
0601BEC5+       20090101001655100000005000m0500024550001481   
0601BEC5+       20090101001660100000005000m0500024700001486   
0601BEC5+       20090101001665100000005000m0500024870001491   
0601BEC5+       20090101001670100000005000m0500025040001497   
0601BEC5+       20090101001675100000005000m0500025230001504   
0601BEC5+       20090101001680100000005000m0500025380001508   
0601BEC5+       20090101001685100000005000m0500025550001514   
0601BEC5+       20090101001690100000005000m0500025720001520   
0601BEC5+       20090101001695100000005000m0500025880001525   
0601BEC5+       20090101001700100000005000m0500026060001531   
0601BEC5+       20090101001705100000005000m0500026230001536   
0601BEC5+       20090101001710100000005000m0500026390001541   
0601BEC5+       20090101001715100000005000m0500026550001546   
0601BEC5+       20090101001720100000005000m0500026740001552   
0601BEC5+       20090101001725100000005000m0500026900001557   
0601BEC5+       20090101001730100000005000m0500027070001562   
0601BEC5+       20090101001735100000005000m0500027230001567   
0601BEC5+       20090101001740100000005000m0500027410001573   
0601BEC5+       20090101001745100000005000m0500027580001578   
0601BEC5+       20090101001750100000005000m0500027740001583   
0601BEC5+       20090101001755100000005000m0500027910001588   
0601BEC5+       20090101001760100000005000m0500028100001594   
0601BEC5+       20090101001765100000005000m0500028260001599   
0601BEC5+       20090101001770100000005000m0500028440001605   
0601BEC5+       20090101001775100000005000m0500028600001609   
0601BEC5+       20090101001780100000005000m0500028780001615   
0601BEC5+       20090101001785100000005000m0500028960001620   
0601BEC5+       20090101001790100000005000m0500029120001625   
0601BEC5+       20090101001795100000005000m0500029280001629   
0601BEC5+       20090101001800100000005000m0500029480001636   
0601BEC5+       20090101001805100000005000m0500029640001640   
0601BEC5+       20090101001810100000005000m0500029800001644   
0601BEC5+       20090101001815100000005000m0500029980001650   
0601BEC5+       20090101001820100000005000m0500030170001655   
0601BEC5+       20090101001825100000005000m0500030340001660   
0601BEC5+       20090101001830100000005000m0500030500001664   
0601BEC5+       20090101001835100000005000m0500030670001669   
0601BEC5+       20090101001840100000005000m0500030860001675   
0601BEC5+       20090101001845100000005000m0500031020001679   
0601BEC5+       20090101001850100000005000m0500031190001684   
0601BEC5+       20090101001855100000005000m0500031360001688   
0601BEC5+       20090101001860100000005000m0500031550001694   
0601BEC5+       20090101001865100000005000m0500031710001698   
0601BEC5+       20090101001870100000005000m0500031890001703   
0601BEC5+       20090101001875100000005000m0500032050001707   
0601BEC5+       20090101001880100000005000m0500032250001713   
0601BEC5+       20090101001885100000005000m0500032410001717   
0601BEC5+       20090101001890100000005000m0500032570001721   
0601BEC5+       20090101001895100000005000m0500032750001726   
0601BEC5+       20090101001900100000005000m0500032940001731   
0601BEC5+       20090101001905100000005000m0500033100001735   
0601BEC5+       20090101001910100000005000m0500033280001740   
0601BEC5+       20090101001915100000005000m0500033440001744   
0601BEC5+       20090101001920100000005000m0500033630001749   
0601BEC5+       20090101001925100000005000m0500033800001754   
0601BEC5+       20090101001930100000005000m0500033970001758   
0601BEC5+       20090101001935100000005000m0500034140001762   
0601BEC5+       20090101001940100000005000m0500034320001767   
0601BEC5+       20090101001945100000005000m0500034490001771   
0601BEC5+       20090101001950100000005000m0500034660001775   
0601BEC5+       20090101001955100000005000m0500034830001779   
0601BEC5+       20090101001960100000005000m0500035020001784   
0601BEC5+       20090101001965100000005000m0500035190001789   
0601BEC5+       20090101001970100000005000m0500035360001793   
0601BEC5+       20090101001975100000005000m0500035530001797   
0601BEC5+       20090101001980100000005000m0500035710001801   
0601BEC5+       20090101001985100000005000m0500035880001805   
0601BEC5+       20090101001990100000005000m0500036050001809   
0601BEC5+       20090101001995100000005000m0500036220001813   
0601BEC5+       20090101002000100000005000m0500036410001818   
0601BEC5+       20090101002005100000005000m0500036580001822   
0601BEC5+       20090101002010100000005000m0500036750001826   
0601BEC5+       20090101002015100000005000m0500036920001830   
0601BEC5+       20090101002020100000005000m0500037110001835   
0601BEC5+       20090101002025100000005000m0500037270001838   
0601BEC5+       20090101002030100000005000m0500037450001843   
0601BEC5+       20090101002035100000005000m0500037610001846   
0601BEC5+       20090101002040100000005000m0500037800001851   
0601BEC5+       20090101002045100000005000m0500037980001855   
0601BEC5+       20090101002050100000005000m0500038140001858   
0601BEC5+       20090101002055100000005000m0500038310001862   
0601BEC5+       20090101002060100000005000m0500038500001867   
0601BEC5+       20090101002065100000005000m0500038680001871   
0601BEC5+       20090101002070100000005000m0500038850001875   
0601BEC5+       20090101002075100000005000m0500039010001878   
0601BEC5+       20090101002080100000005000m0500039200001882   
0601BEC5+       20090101002085100000005000m0500039380001886   
0601BEC5+       20090101002090100000005000m0500039540001890   
0601BEC5+       20090101002095100000005000m0500039710001893   
0601BEC5+       20090101002100100000005000m0500039880001897   
0601BEC5+       20090101002105100000005000m0500040070001901   
0601BEC5+       20090101002110100000005000m0500040240001905   
0601BEC5+       20090101002115100000005000m0500040410001908   
0601BEC5+       20090101002120100000005000m0500040580001912   
0601BEC5+       20090101002125100000005000m0500040780001917   
0601BEC5+       20090101002130100000005000m0500040950001920   
0601BEC5+       20090101002135100000005000m0500041110001923   
0601BEC5+       20090101002140100000005000m0500041290001927   
0601BEC5+       20090101002145100000005000m0500041470001931   
0601BEC5+       20090101002150100000005000m0500041640001934   
0601BEC5+       20090101002155100000005000m0500041820001938   
0601BEC5+       20090101002160100000005000m0500041980001941   
0601BEC5+       20090101002165100000005000m0500042180001946   
0601BEC5+       20090101002170100000005000m0500042350001949   
0601BEC5+       20090101002175100000005000m0500042520001953   
0601BEC5+       20090101002180100000005000m0500042700001956   
0601BEC5+       20090101002185100000005000m0500042880001960   
0601BEC5+       20090101002190100000005000m0500043050001964   
0601BEC5+       20090101002195100000005000m0500043230001967   
0601BEC5+       20090101002200100000005000m0500043390001970   
0601BEC5+       20090101002205100000005000m0500043580001974   
0601BEC5+       20090101002210100000005000m0500043760001978   
0601BEC5+       20090101002215100000005000m0500043930001981   
0601BEC5+       20090101002220100000005000m0500044100001984   
0601BEC5+       20090101002225100000005000m0500044290001988   
0601BEC5+       20090101002230100000005000m0500044450001991   
0601BEC5+       20090101002235100000005000m0500044630001995   
0601BEC5+       20090101002240100000005000m0500044800001998   
0601BEC5+       20090101002245100000005000m0500044990002002   
0601BEC5+       20090101002250100000005000m0500045170002005   
0601BEC5+       20090101002255100000005000m0500045340002008   
0601BEC5+       20090101002260100000005000m0500045510002011   
0601BEC5+       20090101002265100000005000m0500045720002016   
0601BEC5+       20090101002270100000005000m0500045880002019   
0601BEC5+       20090101002275100000005000m0500046060002022   
0601BEC5+       20090101002280100000005000m0500046230002025   
0601BEC5+       20090101002285100000005000m0500046420002029   
0601BEC5+       20090101002290100000005000m0500046600002033   
0601BEC5+       20090101002295100000005000m0500046770002036   
0601BEC5+       20090101002300100000005000m0500046940002039   
0601BEC5+       20090101002305100000005000m0500047140002043   
0601BEC5+       20090101002310100000005000m0500047310002046   
0601BEC5+       20090101002315100000005000m0500047490002049   
0601BEC5+       20090101002320100000005000m0500047660002052   
0601BEC5+       20090101002325100000005000m0500047850002056   
0601BEC5+       20090101002330100000005000m0500048030002059   
0601BEC5+       20090101002335100000005000m0500048200002062   
0601BEC5+       20090101002340100000005000m0500048370002065   
0601BEC5+       20090101002345100000005000m0500048570002069   
0601BEC5+       20090101002350100000005000m0500048750002072   
0601BEC5+       20090101002355100000005000m0500048910002075   
0601BEC5+       20090101002360100000005000m0500049090002078   
0601BEC5+       20090101002365100000005000m0500049290002082   
0601BEC5+       20090101002370100000005000m0500049460002085   
0601BEC5+       20090101002375100000005000m0500049640002088   
0601BEC5+       20090101002380100000005000m0500049800002090   
0601BEC5+       20090101002385100000005000m0500050010002095   
0601BEC5+       20090101002390100000005000m0500050180002097   
0601BEC5+       20090101002395100000005000m0500050340002100   
0601BEC5+       20090101002400100000005000m0500050530002103   
0601BEC5+       20090101002405100000005000m0500050710002106   
0601BEC5+       20090101002410100000005000m0500050890002109   
0601BEC5+       20090101002415100000005000m0500051070002113   
0601BEC5+       20090101002420100000005000m0500051240002115   
0601BEC5+       20090101002425100000005000m0500051440002119   
0601BEC5+       20090101002430100000005000m0500051610002122   
0601BEC5+       20090101002435100000005000m0500051780002124   
0601BEC5+       20090101002440100000005000m0500051960002127   
0601BEC5+       20090101002445100000005000m0500052150002131   
0601BEC5+       20090101002450100000005000m0500052320002133   
0601BEC5+       20090101002455100000005000m0500052500002136   
0601BEC5+       20090101002460100000005000m0500052670002139   
0601BEC5+       20090101002465100000005000m0500052870002143   
0601BEC5+       20090101002470100000005000m0500053040002145   
0601BEC5+       20090101002475100000005000m0500053210002148   
0601BEC5+       20090101002480100000005000m0500053390002151   
0601BEC5+       20090101002485100000005000m0500053580002154   
0601BEC5+       20090101002490100000005000m0500053750002156   
0601BEC5+       20090101002495100000005000m0500053930002159   
0601BEC5+       20090101002500100000005000m0500054100002162   
0601BEC5+       20090101002505100000005000m0500054290002165   
0601BEC5+       20090101002510100000005000m0500054470002168   
0601BEC5+       20090101002515100000005000m0500054650002171   
0601BEC5+       20090101002520100000005000m0500054820002173   
0601BEC5+       20090101002525100000005000m0500055000002176   
0601BEC5+       20090101002530100000005000m0500055190002179   
0601BEC5+       20090101002535100000005000m0500055360002182   
0601BEC5+       20090101002540100000005000m0500055540002184   
0601BEC5+       20090101002545100000005000m0500055710002187   
0601BEC5+       20090101002550100000005000m0500055910002190   
0601BEC5+       20090101002555100000005000m0500056080002193   
0601BEC5+       20090101002560100000005000m0500056260002196   
0601BEC5+       20090101002565100000005000m0500056430002198   
0601BEC5+       20090101002570100000005000m0500056630002201   
0601BEC5+       20090101002575100000005000m0500056810002204   
0601BEC5+       20090101002580100000005000m0500056970002206   
0601BEC5+       20090101002585100000005000m0500057140002208   
0601BEC5+       20090101002590100000005000m0500057350002212   
0601BEC5+       20090101002595100000005000m0500057520002214   
0601BEC5+       20090101002600100000005000m0500057690002217   
0601BEC5+       20090101002605100000005000m0500057870002219   
0601BEC5+       20090101002610100000005000m0500058070002223   
0601BEC5+       20090101002615100000005000m0500058240002225   
0601BEC5+       20090101002620100000005000m0500058410002227   
0601BEC5+       20090101002625100000005000m0500058580002229   
0601BEC5+       20090101002630100000005000m0500058790002233   
0601BEC5+       20090101002635100000005000m0500058960002235   
0601BEC5+       20090101002640100000005000m0500059130002238   
0601BEC5+       20090101002645100000005000m0500059310002240   
0601BEC5+       20090101002650100000005000m0500059500002243   
0601BEC5+       20090101002655100000005000m0500059670002245   
0601BEC5+       20090101002660100000005000m0500059860002248   
0601BEC5+       20090101002665100000005000m0500060030002250   
0601BEC5+       20090101002670100000005000m0500060230002254   
0601BEC5+       20090101002675100000005000m0500060400002256   
0601BEC5+       20090101002680100000005000m0500060570002258   
0601BEC5+       20090101002685100000005000m0500060750002260   
0601BEC5+       20090101002690100000005000m0500060940002263   
0601BEC5+       20090101002695100000005000m0500061120002266   
0601BEC5+       20090101002700100000005000m0500061300002268   
0601BEC5+       20090101002705100000005000m0500061470002270   
0601BEC5+       20090101002710100000005000m0500061670002274   
0601BEC5+       20090101002715100000005000m0500061850002276   
0601BEC5+       20090101002720100000005000m0500062020002278   
0601BEC5+       20090101002725100000005000m0500062210002281   
0601BEC5+       20090101002730100000005000m0500062410002284   
0601BEC5+       20090101002735100000005000m0500062580002286   
0601BEC5+       20090101002740100000005000m0500062770002289   
0601BEC5+       20090101002745100000005000m0500062940002291   
0601BEC5+       20090101002750100000005000m0500063140002294   
0601BEC5+       20090101002755100000005000m0500063320002296   
0601BEC5+       20090101002760100000005000m0500063510002299   
0601BEC5+       20090101002765100000005000m0500063690002301   
0601BEC5+       20090101002770100000005000m0500063890002304   
0601BEC5+       20090101002775100000005000m0500064070002307   
0601BEC5+       20090101002780100000005000m0500064250002309   
0601BEC5+       20090101002785100000005000m0500064430002311   
0601BEC5+       20090101002790100000005000m0500064630002314   
0601BEC5+       20090101002795100000005000m0500064810002317   
0601BEC5+       20090101002800100000005000m0500064990002319   
0601BEC5+       20090101002805100000005000m0500065160002321   
0601BEC5+       20090101002810100000005000m0500065360002324   
0601BEC5+       20090101002815100000005000m0500065540002326   
0601BEC5+       20090101002820100000005000m0500065730002329   
0601BEC5+       20090101002825100000005000m0500065900002331   
0601BEC5+       20090101002830100000005000m0500066100002334   
0601BEC5+       20090101002835100000005000m0500066290002336   
0601BEC5+       20090101002840100000005000m0500066460002338   
0601BEC5+       20090101002845100000005000m0500066640002340   
0601BEC5+       20090101002850100000005000m0500066850002344   
0601BEC5+       20090101002855100000005000m0500067030002346   
0601BEC5+       20090101002860100000005000m0500067210002348   
0601BEC5+       20090101002865100000005000m0500067390002350   
0601BEC5+       20090101002870100000005000m0500067590002353   
0601BEC5+       20090101002875100000005000m0500067780002356   
0601BEC5+       20090101002880100000005000m0500067940002357   
0601BEC5+       20090101002885100000005000m0500068120002359   
0601BEC5+       20090101002890100000005000m0500068330002362   
0601BEC5+       20090101002895100000005000m0500068510002364   
0601BEC5+       20090101002900100000005000m0500068680002366   
0601BEC5+       20090101002905100000005000m0500068870002369   
0601BEC5+       20090101002910100000005000m0500069070002372   
0601BEC5+       20090101002915100000005000m0500069250002374   
0601BEC5+       20090101002920100000005000m0500069420002375   
0601BEC5+       20090101002925100000005000m0500069600002377   
0601BEC5+       20090101002930100000005000m0500069810002381   
0601BEC5+       20090101002935100000005000m0500069990002383   
0601BEC5+       20090101002940100000005000m0500070170002385   
0601BEC5+       20090101002945100000005000m0500070340002386   
0601BEC5+       20090101002950100000005000m0500070520002388   
0601BEC5+       20090101002955100000005000m0500070720002391   
0601BEC5+       20090101002960100000005000m0500070910002394   
0601BEC5+       20090101002965100000005000m0500071090002396   
0601BEC5+       20090101002970100000005000m0500071270002398   
0601BEC5+       20090101002975100000005000m0500071470002400   
0601BEC5+       20090101002980100000005000m0500071650002402   
0601BEC5+       20090101002985100000005000m0500071830002404   
0601BEC5+       20090101002990100000005000m0500072000002406   
0601BEC5+       20090101002995100000005000m0500072200002409   
0601BEC5+       20090101003000100000005000m0500072390002411   
0601BEC5+       20090101003005100000005000m0500072570002413   
0601BEC5+       20090101003010100000005000m0500072750002415   
0601BEC5+       20090101003015100000005000m0500072950002418   
0601BEC5+       20090101003020100000005000m0500073130002420   
0601BEC5+       20090101003025100000005000m0500073320002422   
0601BEC5+       20090101003030100000005000m0500073490002423   
0601BEC5+       20090101003035100000005000m0500073690002426   
0601BEC5+       20090101003040100000005000m0500073880002428   
0601BEC5+       20090101003045100000005000m0500074060002430   
0601BEC5+       20090101003050100000005000m0500074230002432   
0601BEC5+       20090101003055100000005000m0500074440002435   
0601BEC5+       20090101003060100000005000m0500074620002437   
0601BEC5+       20090101003065100000005000m0500074800002438   
0601BEC5+       20090101003070100000005000m0500074980002440   
0601BEC5+       20090101003075100000005000m0500075180002443   
0601BEC5+       20090101003080100000005000m0500075360002445   
0601BEC5+       20090101003085100000005000m0500075540002447   
0601BEC5+       20090101003090100000005000m0500075720002449   
0601BEC5+       20090101003095100000005000m0500075920002451   
0601BEC5+       20090101003100100000005000m0500076100002453   
0601BEC5+       20090101003105100000005000m0500076290002455   
0601BEC5+       20090101003110100000005000m0500076460002457   
0601BEC5+       20090101003115100000005000m0500076660002459   
0601BEC5+       20090101003120100000005000m0500076850002461   
0601BEC5+       20090101003125100000005000m0500077020002463   
0601BEC5+       20090101003130100000005000m0500077200002464   
0601BEC5+       20090101003135100000005000m0500077400002467   
0601BEC5+       20090101003140100000005000m0500077580002469   
0601BEC5+       20090101003145100000005000m0500077770002471   
0601BEC5+       20090101003150100000005000m0500077950002473   
0601BEC5+       20090101003155100000005000m0500078150002475   
0601BEC5+       20090101003160100000005000m0500078340002477   
0601BEC5+       20090101003165100000005000m0500078510002479   
0601BEC5+       20090101003170100000005000m0500078690002480   
0601BEC5+       20090101003175100000005000m0500078890002483   
0601BEC5+       20090101003180100000005000m0500079080002485   
0601BEC5+       20090101003185100000005000m0500079250002486   
0601BEC5+       20090101003190100000005000m0500079440002488   
0601BEC5+       20090101003195100000005000m0500079650002491   
0601BEC5+       20090101003200100000005000m0500079820002492   
0601BEC5+       20090101003205100000005000m0500080020002495   
0601BEC5+       20090101003210100000005000m0500080190002496   
0601BEC5+       20090101003215100000005000m0500080410002499   
0601BEC5+       20090101003220100000005000m0500080590002501   
0601BEC5+       20090101003225100000005000m0500080770002503   
0601BEC5+       20090101003230100000005000m0500080960002505   
0601BEC5+       20090101003235100000005000m0500081170002507   
0601BEC5+       20090101003240100000005000m0500081350002509   
0601BEC5+       20090101003245100000005000m0500081540002511   
0601BEC5+       20090101003250100000005000m0500081730002513   
0601BEC5+       20090101003255100000005000m0500081930002515   
0601BEC5+       20090101003260100000005000m0500082120002517   
0601BEC5+       20090101003265100000005000m0500082300002519   
0601BEC5+       20090101003270100000005000m0500082490002521   
0601BEC5+       20090101003275100000005000m0500082690002523   
0601BEC5+       20090101003280100000005000m0500082880002525   
0601BEC5+       20090101003285100000005000m0500083060002527   
0601BEC5+       20090101003290100000005000m0500083250002528   
0601BEC5+       20090101003295100000005000m0500083450002531   
0601BEC5+       20090101003300100000005000m0500083650002533   
0601BEC5+       20090101003305100000005000m0500083820002534   
0601BEC5+       20090101003310100000005000m0500084020002536   
0601BEC5+       20090101003315100000005000m0500084220002539   
0601BEC5+       20090101003320100000005000m0500084410002541   
0601BEC5+       20090101003325100000005000m0500084590002542   
0601BEC5+       20090101003330100000005000m0500084770002544   
0601BEC5+       20090101003335100000005000m0500084980002546   
0601BEC5+       20090101003340100000005000m0500085170002548   
0601BEC5+       20090101003345100000005000m0500085350002550   
0601BEC5+       20090101003350100000005000m0500085530002551   
0601BEC5+       20090101003355100000005000m0500085750002554   
0601BEC5+       20090101003360100000005000m0500085930002556   
0601BEC5+       20090101003365100000005000m0500086150002558   
0601BEC5+       20090101003370100000005000m0500086320002560   
0601BEC5+       20090101003375100000005000m0500086500002561   
0601BEC5+       20090101003380100000005000m0500086720002564   
0601BEC5+       20090101003385100000005000m0500086900002565   
0601BEC5+       20090101003390100000005000m0500087090002567   
0601BEC5+       20090101003395100000005000m0500087300002570   
0601BEC5+       20090101003400100000005000m0500087470002571   
0601BEC5+       20090101003405100000005000m0500087700002574   
0601BEC5+       20090101003410100000005000m0500087870002575   
0601BEC5+       20090101003415100000005000m0500088060002577   
0601BEC5+       20090101003420100000005000m0500088270002579   
0601BEC5+       20090101003425100000005000m0500088450002581   
0601BEC5+       20090101003430100000005000m0500088640002582   
0601BEC5+       20090101003435100000005000m0500088850002585   
0601BEC5+       20090101003440100000005000m0500089040002586   
0601BEC5+       20090101003445100000005000m0500089210002588   
0601BEC5+       20090101003450100000005000m0500089430002590   
0601BEC5+       20090101003455100000005000m0500089610002592   
0601BEC5+       20090101003460100000005000m0500089830002594   
0601BEC5+       20090101003465100000005000m0500090000002596   
0601BEC5+       20090101003470100000005000m0500090190002597   
0601BEC5+       20090101003475100000005000m0500090400002600   
0601BEC5+       20090101003480100000005000m0500090580002601   
0601BEC5+       20090101003485100000005000m0500090770002603   
0601BEC5+       20090101003490100000005000m0500090980002605   
0601BEC5+       20090101003495100000005000m0500091160002606   
0601BEC5+       20090101003500100000005000m0500091350002608   
0601BEC5+       20090101003505100000005000m0500091560002610   
0601BEC5+       20090101003510100000005000m0500091740002612   
0601BEC5+       20090101003515100000005000m0500091960002614   
0601BEC5+       20090101003520100000005000m0500092140002616   
0601BEC5+       20090101003525100000005000m0500092320002617   
0601BEC5+       20090101003530100000005000m0500092540002620   
0601BEC5+       20090101003535100000005000m0500092720002621   
0601BEC5+       20090101003540100000005000m0500092900002622   
0601BEC5+       20090101003545100000005000m0500093120002625   
0601BEC5+       20090101003550100000005000m0500093300002626   
0601BEC5+       20090101003555100000005000m0500093510002629   
0601BEC5+       20090101003560100000005000m0500093700002630   
0601BEC5+       20090101003565100000005000m0500093880002632   
0601BEC5+       20090101003570100000005000m0500094090002634   
0601BEC5+       20090101003575100000005000m0500094270002635   
0601BEC5+       20090101003580100000005000m0500094460002637   
0601BEC5+       20090101003585100000005000m0500094670002639   
0601BEC5+       20090101003590100000005000m0500094850002640   
0601BEC5+       20090101003595100000005000m0500095040002642   
0601BEC5+       20090101003600100000005000m0500095250002644   
0601BEC5+       20090101003605100000005000m0500095430002645   
0601BEC5+       20090101003610100000005000m0500095640002647   
0601BEC5+       20090101003615100000005000m0500095840002649   
0601BEC5+       20090101003620100000005000m0500096010002650   
0601BEC5+       20090101003625100000005000m0500096230002653   
0601BEC5+       20090101003630100000005000m0500096410002654   
0601BEC5+       20090101003635100000005000m0500096600002656   
0601BEC5+       20090101003640100000005000m0500096810002658   
0601BEC5+       20090101003645100000005000m0500096990002659   
0601BEC5+       20090101003650100000005000m0500097200002661   
0601BEC5+       20090101003655100000005000m0500097390002663   
0601BEC5+       20090101003660100000005000m0500097570002664   
0601BEC5+       20090101003665100000005000m0500097780002666   
0601BEC5+       20090101003670100000005000m0500097960002667   
0601BEC5+       20090101003675100000005000m0500098140002669   
0601BEC5+       20090101003680100000005000m0500098370002671   
0601BEC5+       20090101003685100000005000m0500098550002673   
0601BEC5+       20090101003690100000005000m0500098730002674   
0601BEC5+       20090101003695100000005000m0500098940002676   
0601BEC5+       20090101003700100000005000m0500099130002677   
0601BEC5+       20090101003705100000005000m0500099350002680   
0601BEC5+       20090101003710100000005000m0500099530002681   
0601BEC5+       20090101003715100000005000m0500099710002682   
