00TG               20081204                                                                                   
0601TGA1+       20090101000890100000005000 0100012780001432   
0601TGA1+       20090101000895100000005000 0100012910001438   
0601TGA1+       20090101000900100000005000 0100013030001444   
0601TGA1+       20090101000905100000005000 0100013160001450   
0601TGA1+       20090101000910100000005000 0100013280001455   
0601TGA1+       20090101000915100000005000 0100013410001462   
0601TGA1+       20090101000920100000005000 0100013530001467   
0601TGA1+       20090101000925100000005000 0100013660001473   
0601TGA1+       20090101000930100000005000 0100013780001478   
0601TGA1+       20090101000935100000005000 0100013900001483   
0601TGA1+       20090101000940100000005000 0100014030001489   
0601TGA1+       20090101000945100000005000 0100014150001493   
0601TGA1+       20090101000950100000005000 0100014280001499   
0601TGA1+       20090101000955100000005000 0100014400001504   
0601TGA1+       20090101000960100000005000 0100014530001510   
0601TGA1+       20090101000965100000005000 0100014650001514   
0601TGA1+       20090101000970100000005000 0100014770001519   
0601TGA1+       20090101000975100000005000 0100014900001524   
0601TGA1+       20090101000980100000005000 0100015020001529   
0601TGA1+       20090101000985100000005000 0100015150001534   
0601TGA1+       20090101000990100000005000 0100015300001542   
0601TGA1+       20090101000995100000005000 0100015420001546   
0601TGA1+       20090101001000100000005000 0100015550001551   
0601TGA1+       20090101001005100000005000 0100015670001555   
0601TGA1+       20090101001010100000005000 0100015790001560   
0601TGA1+       20090101001015100000005000 0100015920001565   
0601TGA1+       20090101001020100000005000 0100016040001569   
0601TGA1+       20090101001025100000005000 0100016170001574   
0601TGA1+       20090101001030100000005000 0100016290001578   
0601TGA1+       20090101001035100000005000 0100016420001583   
0601TGA1+       20090101001040100000005000 0100016540001587   
0601TGA1+       20090101001045100000005000 0100016670001591   
0601TGA1+       20090101001050100000005000 0100016790001595   
0601TGA1+       20090101001055100000005000 0100016910001599   
0601TGA1+       20090101001060100000005000 0100017060001606   
0601TGA1+       20090101001065100000005000 0100017190001610   
0601TGA1+       20090101001070100000005000 0100017310001614   
0601TGA1+       20090101001075100000005000 0100017470001621   
0601TGA1+       20090101001080100000005000 0100017610001627   
0601TGA1+       20090101001085100000005000 0100017780001635   
0601TGA1+       20090101001090100000005000 0100017920001640   
0601TGA1+       20090101001095100000005000 0100018060001646   
0601TGA1+       20090101001100100000005000 0100018230001654   
0601TGA1+       20090101001105100000005000 0100018370001659   
0601TGA1+       20090101001110100000005000 0100018510001664   
0601TGA1+       20090101001115100000005000 0100018680001672   
0601TGA1+       20090101001120100000005000 0100018820001677   
0601TGA1+       20090101001125100000005000 0100018990001684   
0601TGA1+       20090101001130100000005000 0100019130001689   
0601TGA1+       20090101001135100000005000 0100019270001694   
0601TGA1+       20090101001140100000005000 0100019430001701   
0601TGA1+       20090101001145100000005000 0100019570001705   
0601TGA1+       20090101001150100000005000 0100019710001710   
0601TGA1+       20090101001155100000005000 0100019880001717   
0601TGA1+       20090101001160100000005000 0100020020001722   
0601TGA1+       20090101001165100000005000 0100020160001727   
0601TGA1+       20090101001170100000005000 0100020330001734   
0601TGA1+       20090101001175100000005000 0100020470001738   
0601TGA1+       20090101001180100000005000 0100020640001745   
0601TGA1+       20090101001185100000005000 0100020780001750   
0601TGA1+       20090101001190100000005000 0100020920001754   
0601TGA1+       20090101001195100000005000 0100021090001761   
0601TGA1+       20090101001200100000005000 0100021230001765   
0601TGA1+       20090101001205100000005000 0100021370001770   
0601TGA1+       20090101001210100000005000 0100021530001776   
0601TGA1+       20090101001215100000005000 0100021670001780   
0601TGA1+       20090101001220100000005000 0100021810001784   
0601TGA1+       20090101001225100000005000 0100021980001791   
0601TGA1+       20090101001230100000005000 0100022120001795   
0601TGA1+       20090101001235100000005000 0100022290001801   
0601TGA1+       20090101001240100000005000 0100022430001805   
0601TGA1+       20090101001245100000005000 0100022570001809   
0601TGA1+       20090101001250100000005000 0100022740001816   
0601TGA1+       20090101001255100000005000 0100022880001819   
0601TGA1+       20090101001260100000005000 0100023020001823   
0601TGA1+       20090101001265100000005000 0100023190001830   
0601TGA1+       20090101001270100000005000 0100023330001833   
0601TGA1+       20090101001275100000005000 0100023490001839   
0601TGA1+       20090101001280100000005000 0100023630001842   
0601TGA1+       20090101001285100000005000 0100023770001846   
0601TGA1+       20090101001290100000005000 0100023940001852   
0601TGA1+       20090101001295100000005000 0100024080001856   
0601TGA1+       20090101001300100000005000 0100024220001860   
0601TGA1+       20090101001305100000005000 0100024390001865   
0601TGA1+       20090101001310100000005000 0100024530001869   
0601TGA1+       20090101001315100000005000 0100024670001872   
0601TGA1+       20090101001320100000005000 0100024840001878   
0601TGA1+       20090101001325100000005000 0100024980001882   
0601TGA1+       20090101001330100000005000 0100025150001887   
0601TGA1+       20090101001335100000005000 0100025290001891   
0601TGA1+       20090101001340100000005000 0100025430001894   
0601TGA1+       20090101001345100000005000 0100025590001899   
0601TGA1+       20090101001350100000005000 0100025740001903   
0601TGA1+       20090101001355100000005000 0100025890001907   
0601TGA1+       20090101001360100000005000 0100026070001913   
0601TGA1+       20090101001365100000005000 0100026220001917   
0601TGA1+       20090101001370100000005000 0100026400001923   
0601TGA1+       20090101001375100000005000 0100026550001927   
0601TGA1+       20090101001380100000005000 0100026700001931   
0601TGA1+       20090101001385100000005000 0100026880001937   
0601TGA1+       20090101001390100000005000 0100027020001940   
0601TGA1+       20090101001395100000005000 0100027170001944   
0601TGA1+       20090101001400100000005000 0100027360001951   
0601TGA1+       20090101001405100000005000 0100027520001955   
0601TGA1+       20090101001410100000005000 0100027670001959   
0601TGA1+       20090101001415100000005000 0100027860001965   
0601TGA1+       20090101001420100000005000 0100028010001969   
0601TGA1+       20090101001425100000005000 0100028200001975   
0601TGA1+       20090101001430100000005000 0100028360001980   
0601TGA1+       20090101001435100000005000 0100028510001983   
0601TGA1+       20090101001440100000005000 0100028700001990   
0601TGA1+       20090101001445100000005000 0100028850001993   
0601TGA1+       20090101001450100000005000 0100029010001997   
0601TGA1+       20090101001455100000005000 0100029200002003   
0601TGA1+       20090101001460100000005000 0100029350002007   
0601TGA1+       20090101001465100000005000 0100029510002011   
0601TGA1+       20090101001470100000005000 0100029690002016   
0601TGA1+       20090101001475100000005000 0100029850002020   
0601TGA1+       20090101001480100000005000 0100030040002026   
0601TGA1+       20090101001485100000005000 0100030190002030   
0601TGA1+       20090101001490100000005000 0100030350002034   
0601TGA1+       20090101001495100000005000 0100030530002039   
0601TGA1+       20090101001500100000005000 0100030690002043   
0601TGA1+       20090101001505100000005000 0100030850002046   
0601TGA1+       20090101001510100000005000 0100031030002052   
0601TGA1+       20090101001515100000005000 0100031190002055   
0601TGA1+       20090101001520100000005000 0100031370002060   
0601TGA1+       20090101001525100000005000 0100031530002064   
0601TGA1+       20090101001530100000005000 0100031690002068   
0601TGA1+       20090101001535100000005000 0100031870002073   
0601TGA1+       20090101001540100000005000 0100032030002076   
0601TGA1+       20090101001545100000005000 0100032180002079   
0601TGA1+       20090101001550100000005000 0100032370002085   
0601TGA1+       20090101001555100000005000 0100032530002089   
0601TGA1+       20090101001560100000005000 0100032680002092   
0601TGA1+       20090101001565100000005000 0100032870002097   
0601TGA1+       20090101001570100000005000 0100033020002100   
0601TGA1+       20090101001575100000005000 0100033210002105   
0601TGA1+       20090101001580100000005000 0100033370002109   
0601TGA1+       20090101001585100000005000 0100033520002111   
0601TGA1+       20090101001590100000005000 0100033710002117   
0601TGA1+       20090101001595100000005000 0100033860002120   
0601TGA1+       20090101001600100000005000 0100034020002123   
0601TGA1+       20090101001605100000005000 0100034210002128   
0601TGA1+       20090101001610100000005000 0100034360002131   
0601TGA1+       20090101001615100000005000 0100034520002134   
0601TGA1+       20090101001620100000005000 0100034700002139   
0601TGA1+       20090101001625100000005000 0100034860002142   
0601TGA1+       20090101001630100000005000 0100035050002147   
0601TGA1+       20090101001635100000005000 0100035200002150   
0601TGA1+       20090101001640100000005000 0100035360002153   
0601TGA1+       20090101001645100000005000 0100035550002158   
0601TGA1+       20090101001650100000005000 0100035700002160   
0601TGA1+       20090101001655100000005000 0100035860002163   
0601TGA1+       20090101001660100000005000 0100036040002168   
0601TGA1+       20090101001665100000005000 0100036200002171   
0601TGA1+       20090101001670100000005000 0100036390002176   
0601TGA1+       20090101001675100000005000 0100036540002178   
0601TGA1+       20090101001680100000005000 0100036700002181   
0601TGA1+       20090101001685100000005000 0100036880002185   
0601TGA1+       20090101001690100000005000 0100037040002188   
0601TGA1+       20090101001695100000005000 0100037190002191   
0601TGA1+       20090101001700100000005000 0100037380002196   
0601TGA1+       20090101001705100000005000 0100037540002199   
0601TGA1+       20090101001710100000005000 0100037690002201   
0601TGA1+       20090101001715100000005000 0100037890002206   
0601TGA1+       20090101001720100000005000 0100038050002209   
0601TGA1+       20090101001725100000005000 0100038250002214   
0601TGA1+       20090101001730100000005000 0100038420002218   
0601TGA1+       20090101001735100000005000 0100038580002220   
0601TGA1+       20090101001740100000005000 0100038780002226   
0601TGA1+       20090101001745100000005000 0100038940002228   
0601TGA1+       20090101001750100000005000 0100039110002232   
0601TGA1+       20090101001755100000005000 0100039310002237   
0601TGA1+       20090101001760100000005000 0100039470002239   
0601TGA1+       20090101001765100000005000 0100039640002243   
0601TGA1+       20090101001770100000005000 0100039830002247   
0601TGA1+       20090101001775100000005000 0100040000002250   
0601TGA1+       20090101001780100000005000 0100040200002255   
