00TG               20081204                                                                                   
0601TGB7+       20090101001720100000005000 0700018340001065   
0601TGB7+       20090101001725100000005000 0700018490001070   
0601TGB7+       20090101001730100000005000 0700018630001075   
0601TGB7+       20090101001735100000005000 0700018760001080   
0601TGB7+       20090101001740100000005000 0700018920001086   
0601TGB7+       20090101001745100000005000 0700019050001090   
0601TGB7+       20090101001750100000005000 0700019190001095   
0601TGB7+       20090101001755100000005000 0700019350001101   
0601TGB7+       20090101001760100000005000 0700019490001106   
0601TGB7+       20090101001765100000005000 0700019620001110   
0601TGB7+       20090101001770100000005000 0700019780001116   
0601TGB7+       20090101001775100000005000 0700019910001120   
0601TGB7+       20090101001780100000005000 0700020070001126   
0601TGB7+       20090101001785100000005000 0700020210001131   
0601TGB7+       20090101001790100000005000 0700020350001135   
0601TGB7+       20090101001795100000005000 0700020520001142   
0601TGB7+       20090101001800100000005000 0700020660001146   
0601TGB7+       20090101001805100000005000 0700020790001150   
0601TGB7+       20090101001810100000005000 0700020960001156   
0601TGB7+       20090101001815100000005000 0700021100001161   
0601TGB7+       20090101001820100000005000 0700021260001167   
0601TGB7+       20090101001825100000005000 0700021410001172   
0601TGB7+       20090101001830100000005000 0700021550001176   
0601TGB7+       20090101001835100000005000 0700021730001183   
0601TGB7+       20090101001840100000005000 0700021870001187   
0601TGB7+       20090101001845100000005000 0700022020001192   
0601TGB7+       20090101001850100000005000 0700022190001198   
0601TGB7+       20090101001855100000005000 0700022350001203   
0601TGB7+       20090101001860100000005000 0700022490001208   
0601TGB7+       20090101001865100000005000 0700022670001214   
0601TGB7+       20090101001870100000005000 0700022820001219   
0601TGB7+       20090101001875100000005000 0700023000001225   
0601TGB7+       20090101001880100000005000 0700023160001230   
0601TGB7+       20090101001885100000005000 0700023300001234   
0601TGB7+       20090101001890100000005000 0700023490001241   
0601TGB7+       20090101001895100000005000 0700023640001246   
0601TGB7+       20090101001900100000005000 0700023790001250   
0601TGB7+       20090101001905100000005000 0700023970001257   
0601TGB7+       20090101001910100000005000 0700024130001262   
0601TGB7+       20090101001915100000005000 0700024310001268   
0601TGB7+       20090101001920100000005000 0700024450001272   
0601TGB7+       20090101001925100000005000 0700024610001277   
0601TGB7+       20090101001930100000005000 0700024790001283   
0601TGB7+       20090101001935100000005000 0700024940001287   
0601TGB7+       20090101001940100000005000 0700025090001292   
0601TGB7+       20090101001945100000005000 0700025280001298   
0601TGB7+       20090101001950100000005000 0700025420001302   
0601TGB7+       20090101001955100000005000 0700025580001307   
0601TGB7+       20090101001960100000005000 0700025750001312   
0601TGB7+       20090101001965100000005000 0700025910001317   
0601TGB7+       20090101001970100000005000 0700026090001323   
0601TGB7+       20090101001975100000005000 0700026230001326   
0601TGB7+       20090101001980100000005000 0700026390001331   
0601TGB7+       20090101001985100000005000 0700026570001337   
0601TGB7+       20090101001990100000005000 0700026720001341   
0601TGB7+       20090101001995100000005000 0700026880001346   
0601TGB7+       20090101002000100002000000 0700000000002012   
0601TGB7+       20090101004000100095999900 0700000000002391   
0601TGB8+       20090101000000100000120000 0800000000000034   
0601TGB8+       20090101000120100000005000 0800000040000033   
0601TGB8+       20090101000125100000005000 0800000040000031   
0601TGB8+       20090101000130100000005000 0800000040000030   
0601TGB8+       20090101000135100000005000 0800000040000029   
0601TGB8+       20090101000140100000005000 0800000040000028   
0601TGB8+       20090101000145100000005000 0800000040000027   
0601TGB8+       20090101000150100000005000 0800000040000026   
0601TGB8+       20090101000155100000005000 0800000040000025   
0601TGB8+       20090101000160100000005000 0800000040000025   
0601TGB8+       20090101000165100000005000 0800000040000024   
0601TGB8+       20090101000170100000005000 0800000040000023   
0601TGB8+       20090101000175100000005000 0800000040000023   
0601TGB8+       20090101000180100000005000 0800000040000022   
0601TGB8+       20090101000185100000005000 0800000040000021   
0601TGB8+       20090101000190100000005000 0800000040000021   
0601TGB8+       20090101000195100000005000 0800000040000020   
0601TGB8+       20090101000200100000005000 0800000040000020   
0601TGB8+       20090101000205100000005000 0800000040000019   
0601TGB8+       20090101000210100000005000 0800000040000019   
0601TGB8+       20090101000215100000005000 0800000040000018   
0601TGB8+       20090101000220100000005000 0800000040000018   
0601TGB8+       20090101000225100000005000 0800000040000018   
0601TGB8+       20090101000230100000005000 0800000040000017   
0601TGB8+       20090101000235100000005000 0800000040000017   
0601TGB8+       20090101000240100000005000 0800000040000016   
0601TGB8+       20090101000245100000005000 0800000040000016   
0601TGB8+       20090101000250100000005000 0800000040000016   
0601TGB8+       20090101000255100000005000 0800000040000016   
0601TGB8+       20090101000260100000005000 0800000040000015   
0601TGB8+       20090101000265100000005000 0800000040000015   
0601TGB8+       20090101000270100000005000 0800000040000015   
0601TGB8+       20090101000275100000005000 0800000040000014   
0601TGB8+       20090101000280100000005000 0800000040000014   
0601TGB8+       20090101000285100000005000 0800000040000014   
0601TGB8+       20090101000290100000005000 0800000040000014   
0601TGB8+       20090101000295100000005000 0800000040000013   
0601TGB8+       20090101000300100000005000 0800000040000013   
0601TGB8+       20090101000305100000005000 0800000040000013   
0601TGB8+       20090101000310100000005000 0800000040000013   
0601TGB8+       20090101000315100000005000 0800000040000013   
0601TGB8+       20090101000320100000005000 0800000040000012   
0601TGB8+       20090101000325100000005000 0800000040000012   
0601TGB8+       20090101000330100000005000 0800000040000012   
0601TGB8+       20090101000335100000005000 0800000040000012   
0601TGB8+       20090101000340100000005000 0800000040000012   
0601TGB8+       20090101000345100000005000 0800000040000012   
0601TGB8+       20090101000350100000005000 0800000040000011   
0601TGB8+       20090101000355100000005000 0800000040000011   
0601TGB8+       20090101000360100000005000 0800000040000011   
0601TGB8+       20090101000365100000005000 0800000040000011   
0601TGB8+       20090101000370100000005000 0800000040000011   
0601TGB8+       20090101000375100000005000 0800000040000011   
0601TGB8+       20090101000380100000005000 0800000040000010   
0601TGB8+       20090101000385100000005000 0800000040000010   
0601TGB8+       20090101000390100000005000 0800000040000010   
0601TGB8+       20090101000395100000005000 0800000040000010   
0601TGB8+       20090101000400100000005000 0800000040000010   
0601TGB8+       20090101000405100000005000 0800000040000010   
0601TGB8+       20090101000410100000005000 0800000040000010   
0601TGB8+       20090101000415100000005000 0800000040000010   
0601TGB8+       20090101000420100000005000 0800000040000009   
0601TGB8+       20090101000425100000005000 0800000040000009   
0601TGB8+       20090101000430100000005000 0800000040000009   
0601TGB8+       20090101000435100000005000 0800000040000009   
0601TGB8+       20090101000440100000005000 0800000040000009   
0601TGB8+       20090101000445100000005000 0800000040000009   
0601TGB8+       20090101000450100000005000 0800000040000009   
0601TGB8+       20090101000455100000005000 0800000040000009   
0601TGB8+       20090101000460100000005000 0800000040000009   
0601TGB8+       20090101000465100000005000 0800000040000009   
0601TGB8+       20090101000470100000005000 0800000040000008   
0601TGB8+       20090101000475100000005000 0800000040000008   
0601TGB8+       20090101000480100000005000 0800000040000008   
0601TGB8+       20090101000485100000005000 0800000040000008   
0601TGB8+       20090101000490100000005000 0800000040000008   
0601TGB8+       20090101000495100000005000 0800000040000008   
0601TGB8+       20090101000500100000005000 0800000040000008   
0601TGB8+       20090101000505100000005000 0800000040000008   
0601TGB8+       20090101000510100000005000 0800000040000008   
0601TGB8+       20090101000515100000005000 0800000040000008   
0601TGB8+       20090101000520100000005000 0800000040000008   
0601TGB8+       20090101000525100000005000 0800000040000008   
0601TGB8+       20090101000530100000005000 0800000040000008   
0601TGB8+       20090101000535100000005000 0800000040000007   
0601TGB8+       20090101000540100000005000 0800000040000007   
0601TGB8+       20090101000545100000005000 0800000040000007   
0601TGB8+       20090101000550100000005000 0800000040000007   
0601TGB8+       20090101000555100000005000 0800000040000007   
0601TGB8+       20090101000560100000005000 0800000040000007   
0601TGB8+       20090101000565100000005000 0800000040000007   
0601TGB8+       20090101000570100000005000 0800000040000007   
0601TGB8+       20090101000575100000005000 0800000040000007   
0601TGB8+       20090101000580100000005000 0800000040000007   
0601TGB8+       20090101000585100000005000 0800000040000007   
0601TGB8+       20090101000590100000005000 0800000040000007   
0601TGB8+       20090101000595100000005000 0800000040000007   
0601TGB8+       20090101000600100000005000 0800000040000007   
0601TGB8+       20090101000605100000005000 0800000040000007   
0601TGB8+       20090101000610100000005000 0800000040000007   
0601TGB8+       20090101000615100000005000 0800000040000006   
0601TGB8+       20090101000620100000005000 0800000040000006   
0601TGB8+       20090101000625100000005000 0800000040000006   
0601TGB8+       20090101000630100000005000 0800000040000006   
0601TGB8+       20090101000635100000005000 0800000040000006   
0601TGB8+       20090101000640100000005000 0800000040000006   
0601TGB8+       20090101000645100000005000 0800000040000006   
0601TGB8+       20090101000650100000005000 0800000040000006   
0601TGB8+       20090101000655100000005000 0800000040000006   
0601TGB8+       20090101000660100000005000 0800000040000006   
0601TGB8+       20090101000665100000005000 0800000040000006   
0601TGB8+       20090101000670100000005000 0800000040000006   
0601TGB8+       20090101000675100000005000 0800000040000006   
0601TGB8+       20090101000680100000005000 0800000040000006   
0601TGB8+       20090101000685100000005000 0800000040000006   
0601TGB8+       20090101000690100000005000 0800000040000006   
0601TGB8+       20090101000695100000005000 0800000040000006   
0601TGB8+       20090101000700100000005000 0800000040000006   
0601TGB8+       20090101000705100000005000 0800000040000006   
0601TGB8+       20090101000710100000005000 0800000040000006   
0601TGB8+       20090101000715100000005000 0800000040000006   
0601TGB8+       20090101000720100000005000 0800000040000006   
0601TGB8+       20090101000725100000005000 0800000040000005   
0601TGB8+       20090101000730100000005000 0800000040000005   
0601TGB8+       20090101000735100000005000 0800000040000005   
0601TGB8+       20090101000740100000005000 0800000040000005   
0601TGB8+       20090101000745100000005000 0800000040000005   
0601TGB8+       20090101000750100000005000 0800000040000005   
0601TGB8+       20090101000755100000005000 0800000040000005   
0601TGB8+       20090101000760100000005000 0800000040000005   
0601TGB8+       20090101000765100000005000 0800000040000005   
0601TGB8+       20090101000770100000005000 0800000040000005   
0601TGB8+       20090101000775100000005000 0800000040000005   
0601TGB8+       20090101000780100000005000 0800000040000005   
0601TGB8+       20090101000785100000005000 0800000040000005   
0601TGB8+       20090101000790100000005000 0800000040000005   
0601TGB8+       20090101000795100000005000 0800000040000005   
0601TGB8+       20090101000800100000005000 0800000040000005   
0601TGB8+       20090101000805100000005000 0800000040000005   
0601TGB8+       20090101000810100000005000 0800000040000005   
0601TGB8+       20090101000815100000005000 0800000040000005   
0601TGB8+       20090101000820100000005000 0800000040000005   
0601TGB8+       20090101000825100000005000 0800000040000005   
0601TGB8+       20090101000830100000005000 0800000040000005   
0601TGB8+       20090101000835100000005000 0800000040000005   
0601TGB8+       20090101000840100000005000 0800000040000005   
0601TGB8+       20090101000845100000005000 0800000040000005   
0601TGB8+       20090101000850100000005000 0800000040000005   
0601TGB8+       20090101000855100000005000 0800000040000005   
0601TGB8+       20090101000860100000005000 0800000040000005   
0601TGB8+       20090101000865100000005000 0800000040000005   
0601TGB8+       20090101000870100000005000 0800000040000005   
0601TGB8+       20090101000875100000005000 0800000040000005   
0601TGB8+       20090101000880100000005000 0800000040000005   
0601TGB8+       20090101000885100000005000 0800000040000005   
0601TGB8+       20090101000890100000005000 0800000040000004   
0601TGB8+       20090101000895100000005000 0800000040000004   
0601TGB8+       20090101000900100000005000 0800000040000004   
0601TGB8+       20090101000905100000005000 0800000040000004   
0601TGB8+       20090101000910100000005000 0800000070000008   
0601TGB8+       20090101000915100000005000 0800000070000008   
0601TGB8+       20090101000920100000005000 0800000070000008   
0601TGB8+       20090101000925100000005000 0800000080000009   
0601TGB8+       20090101000930100000005000 0800000080000009   
0601TGB8+       20090101000935100000005000 0800000090000010   
0601TGB8+       20090101000940100000005000 0800000090000010   
0601TGB8+       20090101000945100000005000 0800000240000025   
0601TGB8+       20090101000950100000005000 0800000270000028   
0601TGB8+       20090101000955100000005000 0800000300000031   
0601TGB8+       20090101000960100000005000 0800000330000034   
0601TGB8+       20090101000965100000005000 0800000370000038   
0601TGB8+       20090101000970100000005000 0800000400000041   
0601TGB8+       20090101000975100000005000 0800000450000046   
0601TGB8+       20090101000980100000005000 0800000480000049   
0601TGB8+       20090101000985100000005000 0800000530000054   
0601TGB8+       20090101000990100000005000 0800000570000057   
0601TGB8+       20090101000995100000005000 0800000610000061   
0601TGB8+       20090101001000100000005000 0800000650000065   
0601TGB8+       20090101001005100000005000 0800000700000069   
0601TGB8+       20090101001010100000005000 0800000750000074   
0601TGB8+       20090101001015100000005000 0800000810000080   
0601TGB8+       20090101001020100000005000 0800000860000084   
0601TGB8+       20090101001025100000005000 0800000920000090   
0601TGB8+       20090101001030100000005000 0800000960000093   
0601TGB8+       20090101001035100000005000 0800001030000099   
0601TGB8+       20090101001040100000005000 0800001090000105   
0601TGB8+       20090101001045100000005000 0800001150000110   
0601TGB8+       20090101001050100000005000 0800001230000117   
0601TGB8+       20090101001055100000005000 0800001290000122   
0601TGB8+       20090101001060100000005000 0800001390000131   
0601TGB8+       20090101001065100000005000 0800001450000136   
0601TGB8+       20090101001070100000005000 0800001530000143   
0601TGB8+       20090101001075100000005000 0800001610000149   
0601TGB8+       20090101001080100000005000 0800001700000157   
0601TGB8+       20090101001085100000005000 0800001800000166   
0601TGB8+       20090101001090100000005000 0800001870000171   
0601TGB8+       20090101001095100000005000 0800001970000179   
0601TGB8+       20090101001100100000005000 0800002070000188   
0601TGB8+       20090101001105100000005000 0800002170000196   
0601TGB8+       20090101001110100000005000 0800002250000202   
0601TGB8+       20090101001115100000005000 0800002370000212   
0601TGB8+       20090101001120100000005000 0800002450000218   
0601TGB8+       20090101001125100000005000 0800002550000226   
0601TGB8+       20090101001130100000005000 0800002650000234   
0601TGB8+       20090101001135100000005000 0800002750000242   
0601TGB8+       20090101001140100000005000 0800002850000249   
0601TGB8+       20090101001145100000005000 0800002930000255   
0601TGB8+       20090101001150100000005000 0800003030000263   
0601TGB8+       20090101001155100000005000 0800003130000270   
0601TGB8+       20090101001160100000005000 0800003230000278   
0601TGB8+       20090101001165100000005000 0800003330000285   
0601TGB8+       20090101001170100000005000 0800003440000293   
0601TGB8+       20090101001175100000005000 0800003530000300   
0601TGB8+       20090101001180100000005000 0800003640000308   
0601TGB8+       20090101001185100000005000 0800003740000315   
0601TGB8+       20090101001190100000005000 0800003840000322   
0601TGB8+       20090101001195100000005000 0800003950000330   
0601TGB8+       20090101001200100000005000 0800004050000337   
0601TGB8+       20090101001205100000005000 0800004130000342   
0601TGB8+       20090101001210100000005000 0800004240000350   
0601TGB8+       20090101001215100000005000 0800004340000356   
0601TGB8+       20090101001220100000005000 0800004440000363   
0601TGB8+       20090101001225100000005000 0800004570000372   
0601TGB8+       20090101001230100000005000 0800004660000378   
0601TGB8+       20090101001235100000005000 0800004810000389   
0601TGB8+       20090101001240100000005000 0800004900000394   
0601TGB8+       20090101001245100000005000 0800005020000402   
0601TGB8+       20090101001250100000005000 0800005140000410   
0601TGB8+       20090101001255100000005000 0800005260000418   
0601TGB8+       20090101001260100000005000 0800005350000424   
0601TGB8+       20090101001265100000005000 0800005480000432   
0601TGB8+       20090101001270100000005000 0800005590000439   
0601TGB8+       20090101001275100000005000 0800005720000448   
0601TGB8+       20090101001280100000005000 0800005840000455   
0601TGB8+       20090101001285100000005000 0800005930000461   
0601TGB8+       20090101001290100000005000 0800006080000470   
0601TGB8+       20090101001295100000005000 0800006170000476   
0601TGB8+       20090101001300100000005000 0800006280000482   
0601TGB8+       20090101001305100000005000 0800006410000490   
0601TGB8+       20090101001310100000005000 0800006530000498   
0601TGB8+       20090101001315100000005000 0800006630000503   
0601TGB8+       20090101001320100000005000 0800006760000511   
0601TGB8+       20090101001325100000005000 0800006880000518   
0601TGB8+       20090101001330100000005000 0800007010000526   
0601TGB8+       20090101001335100000005000 0800007130000533   
0601TGB8+       20090101001340100000005000 0800007230000539   
0601TGB8+       20090101001345100000005000 0800007380000548   
0601TGB8+       20090101001350100000005000 0800007480000553   
0601TGB8+       20090101001355100000005000 0800007600000560   
0601TGB8+       20090101001360100000005000 0800007730000567   
0601TGB8+       20090101001365100000005000 0800007840000573   
0601TGB8+       20090101001370100000005000 0800007980000581   
0601TGB8+       20090101001375100000005000 0800008080000587   
0601TGB8+       20090101001380100000005000 0800008190000592   
0601TGB8+       20090101001385100000005000 0800008320000600   
0601TGB8+       20090101001390100000005000 0800008430000605   
0601TGB8+       20090101001395100000005000 0800008550000612   
0601TGB8+       20090101001400100000005000 0800008670000618   
0601TGB8+       20090101001405100000005000 0800008770000623   
0601TGB8+       20090101001410100000005000 0800008880000629   
0601TGB8+       20090101001415100000005000 0800009010000636   
0601TGB8+       20090101001420100000005000 0800009120000641   
0601TGB8+       20090101001425100000005000 0800009250000648   
0601TGB8+       20090101001430100000005000 0800009360000653   
0601TGB8+       20090101001435100000005000 0800009460000658   
0601TGB8+       20090101001440100000005000 0800009590000665   
0601TGB8+       20090101001445100000005000 0800009700000670   
0601TGB8+       20090101001450100000005000 0800009820000676   
0601TGB8+       20090101001455100000005000 0800009950000683   
0601TGB8+       20090101001460100000005000 0800010050000687   
0601TGB8+       20090101001465100000005000 0800010170000693   
0601TGB8+       20090101001470100000005000 0800010300000699   
0601TGB8+       20090101001475100000005000 0800010420000705   
0601TGB8+       20090101001480100000005000 0800010550000712   
0601TGB8+       20090101001485100000005000 0800010670000717   
0601TGB8+       20090101001490100000005000 0800010770000722   
0601TGB8+       20090101001495100000005000 0800010900000728   
0601TGB8+       20090101001500100000005000 0800011020000733   
0601TGB8+       20090101001505100000005000 0800011130000738   
0601TGB8+       20090101001510100000005000 0800011260000744   
0601TGB8+       20090101001515100000005000 0800011370000749   
0601TGB8+       20090101001520100000005000 0800011510000756   
0601TGB8+       20090101001525100000005000 0800011610000760   
0601TGB8+       20090101001530100000005000 0800011730000765   
0601TGB8+       20090101001535100000005000 0800011860000771   
0601TGB8+       20090101001540100000005000 0800011980000777   
0601TGB8+       20090101001545100000005000 0800012080000781   
0601TGB8+       20090101001550100000005000 0800012210000786   
0601TGB8+       20090101001555100000005000 0800012330000792   
0601TGB8+       20090101001560100000005000 0800012450000797   
0601TGB8+       20090101001565100000005000 0800012590000803   
0601TGB8+       20090101001570100000005000 0800012700000808   
0601TGB8+       20090101001575100000005000 0800012840000814   
0601TGB8+       20090101001580100000005000 0800012950000818   
0601TGB8+       20090101001585100000005000 0800013070000823   
0601TGB8+       20090101001590100000005000 0800013210000830   
0601TGB8+       20090101001595100000005000 0800013330000834   
0601TGB8+       20090101001600100000005000 0800013440000839   
0601TGB8+       20090101001605100000005000 0800013570000844   
0601TGB8+       20090101001610100000005000 0800013690000849   
0601TGB8+       20090101001615100000005000 0800013810000854   
0601TGB8+       20090101001620100000005000 0800013950000860   
0601TGB8+       20090101001625100000005000 0800014070000865   
0601TGB8+       20090101001630100000005000 0800014210000870   
0601TGB8+       20090101001635100000005000 0800014310000874   
0601TGB8+       20090101001640100000005000 0800014430000879   
0601TGB8+       20090101001645100000005000 0800014570000884   
0601TGB8+       20090101001650100000005000 0800014690000889   
0601TGB8+       20090101001655100000005000 0800014800000893   
0601TGB8+       20090101001660100000005000 0800014960000900   
0601TGB8+       20090101001665100000005000 0800015070000904   
0601TGB8+       20090101001670100000005000 0800015210000909   
0601TGB8+       20090101001675100000005000 0800015330000914   
0601TGB8+       20090101001680100000005000 0800015460000919   
0601TGB8+       20090101001685100000005000 0800015600000924   
0601TGB8+       20090101001690100000005000 0800015710000928   
0601TGB8+       20090101001695100000005000 0800015830000933   
0601TGB8+       20090101001700100000005000 0800015980000939   
0601TGB8+       20090101001705100000005000 0800016100000943   
0601TGB8+       20090101001710100000005000 0800016210000947   
0601TGB8+       20090101001715100000005000 0800016370000953   
0601TGB8+       20090101001720100000005000 0800016480000957   
0601TGB8+       20090101001725100000005000 0800016620000962   
0601TGB8+       20090101001730100000005000 0800016740000966   
0601TGB8+       20090101001735100000005000 0800016870000971   
0601TGB8+       20090101001740100000005000 0800017020000977   
0601TGB8+       20090101001745100000005000 0800017130000980   
0601TGB8+       20090101001750100000005000 0800017260000985   
0601TGB8+       20090101001755100000005000 0800017410000991   
0601TGB8+       20090101001760100000005000 0800017530000995   
0601TGB8+       20090101001765100000005000 0800017650000999   
0601TGB8+       20090101001770100000005000 0800017810001005   
0601TGB8+       20090101001775100000005000 0800017930001009   
0601TGB8+       20090101001780100000005000 0800018070001014   
0601TGB8+       20090101001785100000005000 0800018200001018   
0601TGB8+       20090101001790100000005000 0800018340001023   
0601TGB8+       20090101001795100000005000 0800018490001029   
0601TGB8+       20090101001800100000005000 0800018610001032   
0601TGB8+       20090101001805100000005000 0800018750001037   
0601TGB8+       20090101001810100000005000 0800018910001043   
0601TGB8+       20090101001815100000005000 0800019050001048   
0601TGB8+       20090101001820100000005000 0800019210001054   
0601TGB8+       20090101001825100000005000 0800019350001059   
0601TGB8+       20090101001830100000005000 0800019480001063   
0601TGB8+       20090101001835100000005000 0800019630001068   
0601TGB8+       20090101001840100000005000 0800019770001073   
0601TGB8+       20090101001845100000005000 0800019910001078   
0601TGB8+       20090101001850100000005000 0800020070001083   
0601TGB8+       20090101001855100000005000 0800020220001089   
0601TGB8+       20090101001860100000005000 0800020350001093   
0601TGB8+       20090101001865100000005000 0800020510001098   
0601TGB8+       20090101001870100000005000 0800020650001103   
0601TGB8+       20090101001875100000005000 0800020820001109   
0601TGB8+       20090101001880100000005000 0800020960001113   
0601TGB8+       20090101001885100000005000 0800021100001118   
0601TGB8+       20090101001890100000005000 0800021280001124   
0601TGB8+       20090101001895100000005000 0800021410001128   
0601TGB8+       20090101001900100000005000 0800021560001133   
0601TGB8+       20090101001905100000005000 0800021730001139   
0601TGB8+       20090101001910100000005000 0800021890001145   
0601TGB8+       20090101001915100000005000 0800022060001150   
0601TGB8+       20090101001920100000005000 0800022200001155   
0601TGB8+       20090101001925100000005000 0800022360001160   
0601TGB8+       20090101001930100000005000 0800022540001166   
0601TGB8+       20090101001935100000005000 0800022690001171   
0601TGB8+       20090101001940100000005000 0800022840001176   
0601TGB8+       20090101001945100000005000 0800023030001183   
0601TGB8+       20090101001950100000005000 0800023170001187   
0601TGB8+       20090101001955100000005000 0800023330001192   
0601TGB8+       20090101001960100000005000 0800023510001198   
0601TGB8+       20090101001965100000005000 0800023660001203   
0601TGB8+       20090101001970100000005000 0800023840001209   
0601TGB8+       20090101001975100000005000 0800023990001213   
0601TGB8+       20090101001980100000005000 0800024140001218   
0601TGB8+       20090101001985100000005000 0800024320001224   
0601TGB8+       20090101001990100000005000 0800024480001229   
0601TGB8+       20090101001995100000005000 0800024620001233   
0601TGB8+       20090101002000100002000000 0800000000001931   
0601TGB8+       20090101004000100095999900 0800000000002330   
0601TGB9+       20090101000000100000120000 0900000000000034   
0601TGB9+       20090101000120100000005000 0900000040000033   
0601TGB9+       20090101000125100000005000 0900000040000031   
0601TGB9+       20090101000130100000005000 0900000040000030   
0601TGB9+       20090101000135100000005000 0900000040000029   
0601TGB9+       20090101000140100000005000 0900000040000028   
0601TGB9+       20090101000145100000005000 0900000040000027   
0601TGB9+       20090101000150100000005000 0900000040000026   
0601TGB9+       20090101000155100000005000 0900000040000025   
0601TGB9+       20090101000160100000005000 0900000040000025   
0601TGB9+       20090101000165100000005000 0900000040000024   
0601TGB9+       20090101000170100000005000 0900000040000023   
0601TGB9+       20090101000175100000005000 0900000040000023   
0601TGB9+       20090101000180100000005000 0900000040000022   
0601TGB9+       20090101000185100000005000 0900000040000021   
0601TGB9+       20090101000190100000005000 0900000040000021   
0601TGB9+       20090101000195100000005000 0900000040000020   
0601TGB9+       20090101000200100000005000 0900000040000020   
0601TGB9+       20090101000205100000005000 0900000040000019   
0601TGB9+       20090101000210100000005000 0900000040000019   
0601TGB9+       20090101000215100000005000 0900000040000018   
0601TGB9+       20090101000220100000005000 0900000040000018   
0601TGB9+       20090101000225100000005000 0900000040000018   
0601TGB9+       20090101000230100000005000 0900000040000017   
0601TGB9+       20090101000235100000005000 0900000040000017   
0601TGB9+       20090101000240100000005000 0900000040000016   
0601TGB9+       20090101000245100000005000 0900000040000016   
0601TGB9+       20090101000250100000005000 0900000040000016   
0601TGB9+       20090101000255100000005000 0900000040000016   
0601TGB9+       20090101000260100000005000 0900000040000015   
0601TGB9+       20090101000265100000005000 0900000040000015   
0601TGB9+       20090101000270100000005000 0900000040000015   
0601TGB9+       20090101000275100000005000 0900000040000014   
0601TGB9+       20090101000280100000005000 0900000040000014   
0601TGB9+       20090101000285100000005000 0900000040000014   
0601TGB9+       20090101000290100000005000 0900000040000014   
0601TGB9+       20090101000295100000005000 0900000040000013   
0601TGB9+       20090101000300100000005000 0900000040000013   
0601TGB9+       20090101000305100000005000 0900000040000013   
0601TGB9+       20090101000310100000005000 0900000040000013   
0601TGB9+       20090101000315100000005000 0900000040000013   
0601TGB9+       20090101000320100000005000 0900000040000012   
0601TGB9+       20090101000325100000005000 0900000040000012   
0601TGB9+       20090101000330100000005000 0900000040000012   
0601TGB9+       20090101000335100000005000 0900000040000012   
0601TGB9+       20090101000340100000005000 0900000040000012   
0601TGB9+       20090101000345100000005000 0900000040000012   
0601TGB9+       20090101000350100000005000 0900000040000011   
0601TGB9+       20090101000355100000005000 0900000040000011   
0601TGB9+       20090101000360100000005000 0900000040000011   
0601TGB9+       20090101000365100000005000 0900000040000011   
0601TGB9+       20090101000370100000005000 0900000040000011   
0601TGB9+       20090101000375100000005000 0900000040000011   
0601TGB9+       20090101000380100000005000 0900000040000010   
0601TGB9+       20090101000385100000005000 0900000040000010   
0601TGB9+       20090101000390100000005000 0900000040000010   
0601TGB9+       20090101000395100000005000 0900000040000010   
0601TGB9+       20090101000400100000005000 0900000040000010   
0601TGB9+       20090101000405100000005000 0900000040000010   
0601TGB9+       20090101000410100000005000 0900000040000010   
0601TGB9+       20090101000415100000005000 0900000040000010   
0601TGB9+       20090101000420100000005000 0900000040000009   
0601TGB9+       20090101000425100000005000 0900000040000009   
0601TGB9+       20090101000430100000005000 0900000040000009   
0601TGB9+       20090101000435100000005000 0900000040000009   
0601TGB9+       20090101000440100000005000 0900000040000009   
0601TGB9+       20090101000445100000005000 0900000040000009   
0601TGB9+       20090101000450100000005000 0900000040000009   
0601TGB9+       20090101000455100000005000 0900000040000009   
0601TGB9+       20090101000460100000005000 0900000040000009   
0601TGB9+       20090101000465100000005000 0900000040000009   
0601TGB9+       20090101000470100000005000 0900000040000008   
0601TGB9+       20090101000475100000005000 0900000040000008   
0601TGB9+       20090101000480100000005000 0900000040000008   
0601TGB9+       20090101000485100000005000 0900000040000008   
0601TGB9+       20090101000490100000005000 0900000040000008   
0601TGB9+       20090101000495100000005000 0900000040000008   
0601TGB9+       20090101000500100000005000 0900000040000008   
0601TGB9+       20090101000505100000005000 0900000040000008   
0601TGB9+       20090101000510100000005000 0900000040000008   
0601TGB9+       20090101000515100000005000 0900000040000008   
0601TGB9+       20090101000520100000005000 0900000040000008   
0601TGB9+       20090101000525100000005000 0900000040000008   
0601TGB9+       20090101000530100000005000 0900000040000008   
0601TGB9+       20090101000535100000005000 0900000040000007   
0601TGB9+       20090101000540100000005000 0900000040000007   
0601TGB9+       20090101000545100000005000 0900000040000007   
0601TGB9+       20090101000550100000005000 0900000040000007   
0601TGB9+       20090101000555100000005000 0900000040000007   
0601TGB9+       20090101000560100000005000 0900000040000007   
0601TGB9+       20090101000565100000005000 0900000040000007   
0601TGB9+       20090101000570100000005000 0900000040000007   
0601TGB9+       20090101000575100000005000 0900000040000007   
0601TGB9+       20090101000580100000005000 0900000040000007   
0601TGB9+       20090101000585100000005000 0900000040000007   
0601TGB9+       20090101000590100000005000 0900000040000007   
0601TGB9+       20090101000595100000005000 0900000040000007   
0601TGB9+       20090101000600100000005000 0900000040000007   
0601TGB9+       20090101000605100000005000 0900000040000007   
0601TGB9+       20090101000610100000005000 0900000040000007   
