00VS               20081217                                                                                   
0601VSC1d       20090101002560100000010000m0100000000002387   
0601VSC1d       20090101002570100000010000m0100000000002391   
0601VSC1d       20090101002580100000010000m0100000000002395   
0601VSC1d       20090101002590100000010000m0100000000002400   
0601VSC1d       20090101002600100000010000m0100000000002403   
0601VSC1d       20090101002610100000010000m0100000000002408   
0601VSC1d       20090101002620100000010000m0100000000002412   
0601VSC1d       20090101002630100000010000m0100000000002417   
0601VSC1d       20090101002640100000010000m0100000000002420   
0601VSC1d       20090101002650100000010000m0100000000002424   
0601VSC1d       20090101002660100000010000m0100000000002428   
0601VSC1d       20090101002670100000010000m0100000000002433   
0601VSC1d       20090101002680100000010000m0100000000002436   
0601VSC1d       20090101002690100000010000m0100000000002440   
0601VSC1d       20090101002700100000010000m0100000000002444   
0601VSC1d       20090101002710100000010000m0100000000002448   
0601VSC1d       20090101002720100000010000m0100000000002451   
0601VSC1d       20090101002730100000010000m0100000000002456   
0601VSC1d       20090101002740100000010000m0100000000002460   
0601VSC1d       20090101002750100000010000m0100000000002463   
0601VSC1d       20090101002760100000010000m0100000000002467   
0601VSC1d       20090101002770100000010000m0100000000002471   
0601VSC1d       20090101002780100000010000m0100000000002476   
0601VSC1d       20090101002790100000010000m0100000000002479   
0601VSC1d       20090101002800100000010000m0100000000002482   
0601VSC1d       20090101002810100000010000m0100000000002486   
0601VSC1d       20090101002820100000010000m0100000000002490   
0601VSC1d       20090101002830100000010000m0100000000002493   
0601VSC1d       20090101002840100000010000m0100000000002496   
0601VSC1d       20090101002850100000010000m0100000000002500   
0601VSC1d       20090101002860100000010000m0100000000002503   
0601VSC1d       20090101002870100000010000m0100000000002506   
0601VSC1d       20090101002880100000010000m0100000000002509   
0601VSC1d       20090101002890100000010000m0100000000002513   
0601VSC1d       20090101002900100000010000m0100000000002515   
0601VSC1d       20090101002910100000010000m0100000000002519   
0601VSC1d       20090101002920100000010000m0100000000002522   
0601VSC1d       20090101002930100000010000m0100000000002526   
0601VSC1d       20090101002940100000010000m0100000000002528   
0601VSC1d       20090101002950100000010000m0100000000002531   
0601VSC1d       20090101002960100000010000m0100000000002535   
0601VSC1d       20090101002970100000010000m0100000000002538   
0601VSC1d       20090101002980100000010000m0100000000002541   
0601VSC1d       20090101002990100000010000m0100000000002543   
0601VSC1d       20090101003000100000010000m0100000000002547   
0601VSC1d       20090101003010100000010000m0100000000002550   
0601VSC1d       20090101003020100000010000m0100000000002552   
0601VSC1d       20090101003030100000010000m0100000000002556   
0601VSC1d       20090101003040100000010000m0100000000002559   
0601VSC1d       20090101003050100000010000m0100000000002561   
0601VSC1d       20090101003060100000010000m0100000000002564   
0601VSC1d       20090101003070100000010000m0100000000002568   
0601VSC1d       20090101003080100000010000m0100000000002571   
0601VSC1d       20090101003090100000010000m0100000000002573   
0601VSC1d       20090101003100100000010000m0100000000002576   
0601VSC1d       20090101003110100000010000m0100000000002579   
0601VSC1d       20090101003120100000010000m0100000000002582   
0601VSC1d       20090101003130100000010000m0100000000002585   
0601VSC1d       20090101003140100000010000m0100000000002587   
0601VSC1d       20090101003150100000010000m0100000000002590   
0601VSC1d       20090101003160100000010000m0100000000002593   
0601VSC1d       20090101003170100000010000m0100000000002596   
0601VSC1d       20090101003180100000010000m0100000000002599   
0601VSC1d       20090101003190100000010000m0100000000002602   
0601VSC1d       20090101003200100000010000m0100000000002604   
0601VSC1d       20090101003210100000010000m0100000000002607   
0601VSC1d       20090101003220100000010000m0100000000002610   
0601VSC1d       20090101003230100000010000m0100000000002613   
0601VSC1d       20090101003240100000010000m0100000000002615   
0601VSC1d       20090101003250100000010000m0100000000002617   
0601VSC1d       20090101003260100000010000m0100000000002620   
0601VSC1d       20090101003270100000010000m0100000000002623   
0601VSC1d       20090101003280100000010000m0100000000002625   
0601VSC1d       20090101003290100000010000m0100000000002627   
0601VSC1d       20090101003300100000010000m0100000000002630   
0601VSC1d       20090101003310100000010000m0100000000002632   
0601VSC1d       20090101003320100000010000m0100000000002634   
0601VSC1d       20090101003330100000010000m0100000000002636   
0601VSC1d       20090101003340100000010000m0100000000002639   
0601VSC1d       20090101003350100000010000m0100000000002641   
0601VSC1d       20090101003360100000010000m0100000000002643   
0601VSC1d       20090101003370100000010000m0100000000002646   
0601VSC1d       20090101003380100000010000m0100000000002648   
0601VSC1d       20090101003390100000010000m0100000000002650   
0601VSC1d       20090101003400100000010000m0100000000002652   
0601VSC1d       20090101003410100000010000m0100000000002655   
0601VSC1d       20090101003420100000010000m0100000000002657   
0601VSC1d       20090101003430100000010000m0100000000002659   
0601VSC1d       20090101003440100000010000m0100000000002661   
0601VSC1d       20090101003450100000010000m0100000000002663   
0601VSC1d       20090101003460100000010000m0100000000002666   
0601VSC1d       20090101003470100000010000m0100000000002667   
0601VSC1d       20090101003480100000010000m0100000000002670   
0601VSC1d       20090101003490100000010000m0100000000002672   
0601VSC1d       20090101003500100000010000m0100000000002674   
0601VSC1d       20090101003510100000010000m0100000000002676   
0601VSC1d       20090101003520100000010000m0100000000002678   
0601VSC1d       20090101003530100000010000m0100000000002680   
0601VSC1d       20090101003540100000010000m0100000000002682   
0601VSC1d       20090101003550100000010000m0100000000002684   
0601VSC1d       20090101003560100000010000m0100000000002686   
0601VSC1d       20090101003570100000010000m0100000000002689   
0601VSC1d       20090101003580100000010000m0100000000002690   
0601VSC1d       20090101003590100000010000m0100000000002692   
0601VSC1d       20090101003600100000010000m0100000000002695   
0601VSC1d       20090101003610100000010000m0100000000002697   
0601VSC1d       20090101003620100000010000m0100000000002698   
0601VSC1d       20090101003630100000010000m0100000000002700   
0601VSC1d       20090101003640100000010000m0100000000002702   
0601VSC1d       20090101003650100000010000m0100000000002705   
0601VSC1d       20090101003660100000010000m0100000000002706   
0601VSC1d       20090101003670100000010000m0100000000002708   
0601VSC1d       20090101003680100000010000m0100000000002710   
0601VSC1d       20090101003690100000010000m0100000000002712   
0601VSC1d       20090101003700100000010000m0100000000002714   
0601VSC1d       20090101003710100000010000m0100000000002716   
0601VSC1d       20090101003720100000010000m0100000000002718   
0601VSC1d       20090101003730100000010000m0100000000002720   
0601VSC1d       20090101003740100000010000m0100000000002722   
0601VSC1d       20090101003750100000010000m0100000000002724   
0601VSC1d       20090101003760100000010000m0100000000002726   
0601VSC1d       20090101003770100000010000m0100000000002727   
0601VSC1d       20090101003780100000010000m0100000000002729   
0601VSC1d       20090101003790100000010000m0100000000002731   
0601VSC1d       20090101003800100000010000m0100000000002733   
0601VSC1d       20090101003810100000010000m0100000000002734   
0601VSC1d       20090101003820100000010000m0100000000002736   
0601VSC1d       20090101003830100000010000m0100000000002738   
0601VSC1d       20090101003840100000010000m0100000000002740   
0601VSC1d       20090101003850100000010000m0100000000002741   
0601VSC1d       20090101003860100000010000m0100000000002743   
0601VSC1d       20090101003870100000010000m0100000000002745   
0601VSC1d       20090101003880100000010000m0100000000002747   
0601VSC1d       20090101003890100000010000m0100000000002749   
0601VSC1d       20090101003900100000010000m0100000000002750   
0601VSC1d       20090101003910100000010000m0100000000002752   
0601VSC1d       20090101003920100000010000m0100000000002754   
0601VSC1d       20090101003930100000010000m0100000000002756   
0601VSC1d       20090101003940100000010000m0100000000002757   
0601VSC1d       20090101003950100000010000m0100000000002759   
0601VSC1d       20090101003960100000010000m0100000000002760   
0601VSC1d       20090101003970100000010000m0100000000002762   
0601VSC1d       20090101003980100000010000m0100000000002764   
0601VSC1d       20090101003990100000010000m0100000000002765   
0601VSC1d       20090101004000100000010000m0100000000002767   
0601VSC1d       20090101004010100000010000m0100000000002769   
0601VSC1d       20090101004020100000010000m0100000000002771   
0601VSC1d       20090101004030100000010000m0100000000002772   
0601VSC1d       20090101004040100000010000m0100000000002774   
0601VSC1d       20090101004050100000010000m0100000000002776   
0601VSC1d       20090101004060100000010000m0100000000002777   
0601VSC1d       20090101004070100000010000m0100000000002779   
0601VSC1d       20090101004080100000010000m0100000000002780   
0601VSC1d       20090101004090100000010000m0100000000002782   
0601VSC1d       20090101004100100000010000m0100000000002784   
0601VSC1d       20090101004110100000010000m0100000000002785   
0601VSC1d       20090101004120100000010000m0100000000002787   
0601VSC1d       20090101004130100000010000m0100000000002788   
0601VSC1d       20090101004140100000010000m0100000000002790   
0601VSC1d       20090101004150100000010000m0100000000002791   
0601VSC1d       20090101004160100000010000m0100000000002793   
0601VSC1d       20090101004170100000010000m0100000000002795   
0601VSC1d       20090101004180100000010000m0100000000002796   
0601VSC1d       20090101004190100000010000m0100000000002797   
0601VSC1d       20090101004200100000010000m0100000000002799   
0601VSC1d       20090101004210100000010000m0100000000002801   
0601VSC1d       20090101004220100000010000m0100000000002802   
0601VSC1d       20090101004230100000010000m0100000000002803   
0601VSC1d       20090101004240100000010000m0100000000002805   
0601VSC1d       20090101004250100000010000m0100000000002807   
0601VSC1d       20090101004260100000010000m0100000000002808   
0601VSC1d       20090101004270100000010000m0100000000002809   
0601VSC1d       20090101004280100000010000m0100000000002811   
0601VSC1d       20090101004290100000010000m0100000000002812   
0601VSC1d       20090101004300100000010000m0100000000002813   
0601VSC1d       20090101004310100000010000m0100000000002815   
0601VSC1d       20090101004320100000010000m0100000000002817   
0601VSC1d       20090101004330100000010000m0100000000002818   
0601VSC1d       20090101004340100000010000m0100000000002819   
0601VSC1d       20090101004350100000010000m0100000000002821   
0601VSC1d       20090101004360100000010000m0100000000002822   
0601VSC1d       20090101004370100000010000m0100000000002824   
0601VSC1d       20090101004380100000010000m0100000000002825   
0601VSC1d       20090101004390100000010000m0100000000002826   
0601VSC1d       20090101004400100000010000m0100000000002828   
0601VSC1d       20090101004410100000010000m0100000000002829   
0601VSC1d       20090101004420100000010000m0100000000002831   
0601VSC1d       20090101004430100000010000m0100000000002832   
0601VSC1d       20090101004440100000010000m0100000000002833   
0601VSC1d       20090101004450100000010000m0100000000002834   
0601VSC1d       20090101004460100000010000m0100000000002836   
0601VSC1d       20090101004470100000010000m0100000000002837   
0601VSC1d       20090101004480100000010000m0100000000002839   
0601VSC1d       20090101004490100000010000m0100000000002840   
0601VSC1d       20090101004500100000010000m0100000000002841   
0601VSC1d       20090101004510100000010000m0100000000002843   
0601VSC1d       20090101004520100000010000m0100000000002844   
0601VSC1d       20090101004530100000010000m0100000000002845   
0601VSC1d       20090101004540100000010000m0100000000002847   
0601VSC1d       20090101004550100000010000m0100000000002848   
0601VSC1d       20090101004560100000010000m0100000000002849   
0601VSC1d       20090101004570100000010000m0100000000002850   
0601VSC1d       20090101004580100000010000m0100000000002852   
0601VSC1d       20090101004590100000010000m0100000000002853   
0601VSC1d       20090101004600100000010000m0100000000002854   
0601VSC1d       20090101004610100000010000m0100000000002856   
0601VSC1d       20090101004620100000010000m0100000000002857   
0601VSC1d       20090101004630100000010000m0100000000002858   
0601VSC1d       20090101004640100000010000m0100000000002859   
0601VSC1d       20090101004650100000010000m0100000000002861   
0601VSC1d       20090101004660100000010000m0100000000002862   
0601VSC1d       20090101004670100000010000m0100000000002863   
0601VSC1d       20090101004680100000010000m0100000000002864   
0601VSC1d       20090101004690100000010000m0100000000002866   
0601VSC1d       20090101004700100000010000m0100000000002867   
0601VSC1d       20090101004710100000010000m0100000000002868   
0601VSC1d       20090101004720100000010000m0100000000002869   
0601VSC1d       20090101004730100000010000m0100000000002871   
0601VSC1d       20090101004740100000010000m0100000000002872   
0601VSC1d       20090101004750100000010000m0100000000002873   
0601VSC1d       20090101004760100000010000m0100000000002874   
0601VSC1d       20090101004770100000010000m0100000000002876   
0601VSC1d       20090101004780100000010000m0100000000002876   
0601VSC1d       20090101004790100000010000m0100000000002878   
0601VSC1d       20090101004800100000010000m0100000000002879   
0601VSC1d       20090101004810100000010000m0100000000002880   
0601VSC1d       20090101004820100000010000m0100000000002881   
0601VSC1d       20090101004830100000010000m0100000000002882   
0601VSC1d       20090101004840100000010000m0100000000002884   
0601VSC1d       20090101004850100000010000m0100000000002885   
0601VSC1d       20090101004860100000010000m0100000000002886   
0601VSC1d       20090101004870100000010000m0100000000002887   
0601VSC1d       20090101004880100000010000m0100000000002888   
0601VSC1d       20090101004890100000010000m0100000000002890   
0601VSC1d       20090101004900100000010000m0100000000002890   
0601VSC1d       20090101004910100000010000m0100000000002892   
0601VSC1d       20090101004920100000010000m0100000000002893   
0601VSC1d       20090101004930100000010000m0100000000002894   
0601VSC1d       20090101004940100000010000m0100000000002895   
0601VSC1d       20090101004950100000010000m0100000000002896   
0601VSC1d       20090101004960100000010000m0100000000002898   
0601VSC1d       20090101004970100000010000m0100000000002898   
0601VSC1d       20090101004980100000010000m0100000000002899   
0601VSC1d       20090101004990100000010000m0100000000002901   
0601VSC1d       20090101005000100000010000m0100000000002902   
0601VSC2d       20090101000000100000050000m0200000000000000   
0601VSC2d       20090101000050100000010000m0200000000000000   
0601VSC2d       20090101000060100000010000m0200000000000000   
0601VSC2d       20090101000070100000010000m0200000000000000   
0601VSC2d       20090101000080100000010000m0200000000000000   
0601VSC2d       20090101000090100000010000m0200000000000000   
0601VSC2d       20090101000100100000010000m0200000000000000   
0601VSC2d       20090101000110100000010000m0200000000000000   
0601VSC2d       20090101000120100000010000m0200000000000000   
0601VSC2d       20090101000130100000010000m0200000000000000   
0601VSC2d       20090101000140100000010000m0200000000000000   
0601VSC2d       20090101000150100000010000m0200000000000000   
0601VSC2d       20090101000160100000010000m0200000000000000   
0601VSC2d       20090101000170100000010000m0200000000000000   
0601VSC2d       20090101000180100000010000m0200000000000000   
0601VSC2d       20090101000190100000010000m0200000000000000   
0601VSC2d       20090101000200100000010000m0200000000000000   
0601VSC2d       20090101000210100000010000m0200000000000000   
0601VSC2d       20090101000220100000010000m0200000000000000   
0601VSC2d       20090101000230100000010000m0200000000000000   
0601VSC2d       20090101000240100000010000m0200000000000000   
0601VSC2d       20090101000250100000010000m0200000000000000   
0601VSC2d       20090101000260100000010000m0200000000000000   
0601VSC2d       20090101000270100000010000m0200000000000000   
0601VSC2d       20090101000280100000010000m0200000000000000   
0601VSC2d       20090101000290100000010000m0200000000000000   
0601VSC2d       20090101000300100000010000m0200000000000000   
0601VSC2d       20090101000310100000010000m0200000000000000   
0601VSC2d       20090101000320100000010000m0200000000000000   
0601VSC2d       20090101000330100000010000m0200000000000000   
0601VSC2d       20090101000340100000010000m0200000000000000   
0601VSC2d       20090101000350100000010000m0200000000000000   
0601VSC2d       20090101000360100000010000m0200000000000000   
0601VSC2d       20090101000370100000010000m0200000000000000   
0601VSC2d       20090101000380100000010000m0200000000000000   
0601VSC2d       20090101000390100000010000m0200000000000011   
0601VSC2d       20090101000400100000010000m0200000000000035   
0601VSC2d       20090101000410100000010000m0200000000000044   
0601VSC2d       20090101000420100000010000m0200000000000054   
0601VSC2d       20090101000430100000010000m0200000000000065   
0601VSC2d       20090101000440100000010000m0200000000000074   
0601VSC2d       20090101000450100000010000m0200000000000085   
0601VSC2d       20090101000460100000010000m0200000000000098   
0601VSC2d       20090101000470100000010000m0200000000000107   
0601VSC2d       20090101000480100000010000m0200000000000118   
0601VSC2d       20090101000490100000010000m0200000000000128   
0601VSC2d       20090101000500100000010000m0200000000000135   
0601VSC2d       20090101000510100000010000m0200000000000155   
0601VSC2d       20090101000520100000010000m0200000000000178   
0601VSC2d       20090101000530100000010000m0200000000000194   
0601VSC2d       20090101000540100000010000m0200000000000216   
0601VSC2d       20090101000550100000010000m0200000000000242   
0601VSC2d       20090101000560100000010000m0200000000000261   
0601VSC2d       20090101000570100000010000m0200000000000284   
0601VSC2d       20090101000580100000010000m0200000000000305   
0601VSC2d       20090101000590100000010000m0200000000000321   
0601VSC2d       20090101000600100000010000m0200000000000342   
0601VSC2d       20090101000610100000010000m0200000000000359   
0601VSC2d       20090101000620100000010000m0200000000000373   
0601VSC2d       20090101000630100000010000m0200000000000388   
0601VSC2d       20090101000640100000010000m0200000000000402   
0601VSC2d       20090101000650100000010000m0200000000000415   
0601VSC2d       20090101000660100000010000m0200000000000431   
0601VSC2d       20090101000670100000010000m0200000000000445   
0601VSC2d       20090101000680100000010000m0200000000000459   
0601VSC2d       20090101000690100000010000m0200000000000472   
0601VSC2d       20090101000700100000010000m0200000000000485   
0601VSC2d       20090101000710100000010000m0200000000000497   
0601VSC2d       20090101000720100000010000m0200000000000510   
0601VSC2d       20090101000730100000010000m0200000000000522   
0601VSC2d       20090101000740100000010000m0200000000000534   
0601VSC2d       20090101000750100000010000m0200000000000546   
0601VSC2d       20090101000760100000010000m0200000000000557   
0601VSC2d       20090101000770100000010000m0200000000000569   
0601VSC2d       20090101000780100000010000m0200000000000582   
0601VSC2d       20090101000790100000010000m0200000000000593   
0601VSC2d       20090101000800100000010000m0200000000000605   
0601VSC2d       20090101000810100000010000m0200000000000618   
0601VSC2d       20090101000820100000010000m0200000000000630   
0601VSC2d       20090101000830100000010000m0200000000000643   
0601VSC2d       20090101000840100000010000m0200000000000655   
0601VSC2d       20090101000850100000010000m0200000000000667   
0601VSC2d       20090101000860100000010000m0200000000000679   
0601VSC2d       20090101000870100000010000m0200000000000691   
0601VSC2d       20090101000880100000010000m0200000000000702   
0601VSC2d       20090101000890100000010000m0200000000000715   
0601VSC2d       20090101000900100000010000m0200000000000726   
0601VSC2d       20090101000910100000010000m0200000000000735   
0601VSC2d       20090101000920100000010000m0200000000000745   
0601VSC2d       20090101000930100000010000m0200000000000755   
0601VSC2d       20090101000940100000010000m0200000000000765   
0601VSC2d       20090101000950100000010000m0200000000000774   
0601VSC2d       20090101000960100000010000m0200000000000784   
0601VSC2d       20090101000970100000010000m0200000000000795   
0601VSC2d       20090101000980100000010000m0200000000000805   
0601VSC2d       20090101000990100000010000m0200000000000813   
0601VSC2d       20090101001000100000010000m0200000000000821   
0601VSC2d       20090101001010100000010000m0200000000000830   
0601VSC2d       20090101001020100000010000m0200000000000838   
0601VSC2d       20090101001030100000010000m0200000000000847   
0601VSC2d       20090101001040100000010000m0200000000000856   
0601VSC2d       20090101001050100000010000m0200000000000865   
0601VSC2d       20090101001060100000010000m0200000000000874   
0601VSC2d       20090101001070100000010000m0200000000000882   
0601VSC2d       20090101001080100000010000m0200000000000891   
0601VSC2d       20090101001090100000010000m0200000000000900   
0601VSC2d       20090101001100100000010000m0200000000000912   
0601VSC2d       20090101001110100000010000m0200000000000926   
0601VSC2d       20090101001120100000010000m0200000000000940   
0601VSC2d       20090101001130100000010000m0200000000000956   
0601VSC2d       20090101001140100000010000m0200000000000971   
0601VSC2d       20090101001150100000010000m0200000000000986   
0601VSC2d       20090101001160100000010000m0200000000001000   
0601VSC2d       20090101001170100000010000m0200000000001014   
0601VSC2d       20090101001180100000010000m0200000000001029   
0601VSC2d       20090101001190100000010000m0200000000001046   
0601VSC2d       20090101001200100000010000m0200000000001063   
0601VSC2d       20090101001210100000010000m0200000000001080   
0601VSC2d       20090101001220100000010000m0200000000001097   
0601VSC2d       20090101001230100000010000m0200000000001113   
0601VSC2d       20090101001240100000010000m0200000000001132   
0601VSC2d       20090101001250100000010000m0200000000001149   
0601VSC2d       20090101001260100000010000m0200000000001166   
0601VSC2d       20090101001270100000010000m0200000000001183   
0601VSC2d       20090101001280100000010000m0200000000001201   
0601VSC2d       20090101001290100000010000m0200000000001218   
0601VSC2d       20090101001300100000010000m0200000000001235   
0601VSC2d       20090101001310100000010000m0200000000001253   
0601VSC2d       20090101001320100000010000m0200000000001270   
0601VSC2d       20090101001330100000010000m0200000000001287   
0601VSC2d       20090101001340100000010000m0200000000001300   
0601VSC2d       20090101001350100000010000m0200000000001312   
0601VSC2d       20090101001360100000010000m0200000000001326   
0601VSC2d       20090101001370100000010000m0200000000001338   
0601VSC2d       20090101001380100000010000m0200000000001351   
0601VSC2d       20090101001390100000010000m0200000000001363   
0601VSC2d       20090101001400100000010000m0200000000001375   
0601VSC2d       20090101001410100000010000m0200000000001387   
0601VSC2d       20090101001420100000010000m0200000000001398   
0601VSC2d       20090101001430100000010000m0200000000001410   
0601VSC2d       20090101001440100000010000m0200000000001422   
0601VSC2d       20090101001450100000010000m0200000000001433   
0601VSC2d       20090101001460100000010000m0200000000001444   
0601VSC2d       20090101001470100000010000m0200000000001455   
0601VSC2d       20090101001480100000010000m0200000000001468   
0601VSC2d       20090101001490100000010000m0200000000001479   
0601VSC2d       20090101001500100000010000m0200000000001489   
0601VSC2d       20090101001510100000010000m0200000000001501   
0601VSC2d       20090101001520100000010000m0200000000001511   
0601VSC2d       20090101001530100000010000m0200000000001521   
0601VSC2d       20090101001540100000010000m0200000000001531   
0601VSC2d       20090101001550100000010000m0200000000001542   
0601VSC2d       20090101001560100000010000m0200000000001551   
0601VSC2d       20090101001570100000010000m0200000000001561   
0601VSC2d       20090101001580100000010000m0200000000001571   
0601VSC2d       20090101001590100000010000m0200000000001582   
0601VSC2d       20090101001600100000010000m0200000000001591   
0601VSC2d       20090101001610100000010000m0200000000001601   
0601VSC2d       20090101001620100000010000m0200000000001610   
0601VSC2d       20090101001630100000010000m0200000000001620   
0601VSC2d       20090101001640100000010000m0200000000001629   
0601VSC2d       20090101001650100000010000m0200000000001638   
0601VSC2d       20090101001660100000010000m0200000000001648   
0601VSC2d       20090101001670100000010000m0200000000001657   
0601VSC2d       20090101001680100000010000m0200000000001666   
0601VSC2d       20090101001690100000010000m0200000000001674   
0601VSC2d       20090101001700100000010000m0200000000001683   
0601VSC2d       20090101001710100000010000m0200000000001692   
0601VSC2d       20090101001720100000010000m0200000000001701   
0601VSC2d       20090101001730100000010000m0200000000001710   
0601VSC2d       20090101001740100000010000m0200000000001719   
0601VSC2d       20090101001750100000010000m0200000000001728   
0601VSC2d       20090101001760100000010000m0200000000001736   
0601VSC2d       20090101001770100000010000m0200000000001745   
0601VSC2d       20090101001780100000010000m0200000000001754   
0601VSC2d       20090101001790100000010000m0200000000001762   
0601VSC2d       20090101001800100000010000m0200000000001770   
0601VSC2d       20090101001810100000010000m0200000000001779   
0601VSC2d       20090101001820100000010000m0200000000001787   
0601VSC2d       20090101001830100000010000m0200000000001795   
0601VSC2d       20090101001840100000010000m0200000000001804   
0601VSC2d       20090101001850100000010000m0200000000001812   
0601VSC2d       20090101001860100000010000m0200000000001820   
0601VSC2d       20090101001870100000010000m0200000000001827   
0601VSC2d       20090101001880100000010000m0200000000001835   
0601VSC2d       20090101001890100000010000m0200000000001844   
0601VSC2d       20090101001900100000010000m0200000000001851   
0601VSC2d       20090101001910100000010000m0200000000001858   
0601VSC2d       20090101001920100000010000m0200000000001867   
0601VSC2d       20090101001930100000010000m0200000000001874   
0601VSC2d       20090101001940100000010000m0200000000001881   
0601VSC2d       20090101001950100000010000m0200000000001889   
0601VSC2d       20090101001960100000010000m0200000000001897   
0601VSC2d       20090101001970100000010000m0200000000001904   
0601VSC2d       20090101001980100000010000m0200000000001911   
0601VSC2d       20090101001990100000010000m0200000000001918   
0601VSC2d       20090101002000100000010000m0200000000001926   
0601VSC2d       20090101002010100000010000m0200000000001933   
0601VSC2d       20090101002020100000010000m0200000000001939   
0601VSC2d       20090101002030100000010000m0200000000001947   
0601VSC2d       20090101002040100000010000m0200000000001954   
0601VSC2d       20090101002050100000010000m0200000000001961   
0601VSC2d       20090101002060100000010000m0200000000001967   
0601VSC2d       20090101002070100000010000m0200000000001975   
0601VSC2d       20090101002080100000010000m0200000000001981   
0601VSC2d       20090101002090100000010000m0200000000001988   
0601VSC2d       20090101002100100000010000m0200000000001994   
0601VSC2d       20090101002110100000010000m0200000000002002   
0601VSC2d       20090101002120100000010000m0200000000002008   
0601VSC2d       20090101002130100000010000m0200000000002014   
0601VSC2d       20090101002140100000010000m0200000000002021   
0601VSC2d       20090101002150100000010000m0200000000002028   
0601VSC2d       20090101002160100000010000m0200000000002034   
0601VSC2d       20090101002170100000010000m0200000000002040   
0601VSC2d       20090101002180100000010000m0200000000002046   
0601VSC2d       20090101002190100000010000m0200000000002053   
0601VSC2d       20090101002200100000010000m0200000000002059   
0601VSC2d       20090101002210100000010000m0200000000002065   
0601VSC2d       20090101002220100000010000m0200000000002071   
0601VSC2d       20090101002230100000010000m0200000000002078   
0601VSC2d       20090101002240100000010000m0200000000002084   
0601VSC2d       20090101002250100000010000m0200000000002089   
0601VSC2d       20090101002260100000010000m0200000000002096   
0601VSC2d       20090101002270100000010000m0200000000002102   
0601VSC2d       20090101002280100000010000m0200000000002107   
0601VSC2d       20090101002290100000010000m0200000000002113   
0601VSC2d       20090101002300100000010000m0200000000002120   
0601VSC2d       20090101002310100000010000m0200000000002125   
0601VSC2d       20090101002320100000010000m0200000000002131   
0601VSC2d       20090101002330100000010000m0200000000002137   
0601VSC2d       20090101002340100000010000m0200000000002143   
0601VSC2d       20090101002350100000010000m0200000000002148   
0601VSC2d       20090101002360100000010000m0200000000002153   
0601VSC2d       20090101002370100000010000m0200000000002159   
0601VSC2d       20090101002380100000010000m0200000000002165   
0601VSC2d       20090101002390100000010000m0200000000002171   
0601VSC2d       20090101002400100000010000m0200000000002176   
0601VSC2d       20090101002410100000010000m0200000000002181   
0601VSC2d       20090101002420100000010000m0200000000002187   
0601VSC2d       20090101002430100000010000m0200000000002192   
0601VSC2d       20090101002440100000010000m0200000000002197   
0601VSC2d       20090101002450100000010000m0200000000002203   
0601VSC2d       20090101002460100000010000m0200000000002208   
0601VSC2d       20090101002470100000010000m0200000000002213   
0601VSC2d       20090101002480100000010000m0200000000002219   
0601VSC2d       20090101002490100000010000m0200000000002225   
0601VSC2d       20090101002500100000010000m0200000000002230   
0601VSC2d       20090101002510100000010000m0200000000002235   
0601VSC2d       20090101002520100000010000m0200000000002240   
0601VSC2d       20090101002530100000010000m0200000000002245   
0601VSC2d       20090101002540100000010000m0200000000002251   
0601VSC2d       20090101002550100000010000m0200000000002255   
0601VSC2d       20090101002560100000010000m0200000000002260   
0601VSC2d       20090101002570100000010000m0200000000002266   
0601VSC2d       20090101002580100000010000m0200000000002270   
0601VSC2d       20090101002590100000010000m0200000000002275   
0601VSC2d       20090101002600100000010000m0200000000002280   
0601VSC2d       20090101002610100000010000m0200000000002285   
0601VSC2d       20090101002620100000010000m0200000000002289   
0601VSC2d       20090101002630100000010000m0200000000002294   
0601VSC2d       20090101002640100000010000m0200000000002299   
0601VSC2d       20090101002650100000010000m0200000000002303   
0601VSC2d       20090101002660100000010000m0200000000002307   
0601VSC2d       20090101002670100000010000m0200000000002312   
0601VSC2d       20090101002680100000010000m0200000000002317   
0601VSC2d       20090101002690100000010000m0200000000002321   
0601VSC2d       20090101002700100000010000m0200000000002325   
0601VSC2d       20090101002710100000010000m0200000000002330   
0601VSC2d       20090101002720100000010000m0200000000002334   
0601VSC2d       20090101002730100000010000m0200000000002338   
0601VSC2d       20090101002740100000010000m0200000000002342   
0601VSC2d       20090101002750100000010000m0200000000002347   
0601VSC2d       20090101002760100000010000m0200000000002351   
0601VSC2d       20090101002770100000010000m0200000000002355   
0601VSC2d       20090101002780100000010000m0200000000002359   
0601VSC2d       20090101002790100000010000m0200000000002364   
0601VSC2d       20090101002800100000010000m0200000000002368   
0601VSC2d       20090101002810100000010000m0200000000002371   
0601VSC2d       20090101002820100000010000m0200000000002376   
0601VSC2d       20090101002830100000010000m0200000000002380   
0601VSC2d       20090101002840100000010000m0200000000002384   
0601VSC2d       20090101002850100000010000m0200000000002388   
0601VSC2d       20090101002860100000010000m0200000000002392   
0601VSC2d       20090101002870100000010000m0200000000002396   
0601VSC2d       20090101002880100000010000m0200000000002399   
0601VSC2d       20090101002890100000010000m0200000000002404   
0601VSC2d       20090101002900100000010000m0200000000002408   
0601VSC2d       20090101002910100000010000m0200000000002411   
0601VSC2d       20090101002920100000010000m0200000000002414   
0601VSC2d       20090101002930100000010000m0200000000002418   
0601VSC2d       20090101002940100000010000m0200000000002422   
0601VSC2d       20090101002950100000010000m0200000000002425   
