00SO               20071026                                                                                   
0601SOC3+       20080101000305100000005000m0300000030000010   
0601SOC3+       20080101000310100000005000m0300000030000010   
0601SOC3+       20080101000315100000005000m0300000030000009   
0601SOC3+       20080101000320100000005000m0300000030000009   
0601SOC3+       20080101000325100000005000m0300000030000009   
0601SOC3+       20080101000330100000005000m0300000030000009   
0601SOC3+       20080101000335100000005000m0300000030000009   
0601SOC3+       20080101000340100000005000m0300000030000009   
0601SOC3+       20080101000345100000005000m0300000030000009   
0601SOC3+       20080101000350100000005000m0300000030000009   
0601SOC3+       20080101000355100000005000m0300000030000008   
0601SOC3+       20080101000360100000005000m0300000030000008   
0601SOC3+       20080101000365100000005000m0300000030000008   
0601SOC3+       20080101000370100000005000m0300000030000008   
0601SOC3+       20080101000375100000005000m0300000030000008   
0601SOC3+       20080101000380100000005000m0300000030000008   
0601SOC3+       20080101000385100000005000m0300000030000008   
0601SOC3+       20080101000390100000005000m0300000030000008   
0601SOC3+       20080101000395100000005000m0300000030000008   
0601SOC3+       20080101000400100000005000m0300000030000007   
0601SOC3+       20080101000405100000005000m0300000080000020   
0601SOC3+       20080101000410100000005000m0300000140000034   
0601SOC3+       20080101000415100000005000m0300000190000046   
0601SOC3+       20080101000420100000005000m0300000250000059   
0601SOC3+       20080101000425100000005000m0300000300000070   
0601SOC3+       20080101000430100000005000m0300000370000086   
0601SOC3+       20080101000435100000005000m0300000430000098   
0601SOC3+       20080101000440100000005000m0300000490000111   
0601SOC3+       20080101000445100000005000m0300000550000123   
0601SOC3+       20080101000450100000005000m0300000610000135   
0601SOC3+       20080101000455100000005000m0300000670000146   
0601SOC3+       20080101000460100000005000m0300000750000162   
0601SOC3+       20080101000465100000005000m0300000830000178   
0601SOC3+       20080101000470100000005000m0300000900000190   
0601SOC3+       20080101000475100000005000m0300000980000205   
0601SOC3+       20080101000480100000005000m0300001060000220   
0601SOC3+       20080101000485100000005000m0300001120000230   
0601SOC3+       20080101000490100000005000m0300001200000244   
0601SOC3+       20080101000495100000005000m0300001280000257   
0601SOC3+       20080101000500100000005000m0300001340000267   
0601SOC3+       20080101000505100000005000m0300001430000282   
0601SOC3+       20080101000510100000005000m0300001510000295   
0601SOC3+       20080101000515100000005000m0300001580000305   
0601SOC3+       20080101000520100000005000m0300001660000318   
0601SOC3+       20080101000525100000005000m0300001750000332   
0601SOC3+       20080101000530100000005000m0300001830000344   
0601SOC3+       20080101000535100000005000m0300001940000361   
0601SOC3+       20080101000540100000005000m0300002040000376   
0601SOC3+       20080101000545100000005000m0300002120000387   
0601SOC3+       20080101000550100000005000m0300002230000404   
0601SOC3+       20080101000555100000005000m0300002340000420   
0601SOC3+       20080101000560100000005000m0300002420000430   
0601SOC3+       20080101000565100000005000m0300002530000446   
0601SOC3+       20080101000570100000005000m0300002640000461   
0601SOC3+       20080101000575100000005000m0300002720000471   
0601SOC3+       20080101000580100000005000m0300002820000484   
0601SOC3+       20080101000585100000005000m0300002920000497   
0601SOC3+       20080101000590100000005000m0300003010000508   
0601SOC3+       20080101000595100000005000m0300003120000522   
0601SOC3+       20080101000600100000005000m0300003240000538   
0601SOC3+       20080101000605100000005000m0300003330000548   
0601SOC3+       20080101000610100000005000m0300003440000562   
0601SOC3+       20080101000615100000005000m0300003530000572   
0601SOC3+       20080101000620100000005000m0300003620000582   
0601SOC3+       20080101000625100000005000m0300003710000591   
0601SOC3+       20080101000630100000005000m0300003800000601   
0601SOC3+       20080101000635100000005000m0300003890000610   
0601SOC3+       20080101000640100000005000m0300003980000619   
0601SOC3+       20080101000645100000005000m0300004070000629   
0601SOC3+       20080101000650100000005000m0300004160000638   
0601SOC3+       20080101000655100000005000m0300004240000645   
0601SOC3+       20080101000660100000005000m0300004330000654   
0601SOC3+       20080101000665100000005000m0300004420000662   
0601SOC3+       20080101000670100000005000m0300004510000671   
0601SOC3+       20080101000675100000005000m0300004600000679   
0601SOC3+       20080101000680100000005000m0300004680000686   
0601SOC3+       20080101000685100000005000m0300004770000694   
0601SOC3+       20080101000690100000005000m0300004860000702   
0601SOC3+       20080101000695100000005000m0300004950000710   
0601SOC3+       20080101000700100000005000m0300005040000717   
0601SOC3+       20080101000705100000005000m0300005130000725   
0601SOC3+       20080101000710100000005000m0300005220000733   
0601SOC3+       20080101000715100000005000m0300005300000739   
0601SOC3+       20080101000720100000005000m0300005390000746   
0601SOC3+       20080101000725100000005000m0300005480000753   
0601SOC3+       20080101000730100000005000m0300005570000760   
0601SOC3+       20080101000735100000005000m0300005670000769   
0601SOC3+       20080101000740100000005000m0300005760000776   
0601SOC3+       20080101000745100000005000m0300005860000784   
0601SOC3+       20080101000750100000005000m0300005950000791   
0601SOC3+       20080101000755100000005000m0300006040000797   
0601SOC3+       20080101000760100000005000m0300006140000805   
0601SOC3+       20080101000765100000005000m0300006230000812   
0601SOC3+       20080101000770100000005000m0300006330000819   
0601SOC3+       20080101000775100000005000m0300006420000826   
0601SOC3+       20080101000780100000005000m0300006520000833   
0601SOC3+       20080101000785100000005000m0300006610000839   
0601SOC3+       20080101000790100000005000m0300006710000847   
0601SOC3+       20080101000795100000005000m0300006800000853   
0601SOC3+       20080101000800100000005000m0300006900000860   
0601SOC3+       20080101000805100000005000m0300006990000866   
0601SOC3+       20080101000810100000005000m0300007090000873   
0601SOC3+       20080101000815100000005000m0300007180000878   
0601SOC3+       20080101000820100000005000m0300007280000885   
0601SOC3+       20080101000825100000005000m0300007370000891   
0601SOC3+       20080101000830100000005000m0300007470000897   
0601SOC3+       20080101000835100000005000m0300007560000903   
0601SOC3+       20080101000840100000005000m0300007660000909   
0601SOC3+       20080101000845100000005000m0300007760000916   
0601SOC3+       20080101000850100000005000m0300007860000922   
0601SOC3+       20080101000855100000005000m0300007960000928   
0601SOC3+       20080101000860100000005000m0300008060000934   
0601SOC3+       20080101000865100000005000m0300008160000941   
0601SOC3+       20080101000870100000005000m0300008270000948   
0601SOC3+       20080101000875100000005000m0300008370000954   
0601SOC3+       20080101000880100000005000m0300008480000961   
0601SOC3+       20080101000885100000005000m0300008580000967   
0601SOC3+       20080101000890100000005000m0300008690000974   
0601SOC3+       20080101000895100000005000m0300008790000979   
0601SOC3+       20080101000900100000005000m0300008900000986   
0601SOC3+       20080101000905100000005000m0300009010000993   
0601SOC3+       20080101000910100000005000m0300009110000998   
0601SOC3+       20080101000915100000005000m0300009220001005   
0601SOC3+       20080101000920100000005000m0300009320001010   
0601SOC3+       20080101000925100000005000m0300009430001017   
0601SOC3+       20080101000930100000005000m0300009530001022   
0601SOC3+       20080101000935100000005000m0300009640001028   
0601SOC3+       20080101000940100000005000m0300009740001033   
0601SOC3+       20080101000945100000005000m0300009850001040   
0601SOC3+       20080101000950100000005000m0300009960001046   
0601SOC3+       20080101000955100000005000m0300010060001051   
0601SOC3+       20080101000960100000005000m0300010170001057   
0601SOC3+       20080101000965100000005000m0300010280001063   
0601SOC3+       20080101000970100000005000m0300010380001067   
0601SOC3+       20080101000975100000005000m0300010490001073   
0601SOC3+       20080101000980100000005000m0300010600001079   
0601SOC3+       20080101000985100000005000m0300010700001084   
0601SOC3+       20080101000990100000005000m0300010810001089   
0601SOC3+       20080101000995100000005000m0300010920001095   
0601SOC3+       20080101001000100000005000m0300011030001100   
0601SOC3+       20080101001005100000005000m0300011140001106   
0601SOC3+       20080101001010100000005000m0300011250001111   
0601SOC3+       20080101001015100000005000m0300011360001116   
0601SOC3+       20080101001020100000005000m0300011470001122   
0601SOC3+       20080101001025100000005000m0300011580001127   
0601SOC3+       20080101001030100000005000m0300011690001132   
0601SOC3+       20080101001035100000005000m0300011800001137   
0601SOC3+       20080101001040100000005000m0300011910001142   
0601SOC3+       20080101001045100000005000m0300012020001147   
0601SOC3+       20080101001050100000005000m0300012130001152   
0601SOC3+       20080101001055100000005000m0300012240001157   
0601SOC3+       20080101001060100000005000m0300012360001163   
0601SOC3+       20080101001065100000005000m0300012470001168   
0601SOC3+       20080101001070100000005000m0300012590001174   
0601SOC3+       20080101001075100000005000m0300012700001179   
0601SOC3+       20080101001080100000005000m0300012820001184   
0601SOC3+       20080101001085100000005000m0300012930001189   
0601SOC3+       20080101001090100000005000m0300013050001195   
0601SOC3+       20080101001095100000005000m0300013160001199   
0601SOC3+       20080101001100100000005000m0300013280001205   
0601SOC3+       20080101001105100000005000m0300013400001210   
0601SOC3+       20080101001110100000005000m0300013520001215   
0601SOC3+       20080101001115100000005000m0300013640001221   
0601SOC3+       20080101001120100000005000m0300013760001226   
0601SOC3+       20080101001125100000005000m0300013880001231   
0601SOC3+       20080101001130100000005000m0300014000001236   
0601SOC3+       20080101001135100000005000m0300014120001241   
0601SOC3+       20080101001140100000005000m0300014240001246   
0601SOC3+       20080101001145100000005000m0300014360001251   
0601SOC3+       20080101001150100000005000m0300014480001256   
0601SOC3+       20080101001155100000005000m0300014590001260   
0601SOC3+       20080101001160100000005000m0300014710001265   
0601SOC3+       20080101001165100000005000m0300014830001270   
0601SOC3+       20080101001170100000005000m0300014950001275   
0601SOC3+       20080101001175100000005000m0300015060001279   
0601SOC3+       20080101001180100000005000m0300015180001284   
0601SOC3+       20080101001185100000005000m0300015310001289   
0601SOC3+       20080101001190100000005000m0300015430001294   
0601SOC3+       20080101001195100000005000m0300015550001299   
0601SOC3+       20080101001200100000005000m0300015670001303   
0601SOC3+       20080101001205100000005000m0300015800001308   
0601SOC3+       20080101001210100000005000m0300015920001313   
0601SOC3+       20080101001215100000005000m0300016050001318   
0601SOC3+       20080101001220100000005000m0300016180001324   
0601SOC3+       20080101001225100000005000m0300016310001329   
0601SOC3+       20080101001230100000005000m0300016440001334   
0601SOC3+       20080101001235100000005000m0300016560001338   
0601SOC3+       20080101001240100000005000m0300016690001343   
0601SOC3+       20080101001245100000005000m0300016830001349   
0601SOC3+       20080101001250100000005000m0300016960001354   
0601SOC3+       20080101001255100000005000m0300017090001359   
0601SOC3+       20080101001260100000005000m0300017230001365   
0601SOC3+       20080101001265100000005000m0300017360001370   
0601SOC3+       20080101001270100000005000m0300017490001374   
0601SOC3+       20080101001275100000005000m0300017630001380   
0601SOC3+       20080101001280100000005000m0300017760001385   
0601SOC3+       20080101001285100000005000m0300017900001390   
0601SOC3+       20080101001290100000005000m0300018030001395   
0601SOC3+       20080101001295100000005000m0300018170001400   
0601SOC3+       20080101001300100000005000m0300018310001406   
0601SOC3+       20080101001305100000005000m0300018440001410   
0601SOC3+       20080101001310100000005000m0300018590001416   
0601SOC3+       20080101001315100000005000m0300018720001421   
0601SOC3+       20080101001320100000005000m0300018870001427   
0601SOC3+       20080101001325100000005000m0300019000001431   
0601SOC3+       20080101001330100000005000m0300019150001437   
0601SOC3+       20080101001335100000005000m0300019290001442   
0601SOC3+       20080101001340100000005000m0300019430001447   
0601SOC3+       20080101001345100000005000m0300019580001453   
0601SOC3+       20080101001350100000005000m0300019740001460   
0601SOC3+       20080101001355100000005000m0300019880001464   
0601SOC3+       20080101001360100000005000m0300020030001470   
0601SOC3+       20080101001365100000005000m0300020190001476   
0601SOC3+       20080101001370100000005000m0300020340001482   
0601SOC3+       20080101001375100000005000m0300020500001488   
0601SOC3+       20080101001380100000005000m0300020650001494   
0601SOC3+       20080101001385100000005000m0300020800001499   
0601SOC3+       20080101001390100000005000m0300020960001505   
0601SOC3+       20080101001395100000005000m0300021110001511   
0601SOC3+       20080101001400100000005000m0300021260001516   
0601SOC3+       20080101001405100000005000m0300021420001522   
0601SOC3+       20080101001410100000005000m0300021570001527   
0601SOC3+       20080101001415100000005000m0300021730001533   
0601SOC3+       20080101001420100000005000m0300021880001538   
0601SOC3+       20080101001425100000005000m0300022040001544   
0601SOC3+       20080101001430100000005000m0300022190001549   
0601SOC3+       20080101001435100000005000m0300022350001555   
0601SOC3+       20080101001440100000005000m0300022500001560   
0601SOC3+       20080101001445100000005000m0300022660001565   
0601SOC3+       20080101001450100000005000m0300022810001570   
0601SOC3+       20080101001455100000005000m0300022970001576   
0601SOC3+       20080101001460100000005000m0300023130001582   
0601SOC3+       20080101001465100000005000m0300023280001586   
0601SOC3+       20080101001470100000005000m0300023440001592   
0601SOC3+       20080101001475100000005000m0300023590001597   
0601SOC3+       20080101001480100000005000m0300023740001601   
0601SOC3+       20080101001485100000005000m0300023910001607   
0601SOC3+       20080101001490100000005000m0300024060001612   
0601SOC3+       20080101001495100000005000m0300024210001617   
0601SOC3+       20080101001500100000005000m0300024370001622   
0601SOC3+       20080101001505100000005000m0300024520001627   
0601SOC3+       20080101001510100000005000m0300024680001632   
0601SOC3+       20080101001515100000005000m0300024840001637   
0601SOC3+       20080101001520100000005000m0300024990001641   
0601SOC3+       20080101001525100000005000m0300025150001646   
0601SOC3+       20080101001530100000005000m0300025300001651   
0601SOC3+       20080101001535100000005000m0300025450001655   
0601SOC3+       20080101001540100000005000m0300025610001660   
0601SOC3+       20080101001545100000005000m0300025760001665   
0601SOC3+       20080101001550100000005000m0300025920001670   
0601SOC3+       20080101001555100000005000m0300026070001674   
0601SOC3+       20080101001560100000005000m0300026220001678   
0601SOC3+       20080101001565100000005000m0300026380001683   
0601SOC3+       20080101001570100000005000m0300026540001688   
0601SOC3+       20080101001575100000005000m0300026690001692   
0601SOC3+       20080101001580100000005000m0300026850001697   
0601SOC3+       20080101001585100000005000m0300027000001701   
0601SOC3+       20080101001590100000005000m0300027150001705   
0601SOC3+       20080101001595100000005000m0300027320001710   
0601SOC3+       20080101001600100000005000m0300027470001714   
0601SOC3+       20080101001605100000005000m0300027620001718   
0601SOC3+       20080101001610100000005000m0300027780001723   
0601SOC3+       20080101001615100000005000m0300027930001727   
0601SOC3+       20080101001620100000005000m0300028090001731   
0601SOC3+       20080101001625100000005000m0300028250001736   
0601SOC3+       20080101001630100000005000m0300028400001740   
0601SOC3+       20080101001635100000005000m0300028560001744   
0601SOC3+       20080101001640100000005000m0300028710001748   
0601SOC3+       20080101001645100000005000m0300028870001752   
0601SOC3+       20080101001650100000005000m0300029030001757   
0601SOC3+       20080101001655100000005000m0300029180001760   
0601SOC3+       20080101001660100000005000m0300029330001764   
0601SOC3+       20080101001665100000005000m0300029490001769   
0601SOC3+       20080101001670100000005000m0300029650001773   
0601SOC3+       20080101001675100000005000m0300029810001777   
0601SOC3+       20080101001680100000005000m0300029960001781   
0601SOC3+       20080101001685100000005000m0300030120001785   
0601SOC3+       20080101001690100000005000m0300030280001789   
0601SOC3+       20080101001695100000005000m0300030430001793   
0601SOC3+       20080101001700100000100000m0300000000001879   
0601SOC3+       20080101001800100000200000m0300000000002031   
0601SOC3+       20080101002000100000500000m0300000000002315   
0601SOC3+       20080101002500100000500000m0300000000002513   
0601SOC3+       20080101003000100006999900m0300000000002931   
0601SOC4+       20080101000000100000080000m0400000030000039   
0601SOC4+       20080101000080100000005000m0400000030000036   
0601SOC4+       20080101000085100000005000m0400000030000034   
0601SOC4+       20080101000090100000005000m0400000030000032   
0601SOC4+       20080101000095100000005000m0400000030000031   
0601SOC4+       20080101000100100000005000m0400000030000029   
0601SOC4+       20080101000105100000005000m0400000030000028   
0601SOC4+       20080101000110100000005000m0400000030000027   
0601SOC4+       20080101000115100000005000m0400000030000026   
0601SOC4+       20080101000120100000005000m0400000030000024   
0601SOC4+       20080101000125100000005000m0400000030000024   
0601SOC4+       20080101000130100000005000m0400000030000023   
0601SOC4+       20080101000135100000005000m0400000030000022   
0601SOC4+       20080101000140100000005000m0400000030000021   
0601SOC4+       20080101000145100000005000m0400000030000020   
0601SOC4+       20080101000150100000005000m0400000030000020   
0601SOC4+       20080101000155100000005000m0400000030000019   
0601SOC4+       20080101000160100000005000m0400000030000018   
0601SOC4+       20080101000165100000005000m0400000030000018   
0601SOC4+       20080101000170100000005000m0400000030000017   
0601SOC4+       20080101000175100000005000m0400000030000017   
0601SOC4+       20080101000180100000005000m0400000030000016   
0601SOC4+       20080101000185100000005000m0400000030000016   
0601SOC4+       20080101000190100000005000m0400000030000016   
0601SOC4+       20080101000195100000005000m0400000030000015   
0601SOC4+       20080101000200100000005000m0400000030000015   
0601SOC4+       20080101000205100000005000m0400000030000014   
0601SOC4+       20080101000210100000005000m0400000030000014   
0601SOC4+       20080101000215100000005000m0400000030000014   
0601SOC4+       20080101000220100000005000m0400000030000013   
0601SOC4+       20080101000225100000005000m0400000030000013   
0601SOC4+       20080101000230100000005000m0400000030000013   
0601SOC4+       20080101000235100000005000m0400000030000013   
0601SOC4+       20080101000240100000005000m0400000030000012   
0601SOC4+       20080101000245100000005000m0400000030000012   
0601SOC4+       20080101000250100000005000m0400000030000012   
0601SOC4+       20080101000255100000005000m0400000030000012   
0601SOC4+       20080101000260100000005000m0400000030000011   
0601SOC4+       20080101000265100000005000m0400000030000011   
0601SOC4+       20080101000270100000005000m0400000030000011   
0601SOC4+       20080101000275100000005000m0400000030000011   
0601SOC4+       20080101000280100000005000m0400000030000011   
0601SOC4+       20080101000285100000005000m0400000030000010   
0601SOC4+       20080101000290100000005000m0400000030000010   
0601SOC4+       20080101000295100000005000m0400000030000010   
0601SOC4+       20080101000300100000005000m0400000030000010   
0601SOC4+       20080101000305100000005000m0400000030000010   
0601SOC4+       20080101000310100000005000m0400000030000010   
0601SOC4+       20080101000315100000005000m0400000030000009   
0601SOC4+       20080101000320100000005000m0400000030000009   
0601SOC4+       20080101000325100000005000m0400000030000009   
0601SOC4+       20080101000330100000005000m0400000030000009   
0601SOC4+       20080101000335100000005000m0400000030000009   
0601SOC4+       20080101000340100000005000m0400000030000009   
0601SOC4+       20080101000345100000005000m0400000030000009   
0601SOC4+       20080101000350100000005000m0400000030000009   
0601SOC4+       20080101000355100000005000m0400000030000008   
0601SOC4+       20080101000360100000005000m0400000030000008   
0601SOC4+       20080101000365100000005000m0400000030000008   
0601SOC4+       20080101000370100000005000m0400000030000008   
0601SOC4+       20080101000375100000005000m0400000030000008   
0601SOC4+       20080101000380100000005000m0400000030000008   
0601SOC4+       20080101000385100000005000m0400000030000008   
0601SOC4+       20080101000390100000005000m0400000030000008   
0601SOC4+       20080101000395100000005000m0400000030000008   
0601SOC4+       20080101000400100000005000m0400000030000007   
0601SOC4+       20080101000405100000005000m0400000030000007   
0601SOC4+       20080101000410100000005000m0400000030000007   
0601SOC4+       20080101000415100000005000m0400000030000007   
0601SOC4+       20080101000420100000005000m0400000030000007   
0601SOC4+       20080101000425100000005000m0400000030000007   
0601SOC4+       20080101000430100000005000m0400000030000007   
0601SOC4+       20080101000435100000005000m0400000030000007   
0601SOC4+       20080101000440100000005000m0400000030000007   
0601SOC4+       20080101000445100000005000m0400000030000007   
0601SOC4+       20080101000450100000005000m0400000030000007   
0601SOC4+       20080101000455100000005000m0400000030000007   
0601SOC4+       20080101000460100000005000m0400000030000006   
0601SOC4+       20080101000465100000005000m0400000030000006   
0601SOC4+       20080101000470100000005000m0400000030000006   
0601SOC4+       20080101000475100000005000m0400000030000006   
0601SOC4+       20080101000480100000005000m0400000030000006   
0601SOC4+       20080101000485100000005000m0400000030000006   
0601SOC4+       20080101000490100000005000m0400000050000010   
0601SOC4+       20080101000495100000005000m0400000110000022   
0601SOC4+       20080101000500100000005000m0400000170000034   
0601SOC4+       20080101000505100000005000m0400000260000051   
0601SOC4+       20080101000510100000005000m0400000340000066   
0601SOC4+       20080101000515100000005000m0400000410000079   
0601SOC4+       20080101000520100000005000m0400000490000094   
0601SOC4+       20080101000525100000005000m0400000570000108   
0601SOC4+       20080101000530100000005000m0400000640000120   
0601SOC4+       20080101000535100000005000m0400000720000134   
0601SOC4+       20080101000540100000005000m0400000800000147   
0601SOC4+       20080101000545100000005000m0400000870000159   
0601SOC4+       20080101000550100000005000m0400000950000172   
0601SOC4+       20080101000555100000005000m0400001030000185   
0601SOC4+       20080101000560100000005000m0400001100000196   
0601SOC4+       20080101000565100000005000m0400001190000210   
0601SOC4+       20080101000570100000005000m0400001290000225   
0601SOC4+       20080101000575100000005000m0400001370000237   
0601SOC4+       20080101000580100000005000m0400001470000252   
0601SOC4+       20080101000585100000005000m0400001570000267   
0601SOC4+       20080101000590100000005000m0400001650000278   
0601SOC4+       20080101000595100000005000m0400001760000295   
0601SOC4+       20080101000600100000005000m0400001860000309   
0601SOC4+       20080101000605100000005000m0400001950000321   
0601SOC4+       20080101000610100000005000m0400002050000335   
0601SOC4+       20080101000615100000005000m0400002140000347   
0601SOC4+       20080101000620100000005000m0400002220000357   
0601SOC4+       20080101000625100000005000m0400002300000367   
0601SOC4+       20080101000630100000005000m0400002390000378   
0601SOC4+       20080101000635100000005000m0400002470000387   
0601SOC4+       20080101000640100000005000m0400002550000397   
0601SOC4+       20080101000645100000005000m0400002640000408   
0601SOC4+       20080101000650100000005000m0400002730000418   
0601SOC4+       20080101000655100000005000m0400002810000427   
0601SOC4+       20080101000660100000005000m0400002900000438   
0601SOC4+       20080101000665100000005000m0400002990000448   
0601SOC4+       20080101000670100000005000m0400003080000458   
0601SOC4+       20080101000675100000005000m0400003170000468   
0601SOC4+       20080101000680100000005000m0400003250000476   
0601SOC4+       20080101000685100000005000m0400003340000486   
0601SOC4+       20080101000690100000005000m0400003430000495   
0601SOC4+       20080101000695100000005000m0400003520000505   
0601SOC4+       20080101000700100000005000m0400003610000514   
0601SOC4+       20080101000705100000005000m0400003700000523   
0601SOC4+       20080101000710100000005000m0400003790000532   
0601SOC4+       20080101000715100000005000m0400003870000539   
0601SOC4+       20080101000720100000005000m0400003960000548   
0601SOC4+       20080101000725100000005000m0400004050000557   
0601SOC4+       20080101000730100000005000m0400004140000565   
0601SOC4+       20080101000735100000005000m0400004230000574   
0601SOC4+       20080101000740100000005000m0400004320000582   
0601SOC4+       20080101000745100000005000m0400004410000590   
0601SOC4+       20080101000750100000005000m0400004500000598   
0601SOC4+       20080101000755100000005000m0400004590000606   
0601SOC4+       20080101000760100000005000m0400004680000614   
0601SOC4+       20080101000765100000005000m0400004770000621   
0601SOC4+       20080101000770100000005000m0400004860000629   
0601SOC4+       20080101000775100000005000m0400004950000637   
0601SOC4+       20080101000780100000005000m0400005040000644   
0601SOC4+       20080101000785100000005000m0400005140000653   
0601SOC4+       20080101000790100000005000m0400005230000660   
0601SOC4+       20080101000795100000005000m0400005320000667   
0601SOC4+       20080101000800100000005000m0400005410000674   
0601SOC4+       20080101000805100000005000m0400005510000682   
0601SOC4+       20080101000810100000005000m0400005600000689   
0601SOC4+       20080101000815100000005000m0400005690000696   
0601SOC4+       20080101000820100000005000m0400005790000704   
0601SOC4+       20080101000825100000005000m0400005880000711   
0601SOC4+       20080101000830100000005000m0400005980000718   
0601SOC4+       20080101000835100000005000m0400006080000726   
0601SOC4+       20080101000840100000005000m0400006170000732   
0601SOC4+       20080101000845100000005000m0400006270000740   
0601SOC4+       20080101000850100000005000m0400006360000746   
0601SOC4+       20080101000855100000005000m0400006460000753   
0601SOC4+       20080101000860100000005000m0400006550000759   
0601SOC4+       20080101000865100000005000m0400006650000767   
0601SOC4+       20080101000870100000005000m0400006750000774   
0601SOC4+       20080101000875100000005000m0400006840000779   
0601SOC4+       20080101000880100000005000m0400006940000786   
0601SOC4+       20080101000885100000005000m0400007040000793   
0601SOC4+       20080101000890100000005000m0400007130000799   
0601SOC4+       20080101000895100000005000m0400007230000806   
0601SOC4+       20080101000900100000005000m0400007320000811   
0601SOC4+       20080101000905100000005000m0400007420000818   
0601SOC4+       20080101000910100000005000m0400007520000824   
0601SOC4+       20080101000915100000005000m0400007630000832   
0601SOC4+       20080101000920100000005000m0400007730000838   
0601SOC4+       20080101000925100000005000m0400007830000844   
0601SOC4+       20080101000930100000005000m0400007930000850   
0601SOC4+       20080101000935100000005000m0400008030000857   
0601SOC4+       20080101000940100000005000m0400008130000863   
0601SOC4+       20080101000945100000005000m0400008240000870   
0601SOC4+       20080101000950100000005000m0400008350000877   
0601SOC4+       20080101000955100000005000m0400008450000883   
0601SOC4+       20080101000960100000005000m0400008560000889   
0601SOC4+       20080101000965100000005000m0400008670000896   
0601SOC4+       20080101000970100000005000m0400008770000902   
0601SOC4+       20080101000975100000005000m0400008880000908   
0601SOC4+       20080101000980100000005000m0400008990000915   
0601SOC4+       20080101000985100000005000m0400009090000921   
0601SOC4+       20080101000990100000005000m0400009200000927   
0601SOC4+       20080101000995100000005000m0400009300000932   
0601SOC4+       20080101001000100000005000m0400009410000939   
0601SOC4+       20080101001005100000005000m0400009520000945   
0601SOC4+       20080101001010100000005000m0400009620000950   
0601SOC4+       20080101001015100000005000m0400009730000956   
0601SOC4+       20080101001020100000005000m0400009830000961   
0601SOC4+       20080101001025100000005000m0400009940000967   
0601SOC4+       20080101001030100000005000m0400010050000973   
0601SOC4+       20080101001035100000005000m0400010150000978   
0601SOC4+       20080101001040100000005000m0400010260000984   
0601SOC4+       20080101001045100000005000m0400010360000989   
0601SOC4+       20080101001050100000005000m0400010470000995   
0601SOC4+       20080101001055100000005000m0400010580001000   
0601SOC4+       20080101001060100000005000m0400010690001006   
0601SOC4+       20080101001065100000005000m0400010800001012   
0601SOC4+       20080101001070100000005000m0400010920001018   
0601SOC4+       20080101001075100000005000m0400011040001025   
0601SOC4+       20080101001080100000005000m0400011150001030   
0601SOC4+       20080101001085100000005000m0400011260001035   
0601SOC4+       20080101001090100000005000m0400011380001042   
0601SOC4+       20080101001095100000005000m0400011490001047   
0601SOC4+       20080101001100100000005000m0400011610001053   
0601SOC4+       20080101001105100000005000m0400011730001059   
0601SOC4+       20080101001110100000005000m0400011840001064   
0601SOC4+       20080101001115100000005000m0400011950001069   
0601SOC4+       20080101001120100000005000m0400012070001075   
0601SOC4+       20080101001125100000005000m0400012180001080   
0601SOC4+       20080101001130100000005000m0400012300001086   
0601SOC4+       20080101001135100000005000m0400012410001091   
0601SOC4+       20080101001140100000005000m0400012530001097   
0601SOC4+       20080101001145100000005000m0400012640001102   
0601SOC4+       20080101001150100000005000m0400012760001107   
0601SOC4+       20080101001155100000005000m0400012870001112   
0601SOC4+       20080101001160100000005000m0400012990001117   
0601SOC4+       20080101001165100000005000m0400013110001123   
0601SOC4+       20080101001170100000005000m0400013220001128   
0601SOC4+       20080101001175100000005000m0400013340001133   
0601SOC4+       20080101001180100000005000m0400013460001138   
0601SOC4+       20080101001185100000005000m0400013580001144   
0601SOC4+       20080101001190100000005000m0400013690001148   
0601SOC4+       20080101001195100000005000m0400013810001153   
0601SOC4+       20080101001200100000005000m0400013930001158   
0601SOC4+       20080101001205100000005000m0400014050001164   
0601SOC4+       20080101001210100000005000m0400014160001168   
0601SOC4+       20080101001215100000005000m0400014280001173   
0601SOC4+       20080101001220100000005000m0400014400001178   
0601SOC4+       20080101001225100000005000m0400014520001183   
0601SOC4+       20080101001230100000005000m0400014640001188   
0601SOC4+       20080101001235100000005000m0400014760001193   
0601SOC4+       20080101001240100000005000m0400014880001198   
0601SOC4+       20080101001245100000005000m0400015000001202   
0601SOC4+       20080101001250100000005000m0400015120001207   
0601SOC4+       20080101001255100000005000m0400015250001213   
0601SOC4+       20080101001260100000005000m0400015370001217   
0601SOC4+       20080101001265100000005000m0400015490001222   
0601SOC4+       20080101001270100000005000m0400015620001228   
0601SOC4+       20080101001275100000005000m0400015750001233   
0601SOC4+       20080101001280100000005000m0400015880001238   
0601SOC4+       20080101001285100000005000m0400016010001243   
0601SOC4+       20080101001290100000005000m0400016140001249   
0601SOC4+       20080101001295100000005000m0400016270001254   
0601SOC4+       20080101001300100000005000m0400016400001259   
0601SOC4+       20080101001305100000005000m0400016530001264   
0601SOC4+       20080101001310100000005000m0400016670001270   
0601SOC4+       20080101001315100000005000m0400016800001275   
0601SOC4+       20080101001320100000005000m0400016940001281   
0601SOC4+       20080101001325100000005000m0400017070001286   
0601SOC4+       20080101001330100000005000m0400017200001291   
0601SOC4+       20080101001335100000005000m0400017340001296   
