00ZG               20081202                                                                                   
0601ZGC0+       20090101003090100000005000m0000055800001804   
0601ZGC0+       20090101003095100000005000m0000055910001805   
0601ZGC0+       20090101003100100000005000m0000056030001806   
0601ZGC0+       20090101003105100000005000m0000056150001807   
0601ZGC0+       20090101003110100000005000m0000056250001807   
0601ZGC0+       20090101003115100000005000m0000056370001808   
0601ZGC0+       20090101003120100000005000m0000056490001809   
0601ZGC0+       20090101003125100000005000m0000056600001810   
0601ZGC0+       20090101003130100000005000m0000056710001810   
0601ZGC0+       20090101003135100000005000m0000056820001811   
0601ZGC0+       20090101003140100000005000m0000056940001812   
0601ZGC0+       20090101003145100000005000m0000057050001813   
0601ZGC0+       20090101003150100000005000m0000057160001813   
0601ZGC0+       20090101003155100000005000m0000057280001814   
0601ZGC0+       20090101003160100000005000m0000057390001815   
0601ZGC0+       20090101003165100000005000m0000057500001815   
0601ZGC0+       20090101003170100000005000m0000057620001816   
0601ZGC0+       20090101003175100000005000m0000057730001817   
0601ZGC0+       20090101003180100000005000m0000057850001818   
0601ZGC0+       20090101003185100000005000m0000057960001818   
0601ZGC0+       20090101003190100000005000m0000058070001819   
0601ZGC0+       20090101003195100000005000m0000058190001820   
0601ZGC0+       20090101003200100000005000m0000058300001820   
0601ZGC0+       20090101003205100000005000m0000058420001821   
0601ZGC0+       20090101003210100000005000m0000058530001822   
0601ZGC0+       20090101003215100000005000m0000058640001823   
0601ZGC0+       20090101003220100000005000m0000058750001823   
0601ZGC0+       20090101003225100000005000m0000058870001824   
0601ZGC0+       20090101003230100000005000m0000058980001825   
0601ZGC0+       20090101003235100000005000m0000059100001825   
0601ZGC0+       20090101003240100000005000m0000059210001826   
0601ZGC0+       20090101003245100000005000m0000059320001827   
0601ZGC0+       20090101003250100000005000m0000059440001828   
0601ZGC0+       20090101003255100000005000m0000059550001828   
0601ZGC0+       20090101003260100000005000m0000059670001829   
0601ZGC0+       20090101003265100000005000m0000059780001830   
0601ZGC0+       20090101003270100000005000m0000059890001830   
0601ZGC0+       20090101003275100000005000m0000060000001831   
0601ZGC0+       20090101003280100000005000m0000060120001832   
0601ZGC0+       20090101003285100000005000m0000060230001832   
0601ZGC0+       20090101003290100000005000m0000060350001833   
0601ZGC0+       20090101003295100000005000m0000060460001834   
0601ZGC0+       20090101003300100000005000m0000060580001834   
0601ZGC0+       20090101003305100000005000m0000060690001835   
0601ZGC0+       20090101003310100000005000m0000060800001835   
0601ZGC0+       20090101003315100000005000m0000060910001836   
0601ZGC0+       20090101003320100000005000m0000061030001837   
0601ZGC0+       20090101003325100000005000m0000061140001837   
0601ZGC0+       20090101003330100000005000m0000061250001838   
0601ZGC0+       20090101003335100000005000m0000061370001839   
0601ZGC0+       20090101003340100000005000m0000061480001839   
0601ZGC0+       20090101003345100000005000m0000061600001840   
0601ZGC0+       20090101003350100000005000m0000061710001841   
0601ZGC0+       20090101003355100000005000m0000061830001842   
0601ZGC0+       20090101003360100000005000m0000061940001842   
0601ZGC0+       20090101003365100000005000m0000062060001843   
0601ZGC0+       20090101003370100000005000m0000062170001843   
0601ZGC0+       20090101003375100000005000m0000062280001844   
0601ZGC0+       20090101003380100000005000m0000062400001845   
0601ZGC0+       20090101003385100000005000m0000062510001845   
0601ZGC0+       20090101003390100000005000m0000062620001846   
0601ZGC0+       20090101003395100000005000m0000062740001847   
0601ZGC0+       20090101003400100000005000m0000062850001847   
0601ZGC0+       20090101003405100000005000m0000062960001848   
0601ZGC0+       20090101003410100000005000m0000063080001848   
0601ZGC0+       20090101003415100000005000m0000063190001849   
0601ZGC0+       20090101003420100000005000m0000063310001850   
0601ZGC0+       20090101003425100000005000m0000063420001850   
0601ZGC0+       20090101003430100000005000m0000063530001851   
0601ZGC0+       20090101003435100000005000m0000063650001852   
0601ZGC0+       20090101003440100000005000m0000063760001852   
0601ZGC0+       20090101003445100000005000m0000063880001853   
0601ZGC0+       20090101003450100000005000m0000063990001853   
0601ZGC0+       20090101003455100000005000m0000064110001854   
0601ZGC0+       20090101003460100000005000m0000064220001855   
0601ZGC0+       20090101003465100000005000m0000064330001855   
0601ZGC0+       20090101003470100000005000m0000064450001856   
0601ZGC0+       20090101003475100000005000m0000064560001857   
0601ZGC0+       20090101003480100000005000m0000064670001857   
0601ZGC0+       20090101003485100000005000m0000064790001858   
0601ZGC0+       20090101003490100000005000m0000064900001858   
0601ZGC0+       20090101003495100000005000m0000065010001859   
0601ZGC0+       20090101003500100000005000m0000065130001860   
0601ZGC0+       20090101003505100000005000m0000065240001860   
0601ZGC0+       20090101003510100000005000m0000065350001860   
0601ZGC0+       20090101003515100000005000m0000065470001861   
0601ZGC0+       20090101003520100000005000m0000065580001862   
0601ZGC0+       20090101003525100000005000m0000065700001863   
0601ZGC0+       20090101003530100000005000m0000065810001863   
0601ZGC0+       20090101003535100000005000m0000065930001864   
0601ZGC0+       20090101003540100000005000m0000066040001864   
0601ZGC0+       20090101003545100000005000m0000066160001865   
0601ZGC0+       20090101003550100000005000m0000066270001865   
0601ZGC0+       20090101003555100000005000m0000066380001866   
0601ZGC0+       20090101003560100000005000m0000066500001867   
0601ZGC0+       20090101003565100000005000m0000066610001867   
0601ZGC0+       20090101003570100000005000m0000066720001868   
0601ZGC0+       20090101003575100000005000m0000066840001868   
0601ZGC0+       20090101003580100000005000m0000066960001869   
0601ZGC0+       20090101003585100000005000m0000067070001870   
0601ZGC0+       20090101003590100000005000m0000067180001870   
0601ZGC0+       20090101003595100000005000m0000067300001871   
0601ZGC0+       20090101003600100000005000m0000067410001871   
0601ZGC0+       20090101003605100000005000m0000067520001872   
0601ZGC0+       20090101003610100000005000m0000067640001872   
0601ZGC0+       20090101003615100000005000m0000067760001873   
0601ZGC0+       20090101003620100000005000m0000067870001874   
0601ZGC0+       20090101003625100000005000m0000067980001874   
0601ZGC0+       20090101003630100000005000m0000068090001874   
0601ZGC0+       20090101003635100000005000m0000068210001875   
0601ZGC0+       20090101003640100000005000m0000068320001876   
0601ZGC0+       20090101003645100000005000m0000068440001876   
0601ZGC0+       20090101003650100000005000m0000068550001877   
0601ZGC0+       20090101003655100000005000m0000068670001878   
0601ZGC0+       20090101003660100000005000m0000068780001878   
0601ZGC0+       20090101003665100000005000m0000068890001878   
0601ZGC0+       20090101003670100000005000m0000069010001879   
0601ZGC0+       20090101003675100000005000m0000069120001880   
0601ZGC0+       20090101003680100000005000m0000069240001880   
0601ZGC0+       20090101003685100000005000m0000069350001881   
0601ZGC0+       20090101003690100000005000m0000069470001881   
0601ZGC0+       20090101003695100000005000m0000069580001882   
0601ZGC0+       20090101003700100000005000m0000069700001883   
0601ZGC0+       20090101003705100000005000m0000069810001883   
0601ZGC0+       20090101003710100000005000m0000069920001883   
0601ZGC0+       20090101003715100000005000m0000070040001884   
0601ZGC0+       20090101003720100000005000m0000070150001884   
0601ZGC0+       20090101003725100000005000m0000070270001885   
0601ZGC0+       20090101003730100000005000m0000070380001886   
0601ZGC0+       20090101003735100000005000m0000070490001886   
0601ZGC0+       20090101003740100000005000m0000070610001887   
0601ZGC0+       20090101003745100000005000m0000070720001887   
0601ZGC0+       20090101003750100000005000m0000070830001888   
0601ZGC0+       20090101003755100000005000m0000070950001888   
0601ZGC0+       20090101003760100000005000m0000071070001889   
0601ZGC0+       20090101003765100000005000m0000071180001889   
0601ZGC0+       20090101003770100000005000m0000071290001890   
0601ZGC0+       20090101003775100000005000m0000071410001890   
0601ZGC0+       20090101003780100000005000m0000071520001891   
0601ZGC0+       20090101003785100000005000m0000071640001891   
0601ZGC0+       20090101003790100000005000m0000071750001892   
0601ZGC0+       20090101003795100000005000m0000071870001893   
0601ZGC0+       20090101003800100000005000m0000071980001893   
0601ZGC0+       20090101003805100000005000m0000072090001893   
0601ZGC0+       20090101003810100000005000m0000072210001894   
0601ZGC0+       20090101003815100000005000m0000072330001895   
0601ZGC0+       20090101003820100000005000m0000072440001895   
0601ZGC0+       20090101003825100000005000m0000072550001895   
0601ZGC0+       20090101003830100000005000m0000072670001896   
0601ZGC0+       20090101003835100000005000m0000072780001897   
0601ZGC0+       20090101003840100000005000m0000072890001897   
0601ZGC0+       20090101003845100000005000m0000073010001898   
0601ZGC0+       20090101003850100000005000m0000073120001898   
0601ZGC0+       20090101003855100000005000m0000073240001899   
0601ZGC0+       20090101003860100000005000m0000073360001899   
0601ZGC0+       20090101003865100000005000m0000073470001900   
0601ZGC0+       20090101003870100000005000m0000073580001900   
0601ZGC0+       20090101003875100000005000m0000073700001901   
0601ZGC0+       20090101003880100000005000m0000073810001901   
0601ZGC0+       20090101003885100000005000m0000073920001901   
0601ZGC0+       20090101003890100000005000m0000074040001902   
0601ZGC0+       20090101003895100000005000m0000074150001903   
0601ZGC0+       20090101003900100000005000m0000074270001903   
0601ZGC0+       20090101003905100000005000m0000074390001904   
0601ZGC0+       20090101003910100000005000m0000074500001904   
0601ZGC0+       20090101003915100000005000m0000074610001905   
0601ZGC0+       20090101003920100000005000m0000074730001905   
0601ZGC0+       20090101003925100000005000m0000074840001906   
0601ZGC0+       20090101003930100000005000m0000074950001906   
0601ZGC0+       20090101003935100000005000m0000075070001907   
0601ZGC0+       20090101003940100000005000m0000075180001907   
0601ZGC0+       20090101003945100000005000m0000075300001908   
0601ZGC0+       20090101003950100000005000m0000075410001908   
0601ZGC0+       20090101003955100000005000m0000075520001908   
0601ZGC0+       20090101003960100000005000m0000075650001909   
0601ZGC0+       20090101003965100000005000m0000075760001910   
0601ZGC0+       20090101003970100000005000m0000075870001910   
0601ZGC0+       20090101003975100000005000m0000075990001910   
0601ZGC0+       20090101003980100000005000m0000076100001911   
0601ZGC0+       20090101003985100000005000m0000076220001911   
0601ZGC0+       20090101003990100000005000m0000076330001912   
0601ZGC0+       20090101003995100000005000m0000076440001912   
0601ZGC0+       20090101004000100000005000m0000076560001913   
0601ZGC0+       20090101004005100000005000m0000076670001913   
0601ZGC0+       20090101004010100000005000m0000076790001914   
0601ZGC0+       20090101004015100000005000m0000076900001914   
0601ZGC0+       20090101004020100000005000m0000077020001915   
0601ZGC0+       20090101004025100000005000m0000077130001915   
0601ZGC0+       20090101004030100000005000m0000077240001915   
0601ZGC0+       20090101004035100000005000m0000077360001916   
0601ZGC0+       20090101004040100000005000m0000077470001916   
0601ZGC0+       20090101004045100000005000m0000077590001917   
0601ZGC0+       20090101004050100000005000m0000077700001917   
0601ZGC0+       20090101004055100000005000m0000077820001918   
0601ZGC0+       20090101004060100000005000m0000077930001918   
0601ZGC0+       20090101004065100000005000m0000078040001919   
0601ZGC0+       20090101004070100000005000m0000078160001919   
0601ZGC0+       20090101004075100000005000m0000078270001920   
0601ZGC0+       20090101004080100000005000m0000078390001920   
0601ZGC0+       20090101004085100000005000m0000078500001920   
0601ZGC0+       20090101004090100000005000m0000078620001921   
0601ZGC0+       20090101004095100000005000m0000078730001921   
0601ZGC0+       20090101004100100000005000m0000078850001922   
0601ZGC0+       20090101004105100000005000m0000078960001922   
0601ZGC0+       20090101004110100000005000m0000079080001923   
0601ZGC0+       20090101004115100000005000m0000079190001923   
0601ZGC0+       20090101004120100000005000m0000079300001924   
0601ZGC0+       20090101004125100000005000m0000079420001924   
0601ZGC0+       20090101004130100000005000m0000079530001925   
0601ZGC0+       20090101004135100000005000m0000079650001925   
0601ZGC0+       20090101004140100000005000m0000079760001925   
0601ZGC0+       20090101004145100000005000m0000079880001926   
0601ZGC0+       20090101004150100000005000m0000079990001926   
0601ZGC0+       20090101004155100000005000m0000080110001927   
0601ZGC0+       20090101004160100000005000m0000080220001927   
0601ZGC0+       20090101004165100000005000m0000080340001928   
0601ZGC0+       20090101004170100000005000m0000080450001928   
0601ZGC0+       20090101004175100000005000m0000080570001929   
0601ZGC0+       20090101004180100000005000m0000080680001929   
0601ZGC0+       20090101004185100000005000m0000080800001930   
0601ZGC0+       20090101004190100000005000m0000080910001930   
0601ZGC0+       20090101004195100000005000m0000081030001930   
0601ZGC0+       20090101004200100000005000m0000081140001931   
0601ZGC0+       20090101004205100000005000m0000081260001931   
0601ZGC0+       20090101004210100000005000m0000081370001932   
0601ZGC0+       20090101004215100000005000m0000081490001932   
0601ZGC0+       20090101004220100000005000m0000081600001933   
0601ZGC0+       20090101004225100000005000m0000081720001933   
0601ZGC0+       20090101004230100000005000m0000081830001933   
0601ZGC0+       20090101004235100000005000m0000081950001934   
0601ZGC0+       20090101004240100000005000m0000082060001934   
0601ZGC0+       20090101004245100000005000m0000082180001935   
0601ZGC0+       20090101004250100000005000m0000082290001935   
0601ZGC0+       20090101004255100000005000m0000082400001935   
0601ZGC0+       20090101004260100000005000m0000082520001936   
0601ZGC0+       20090101004265100000005000m0000082630001936   
0601ZGC0+       20090101004270100000005000m0000082750001937   
0601ZGC0+       20090101004275100000005000m0000082860001937   
0601ZGC0+       20090101004280100000005000m0000082980001938   
0601ZGC0+       20090101004285100000005000m0000083090001938   
0601ZGC0+       20090101004290100000005000m0000083210001938   
0601ZGC0+       20090101004295100000005000m0000083320001939   
0601ZGC0+       20090101004300100000005000m0000083440001939   
0601ZGC0+       20090101004305100000005000m0000083560001940   
0601ZGC0+       20090101004310100000005000m0000083670001940   
0601ZGC0+       20090101004315100000005000m0000083790001941   
0601ZGC0+       20090101004320100000005000m0000083890001941   
0601ZGC0+       20090101004325100000005000m0000084010001941   
0601ZGC0+       20090101004330100000005000m0000084120001942   
0601ZGC0+       20090101004335100000005000m0000084240001942   
0601ZGC0+       20090101004340100000005000m0000084360001943   
0601ZGC0+       20090101004345100000005000m0000084470001943   
0601ZGC0+       20090101004350100000005000m0000084590001943   
0601ZGC0+       20090101004355100000005000m0000084700001944   
0601ZGC0+       20090101004360100000005000m0000084820001944   
0601ZGC0+       20090101004365100000005000m0000084930001945   
0601ZGC0+       20090101004370100000005000m0000085040001945   
0601ZGC0+       20090101004375100000005000m0000085160001945   
0601ZGC0+       20090101004380100000005000m0000085270001946   
0601ZGC0+       20090101004385100000005000m0000085390001946   
0601ZGC0+       20090101004390100000005000m0000085500001946   
0601ZGC0+       20090101004395100000005000m0000085620001947   
0601ZGC0+       20090101004400100000005000m0000085740001948   
0601ZGC0+       20090101004405100000005000m0000085850001948   
0601ZGC0+       20090101004410100000005000m0000085970001948   
0601ZGC0+       20090101004415100000005000m0000086070001948   
0601ZGC0+       20090101004420100000005000m0000086190001949   
0601ZGC0+       20090101004425100000005000m0000086310001949   
0601ZGC0+       20090101004430100000005000m0000086420001950   
0601ZGC0+       20090101004435100000005000m0000086540001950   
0601ZGC0+       20090101004440100000005000m0000086650001950   
0601ZGC0+       20090101004445100000005000m0000086770001951   
0601ZGC0+       20090101004450100000005000m0000086890001951   
0601ZGC0+       20090101004455100000005000m0000086990001952   
0601ZGC0+       20090101004460100000005000m0000087110001952   
0601ZGC0+       20090101004465100000005000m0000087230001953   
0601ZGC0+       20090101004470100000005000m0000087340001953   
0601ZGC0+       20090101004475100000005000m0000087460001953   
0601ZGC0+       20090101004480100000005000m0000087580001954   
0601ZGC0+       20090101004485100000005000m0000087690001954   
0601ZGC0+       20090101004490100000005000m0000087800001954   
0601ZGC0+       20090101004495100000005000m0000087910001955   
0601ZGC0+       20090101004500100000005000m0000088030001955   
0601ZGC0+       20090101004505100000005000m0000088150001956   
0601ZGC0+       20090101004510100000005000m0000088260001956   
0601ZGC0+       20090101004515100000005000m0000088380001956   
0601ZGC0+       20090101004520100000005000m0000088490001957   
0601ZGC0+       20090101004525100000005000m0000088600001957   
0601ZGC0+       20090101004530100000005000m0000088720001957   
0601ZGC0+       20090101004535100000005000m0000088840001958   
0601ZGC0+       20090101004540100000005000m0000088950001958   
0601ZGC0+       20090101004545100000005000m0000089070001959   
0601ZGC0+       20090101004550100000005000m0000089180001959   
0601ZGC0+       20090101004555100000005000m0000089290001959   
0601ZGC0+       20090101004560100000005000m0000089410001960   
0601ZGC0+       20090101004565100000005000m0000089530001960   
0601ZGC0+       20090101004570100000005000m0000089640001960   
0601ZGC0+       20090101004575100000005000m0000089760001961   
0601ZGC0+       20090101004580100000005000m0000089870001961   
0601ZGC0+       20090101004585100000005000m0000089980001961   
0601ZGC0+       20090101004590100000005000m0000090100001962   
0601ZGC0+       20090101004595100000005000m0000090220001962   
0601ZGC0+       20090101004600100000005000m0000090330001963   
0601ZGC0+       20090101004605100000005000m0000090440001963   
0601ZGC0+       20090101004610100000005000m0000090560001963   
0601ZGC0+       20090101004615100000005000m0000090670001964   
0601ZGC0+       20090101004620100000005000m0000090790001964   
0601ZGC0+       20090101004625100000005000m0000090910001965   
0601ZGC0+       20090101004630100000005000m0000091020001965   
0601ZGC0+       20090101004635100000005000m0000091130001965   
0601ZGC0+       20090101004640100000005000m0000091250001966   
0601ZGC0+       20090101004645100000005000m0000091370001966   
0601ZGC0+       20090101004650100000005000m0000091480001966   
0601ZGC0+       20090101004655100000005000m0000091590001967   
0601ZGC0+       20090101004660100000005000m0000091710001967   
0601ZGC0+       20090101004665100000005000m0000091830001967   
0601ZGC0+       20090101004670100000005000m0000091940001968   
0601ZGC0+       20090101004675100000005000m0000092060001968   
0601ZGC0+       20090101004680100000005000m0000092170001968   
0601ZGC0+       20090101004685100000005000m0000092280001969   
0601ZGC0+       20090101004690100000005000m0000092400001969   
0601ZGC0+       20090101004695100000005000m0000092520001970   
0601ZGC0+       20090101004700100000005000m0000092640001970   
0601ZGC0+       20090101004705100000005000m0000092740001970   
0601ZGC0+       20090101004710100000005000m0000092860001971   
0601ZGC0+       20090101004715100000005000m0000092980001971   
0601ZGC0+       20090101004720100000005000m0000093090001971   
0601ZGC0+       20090101004725100000005000m0000093200001971   
0601ZGC0+       20090101004730100000005000m0000093320001972   
0601ZGC0+       20090101004735100000005000m0000093440001972   
0601ZGC0+       20090101004740100000005000m0000093550001973   
0601ZGC0+       20090101004745100000005000m0000093670001973   
0601ZGC0+       20090101004750100000005000m0000093780001973   
0601ZGC0+       20090101004755100000005000m0000093900001974   
0601ZGC0+       20090101004760100000005000m0000094010001974   
0601ZGC0+       20090101004765100000005000m0000094130001974   
0601ZGC0+       20090101004770100000005000m0000094240001975   
0601ZGC0+       20090101004775100000005000m0000094360001975   
0601ZGC0+       20090101004780100000005000m0000094470001975   
0601ZGC0+       20090101004785100000005000m0000094590001976   
0601ZGC0+       20090101004790100000005000m0000094700001976   
0601ZGC0+       20090101004795100000005000m0000094820001976   
0601ZGC0+       20090101004800100000005000m0000094930001977   
0601ZGC0+       20090101004805100000005000m0000095050001977   
0601ZGC0+       20090101004810100000005000m0000095160001977   
0601ZGC0+       20090101004815100000005000m0000095280001978   
0601ZGC0+       20090101004820100000005000m0000095390001978   
0601ZGC0+       20090101004825100000005000m0000095510001978   
0601ZGC0+       20090101004830100000005000m0000095620001979   
0601ZGC0+       20090101004835100000005000m0000095740001979   
0601ZGC0+       20090101004840100000005000m0000095850001979   
0601ZGC0+       20090101004845100000005000m0000095970001980   
0601ZGC0+       20090101004850100000005000m0000096080001980   
0601ZGC0+       20090101004855100000005000m0000096200001980   
0601ZGC0+       20090101004860100000005000m0000096320001981   
0601ZGC0+       20090101004865100000005000m0000096420001981   
0601ZGC0+       20090101004870100000005000m0000096540001981   
0601ZGC0+       20090101004875100000005000m0000096660001982   
0601ZGC0+       20090101004880100000005000m0000096780001982   
0601ZGC0+       20090101004885100000005000m0000096880001982   
0601ZGC0+       20090101004890100000005000m0000097000001983   
0601ZGC0+       20090101004895100000005000m0000097120001983   
0601ZGC0+       20090101004900100000005000m0000097240001983   
0601ZGC0+       20090101004905100000005000m0000097350001984   
0601ZGC0+       20090101004910100000005000m0000097460001984   
0601ZGC0+       20090101004915100000005000m0000097580001984   
0601ZGC0+       20090101004920100000005000m0000097690001985   
0601ZGC0+       20090101004925100000005000m0000097810001985   
0601ZGC0+       20090101004930100000005000m0000097930001985   
0601ZGC0+       20090101004935100000005000m0000098040001986   
0601ZGC0+       20090101004940100000005000m0000098150001986   
0601ZGC0+       20090101004945100000005000m0000098270001986   
0601ZGC0+       20090101004950100000005000m0000098390001987   
0601ZGC0+       20090101004955100000005000m0000098500001987   
0601ZGC0+       20090101004960100000005000m0000098610001987   
0601ZGC0+       20090101004965100000005000m0000098730001988   
0601ZGC0+       20090101004970100000005000m0000098850001988   
0601ZGC0+       20090101004975100000005000m0000098960001988   
0601ZGC0+       20090101004980100000005000m0000099080001989   
0601ZGC0+       20090101004985100000005000m0000099200001989   
0601ZGC0+       20090101004990100000005000m0000099300001989   
0601ZGC0+       20090101004995100000005000m0000099420001989   
0601ZGC0+       20090101005000100000005000m0000099540001990   
0601ZGC0+       20090101005005100000005000m0000099650001990   
0601ZGC0+       20090101005010100000005000m0000099770001990   
0601ZGC0+       20090101005015100000005000m0000099880001991   
0601ZGC0+       20090101005020100000005000m0000100000001991   
0601ZGC0+       20090101005025100000005000m0000100110001991   
0601ZGC0+       20090101005030100000005000m0000100230001992   
0601ZGC0+       20090101005035100000005000m0000100350001992   
0601ZGC0+       20090101005040100000005000m0000100460001992   
0601ZGC0+       20090101005045100000005000m0000100570001992   
0601ZGC0+       20090101005050100000005000m0000100690001993   
0601ZGC0+       20090101005055100000005000m0000100800001993   
0601ZGC0+       20090101005060100000005000m0000100920001993   
0601ZGC0+       20090101005065100000005000m0000101040001994   
0601ZGC0+       20090101005070100000005000m0000101150001994   
0601ZGC0+       20090101005075100000005000m0000101260001994   
0601ZGC0+       20090101005080100000005000m0000101380001995   
0601ZGC0+       20090101005085100000005000m0000101490001995   
0601ZGC0+       20090101005090100000005000m0000101610001995   
0601ZGC0+       20090101005095100000005000m0000101730001996   
0601ZGC0+       20090101005100100000005000m0000101840001996   
0601ZGC0+       20090101005105100000005000m0000101960001996   
0601ZGC0+       20090101005110100000005000m0000102070001996   
0601ZGC0+       20090101005115100000005000m0000102180001997   
0601ZGC0+       20090101005120100000005000m0000102300001997   
0601ZGC0+       20090101005125100000005000m0000102420001997   
0601ZGC0+       20090101005130100000005000m0000102530001998   
0601ZGC0+       20090101005135100000005000m0000102650001998   
0601ZGC0+       20090101005140100000005000m0000102770001998   
0601ZGC0+       20090101005145100000005000m0000102870001998   
0601ZGC0+       20090101005150100000005000m0000102990001999   
0601ZGC0+       20090101005155100000005000m0000103110001999   
0601ZGC0+       20090101005160100000005000m0000103220001999   
0601ZGC0+       20090101005165100000005000m0000103340002000   
0601ZGC0+       20090101005170100000005000m0000103460002000   
0601ZGC0+       20090101005175100000005000m0000103570002000   
0601ZGC0+       20090101005180100000005000m0000103690002001   
0601ZGC0+       20090101005185100000005000m0000103800002001   
0601ZGC0+       20090101005190100000005000m0000103910002001   
0601ZGC0+       20090101005195100000005000m0000104030002002   
0601ZGC0+       20090101005200100000005000m0000104150002002   
0601ZGC0+       20090101005205100000005000m0000104260002002   
0601ZGC0+       20090101005210100000005000m0000104380002002   
0601ZGC0+       20090101005215100000005000m0000104500002003   
0601ZGC0+       20090101005220100000005000m0000104610002003   
0601ZGC0+       20090101005225100000005000m0000104720002003   
0601ZGC0+       20090101005230100000005000m0000104830002003   
0601ZGC0+       20090101005235100000005000m0000104950002004   
0601ZGC0+       20090101005240100000005000m0000105070002004   
0601ZGC0+       20090101005245100000005000m0000105180002004   
0601ZGC0+       20090101005250100000005000m0000105300002005   
0601ZGC0+       20090101005255100000005000m0000105420002005   
0601ZGC0+       20090101005260100000005000m0000105530002005   
0601ZGC0+       20090101005265100000005000m0000105650002006   
0601ZGC0+       20090101005270100000005000m0000105770002006   
0601ZGC0+       20090101005275100000005000m0000105870002006   
0601ZGC0+       20090101005280100000005000m0000105990002006   
0601ZGC0+       20090101005285100000005000m0000106100002007   
0601ZGC0+       20090101005290100000005000m0000106220002007   
0601ZGC0+       20090101005295100000005000m0000106340002007   
0601ZGC0+       20090101005300100000005000m0000106450002008   
0601ZGC0+       20090101005305100000005000m0000106570002008   
0601ZGC0+       20090101005310100000005000m0000106690002008   
0601ZGC0+       20090101005315100000005000m0000106800002008   
0601ZGC0+       20090101005320100000005000m0000106920002009   
0601ZGC0+       20090101005325100000005000m0000107020002009   
0601ZGC0+       20090101005330100000005000m0000107140002009   
0601ZGC0+       20090101005335100000005000m0000107260002010   
0601ZGC0+       20090101005340100000005000m0000107370002010   
0601ZGC0+       20090101005345100000005000m0000107490002010   
0601ZGC0+       20090101005350100000005000m0000107610002010   
0601ZGC0+       20090101005355100000005000m0000107720002011   
0601ZGC0+       20090101005360100000005000m0000107840002011   
0601ZGC0+       20090101005365100000005000m0000107950002011   
0601ZGC0+       20090101005370100000005000m0000108070002012   
0601ZGC0+       20090101005375100000005000m0000108190002012   
0601ZGC0+       20090101005380100000005000m0000108300002012   
0601ZGC0+       20090101005385100000005000m0000108420002012   
0601ZGC0+       20090101005390100000005000m0000108520002012   
0601ZGC0+       20090101005395100000005000m0000108640002013   
0601ZGC0+       20090101005400100000005000m0000108760002013   
0601ZGC0+       20090101005405100000005000m0000108870002013   
0601ZGC0+       20090101005410100000005000m0000108990002014   
0601ZGC0+       20090101005415100000005000m0000109100002014   
0601ZGC0+       20090101005420100000005000m0000109220002014   
0601ZGC0+       20090101005425100000005000m0000109340002015   
0601ZGC0+       20090101005430100000005000m0000109450002015   
0601ZGC0+       20090101005435100000005000m0000109570002015   
0601ZGC0+       20090101005440100000005000m0000109680002015   
0601ZGC0+       20090101005445100000005000m0000109800002016   
0601ZGC0+       20090101005450100000005000m0000109920002016   
0601ZGC0+       20090101005455100000005000m0000110030002016   
0601ZGC0+       20090101005460100000005000m0000110150002016   
0601ZGC0+       20090101005465100000005000m0000110250002016   
0601ZGC0+       20090101005470100000005000m0000110370002017   
0601ZGC0+       20090101005475100000005000m0000110490002017   
0601ZGC0+       20090101005480100000005000m0000110600002017   
0601ZGC0+       20090101005485100000005000m0000110720002018   
0601ZGC0+       20090101005490100000005000m0000110830002018   
0601ZGC0+       20090101005495100000005000m0000110950002018   
0601ZGC0+       20090101005500100000005000m0000111060002018   
0601ZGC0+       20090101005505100000005000m0000111180002019   
0601ZGC0+       20090101005510100000005000m0000111300002019   
0601ZGC0+       20090101005515100000005000m0000111410002019   
0601ZGC0+       20090101005520100000005000m0000111530002020   
0601ZGC0+       20090101005525100000005000m0000111640002020   
0601ZGC0+       20090101005530100000005000m0000111760002020   
0601ZGC0+       20090101005535100000005000m0000111880002020   
0601ZGC0+       20090101005540100000005000m0000111990002021   
0601ZGC0+       20090101005545100000005000m0000112110002021   
0601ZGC0+       20090101005550100000005000m0000112220002021   
0601ZGC0+       20090101005555100000005000m0000112340002021   
0601ZGC0+       20090101005560100000005000m0000112450002022   
0601ZGC0+       20090101005565100000005000m0000112570002022   
0601ZGC0+       20090101005570100000005000m0000112690002022   
0601ZGC0+       20090101005575100000005000m0000112800002022   
0601ZGC0+       20090101005580100000005000m0000112920002023   
0601ZGC0+       20090101005585100000005000m0000113030002023   
0601ZGC0+       20090101005590100000005000m0000113150002023   
0601ZGC0+       20090101005595100000005000m0000113250002023   
0601ZGC0+       20090101005600100000005000m0000113380002024   
0601ZGC0+       20090101005605100000005000m0000113500002024   
0601ZGC0+       20090101005610100000005000m0000113600002024   
0601ZGC0+       20090101005615100000005000m0000113730002025   
0601ZGC0+       20090101005620100000005000m0000113830002025   
0601ZGC0+       20090101005625100000005000m0000113950002025   
0601ZGC0+       20090101005630100000005000m0000114060002025   
0601ZGC0+       20090101005635100000005000m0000114180002025   
0601ZGC0+       20090101005640100000005000m0000114290002026   
0601ZGC0+       20090101005645100000005000m0000114410002026   
0601ZGC0+       20090101005650100000005000m0000114530002026   
0601ZGC0+       20090101005655100000005000m0000114640002026   
0601ZGC0+       20090101005660100000005000m0000114760002027   
0601ZGC0+       20090101005665100000005000m0000114870002027   
0601ZGC0+       20090101005670100000005000m0000114990002027   
